,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,eightd_active_station_services,data_read_timestamp,year_station_last_reported
0,107,14,0,1,4,0,True,True,True,2020-03-11 22:18:08+00:00,False,[{'id': '6523db73-134d-4f62-af6f-78a8515cc83b'}],2020-03-11 22:18:36,2020
1,3,5,0,0,10,0,True,True,True,2020-03-11 22:12:26+00:00,True,,2020-03-11 22:18:36,2020
2,4,13,0,0,6,0,True,True,True,2020-03-11 22:18:09+00:00,False,,2020-03-11 22:18:36,2020
3,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-11 22:18:36,1970
4,6,4,0,1,10,0,True,True,True,2020-03-11 22:18:02+00:00,False,,2020-03-11 22:18:36,2020
5,7,9,0,0,6,0,True,True,True,2020-03-11 21:56:18+00:00,False,,2020-03-11 22:18:36,2020
6,8,2,0,0,17,0,True,True,True,2020-03-11 22:16:42+00:00,False,,2020-03-11 22:18:36,2020
7,9,12,0,1,2,0,True,True,True,2020-03-11 22:17:32+00:00,False,,2020-03-11 22:18:36,2020
8,10,5,0,0,6,0,True,True,True,2020-03-11 21:54:30+00:00,False,,2020-03-11 22:18:36,2020
9,11,14,0,0,1,0,True,True,True,2020-03-11 21:53:44+00:00,False,,2020-03-11 22:18:36,2020
10,12,9,0,3,6,0,True,True,True,2020-03-11 22:16:13+00:00,True,,2020-03-11 22:18:36,2020
11,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-11 22:18:36,1970
12,14,1,0,0,24,0,True,True,True,2020-03-11 22:06:40+00:00,False,,2020-03-11 22:18:36,2020
13,15,9,0,0,6,0,True,True,True,2020-03-11 21:57:09+00:00,False,,2020-03-11 22:18:36,2020
14,16,6,0,0,13,0,True,True,True,2020-03-11 22:14:04+00:00,True,,2020-03-11 22:18:36,2020
15,17,1,0,0,14,0,True,True,True,2020-03-11 22:17:41+00:00,False,,2020-03-11 22:18:36,2020
16,19,3,0,0,12,0,True,True,True,2020-03-11 22:16:34+00:00,False,,2020-03-11 22:18:36,2020
17,20,13,0,0,10,0,True,True,True,2020-03-11 22:16:43+00:00,True,,2020-03-11 22:18:36,2020
18,21,2,0,0,16,0,True,True,True,2020-03-11 22:15:48+00:00,True,,2020-03-11 22:18:36,2020
19,22,37,0,0,10,0,True,True,True,2020-03-11 22:10:05+00:00,True,,2020-03-11 22:18:36,2020
20,23,5,0,1,15,0,True,True,True,2020-03-11 22:16:04+00:00,True,,2020-03-11 22:18:36,2020
21,24,18,0,0,1,0,True,True,True,2020-03-11 22:09:39+00:00,False,,2020-03-11 22:18:36,2020
22,25,15,0,0,0,0,True,True,True,2020-03-11 21:56:14+00:00,False,,2020-03-11 22:18:36,2020
23,26,9,0,2,4,0,True,True,True,2020-03-11 22:13:52+00:00,False,,2020-03-11 22:18:36,2020
24,27,10,0,1,12,0,True,True,True,2020-03-11 22:11:37+00:00,False,,2020-03-11 22:18:36,2020
25,29,2,0,0,13,0,True,True,True,2020-03-11 22:17:36+00:00,False,,2020-03-11 22:18:36,2020
26,30,1,0,0,14,0,True,True,True,2020-03-11 22:18:26+00:00,False,,2020-03-11 22:18:36,2020
27,31,1,0,1,17,0,True,True,True,2020-03-11 21:46:30+00:00,False,,2020-03-11 22:18:36,2020
28,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-11 22:18:36,1970
29,33,6,0,1,20,0,True,True,True,2020-03-11 22:18:23+00:00,True,,2020-03-11 22:18:36,2020
30,35,0,0,0,3,0,False,False,False,2019-11-18 21:05:37+00:00,False,,2020-03-11 22:18:36,2019
31,36,5,0,1,27,0,True,True,True,2020-03-11 22:17:31+00:00,True,,2020-03-11 22:18:36,2020
32,37,4,0,0,11,0,True,True,True,2020-03-11 22:17:41+00:00,True,,2020-03-11 22:18:36,2020
33,39,7,0,0,16,0,True,True,True,2020-03-11 22:17:58+00:00,False,,2020-03-11 22:18:36,2020
34,40,5,0,0,14,0,True,True,True,2020-03-11 22:17:01+00:00,False,,2020-03-11 22:18:36,2020
35,41,14,0,0,13,0,True,True,True,2020-03-11 21:56:32+00:00,True,,2020-03-11 22:18:36,2020
36,42,19,0,1,3,0,True,True,True,2020-03-11 22:05:12+00:00,False,,2020-03-11 22:18:36,2020
37,43,10,0,0,5,0,True,True,True,2020-03-11 22:16:25+00:00,False,,2020-03-11 22:18:36,2020
38,44,17,0,0,6,0,True,True,True,2020-03-11 21:55:55+00:00,False,,2020-03-11 22:18:36,2020
39,46,19,0,0,0,0,True,True,True,2020-03-11 22:13:12+00:00,False,,2020-03-11 22:18:36,2020
40,47,8,0,0,11,0,True,True,True,2020-03-11 22:12:19+00:00,True,,2020-03-11 22:18:36,2020
41,48,0,0,0,3,0,False,False,False,2020-03-04 17:50:43+00:00,False,,2020-03-11 22:18:36,2020
42,49,6,0,0,12,0,True,True,True,2020-03-11 22:10:05+00:00,False,,2020-03-11 22:18:36,2020
43,50,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,,2020-03-11 22:18:36,1970
44,51,3,0,0,12,0,True,True,True,2020-03-11 22:16:20+00:00,False,,2020-03-11 22:18:36,2020
45,52,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,,2020-03-11 22:18:36,1970
46,53,0,0,0,3,0,False,False,False,2020-03-04 20:56:41+00:00,False,,2020-03-11 22:18:36,2020
47,54,9,0,0,6,0,True,True,True,2020-03-11 22:07:04+00:00,False,,2020-03-11 22:18:36,2020
48,55,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-11 22:18:36,1970
49,56,2,0,0,16,0,True,True,True,2020-03-11 20:21:24+00:00,False,,2020-03-11 22:18:36,2020
50,57,14,0,0,0,0,True,True,True,2020-03-11 22:16:32+00:00,True,,2020-03-11 22:18:36,2020
51,58,7,0,2,10,0,True,True,True,2020-03-11 22:10:59+00:00,True,,2020-03-11 22:18:36,2020
52,59,10,0,0,9,0,True,True,True,2020-03-11 22:07:47+00:00,True,,2020-03-11 22:18:36,2020
53,60,8,0,1,10,0,True,True,True,2020-03-11 22:16:02+00:00,False,,2020-03-11 22:18:36,2020
54,61,0,0,0,3,0,False,False,False,2020-03-04 20:12:26+00:00,False,,2020-03-11 22:18:36,2020
55,63,12,0,0,3,0,True,True,True,2020-03-11 19:43:58+00:00,False,,2020-03-11 22:18:36,2020
56,64,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-11 22:18:36,1970
57,65,5,0,1,17,0,True,True,True,2020-03-11 21:57:15+00:00,False,,2020-03-11 22:18:36,2020
58,66,9,0,2,4,0,True,True,True,2020-03-11 22:11:31+00:00,False,,2020-03-11 22:18:36,2020
59,67,0,0,1,26,0,True,True,True,2020-03-11 22:14:00+00:00,True,,2020-03-11 22:18:36,2020
60,68,18,0,1,0,0,True,True,True,2020-03-11 22:15:35+00:00,True,,2020-03-11 22:18:36,2020
61,69,11,0,0,8,0,True,True,True,2020-03-11 22:18:22+00:00,True,,2020-03-11 22:18:36,2020
62,70,13,0,0,10,0,True,True,True,2020-03-11 21:55:57+00:00,False,,2020-03-11 22:18:36,2020
63,71,7,0,0,16,0,True,True,True,2020-03-11 22:14:30+00:00,False,,2020-03-11 22:18:36,2020
64,72,13,0,0,10,0,True,True,True,2020-03-11 21:57:51+00:00,False,,2020-03-11 22:18:36,2020
65,73,11,0,1,3,0,True,True,True,2020-03-11 21:44:30+00:00,False,,2020-03-11 22:18:36,2020
66,74,8,0,2,9,0,True,True,True,2020-03-11 22:18:28+00:00,True,,2020-03-11 22:18:36,2020
67,75,10,0,0,5,0,True,True,True,2020-03-11 22:15:15+00:00,False,,2020-03-11 22:18:36,2020
68,76,9,0,0,8,0,True,True,True,2020-03-11 22:11:22+00:00,False,,2020-03-11 22:18:36,2020
69,77,2,0,0,13,0,True,True,True,2020-03-11 22:01:33+00:00,False,,2020-03-11 22:18:36,2020
70,78,11,0,0,8,0,True,True,True,2020-03-11 22:16:46+00:00,False,,2020-03-11 22:18:36,2020
71,79,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-11 22:18:36,1970
72,80,27,0,0,8,0,True,True,True,2020-03-11 22:17:56+00:00,False,,2020-03-11 22:18:36,2020
73,81,14,0,0,5,0,True,True,True,2020-03-11 22:10:03+00:00,False,,2020-03-11 22:18:36,2020
74,82,7,0,0,8,0,True,True,True,2020-03-11 22:11:54+00:00,False,,2020-03-11 22:18:36,2020
75,84,2,0,0,13,0,True,True,True,2020-03-11 22:11:15+00:00,False,,2020-03-11 22:18:36,2020
76,85,4,0,0,15,0,True,True,True,2020-03-11 22:13:39+00:00,False,,2020-03-11 22:18:36,2020
77,86,13,0,0,6,0,True,True,True,2020-03-11 22:11:25+00:00,False,,2020-03-11 22:18:36,2020
