,valet,is_installed,num_bikes_disabled,num_docks_available,is_renting,eightd_active_station_services,num_ebikes_available,num_bikes_available,station_id,is_returning,last_reported,station_status,legacy_id,num_docks_disabled,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,"{'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'off_dock_count': 0, 'valet_revision': 3, 'active': True, 'dock_blocked_count': 0, 'off_dock_capacity': 0}",True,0,22,True,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],0,1,296,True,2020-08-02 03:22:40+00:00,active,296,0,False,2020-08-02 03:38:00,2020
1,,True,0,13,True,,0,2,3,True,2020-08-02 03:12:53+00:00,active,3,0,True,2020-08-02 03:38:00,2020
2,,True,0,13,True,,0,6,4,True,2020-08-02 03:29:22+00:00,active,4,0,False,2020-08-02 03:38:00,2020
3,,True,0,10,True,,0,5,5,True,2020-08-02 03:31:12+00:00,active,5,0,False,2020-08-02 03:38:00,2020
4,,True,0,5,True,,0,10,6,True,2020-08-02 03:11:01+00:00,active,6,0,False,2020-08-02 03:38:00,2020
5,,True,0,13,True,,0,2,7,True,2020-08-02 03:30:59+00:00,active,7,0,False,2020-08-02 03:38:00,2020
6,,True,3,1,True,,0,15,8,True,2020-08-02 03:34:56+00:00,active,8,0,False,2020-08-02 03:38:00,2020
7,,True,0,0,True,,0,15,9,True,2020-08-02 02:16:41+00:00,active,9,0,False,2020-08-02 03:38:00,2020
8,,True,1,8,True,,0,2,10,True,2020-08-02 02:55:33+00:00,active,10,0,False,2020-08-02 03:38:00,2020
9,,True,1,10,True,,0,4,11,True,2020-08-02 02:58:49+00:00,active,11,0,False,2020-08-02 03:38:00,2020
10,,True,0,15,True,,0,3,12,True,2020-08-02 03:37:26+00:00,active,12,0,True,2020-08-02 03:38:00,2020
11,,True,0,9,True,,0,10,13,True,2020-08-02 02:57:00+00:00,active,13,0,False,2020-08-02 03:38:00,2020
12,,True,1,23,True,,0,1,14,True,2020-08-02 03:36:32+00:00,active,14,0,False,2020-08-02 03:38:00,2020
13,,True,1,9,True,,0,5,15,True,2020-08-02 03:03:29+00:00,active,15,0,False,2020-08-02 03:38:00,2020
14,,True,1,2,True,,0,16,16,True,2020-08-02 03:03:05+00:00,active,16,0,True,2020-08-02 03:38:00,2020
15,,True,0,9,True,,0,6,17,True,2020-08-02 03:09:16+00:00,active,17,0,False,2020-08-02 03:38:00,2020
16,,True,0,8,True,,0,7,19,True,2020-08-02 02:47:20+00:00,active,19,0,False,2020-08-02 03:38:00,2020
17,,True,0,18,True,,0,5,20,True,2020-08-02 03:14:45+00:00,active,20,0,True,2020-08-02 03:38:00,2020
18,,True,1,10,True,,0,7,21,True,2020-08-02 03:30:10+00:00,active,21,0,True,2020-08-02 03:38:00,2020
19,,True,2,43,True,,0,2,22,True,2020-08-02 03:36:03+00:00,active,22,0,True,2020-08-02 03:38:00,2020
20,,True,1,13,True,,0,7,23,True,2020-08-02 02:10:58+00:00,active,23,0,True,2020-08-02 03:38:00,2020
