,station_status,legacy_id,num_ebikes_available,is_renting,num_bikes_disabled,station_id,num_bikes_available,num_docks_available,is_returning,is_installed,eightd_has_available_keys,num_docks_disabled,last_reported,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,active,3,0,True,0,3,7,8,True,True,True,0,2020-07-30 20:33:32+00:00,,,2020-07-30 20:39:40,2020
1,active,4,0,True,0,4,8,11,True,True,False,0,2020-07-30 20:37:43+00:00,,,2020-07-30 20:39:40,2020
2,active,5,0,True,0,5,6,9,True,True,False,0,2020-07-30 20:20:18+00:00,,,2020-07-30 20:39:40,2020
3,active,6,0,True,1,6,8,6,True,True,False,0,2020-07-30 20:39:04+00:00,,,2020-07-30 20:39:40,2020
4,active,7,0,True,1,7,12,2,True,True,False,0,2020-07-30 20:29:42+00:00,,,2020-07-30 20:39:40,2020
5,active,8,0,True,2,8,5,12,True,True,False,0,2020-07-30 20:21:32+00:00,,,2020-07-30 20:39:40,2020
6,active,9,0,True,0,9,5,10,True,True,False,0,2020-07-30 20:38:39+00:00,,,2020-07-30 20:39:40,2020
7,active,10,0,True,0,10,1,10,True,True,False,0,2020-07-30 20:02:26+00:00,,,2020-07-30 20:39:40,2020
8,active,11,0,True,0,11,6,9,True,True,False,0,2020-07-30 20:38:56+00:00,"{'region': 'BOS', 'valet_revision': 73, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'off_dock_capacity': 50, 'active': True, 'off_dock_count': 59}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-30 20:39:40,2020
9,active,12,0,True,1,12,5,12,True,True,True,0,2020-07-30 19:57:22+00:00,,,2020-07-30 20:39:40,2020
10,active,13,0,True,0,13,10,9,True,True,False,0,2020-07-30 20:38:39+00:00,,,2020-07-30 20:39:40,2020
11,active,14,0,True,1,14,10,14,True,True,False,0,2020-07-30 20:38:24+00:00,,,2020-07-30 20:39:40,2020
12,active,15,0,True,0,15,10,5,True,True,False,0,2020-07-30 19:42:44+00:00,,,2020-07-30 20:39:40,2020
13,active,16,0,True,2,16,7,10,True,True,True,0,2020-07-30 20:39:18+00:00,,,2020-07-30 20:39:40,2020
14,active,17,0,True,0,17,9,6,True,True,False,0,2020-07-30 20:02:54+00:00,,,2020-07-30 20:39:40,2020
15,active,19,0,True,0,19,2,13,True,True,False,0,2020-07-30 20:13:06+00:00,,,2020-07-30 20:39:40,2020
16,active,20,0,True,0,20,15,8,True,True,True,0,2020-07-30 20:29:24+00:00,,,2020-07-30 20:39:40,2020
17,active,21,0,True,0,21,7,11,True,True,True,0,2020-07-30 20:38:42+00:00,,,2020-07-30 20:39:40,2020
