,eightd_has_available_keys,num_bikes_disabled,num_docks_available,is_installed,is_renting,station_status,station_id,num_bikes_available,legacy_id,num_ebikes_available,is_returning,last_reported,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,12,True,True,active,3,3,3,0,True,2020-07-31 11:51:39+00:00,0,,,2020-07-31 12:08:15,2020
1,False,0,4,True,True,active,4,15,4,0,True,2020-07-31 11:34:48+00:00,0,,,2020-07-31 12:08:15,2020
2,False,0,3,True,True,active,5,12,5,0,True,2020-07-31 12:03:45+00:00,0,,,2020-07-31 12:08:15,2020
3,False,0,9,True,True,active,6,6,6,0,True,2020-07-31 11:51:51+00:00,0,,,2020-07-31 12:08:15,2020
4,False,1,2,True,True,active,7,12,7,0,True,2020-07-31 11:59:50+00:00,0,,,2020-07-31 12:08:15,2020
5,False,2,4,True,True,active,8,13,8,0,True,2020-07-31 11:37:54+00:00,0,,,2020-07-31 12:08:15,2020
6,False,0,4,True,True,active,9,11,9,0,True,2020-07-31 12:03:11+00:00,0,,,2020-07-31 12:08:15,2020
7,False,0,1,True,True,active,10,10,10,0,True,2020-07-31 11:53:38+00:00,0,,,2020-07-31 12:08:15,2020
8,False,0,8,True,True,active,11,7,11,0,True,2020-07-31 12:04:15+00:00,0,"{'off_dock_capacity': 50, 'active': True, 'off_dock_count': 41, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'valet_revision': 75}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-31 12:08:15,2020
9,True,1,16,True,True,active,12,1,12,0,True,2020-07-31 12:07:09+00:00,0,,,2020-07-31 12:08:15,2020
10,False,0,1,True,True,active,13,18,13,0,True,2020-07-31 11:42:28+00:00,0,,,2020-07-31 12:08:15,2020
11,False,0,18,True,True,active,14,7,14,0,True,2020-07-31 12:03:55+00:00,0,,,2020-07-31 12:08:15,2020
12,False,2,2,True,True,active,15,11,15,0,True,2020-07-31 11:37:14+00:00,0,,,2020-07-31 12:08:15,2020
13,True,1,15,True,True,active,16,3,16,0,True,2020-07-31 11:55:47+00:00,0,,,2020-07-31 12:08:15,2020
14,False,0,6,True,True,active,17,9,17,0,True,2020-07-31 11:31:35+00:00,0,,,2020-07-31 12:08:15,2020
15,False,0,5,True,True,active,19,10,19,0,True,2020-07-31 10:04:12+00:00,0,,,2020-07-31 12:08:15,2020
16,True,0,16,True,True,active,20,7,20,0,True,2020-07-31 11:43:39+00:00,0,,,2020-07-31 12:08:15,2020
17,True,0,11,True,True,active,21,7,21,0,True,2020-07-31 12:02:20+00:00,0,,,2020-07-31 12:08:15,2020
18,True,1,39,True,True,active,22,7,22,0,True,2020-07-31 12:06:51+00:00,0,,,2020-07-31 12:08:15,2020
19,True,0,16,True,True,active,23,5,23,0,True,2020-07-31 12:06:20+00:00,0,,,2020-07-31 12:08:15,2020
20,False,0,10,True,True,active,24,9,24,0,True,2020-07-31 11:37:59+00:00,0,,,2020-07-31 12:08:15,2020
21,False,1,8,True,True,active,25,6,25,0,True,2020-07-31 12:07:58+00:00,0,,,2020-07-31 12:08:15,2020
22,False,3,10,True,True,active,26,2,26,0,True,2020-07-31 12:08:01+00:00,0,,,2020-07-31 12:08:15,2020
23,False,3,7,True,True,active,27,13,27,0,True,2020-07-31 12:08:05+00:00,0,,,2020-07-31 12:08:15,2020
24,False,0,9,True,True,active,29,6,29,0,True,2020-07-31 08:32:25+00:00,0,,,2020-07-31 12:08:15,2020
25,False,0,0,True,True,active,30,15,30,0,True,2020-07-31 12:06:13+00:00,0,,,2020-07-31 12:08:15,2020
26,True,1,1,True,True,active,31,17,31,0,True,2020-07-31 10:49:35+00:00,0,,,2020-07-31 12:08:15,2020
27,False,2,9,True,True,active,32,4,32,0,True,2020-07-31 12:03:04+00:00,0,,,2020-07-31 12:08:15,2020
28,False,0,7,True,True,active,33,20,33,0,True,2020-07-31 11:29:37+00:00,0,,,2020-07-31 12:08:15,2020
29,False,0,13,True,True,active,35,10,35,0,True,2020-07-31 12:05:56+00:00,0,,,2020-07-31 12:08:15,2020
30,True,0,27,True,True,active,36,6,36,0,True,2020-07-31 12:03:18+00:00,0,,,2020-07-31 12:08:15,2020
31,True,0,14,True,True,active,37,1,37,0,True,2020-07-31 08:51:14+00:00,0,,,2020-07-31 12:08:15,2020
32,False,1,10,True,True,active,39,12,39,0,True,2020-07-31 12:00:46+00:00,0,,,2020-07-31 12:08:15,2020
33,False,0,3,True,True,active,40,16,40,0,True,2020-07-31 12:01:51+00:00,0,,,2020-07-31 12:08:15,2020
34,True,1,3,True,True,active,41,23,41,0,True,2020-07-31 11:55:59+00:00,0,,,2020-07-31 12:08:15,2020
35,False,1,9,True,True,active,42,13,42,0,True,2020-07-31 12:08:05+00:00,0,,,2020-07-31 12:08:15,2020
36,True,0,9,True,True,active,43,6,43,0,True,2020-07-31 11:48:59+00:00,0,,,2020-07-31 12:08:15,2020
37,False,0,1,True,True,active,44,22,44,0,True,2020-07-31 08:56:19+00:00,0,,,2020-07-31 12:08:15,2020
38,False,0,8,True,True,active,46,11,46,0,True,2020-07-31 11:52:23+00:00,0,,,2020-07-31 12:08:15,2020
39,True,0,14,True,True,active,47,5,47,0,True,2020-07-31 11:59:39+00:00,0,,,2020-07-31 12:08:15,2020
40,False,0,11,True,True,active,48,8,48,0,True,2020-07-31 11:54:23+00:00,0,,,2020-07-31 12:08:15,2020
41,False,0,13,True,True,active,49,5,49,0,True,2020-07-31 11:55:14+00:00,0,,,2020-07-31 12:08:15,2020
42,True,0,11,True,True,active,50,4,50,0,True,2020-07-31 12:01:02+00:00,0,,,2020-07-31 12:08:15,2020
