,num_docks_disabled,last_reported,is_installed,legacy_id,num_bikes_disabled,num_ebikes_available,eightd_has_available_keys,station_status,num_bikes_available,station_id,is_returning,is_renting,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,2020-07-30 01:20:32+00:00,True,3,2,0,True,active,0,3,True,True,13,,,2020-07-30 01:44:05,2020
1,0,2020-07-30 01:29:06+00:00,True,4,1,0,False,active,18,4,True,True,0,,,2020-07-30 01:44:05,2020
2,0,2020-07-30 01:33:18+00:00,True,5,0,0,False,active,11,5,True,True,4,,,2020-07-30 01:44:05,2020
3,0,2020-07-30 01:31:30+00:00,True,6,0,0,False,active,11,6,True,True,4,,,2020-07-30 01:44:05,2020
4,0,2020-07-30 01:33:50+00:00,True,7,1,0,False,active,6,7,True,True,8,,,2020-07-30 01:44:05,2020
5,0,2020-07-30 01:24:07+00:00,True,8,2,0,False,active,12,8,True,True,5,,,2020-07-30 01:44:05,2020
6,0,2020-07-30 01:38:23+00:00,True,9,1,0,False,active,3,9,True,True,11,,,2020-07-30 01:44:05,2020
7,0,2020-07-30 00:54:27+00:00,True,10,0,0,False,active,0,10,True,True,11,,,2020-07-30 01:44:05,2020
8,0,2020-07-30 01:27:16+00:00,True,11,1,0,False,active,0,11,True,True,14,"{'region': 'BOS', 'valet_revision': 69, 'dock_blocked_count': 0, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 12, 'active': True}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-30 01:44:05,2020
9,0,2020-07-30 01:26:30+00:00,True,12,1,0,True,active,6,12,True,True,11,,,2020-07-30 01:44:05,2020
10,0,2020-07-30 01:11:35+00:00,True,13,0,0,False,active,0,13,True,True,19,,,2020-07-30 01:44:05,2020
11,0,2020-07-30 01:24:41+00:00,True,14,0,0,False,active,0,14,True,True,25,,,2020-07-30 01:44:05,2020
12,0,2020-07-30 00:59:30+00:00,True,15,0,0,False,active,12,15,True,True,3,,,2020-07-30 01:44:05,2020
13,0,2020-07-30 01:06:31+00:00,True,16,2,0,True,active,2,16,True,True,15,,,2020-07-30 01:44:05,2020
14,0,2020-07-30 01:37:26+00:00,True,17,0,0,False,active,13,17,True,True,2,,,2020-07-30 01:44:05,2020
15,0,2020-07-30 01:24:28+00:00,True,19,0,0,False,active,6,19,True,True,9,,,2020-07-30 01:44:05,2020
16,0,2020-07-30 01:29:58+00:00,True,20,1,0,False,active,10,20,True,True,12,,,2020-07-30 01:44:05,2020
17,0,2020-07-30 01:43:05+00:00,True,21,0,0,False,active,12,21,True,True,6,,,2020-07-30 01:44:05,2020
