,is_installed,num_docks_disabled,is_renting,num_docks_available,station_status,last_reported,num_bikes_available,legacy_id,is_returning,eightd_has_available_keys,num_ebikes_available,station_id,num_bikes_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
121,True,0,True,7,active,2020-08-13 18:22:22+00:00,11,136,True,False,0,136,1,,,2020-08-13 20:27:05,2020
122,True,0,True,9,active,2020-08-13 19:56:08+00:00,6,137,True,False,0,137,0,,,2020-08-13 20:27:05,2020
123,True,0,True,0,active,2020-08-13 19:59:11+00:00,13,138,True,False,0,138,2,,,2020-08-13 20:27:05,2020
124,True,0,True,13,active,2020-08-13 20:27:01+00:00,4,139,True,False,0,139,2,,,2020-08-13 20:27:05,2020
125,True,0,True,4,active,2020-08-13 19:42:12+00:00,13,140,True,False,0,140,0,,,2020-08-13 20:27:05,2020
126,True,0,True,9,active,2020-08-13 20:17:05+00:00,6,141,True,False,0,141,0,,,2020-08-13 20:27:05,2020
127,True,0,True,11,active,2020-08-13 20:05:52+00:00,11,142,True,False,0,142,1,,,2020-08-13 20:27:05,2020
128,True,0,True,13,active,2020-08-13 19:49:13+00:00,9,143,True,False,0,143,1,,,2020-08-13 20:27:05,2020
129,True,0,True,12,active,2020-08-13 19:58:38+00:00,7,144,True,False,0,144,0,,,2020-08-13 20:27:05,2020
130,True,0,True,2,active,2020-08-13 20:23:39+00:00,17,145,True,False,0,145,0,,,2020-08-13 20:27:05,2020
131,True,0,True,6,active,2020-08-13 20:04:37+00:00,13,146,True,False,0,146,0,,,2020-08-13 20:27:05,2020
132,True,0,True,10,active,2020-08-13 20:25:40+00:00,7,149,True,True,0,149,1,,,2020-08-13 20:27:05,2020
133,True,0,True,6,active,2020-08-13 18:18:27+00:00,13,150,True,False,0,150,0,,,2020-08-13 20:27:05,2020
134,True,0,True,7,active,2020-08-13 20:21:02+00:00,11,151,True,False,0,151,1,,,2020-08-13 20:27:05,2020
135,True,0,True,11,active,2020-08-13 17:22:50+00:00,4,152,True,True,0,152,0,,,2020-08-13 20:27:05,2020
136,True,0,True,11,active,2020-08-13 20:23:42+00:00,4,156,True,False,0,156,0,,,2020-08-13 20:27:05,2020
137,True,0,True,11,active,2020-08-13 20:26:33+00:00,2,157,True,False,0,157,2,,,2020-08-13 20:27:05,2020
138,True,0,True,5,active,2020-08-13 19:55:21+00:00,10,159,True,False,0,159,0,,,2020-08-13 20:27:05,2020
139,True,0,True,2,active,2020-08-13 19:05:11+00:00,12,160,True,True,0,160,0,,,2020-08-13 20:27:05,2020
140,True,0,True,10,active,2020-08-13 20:22:43+00:00,11,161,True,True,0,161,2,,,2020-08-13 20:27:05,2020
141,True,0,True,11,active,2020-08-13 19:25:41+00:00,4,162,True,False,0,162,0,,,2020-08-13 20:27:05,2020
142,True,0,True,8,active,2020-08-13 20:15:44+00:00,11,163,True,True,0,163,0,,,2020-08-13 20:27:05,2020
143,True,0,True,13,active,2020-08-13 20:06:21+00:00,2,167,True,False,0,167,0,,,2020-08-13 20:27:05,2020
144,True,0,True,12,active,2020-08-13 18:27:41+00:00,7,169,True,False,0,169,0,,,2020-08-13 20:27:05,2020
145,True,0,True,7,active,2020-08-13 16:34:52+00:00,7,170,True,True,0,170,0,,,2020-08-13 20:27:05,2020
146,True,0,True,15,active,2020-08-13 17:52:09+00:00,8,171,True,True,0,171,0,,,2020-08-13 20:27:05,2020
147,True,0,True,3,active,2020-08-13 18:15:35+00:00,11,173,True,True,0,173,0,,,2020-08-13 20:27:05,2020
148,True,0,True,10,active,2020-08-13 18:15:19+00:00,4,174,True,False,0,174,1,,,2020-08-13 20:27:05,2020
149,True,0,True,14,active,2020-08-13 20:22:42+00:00,2,175,True,True,0,175,1,,,2020-08-13 20:27:05,2020
150,True,0,True,5,active,2020-08-13 19:36:59+00:00,10,176,True,False,0,176,0,,,2020-08-13 20:27:05,2020
151,True,0,True,15,active,2020-08-13 20:25:28+00:00,3,177,True,False,0,177,1,,,2020-08-13 20:27:05,2020
152,True,0,True,11,active,2020-08-13 20:24:38+00:00,8,178,True,False,0,178,0,,,2020-08-13 20:27:05,2020
153,True,0,True,6,active,2020-08-13 20:24:04+00:00,19,179,True,False,0,179,0,,,2020-08-13 20:27:05,2020
154,True,0,True,6,active,2020-08-13 18:56:53+00:00,13,180,True,False,0,180,0,,,2020-08-13 20:27:05,2020
155,True,0,True,12,active,2020-08-13 19:27:41+00:00,7,181,True,False,0,181,0,,,2020-08-13 20:27:05,2020
156,True,0,True,16,active,2020-08-13 20:03:31+00:00,3,182,True,True,0,182,0,,,2020-08-13 20:27:05,2020
157,True,0,True,9,active,2020-08-13 19:13:43+00:00,9,183,True,False,0,183,1,,,2020-08-13 20:27:05,2020
158,True,0,True,8,active,2020-08-13 20:16:46+00:00,11,184,True,False,0,184,0,,,2020-08-13 20:27:05,2020
159,True,0,True,4,active,2020-08-13 20:22:36+00:00,11,185,True,False,0,185,0,,,2020-08-13 20:27:05,2020
160,True,0,True,11,active,2020-08-13 20:25:24+00:00,4,186,True,True,0,186,0,,,2020-08-13 20:27:05,2020
161,True,0,True,11,active,2020-08-13 19:44:25+00:00,4,187,True,False,0,187,0,,,2020-08-13 20:27:05,2020
162,True,0,True,3,active,2020-08-13 20:21:51+00:00,11,188,True,False,0,188,1,,,2020-08-13 20:27:05,2020
163,True,0,True,15,active,2020-08-13 20:25:53+00:00,8,189,True,True,0,189,0,,,2020-08-13 20:27:05,2020
164,True,0,True,26,active,2020-08-13 20:19:27+00:00,10,190,True,True,0,190,1,,,2020-08-13 20:27:05,2020
165,True,0,True,9,active,2020-08-13 20:14:37+00:00,6,191,True,False,0,191,0,,,2020-08-13 20:27:05,2020
166,True,0,True,12,active,2020-08-13 20:23:34+00:00,6,192,True,False,0,192,1,,,2020-08-13 20:27:05,2020
167,True,0,True,10,active,2020-08-13 20:01:26+00:00,4,193,True,True,0,193,1,,,2020-08-13 20:27:05,2020
168,True,0,True,18,active,2020-08-13 17:56:44+00:00,1,194,True,False,0,194,0,,,2020-08-13 20:27:05,2020
169,True,0,True,19,active,2020-08-13 20:00:43+00:00,3,195,True,False,0,195,1,,,2020-08-13 20:27:05,2020
170,True,0,True,7,active,2020-08-13 19:04:08+00:00,3,196,True,True,0,196,0,,,2020-08-13 20:27:05,2020
171,True,0,True,13,active,2020-08-13 20:12:17+00:00,1,197,True,False,0,197,1,,,2020-08-13 20:27:05,2020
172,True,0,True,13,active,2020-08-13 16:46:42+00:00,2,199,True,False,0,199,0,,,2020-08-13 20:27:05,2020
173,True,0,True,4,active,2020-08-13 19:58:40+00:00,14,200,True,False,0,200,1,,,2020-08-13 20:27:05,2020
174,True,0,True,7,active,2020-08-13 18:47:24+00:00,8,201,True,False,0,201,0,,,2020-08-13 20:27:05,2020
175,True,0,True,12,active,2020-08-13 20:23:50+00:00,3,202,True,False,0,202,0,,,2020-08-13 20:27:05,2020
176,True,0,True,15,active,2020-08-13 14:09:27+00:00,0,203,True,False,0,203,0,,,2020-08-13 20:27:05,2020
177,True,0,True,14,active,2020-08-13 04:10:02+00:00,0,204,True,False,0,204,1,,,2020-08-13 20:27:05,2020
178,True,0,True,13,active,2020-08-13 18:00:17+00:00,2,205,True,False,0,205,0,,,2020-08-13 20:27:05,2020
179,True,0,True,15,active,2020-08-13 20:05:12+00:00,7,206,True,True,0,206,1,,,2020-08-13 20:27:05,2020
180,True,0,True,8,active,2020-08-13 18:21:29+00:00,7,208,True,True,0,208,0,,,2020-08-13 20:27:05,2020
181,True,0,True,9,active,2020-08-13 17:43:17+00:00,6,209,True,False,0,209,0,,,2020-08-13 20:27:05,2020
182,True,0,True,11,active,2020-08-13 16:34:19+00:00,4,210,True,False,0,210,0,,,2020-08-13 20:27:05,2020
183,True,0,True,14,active,2020-08-13 20:07:57+00:00,5,211,True,False,0,211,0,,,2020-08-13 20:27:05,2020
184,True,0,True,3,active,2020-08-13 20:26:11+00:00,30,212,True,False,0,212,0,,,2020-08-13 20:27:05,2020
185,True,0,True,10,active,2020-08-13 19:13:32+00:00,6,213,True,True,0,213,0,,,2020-08-13 20:27:05,2020
186,True,0,True,14,active,2020-08-13 19:18:38+00:00,1,214,True,False,0,214,0,,,2020-08-13 20:27:05,2020
187,True,0,True,10,active,2020-08-13 10:44:35+00:00,5,215,True,False,0,215,0,,,2020-08-13 20:27:05,2020
188,True,0,True,1,active,2020-08-13 16:40:48+00:00,17,216,True,False,0,216,1,,,2020-08-13 20:27:05,2020
189,True,0,True,10,active,2020-08-13 20:24:50+00:00,9,217,True,False,0,217,0,,,2020-08-13 20:27:05,2020
190,True,0,True,10,active,2020-08-13 20:19:35+00:00,5,218,True,False,0,218,0,,,2020-08-13 20:27:05,2020
191,True,0,True,7,active,2020-08-13 11:05:56+00:00,7,219,True,False,0,219,1,,,2020-08-13 20:27:05,2020
192,True,0,True,15,active,2020-08-13 18:58:12+00:00,4,221,True,False,0,221,0,,,2020-08-13 20:27:05,2020
193,True,0,True,11,active,2020-08-13 19:54:05+00:00,3,222,True,True,0,222,0,,,2020-08-13 20:27:05,2020
194,True,0,True,6,active,2020-08-13 19:52:29+00:00,10,224,True,False,0,224,1,,,2020-08-13 20:27:05,2020
195,True,0,True,17,active,2020-08-13 19:45:23+00:00,1,225,True,False,0,225,1,,,2020-08-13 20:27:05,2020
196,True,0,True,14,active,2020-08-13 20:05:06+00:00,1,226,True,False,0,226,0,,,2020-08-13 20:27:05,2020
197,True,0,True,7,active,2020-08-13 19:56:39+00:00,9,227,True,False,0,227,3,,,2020-08-13 20:27:05,2020
198,True,0,True,12,active,2020-08-13 17:17:40+00:00,7,228,True,False,0,228,0,,,2020-08-13 20:27:05,2020
199,True,0,True,4,active,2020-08-13 03:23:26+00:00,7,232,True,False,0,232,0,,,2020-08-13 20:27:05,2020
200,True,0,True,1,active,2020-08-13 17:53:14+00:00,14,233,True,False,0,233,0,,,2020-08-13 20:27:05,2020
201,True,0,True,14,active,2020-08-13 20:02:36+00:00,1,234,True,False,0,234,0,,,2020-08-13 20:27:05,2020
202,True,0,True,7,active,2020-08-13 19:45:33+00:00,8,235,True,False,0,235,0,,,2020-08-13 20:27:05,2020
203,True,0,True,3,active,2020-08-13 20:13:37+00:00,12,236,True,False,0,236,0,,,2020-08-13 20:27:05,2020
204,True,0,True,9,active,2020-08-13 18:21:22+00:00,6,239,True,False,0,239,0,,,2020-08-13 20:27:05,2020
205,True,0,True,5,active,2020-08-13 12:33:28+00:00,10,255,True,False,0,255,0,,,2020-08-13 20:27:05,2020
206,True,0,True,4,active,2020-08-13 12:17:43+00:00,11,258,True,False,0,258,0,,,2020-08-13 20:27:05,2020
207,True,0,True,1,active,2020-08-13 18:35:59+00:00,14,259,True,False,0,259,0,,,2020-08-13 20:27:05,2020
208,True,0,True,1,active,2020-08-13 19:33:33+00:00,14,260,True,False,0,260,0,,,2020-08-13 20:27:05,2020
209,True,0,True,6,active,2020-08-13 19:07:23+00:00,9,271,True,False,0,271,0,,,2020-08-13 20:27:05,2020
210,True,0,True,10,active,2020-08-13 19:51:34+00:00,8,272,True,False,0,272,1,,,2020-08-13 20:27:05,2020
211,True,0,True,23,active,2020-08-13 20:19:48+00:00,17,273,True,False,0,273,0,,,2020-08-13 20:27:05,2020
212,True,0,True,4,active,2020-08-13 20:13:11+00:00,15,279,True,False,0,279,0,,,2020-08-13 20:27:05,2020
213,True,0,True,8,active,2020-08-13 20:18:02+00:00,10,280,True,False,0,280,1,,,2020-08-13 20:27:05,2020
214,True,0,True,13,active,2020-08-13 19:40:56+00:00,1,282,True,False,0,282,1,,,2020-08-13 20:27:05,2020
215,True,0,True,8,active,2020-08-13 20:06:22+00:00,15,296,True,False,0,296,0,,,2020-08-13 20:27:05,2020
216,True,0,True,6,active,2020-08-13 20:00:03+00:00,12,318,True,False,0,318,1,,,2020-08-13 20:27:05,2020
217,True,0,True,22,active,2020-08-13 15:51:18+00:00,3,319,True,False,0,319,0,,,2020-08-13 20:27:05,2020
218,True,0,True,10,active,2020-08-13 20:20:29+00:00,5,327,True,False,0,327,0,,,2020-08-13 20:27:05,2020
219,True,0,True,4,active,2020-08-13 20:24:48+00:00,9,328,True,False,0,328,2,,,2020-08-13 20:27:05,2020
220,True,0,True,0,active,2020-08-13 19:34:48+00:00,14,329,True,False,0,329,1,,,2020-08-13 20:27:05,2020
