,eightd_has_available_keys,num_docks_available,num_docks_disabled,station_id,num_ebikes_available,legacy_id,last_reported,num_bikes_available,is_installed,is_renting,is_returning,num_bikes_disabled,station_status,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,False,4,0,3,0,3,2020-08-20 21:07:41+00:00,11,True,True,True,0,active,,,2020-08-20 21:20:45,2020
1,False,12,0,4,0,4,2020-08-20 21:15:50+00:00,7,True,True,True,0,active,,,2020-08-20 21:20:45,2020
2,False,10,0,5,0,5,2020-08-20 21:16:01+00:00,5,True,True,True,0,active,,,2020-08-20 21:20:45,2020
3,False,11,0,6,0,6,2020-08-20 21:15:01+00:00,4,True,True,True,0,active,,,2020-08-20 21:20:45,2020
4,False,10,0,7,0,7,2020-08-20 21:01:39+00:00,5,True,True,True,0,active,,,2020-08-20 21:20:45,2020
5,False,8,0,8,0,8,2020-08-20 21:19:19+00:00,10,True,True,True,1,active,,,2020-08-20 21:20:45,2020
6,False,6,0,9,0,9,2020-08-20 21:05:21+00:00,9,True,True,True,0,active,,,2020-08-20 21:20:45,2020
7,False,5,0,10,0,10,2020-08-20 20:52:23+00:00,6,True,True,True,0,active,,,2020-08-20 21:20:45,2020
8,False,7,0,11,0,11,2020-08-20 21:20:16+00:00,8,True,True,True,0,active,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 50, 'off_dock_count': 17, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 98, 'active': True, 'region': 'BOS'}",2020-08-20 21:20:45,2020
9,True,0,0,12,0,12,2020-08-20 21:05:18+00:00,16,True,True,True,2,active,,,2020-08-20 21:20:45,2020
10,False,19,0,13,0,13,2020-08-20 20:51:58+00:00,0,True,True,True,0,active,,,2020-08-20 21:20:45,2020
11,False,6,0,14,0,14,2020-08-20 21:14:56+00:00,19,True,True,True,0,active,,,2020-08-20 21:20:45,2020
12,False,3,0,15,0,15,2020-08-20 21:08:01+00:00,12,True,True,True,0,active,,,2020-08-20 21:20:45,2020
13,True,14,0,16,0,16,2020-08-20 21:16:13+00:00,5,True,True,True,0,active,,,2020-08-20 21:20:45,2020
14,False,12,0,17,0,17,2020-08-20 21:11:07+00:00,2,True,True,True,1,active,,,2020-08-20 21:20:45,2020
15,False,14,0,19,0,19,2020-08-20 21:13:23+00:00,1,True,True,True,0,active,,,2020-08-20 21:20:45,2020
16,True,21,0,20,0,20,2020-08-20 21:16:11+00:00,2,True,True,True,0,active,,,2020-08-20 21:20:45,2020
17,True,11,0,21,0,21,2020-08-20 21:13:00+00:00,7,True,True,True,0,active,,,2020-08-20 21:20:45,2020
