,num_bikes_available,last_reported,is_returning,legacy_id,num_bikes_disabled,station_status,num_docks_disabled,num_ebikes_available,station_id,is_installed,is_renting,eightd_has_available_keys,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,5,2020-08-01 15:47:15+00:00,True,3,0,active,0,0,3,True,True,True,10,,,2020-08-01 16:13:15,2020
1,2,2020-08-01 16:12:15+00:00,True,4,0,active,0,0,4,True,True,False,17,,,2020-08-01 16:13:15,2020
2,1,2020-08-01 15:58:57+00:00,True,5,0,active,0,0,5,True,True,False,14,,,2020-08-01 16:13:15,2020
3,0,2020-08-01 15:44:21+00:00,True,6,0,active,0,0,6,True,True,False,15,,,2020-08-01 16:13:15,2020
4,3,2020-08-01 15:44:51+00:00,True,7,0,active,0,0,7,True,True,False,12,,,2020-08-01 16:13:15,2020
5,4,2020-08-01 15:55:35+00:00,True,8,2,active,0,0,8,True,True,False,13,,,2020-08-01 16:13:15,2020
6,10,2020-08-01 16:08:53+00:00,True,9,0,active,0,0,9,True,True,False,5,,,2020-08-01 16:13:15,2020
7,6,2020-08-01 15:13:56+00:00,True,10,1,active,0,0,10,True,True,False,4,,,2020-08-01 16:13:15,2020
8,13,2020-08-01 16:02:28+00:00,True,11,1,active,0,0,11,True,True,False,1,"{'off_dock_capacity': 50, 'valet_revision': 75, 'off_dock_count': 20, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'active': True, 'dock_blocked_count': 0}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-01 16:13:15,2020
9,3,2020-08-01 15:53:21+00:00,True,12,2,active,0,0,12,True,True,True,13,,,2020-08-01 16:13:15,2020
10,16,2020-08-01 15:09:33+00:00,True,13,0,active,0,0,13,True,True,False,3,,,2020-08-01 16:13:15,2020
11,14,2020-08-01 15:59:08+00:00,True,14,0,active,0,0,14,True,True,False,11,,,2020-08-01 16:13:15,2020
12,12,2020-08-01 16:10:12+00:00,True,15,1,active,0,0,15,True,True,False,2,,,2020-08-01 16:13:15,2020
13,17,2020-08-01 15:58:21+00:00,True,16,2,active,0,0,16,True,True,True,0,,,2020-08-01 16:13:15,2020
14,4,2020-08-01 16:04:58+00:00,True,17,0,active,0,0,17,True,True,False,11,,,2020-08-01 16:13:15,2020
15,5,2020-08-01 16:05:01+00:00,True,19,0,active,0,0,19,True,True,False,10,,,2020-08-01 16:13:15,2020
16,8,2020-08-01 16:09:07+00:00,True,20,0,active,0,0,20,True,True,True,15,,,2020-08-01 16:13:15,2020
17,3,2020-08-01 16:10:05+00:00,True,21,0,active,0,0,21,True,True,True,15,,,2020-08-01 16:13:15,2020
18,12,2020-08-01 15:28:36+00:00,True,22,2,active,0,0,22,True,True,True,33,,,2020-08-01 16:13:15,2020
19,6,2020-08-01 15:59:55+00:00,True,23,0,active,0,0,23,True,True,True,15,,,2020-08-01 16:13:15,2020
20,6,2020-08-01 16:10:25+00:00,True,24,0,active,0,0,24,True,True,False,13,,,2020-08-01 16:13:15,2020
21,9,2020-08-01 15:51:34+00:00,True,25,1,active,0,0,25,True,True,False,5,,,2020-08-01 16:13:15,2020
22,2,2020-08-01 16:07:54+00:00,True,26,0,active,0,0,26,True,True,False,13,,,2020-08-01 16:13:15,2020
23,6,2020-08-01 16:06:52+00:00,True,27,2,active,0,0,27,True,True,False,15,,,2020-08-01 16:13:15,2020
24,6,2020-08-01 15:08:42+00:00,True,29,0,active,0,0,29,True,True,False,9,,,2020-08-01 16:13:15,2020
25,7,2020-08-01 15:57:53+00:00,True,30,1,active,0,0,30,True,True,False,7,,,2020-08-01 16:13:15,2020
26,5,2020-08-01 14:30:58+00:00,True,31,0,active,0,0,31,True,True,True,14,,,2020-08-01 16:13:15,2020
27,1,2020-08-01 16:12:16+00:00,True,32,3,active,0,0,32,True,True,False,11,,,2020-08-01 16:13:15,2020
