,station_id,last_reported,num_docks_disabled,eightd_has_available_keys,is_renting,num_bikes_disabled,is_installed,num_ebikes_available,is_returning,num_docks_available,legacy_id,station_status,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-05 13:43:21+00:00,0,True,True,0,True,0,True,6,3,active,9,,,2020-08-05 13:49:10,2020
1,4,2020-08-05 13:38:46+00:00,0,False,True,0,True,0,True,13,4,active,6,,,2020-08-05 13:49:10,2020
2,5,2020-08-05 13:39:28+00:00,0,False,True,0,True,0,True,9,5,active,6,,,2020-08-05 13:49:10,2020
3,6,2020-08-05 13:46:44+00:00,0,False,True,0,True,0,True,2,6,active,13,,,2020-08-05 13:49:10,2020
4,7,2020-08-05 13:32:18+00:00,0,False,True,0,True,0,True,4,7,active,11,,,2020-08-05 13:49:10,2020
5,8,2020-08-05 13:38:27+00:00,0,False,True,0,True,0,True,10,8,active,9,,,2020-08-05 13:49:10,2020
6,9,2020-08-05 13:26:32+00:00,0,False,True,0,True,0,True,9,9,active,6,,,2020-08-05 13:49:10,2020
7,10,2020-08-05 13:14:58+00:00,0,False,True,0,True,0,True,11,10,active,0,,,2020-08-05 13:49:10,2020
8,11,2020-08-05 13:49:02+00:00,0,False,True,0,True,0,True,10,11,active,5,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'off_dock_count': 61, 'valet_revision': 79}",2020-08-05 13:49:10,2020
9,12,2020-08-05 13:46:24+00:00,0,True,True,0,True,0,True,10,12,active,8,,,2020-08-05 13:49:10,2020
10,13,2020-08-05 13:48:33+00:00,0,False,True,0,True,0,True,2,13,active,17,,,2020-08-05 13:49:10,2020
11,14,2020-08-05 13:39:53+00:00,0,False,True,0,True,0,True,11,14,active,14,,,2020-08-05 13:49:10,2020
