,station_status,eightd_has_available_keys,is_returning,num_ebikes_available,last_reported,is_installed,num_docks_available,legacy_id,num_docks_disabled,is_renting,num_bikes_available,num_bikes_disabled,station_id,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,active,False,True,0,2020-08-21 18:33:21+00:00,True,1,3,0,True,14,0,3,,,2020-08-21 18:35:00,2020
1,active,False,True,0,2020-08-21 18:32:18+00:00,True,8,4,0,True,11,0,4,,,2020-08-21 18:35:00,2020
2,active,False,True,0,2020-08-21 18:11:15+00:00,True,8,5,0,True,7,0,5,,,2020-08-21 18:35:00,2020
3,active,False,True,0,2020-08-21 18:32:21+00:00,True,5,6,0,True,8,2,6,,,2020-08-21 18:35:00,2020
4,active,False,True,0,2020-08-21 18:00:50+00:00,True,12,7,0,True,3,0,7,,,2020-08-21 18:35:00,2020
5,active,False,True,0,2020-08-21 18:32:13+00:00,True,10,8,0,True,8,1,8,,,2020-08-21 18:35:00,2020
6,active,False,True,0,2020-08-21 18:32:51+00:00,True,12,9,0,True,3,0,9,,,2020-08-21 18:35:00,2020
7,active,False,True,0,2020-08-21 18:31:59+00:00,True,3,10,0,True,8,0,10,,,2020-08-21 18:35:00,2020
8,active,False,True,0,2020-08-21 18:33:32+00:00,True,4,11,0,True,11,0,11,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 71, 'valet_revision': 100, 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",2020-08-21 18:35:00,2020
9,active,True,True,0,2020-08-21 18:28:21+00:00,True,1,12,0,True,16,1,12,,,2020-08-21 18:35:00,2020
10,active,False,True,0,2020-08-21 18:33:44+00:00,True,5,13,0,True,14,0,13,,,2020-08-21 18:35:00,2020
11,active,False,True,0,2020-08-21 18:32:30+00:00,True,0,14,0,True,24,1,14,,,2020-08-21 18:35:00,2020
12,active,False,True,0,2020-08-21 18:28:09+00:00,True,2,15,0,True,13,0,15,,,2020-08-21 18:35:00,2020
13,active,True,True,0,2020-08-21 18:08:08+00:00,True,13,16,0,True,6,0,16,,,2020-08-21 18:35:00,2020
14,active,False,True,0,2020-08-21 18:19:08+00:00,True,13,17,0,True,2,0,17,,,2020-08-21 18:35:00,2020
15,active,False,True,0,2020-08-21 16:32:14+00:00,True,15,19,0,True,0,0,19,,,2020-08-21 18:35:00,2020
16,active,True,True,0,2020-08-21 18:34:02+00:00,True,6,20,0,True,17,0,20,,,2020-08-21 18:35:00,2020
17,active,True,True,0,2020-08-21 18:32:12+00:00,True,11,21,0,True,7,0,21,,,2020-08-21 18:35:00,2020
18,active,True,True,0,2020-08-21 18:34:54+00:00,True,36,22,0,True,11,0,22,,,2020-08-21 18:35:00,2020
19,active,False,True,0,2020-08-21 18:24:19+00:00,True,4,23,0,True,17,0,23,,,2020-08-21 18:35:00,2020
20,active,False,True,0,2020-08-21 18:33:08+00:00,True,17,24,0,True,1,1,24,,,2020-08-21 18:35:00,2020
21,active,False,True,0,2020-08-21 17:14:50+00:00,True,14,25,0,True,1,0,25,,,2020-08-21 18:35:00,2020
22,active,False,True,0,2020-08-21 18:27:56+00:00,True,3,26,0,True,12,0,26,,,2020-08-21 18:35:00,2020
23,active,False,True,0,2020-08-21 18:25:23+00:00,True,14,27,0,True,9,0,27,,,2020-08-21 18:35:00,2020
24,active,False,True,0,2020-08-21 18:22:46+00:00,True,10,29,0,True,5,0,29,,,2020-08-21 18:35:00,2020
25,active,False,True,0,2020-08-21 18:11:58+00:00,True,0,30,0,True,15,0,30,,,2020-08-21 18:35:00,2020
26,active,True,True,0,2020-08-21 18:00:41+00:00,True,16,31,0,True,3,0,31,,,2020-08-21 18:35:00,2020
27,active,False,True,0,2020-08-21 18:33:57+00:00,True,14,32,0,True,1,0,32,,,2020-08-21 18:35:00,2020
28,active,True,True,0,2020-08-21 18:34:37+00:00,True,18,33,0,True,9,0,33,,,2020-08-21 18:35:00,2020
29,active,False,True,0,2020-08-21 17:46:30+00:00,True,11,35,0,True,12,0,35,,,2020-08-21 18:35:00,2020
30,active,True,True,0,2020-08-21 18:26:46+00:00,True,15,36,0,True,18,0,36,,,2020-08-21 18:35:00,2020
31,active,True,True,0,2020-08-21 17:40:08+00:00,True,10,37,0,True,5,0,37,,,2020-08-21 18:35:00,2020
32,active,False,True,0,2020-08-21 18:33:46+00:00,True,10,39,0,True,13,0,39,,,2020-08-21 18:35:00,2020
33,active,False,True,0,2020-08-21 18:34:58+00:00,True,12,40,0,True,7,0,40,,,2020-08-21 18:35:00,2020
34,active,True,True,0,2020-08-21 18:32:06+00:00,True,20,41,0,True,6,1,41,,,2020-08-21 18:35:00,2020
35,active,False,True,0,2020-08-21 18:32:01+00:00,True,14,42,0,True,9,0,42,,,2020-08-21 18:35:00,2020
36,active,True,True,0,2020-08-21 17:45:22+00:00,True,10,43,0,True,5,0,43,,,2020-08-21 18:35:00,2020
37,active,False,True,0,2020-08-21 18:31:00+00:00,True,8,44,0,True,15,0,44,,,2020-08-21 18:35:00,2020
38,active,False,True,0,2020-08-21 18:34:46+00:00,True,9,46,0,True,9,1,46,,,2020-08-21 18:35:00,2020
39,active,True,True,0,2020-08-21 18:26:48+00:00,True,13,47,0,True,6,0,47,,,2020-08-21 18:35:00,2020
40,active,False,True,0,2020-08-21 18:28:01+00:00,True,12,48,0,True,7,0,48,,,2020-08-21 18:35:00,2020
41,active,False,True,0,2020-08-21 18:22:50+00:00,True,4,49,0,True,13,1,49,,,2020-08-21 18:35:00,2020
42,active,True,True,0,2020-08-21 18:33:20+00:00,True,5,50,0,True,9,1,50,,,2020-08-21 18:35:00,2020
43,active,False,True,0,2020-08-21 18:18:59+00:00,True,11,51,0,True,3,1,51,,,2020-08-21 18:35:00,2020
44,active,True,True,0,2020-08-21 18:31:42+00:00,True,17,52,0,True,6,0,52,,,2020-08-21 18:35:00,2020
45,active,False,True,0,2020-08-21 18:31:30+00:00,True,16,53,0,True,3,0,53,,,2020-08-21 18:35:00,2020
46,active,False,True,0,2020-08-21 18:34:29+00:00,True,11,54,0,True,4,0,54,,,2020-08-21 18:35:00,2020
47,active,False,True,0,2020-08-21 18:32:20+00:00,True,11,55,0,True,4,0,55,,,2020-08-21 18:35:00,2020
48,active,True,True,0,2020-08-21 17:04:36+00:00,True,13,56,0,True,5,0,56,,,2020-08-21 18:35:00,2020
49,active,True,True,0,2020-08-21 18:29:55+00:00,True,7,57,0,True,6,1,57,,,2020-08-21 18:35:00,2020
50,active,True,True,0,2020-08-21 18:28:09+00:00,True,17,58,0,True,1,1,58,,,2020-08-21 18:35:00,2020
51,active,True,True,0,2020-08-21 18:26:27+00:00,True,17,59,0,True,2,0,59,,,2020-08-21 18:35:00,2020
52,active,False,True,0,2020-08-21 18:31:37+00:00,True,16,60,0,True,2,1,60,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 31, 'valet_revision': 89, 'off_dock_capacity': 40, 'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}",2020-08-21 18:35:00,2020
53,active,False,True,0,2020-08-21 18:17:35+00:00,True,5,61,0,True,14,0,61,,,2020-08-21 18:35:00,2020
54,active,False,True,0,2020-08-21 18:24:08+00:00,True,15,63,0,True,0,0,63,,,2020-08-21 18:35:00,2020
55,active,False,True,0,2020-08-21 17:51:44+00:00,True,1,64,0,True,18,0,64,,,2020-08-21 18:35:00,2020
