,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,3,5,0,0,10,0,True,True,True,2020-03-13 12:59:22+00:00,True,2020-03-13 13:23:11,2020
1,4,16,0,1,2,0,True,True,True,2020-03-13 13:14:30+00:00,False,2020-03-13 13:23:11,2020
2,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-13 13:23:11,1970
3,6,3,0,0,12,0,True,True,True,2020-03-13 13:11:46+00:00,False,2020-03-13 13:23:11,2020
4,7,1,0,0,14,0,True,True,True,2020-03-13 13:13:25+00:00,False,2020-03-13 13:23:11,2020
5,8,7,0,1,11,0,True,True,True,2020-03-13 13:02:53+00:00,False,2020-03-13 13:23:11,2020
6,9,5,0,0,10,0,True,True,True,2020-03-13 12:47:41+00:00,False,2020-03-13 13:23:11,2020
7,10,6,0,0,5,0,True,True,True,2020-03-13 12:01:58+00:00,False,2020-03-13 13:23:11,2020
8,11,14,0,1,0,0,True,True,True,2020-03-13 13:09:37+00:00,False,2020-03-13 13:23:11,2020
9,12,3,0,0,15,0,True,True,True,2020-03-13 13:00:50+00:00,True,2020-03-13 13:23:11,2020
10,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-13 13:23:11,1970
11,14,17,0,1,7,0,True,True,True,2020-03-13 13:10:07+00:00,False,2020-03-13 13:23:11,2020
12,15,13,0,0,2,0,True,True,True,2020-03-13 12:14:43+00:00,False,2020-03-13 13:23:11,2020
13,16,13,0,0,6,0,True,True,True,2020-03-13 12:39:25+00:00,True,2020-03-13 13:23:11,2020
14,17,5,0,0,10,0,True,True,True,2020-03-13 12:54:35+00:00,False,2020-03-13 13:23:11,2020
15,19,11,0,2,2,0,True,True,True,2020-03-13 12:14:49+00:00,False,2020-03-13 13:23:11,2020
16,20,14,0,0,9,0,True,True,True,2020-03-13 12:46:50+00:00,True,2020-03-13 13:23:11,2020
17,21,5,0,1,12,0,True,True,True,2020-03-13 12:46:09+00:00,True,2020-03-13 13:23:11,2020
18,22,46,0,1,0,0,True,True,True,2020-03-13 13:05:47+00:00,True,2020-03-13 13:23:11,2020
19,23,7,0,1,13,0,True,True,True,2020-03-13 13:11:58+00:00,True,2020-03-13 13:23:11,2020
20,24,12,0,0,7,0,True,True,True,2020-03-13 12:55:49+00:00,False,2020-03-13 13:23:11,2020
21,25,3,0,1,11,0,True,True,True,2020-03-13 13:14:19+00:00,False,2020-03-13 13:23:11,2020
22,26,6,0,0,9,0,True,True,True,2020-03-13 13:02:29+00:00,False,2020-03-13 13:23:11,2020
23,27,10,0,2,11,0,True,True,True,2020-03-13 13:10:11+00:00,False,2020-03-13 13:23:11,2020
24,29,6,0,0,9,0,True,True,True,2020-03-13 13:07:52+00:00,False,2020-03-13 13:23:11,2020
25,30,5,0,0,10,0,True,True,True,2020-03-13 12:42:00+00:00,False,2020-03-13 13:23:11,2020
26,31,6,0,1,12,0,True,True,True,2020-03-13 12:32:37+00:00,False,2020-03-13 13:23:11,2020
27,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-13 13:23:11,1970
28,33,0,0,11,0,16,True,True,True,2020-03-13 13:01:19+00:00,True,2020-03-13 13:23:11,2020
29,35,0,0,0,3,0,False,False,False,2019-11-18 21:05:37+00:00,False,2020-03-13 13:23:11,2019
30,36,13,0,1,19,0,True,True,True,2020-03-13 13:14:00+00:00,True,2020-03-13 13:23:11,2020
31,37,3,0,1,11,0,True,True,True,2020-03-13 12:53:38+00:00,True,2020-03-13 13:23:11,2020
32,39,7,0,0,16,0,True,True,True,2020-03-13 13:14:06+00:00,False,2020-03-13 13:23:11,2020
33,40,10,0,0,9,0,True,True,True,2020-03-13 13:11:12+00:00,False,2020-03-13 13:23:11,2020
34,41,22,0,1,4,0,True,True,True,2020-03-13 12:30:19+00:00,True,2020-03-13 13:23:11,2020
35,42,5,0,1,17,0,True,True,True,2020-03-13 12:53:27+00:00,False,2020-03-13 13:23:11,2020
36,43,10,0,0,5,0,True,True,True,2020-03-13 13:14:13+00:00,False,2020-03-13 13:23:11,2020
37,44,16,0,0,7,0,True,True,True,2020-03-13 12:53:21+00:00,False,2020-03-13 13:23:11,2020
38,46,13,0,2,4,0,True,True,True,2020-03-13 12:53:35+00:00,False,2020-03-13 13:23:11,2020
39,47,4,0,0,15,0,True,True,True,2020-03-13 13:16:37+00:00,True,2020-03-13 13:23:11,2020
40,48,0,0,0,3,0,False,False,False,2020-03-04 17:50:43+00:00,False,2020-03-13 13:23:11,2020
41,49,8,0,1,9,0,True,True,True,2020-03-13 13:11:22+00:00,False,2020-03-13 13:23:11,2020
42,50,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,2020-03-13 13:23:11,1970
43,51,4,0,1,10,0,True,True,True,2020-03-13 12:50:12+00:00,False,2020-03-13 13:23:11,2020
44,52,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,2020-03-13 13:23:11,1970
45,53,0,0,0,3,0,False,False,False,2020-03-04 20:56:41+00:00,False,2020-03-13 13:23:11,2020
46,54,5,0,0,10,0,True,True,True,2020-03-13 13:01:42+00:00,False,2020-03-13 13:23:11,2020
47,55,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-13 13:23:11,1970
48,56,2,0,0,16,0,True,True,True,2020-03-13 13:19:38+00:00,False,2020-03-13 13:23:11,2020
