,station_status,num_docks_disabled,num_docks_available,legacy_id,is_renting,num_bikes_disabled,eightd_has_available_keys,is_returning,station_id,is_installed,last_reported,num_ebikes_available,num_bikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
209,active,0,15,271,True,0,False,True,271,True,2020-07-31 21:22:43+00:00,0,0,,,2020-08-01 02:26:25,2020
210,active,0,10,272,True,2,False,True,272,True,2020-07-31 22:36:37+00:00,0,7,,,2020-08-01 02:26:25,2020
211,active,0,10,273,True,0,False,True,273,True,2020-08-01 02:18:40+00:00,0,30,,,2020-08-01 02:26:25,2020
212,active,0,14,279,True,0,False,True,279,True,2020-08-01 01:51:34+00:00,0,5,,,2020-08-01 02:26:25,2020
213,active,0,15,280,True,1,False,True,280,True,2020-08-01 01:41:44+00:00,0,3,,,2020-08-01 02:26:25,2020
214,active,0,4,282,True,3,False,True,282,True,2020-08-01 01:54:27+00:00,0,8,,,2020-08-01 02:26:25,2020
215,active,0,4,296,True,0,False,True,296,True,2020-08-01 02:01:31+00:00,0,19,,,2020-08-01 02:26:25,2020
216,active,0,17,318,True,0,False,True,318,True,2020-08-01 02:25:54+00:00,0,2,,,2020-08-01 02:26:25,2020
217,active,0,19,319,True,0,False,True,319,True,2020-08-01 00:36:43+00:00,0,6,,,2020-08-01 02:26:25,2020
218,active,0,11,327,True,0,False,True,327,True,2020-08-01 02:20:47+00:00,0,4,,,2020-08-01 02:26:25,2020
219,active,0,6,328,True,0,False,True,328,True,2020-08-01 01:34:13+00:00,0,9,,,2020-08-01 02:26:25,2020
220,active,0,2,329,True,0,False,True,329,True,2020-08-01 01:53:38+00:00,0,13,,,2020-08-01 02:26:25,2020
221,active,0,12,330,True,0,False,True,330,True,2020-08-01 02:10:46+00:00,0,3,,,2020-08-01 02:26:25,2020
222,active,0,7,331,True,2,False,True,331,True,2020-08-01 02:22:13+00:00,0,6,,,2020-08-01 02:26:25,2020
223,active,0,3,332,True,0,False,True,332,True,2020-08-01 02:08:32+00:00,0,12,,,2020-08-01 02:26:25,2020
224,active,0,4,333,True,0,False,True,333,True,2020-08-01 01:59:09+00:00,0,21,,,2020-08-01 02:26:25,2020
225,active,0,2,334,True,0,False,True,334,True,2020-07-31 23:52:23+00:00,0,17,,,2020-08-01 02:26:25,2020
226,active,0,8,335,True,0,False,True,335,True,2020-08-01 02:02:17+00:00,0,11,,,2020-08-01 02:26:25,2020
227,active,0,5,336,True,0,False,True,336,True,2020-08-01 01:02:53+00:00,0,10,,,2020-08-01 02:26:25,2020
228,active,0,3,337,True,1,False,True,337,True,2020-08-01 00:31:57+00:00,0,11,,,2020-08-01 02:26:25,2020
229,active,0,9,338,True,1,False,True,338,True,2020-08-01 02:20:10+00:00,0,5,,,2020-08-01 02:26:25,2020
230,active,0,3,339,True,1,False,True,339,True,2020-08-01 01:16:05+00:00,0,11,,,2020-08-01 02:26:25,2020
231,active,0,4,340,True,0,False,True,340,True,2020-07-31 22:20:26+00:00,0,15,,,2020-08-01 02:26:25,2020
232,active,0,8,341,True,0,True,True,341,True,2020-07-31 16:13:56+00:00,0,7,,,2020-08-01 02:26:25,2020
233,active,0,1,342,True,1,False,True,342,True,2020-08-01 02:25:44+00:00,0,13,,,2020-08-01 02:26:25,2020
234,active,0,9,343,True,1,False,True,343,True,2020-08-01 00:29:16+00:00,0,5,,,2020-08-01 02:26:25,2020
235,active,0,16,344,True,0,False,True,344,True,2020-08-01 01:16:11+00:00,0,3,,,2020-08-01 02:26:25,2020
236,active,0,19,345,True,0,False,True,345,True,2020-08-01 01:25:42+00:00,0,0,,,2020-08-01 02:26:25,2020
237,active,0,13,346,True,0,False,True,346,True,2020-08-01 00:05:30+00:00,0,2,,,2020-08-01 02:26:25,2020
238,active,0,12,347,True,0,False,True,347,True,2020-07-31 22:10:40+00:00,0,3,,,2020-08-01 02:26:25,2020
239,active,0,3,348,True,2,False,True,348,True,2020-08-01 00:29:33+00:00,0,10,,,2020-08-01 02:26:25,2020
240,active,0,6,349,True,0,True,True,349,True,2020-07-31 21:50:36+00:00,0,11,,,2020-08-01 02:26:25,2020
241,active,0,15,350,True,0,False,True,350,True,2020-07-31 18:38:22+00:00,0,2,,,2020-08-01 02:26:25,2020
242,active,0,9,351,True,1,False,True,351,True,2020-08-01 00:55:21+00:00,0,5,,,2020-08-01 02:26:25,2020
243,active,0,4,352,True,0,False,True,352,True,2020-08-01 00:53:29+00:00,0,11,,,2020-08-01 02:26:25,2020
244,active,0,4,353,True,0,True,True,353,True,2020-07-31 17:28:08+00:00,0,11,,,2020-08-01 02:26:25,2020
245,active,0,14,354,True,1,False,True,354,True,2020-08-01 02:21:33+00:00,0,0,,,2020-08-01 02:26:25,2020
246,active,0,10,355,True,0,False,True,355,True,2020-08-01 01:21:38+00:00,0,7,,,2020-08-01 02:26:25,2020
247,active,0,11,356,True,1,False,True,356,True,2020-08-01 02:23:43+00:00,0,11,,,2020-08-01 02:26:25,2020
248,active,0,3,357,True,1,False,True,357,True,2020-08-01 01:44:16+00:00,0,11,,,2020-08-01 02:26:25,2020
249,active,0,9,358,True,0,False,True,358,True,2020-08-01 02:15:32+00:00,0,10,,,2020-08-01 02:26:25,2020
250,active,0,15,359,True,0,False,True,359,True,2020-08-01 01:48:42+00:00,0,0,,,2020-08-01 02:26:25,2020
251,active,0,12,360,True,0,False,True,360,True,2020-08-01 02:21:54+00:00,0,3,,,2020-08-01 02:26:25,2020
252,active,0,9,361,True,0,False,True,361,True,2020-08-01 02:00:50+00:00,0,10,,,2020-08-01 02:26:25,2020
253,active,0,5,362,True,0,False,True,362,True,2020-08-01 02:15:35+00:00,0,14,,,2020-08-01 02:26:25,2020
254,active,0,14,363,True,0,False,True,363,True,2020-08-01 01:30:00+00:00,0,5,,,2020-08-01 02:26:25,2020
255,active,0,8,364,True,1,False,True,364,True,2020-08-01 02:18:46+00:00,0,10,,,2020-08-01 02:26:25,2020
256,active,0,19,365,True,0,False,True,365,True,2020-07-31 22:26:16+00:00,0,0,,,2020-08-01 02:26:25,2020
257,active,0,3,366,True,0,False,True,366,True,2020-08-01 02:20:12+00:00,0,12,,,2020-08-01 02:26:25,2020
258,active,0,0,367,True,0,False,True,367,True,2020-07-31 19:42:30+00:00,0,19,,,2020-08-01 02:26:25,2020
259,active,0,10,368,True,1,False,True,368,True,2020-08-01 02:18:40+00:00,0,4,,,2020-08-01 02:26:25,2020
260,active,0,2,369,True,0,False,True,369,True,2020-08-01 01:53:06+00:00,0,13,,,2020-08-01 02:26:25,2020
261,active,0,11,370,True,0,False,True,370,True,2020-08-01 02:19:25+00:00,0,8,,,2020-08-01 02:26:25,2020
262,active,0,9,371,True,1,False,True,371,True,2020-08-01 00:38:49+00:00,0,9,,,2020-08-01 02:26:25,2020
263,active,0,11,372,True,0,False,True,372,True,2020-08-01 02:23:26+00:00,0,8,,,2020-08-01 02:26:25,2020
264,active,0,6,373,True,0,False,True,373,True,2020-07-31 23:49:05+00:00,0,9,,,2020-08-01 02:26:25,2020
265,active,0,15,374,True,1,False,True,374,True,2020-08-01 02:21:19+00:00,0,3,,,2020-08-01 02:26:25,2020
266,active,0,8,376,True,0,False,True,376,True,2020-08-01 02:21:52+00:00,0,7,,,2020-08-01 02:26:25,2020
267,active,0,10,377,True,0,False,True,377,True,2020-08-01 01:22:37+00:00,0,9,,,2020-08-01 02:26:25,2020
268,active,0,13,378,True,1,False,True,378,True,2020-08-01 00:57:16+00:00,0,5,,,2020-08-01 02:26:25,2020
269,active,0,3,379,True,0,False,True,379,True,2020-08-01 02:08:15+00:00,0,12,,,2020-08-01 02:26:25,2020
270,active,0,18,380,True,0,False,True,380,True,2020-08-01 01:54:10+00:00,0,0,,,2020-08-01 02:26:25,2020
271,active,0,1,381,True,0,False,True,381,True,2020-08-01 02:16:03+00:00,0,18,,,2020-08-01 02:26:25,2020
272,active,0,18,384,True,0,True,True,384,True,2020-08-01 01:06:36+00:00,0,1,,,2020-08-01 02:26:25,2020
273,active,1,10,385,True,0,False,True,385,True,2020-08-01 01:55:17+00:00,0,4,,,2020-08-01 02:26:25,2020
274,active,0,13,386,True,0,False,True,386,True,2020-08-01 02:20:59+00:00,0,6,,,2020-08-01 02:26:25,2020
275,active,0,4,387,True,0,False,True,387,True,2020-08-01 00:02:56+00:00,0,11,,,2020-08-01 02:26:25,2020
276,active,0,7,388,True,0,False,True,388,True,2020-07-31 08:46:35+00:00,0,4,,,2020-08-01 02:26:25,2020
277,active,0,3,389,True,0,False,True,389,True,2020-08-01 01:51:37+00:00,0,11,,,2020-08-01 02:26:25,2020
278,active,0,3,390,True,0,False,True,390,True,2020-08-01 02:04:02+00:00,0,12,,,2020-08-01 02:26:25,2020
279,active,0,2,391,True,0,False,True,391,True,2020-08-01 02:25:10+00:00,0,13,,,2020-08-01 02:26:25,2020
280,active,0,9,392,True,0,False,True,392,True,2020-07-31 23:21:03+00:00,0,6,,,2020-08-01 02:26:25,2020
281,active,0,9,393,True,2,False,True,393,True,2020-08-01 00:16:42+00:00,0,4,,,2020-08-01 02:26:25,2020
282,active,0,14,394,True,0,False,True,394,True,2020-07-31 08:57:02+00:00,0,0,,,2020-08-01 02:26:25,2020
283,active,0,6,395,True,0,False,True,395,True,2020-07-31 21:57:19+00:00,0,9,,,2020-08-01 02:26:25,2020
284,active,0,5,396,True,0,False,True,396,True,2020-07-31 17:42:57+00:00,0,10,,,2020-08-01 02:26:25,2020
285,active,0,4,397,True,0,False,True,397,True,2020-08-01 01:41:01+00:00,0,11,,,2020-08-01 02:26:25,2020
286,active,0,9,398,True,0,False,True,398,True,2020-08-01 01:31:22+00:00,0,10,,,2020-08-01 02:26:25,2020
287,active,0,3,399,True,0,False,True,399,True,2020-08-01 02:12:56+00:00,0,12,,,2020-08-01 02:26:25,2020
288,active,0,12,400,True,0,False,True,400,True,2020-08-01 00:57:37+00:00,0,15,,,2020-08-01 02:26:25,2020
289,active,0,9,401,True,0,False,True,401,True,2020-08-01 00:04:52+00:00,0,6,,,2020-08-01 02:26:25,2020
290,active,0,8,402,True,0,False,True,402,True,2020-08-01 02:15:20+00:00,0,7,,,2020-08-01 02:26:25,2020
291,active,0,8,403,True,1,False,True,403,True,2020-08-01 01:53:49+00:00,0,6,,,2020-08-01 02:26:25,2020
292,active,0,10,404,True,0,False,True,404,True,2020-08-01 02:17:03+00:00,0,6,,,2020-08-01 02:26:25,2020
293,active,0,6,405,True,1,False,True,405,True,2020-08-01 01:27:50+00:00,0,12,,,2020-08-01 02:26:25,2020
294,active,0,1,406,True,2,False,True,406,True,2020-08-01 02:25:50+00:00,0,12,,,2020-08-01 02:26:25,2020
295,active,0,17,407,True,0,False,True,407,True,2020-08-01 01:25:28+00:00,0,2,,,2020-08-01 02:26:25,2020
296,active,0,3,408,True,0,False,True,408,True,2020-08-01 01:13:18+00:00,0,12,,,2020-08-01 02:26:25,2020
297,active,0,15,409,True,0,False,True,409,True,2020-08-01 02:20:39+00:00,0,4,,,2020-08-01 02:26:25,2020
298,active,0,0,410,True,0,False,True,410,True,2020-08-01 02:26:04+00:00,0,19,,,2020-08-01 02:26:25,2020
299,active,0,2,411,True,0,False,True,411,True,2020-07-31 20:52:17+00:00,0,13,,,2020-08-01 02:26:25,2020
300,active,0,15,412,True,0,False,True,412,True,2020-08-01 02:20:00+00:00,0,4,,,2020-08-01 02:26:25,2020
301,active,0,3,413,True,0,False,True,413,True,2020-08-01 02:25:52+00:00,0,16,,,2020-08-01 02:26:25,2020
302,active,0,20,414,True,0,False,True,414,True,2020-08-01 01:38:37+00:00,0,3,,,2020-08-01 02:26:25,2020
303,active,0,13,415,True,1,False,True,415,True,2020-08-01 00:03:44+00:00,0,5,,,2020-08-01 02:26:25,2020
304,active,0,6,416,True,0,False,True,416,True,2020-08-01 01:55:54+00:00,0,9,,,2020-08-01 02:26:25,2020
305,active,0,7,417,True,0,False,True,417,True,2020-08-01 01:39:06+00:00,0,12,,,2020-08-01 02:26:25,2020
306,active,0,3,419,True,0,False,True,419,True,2020-08-01 00:09:43+00:00,0,12,,,2020-08-01 02:26:25,2020
307,out_of_service,0,0,420,False,0,False,False,420,False,1970-01-02 00:00:00+00:00,0,0,,,2020-08-01 02:26:25,1970
308,active,0,9,421,True,1,False,True,421,True,2020-07-31 13:31:55+00:00,0,9,,,2020-08-01 02:26:25,2020
309,active,0,1,422,True,0,False,True,422,True,2020-07-31 08:56:02+00:00,0,14,,,2020-08-01 02:26:25,2020
310,active,0,9,423,True,0,False,True,423,True,2020-08-01 01:04:51+00:00,0,10,,,2020-08-01 02:26:25,2020
311,active,0,14,424,True,0,False,True,424,True,2020-07-31 22:27:15+00:00,0,5,,,2020-08-01 02:26:25,2020
312,active,0,11,425,True,0,False,True,425,True,2020-07-31 21:35:26+00:00,0,5,,,2020-08-01 02:26:25,2020
313,active,0,9,426,True,0,False,True,426,True,2020-08-01 02:10:08+00:00,0,18,,,2020-08-01 02:26:25,2020
314,active,0,8,427,True,0,False,True,427,True,2020-08-01 00:22:13+00:00,0,11,,,2020-08-01 02:26:25,2020
315,active,0,10,428,True,0,False,True,428,True,2020-08-01 02:07:53+00:00,0,9,,,2020-08-01 02:26:25,2020
316,active,0,2,430,True,0,False,True,430,True,2020-07-31 21:23:25+00:00,0,17,,,2020-08-01 02:26:25,2020
317,active,0,13,431,True,1,False,True,431,True,2020-08-01 00:45:42+00:00,0,1,,,2020-08-01 02:26:25,2020
318,active,0,9,432,True,0,False,True,432,True,2020-07-31 23:52:26+00:00,0,10,,,2020-08-01 02:26:25,2020
319,active,0,19,433,True,0,False,True,433,True,2020-07-31 14:04:48+00:00,0,0,,,2020-08-01 02:26:25,2020
320,active,0,12,434,True,1,False,True,434,True,2020-07-31 21:25:50+00:00,0,6,,,2020-08-01 02:26:25,2020
321,active,0,0,435,True,2,False,True,435,True,2020-07-31 21:12:30+00:00,0,13,,,2020-08-01 02:26:25,2020
322,active,0,9,436,True,0,False,True,436,True,2020-08-01 02:24:06+00:00,0,6,,,2020-08-01 02:26:25,2020
323,active,0,0,437,True,0,False,True,437,True,2020-08-01 02:21:16+00:00,0,19,,,2020-08-01 02:26:25,2020
324,active,0,16,440,True,0,False,True,440,True,2020-08-01 01:02:33+00:00,0,1,,,2020-08-01 02:26:25,2020
325,active,0,5,441,True,0,False,True,441,True,2020-08-01 02:21:27+00:00,0,14,,,2020-08-01 02:26:25,2020
326,active,0,13,442,True,0,False,True,442,True,2020-08-01 00:20:35+00:00,0,2,,,2020-08-01 02:26:25,2020
327,active,0,17,443,True,0,False,True,443,True,2020-08-01 00:15:43+00:00,0,2,,,2020-08-01 02:26:25,2020
328,active,0,9,445,True,0,False,True,445,True,2020-08-01 00:17:33+00:00,0,10,,,2020-08-01 02:26:25,2020
329,active,0,2,446,True,0,False,True,446,True,2020-08-01 01:33:30+00:00,0,10,,,2020-08-01 02:26:25,2020
330,active,0,19,447,True,0,False,True,447,True,2020-07-31 22:49:05+00:00,0,0,,,2020-08-01 02:26:25,2020
331,active,0,8,448,True,0,False,True,448,True,2020-07-31 08:56:09+00:00,0,3,,,2020-08-01 02:26:25,2020
332,out_of_service,0,0,449,True,0,False,True,449,False,1970-01-02 00:00:00+00:00,0,0,,,2020-08-01 02:26:25,1970
333,active,0,6,450,True,0,False,True,450,True,2020-08-01 01:57:39+00:00,0,9,,,2020-08-01 02:26:25,2020
334,active,0,10,451,True,0,False,True,451,True,2020-08-01 02:08:01+00:00,0,5,,,2020-08-01 02:26:25,2020
335,active,0,15,452,True,0,False,True,452,True,2020-08-01 01:30:03+00:00,0,0,,,2020-08-01 02:26:25,2020
336,active,0,13,453,True,0,False,True,453,True,2020-08-01 01:42:26+00:00,0,2,,,2020-08-01 02:26:25,2020
337,active,0,15,454,True,0,False,True,454,True,2020-07-31 22:59:46+00:00,0,0,,,2020-08-01 02:26:25,2020
338,active,0,6,455,True,0,False,True,455,True,2020-07-31 21:41:19+00:00,0,6,,,2020-08-01 02:26:25,2020
