,num_bikes_available,is_renting,eightd_has_available_keys,num_docks_available,station_status,legacy_id,is_returning,num_ebikes_available,is_installed,last_reported,num_bikes_disabled,station_id,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,1,True,True,14,active,3,True,0,True,2020-07-29 05:25:55+00:00,0,3,0,,,2020-07-29 05:32:55,2020
1,11,True,False,8,active,4,True,0,True,2020-07-29 04:58:43+00:00,0,4,0,,,2020-07-29 05:32:55,2020
2,6,True,False,9,active,5,True,0,True,2020-07-29 03:13:16+00:00,0,5,0,,,2020-07-29 05:32:55,2020
3,5,True,False,10,active,6,True,0,True,2020-07-29 04:25:07+00:00,0,6,0,,,2020-07-29 05:32:55,2020
4,1,True,False,14,active,7,True,0,True,2020-07-29 01:18:59+00:00,0,7,0,,,2020-07-29 05:32:55,2020
5,16,True,False,2,active,8,True,0,True,2020-07-29 04:41:01+00:00,1,8,0,,,2020-07-29 05:32:55,2020
6,4,True,False,10,active,9,True,0,True,2020-07-29 03:58:02+00:00,1,9,0,,,2020-07-29 05:32:55,2020
7,9,True,False,2,active,10,True,0,True,2020-07-29 04:00:11+00:00,0,10,0,,,2020-07-29 05:32:55,2020
8,0,True,False,13,active,11,True,0,True,2020-07-29 03:52:32+00:00,2,11,0,"{'dock_blocked_count': 0, 'region': 'BOS', 'off_dock_capacity': 50, 'valet_revision': 69, 'off_dock_count': 2, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-29 05:32:55,2020
9,3,True,True,15,active,12,True,0,True,2020-07-29 04:26:52+00:00,0,12,0,,,2020-07-29 05:32:55,2020
10,0,True,False,19,active,13,True,0,True,2020-07-29 03:20:49+00:00,0,13,0,,,2020-07-29 05:32:55,2020
11,0,True,False,25,active,14,True,0,True,2020-07-29 01:55:26+00:00,0,14,0,,,2020-07-29 05:32:55,2020
12,9,True,False,6,active,15,True,0,True,2020-07-29 04:21:32+00:00,0,15,0,,,2020-07-29 05:32:55,2020
13,7,True,True,10,active,16,True,0,True,2020-07-29 03:04:42+00:00,2,16,0,,,2020-07-29 05:32:55,2020
14,14,True,False,1,active,17,True,0,True,2020-07-29 02:53:39+00:00,0,17,0,,,2020-07-29 05:32:55,2020
15,13,True,False,2,active,19,True,0,True,2020-07-29 04:22:01+00:00,0,19,0,,,2020-07-29 05:32:55,2020
16,23,True,True,0,active,20,True,0,True,2020-07-29 05:07:04+00:00,0,20,0,,,2020-07-29 05:32:55,2020
17,7,True,True,11,active,21,True,0,True,2020-07-29 05:08:44+00:00,0,21,0,,,2020-07-29 05:32:55,2020
18,0,True,False,47,active,22,True,0,True,2020-07-29 03:20:08+00:00,0,22,0,,,2020-07-29 05:32:55,2020
19,3,True,True,18,active,23,True,0,True,2020-07-29 04:21:00+00:00,0,23,0,,,2020-07-29 05:32:55,2020
20,1,True,False,18,active,24,True,0,True,2020-07-29 01:59:15+00:00,0,24,0,,,2020-07-29 05:32:55,2020
21,15,True,False,0,active,25,True,0,True,2020-07-29 02:30:10+00:00,0,25,0,,,2020-07-29 05:32:55,2020
22,10,True,False,4,active,26,True,0,True,2020-07-29 04:15:28+00:00,1,26,0,,,2020-07-29 05:32:55,2020
23,17,True,False,6,active,27,True,0,True,2020-07-29 04:40:41+00:00,0,27,0,,,2020-07-29 05:32:55,2020
24,9,True,False,6,active,29,True,0,True,2020-07-29 01:16:11+00:00,0,29,0,,,2020-07-29 05:32:55,2020
25,2,True,False,13,active,30,True,0,True,2020-07-29 05:24:53+00:00,0,30,0,,,2020-07-29 05:32:55,2020
26,3,True,True,15,active,31,True,0,True,2020-07-29 03:45:45+00:00,1,31,0,,,2020-07-29 05:32:55,2020
27,2,True,False,13,active,32,True,0,True,2020-07-29 03:57:38+00:00,0,32,0,,,2020-07-29 05:32:55,2020
28,14,True,False,13,active,33,True,0,True,2020-07-29 05:19:17+00:00,0,33,0,,,2020-07-29 05:32:55,2020
29,2,True,False,20,active,35,True,0,True,2020-07-29 01:27:12+00:00,1,35,0,,,2020-07-29 05:32:55,2020
30,19,True,True,13,active,36,True,0,True,2020-07-29 05:12:48+00:00,1,36,0,,,2020-07-29 05:32:55,2020
31,2,True,True,13,active,37,True,0,True,2020-07-29 01:10:00+00:00,0,37,0,,,2020-07-29 05:32:55,2020
32,10,True,False,12,active,39,True,0,True,2020-07-29 04:41:07+00:00,1,39,0,,,2020-07-29 05:32:55,2020
33,18,True,False,0,active,40,True,0,True,2020-07-29 01:41:45+00:00,1,40,0,,,2020-07-29 05:32:55,2020
34,17,True,True,9,active,41,True,0,True,2020-07-29 04:39:44+00:00,1,41,0,,,2020-07-29 05:32:55,2020
35,8,True,False,14,active,42,True,0,True,2020-07-29 04:16:18+00:00,1,42,0,,,2020-07-29 05:32:55,2020
36,2,True,True,13,active,43,True,0,True,2020-07-29 01:36:20+00:00,0,43,0,,,2020-07-29 05:32:55,2020
37,12,True,False,11,active,44,True,0,True,2020-07-29 00:15:25+00:00,0,44,0,,,2020-07-29 05:32:55,2020
38,12,True,False,6,active,46,True,0,True,2020-07-29 05:32:31+00:00,1,46,0,,,2020-07-29 05:32:55,2020
39,19,True,True,0,active,47,True,0,True,2020-07-29 04:57:08+00:00,0,47,0,,,2020-07-29 05:32:55,2020
40,0,True,False,18,active,48,True,0,True,2020-07-29 02:03:41+00:00,1,48,0,,,2020-07-29 05:32:55,2020
41,2,True,False,15,active,49,True,0,True,2020-07-29 04:50:31+00:00,1,49,0,,,2020-07-29 05:32:55,2020
42,5,True,True,10,active,50,True,0,True,2020-07-29 02:38:37+00:00,0,50,0,,,2020-07-29 05:32:55,2020
43,7,True,False,6,active,51,True,0,True,2020-07-29 05:12:37+00:00,2,51,0,,,2020-07-29 05:32:55,2020
44,19,True,True,4,active,52,True,0,True,2020-07-29 03:40:30+00:00,0,52,0,,,2020-07-29 05:32:55,2020
45,9,True,False,9,active,53,True,0,True,2020-07-29 05:12:40+00:00,1,53,0,,,2020-07-29 05:32:55,2020
46,6,True,False,9,active,54,True,0,True,2020-07-29 05:07:26+00:00,0,54,0,,,2020-07-29 05:32:55,2020
47,10,True,False,4,active,55,True,0,True,2020-07-29 05:31:07+00:00,1,55,0,,,2020-07-29 05:32:55,2020
48,18,True,True,0,active,56,True,0,True,2020-07-29 01:50:13+00:00,0,56,0,,,2020-07-29 05:32:55,2020
49,7,True,True,7,active,57,True,0,True,2020-07-29 04:41:41+00:00,0,57,0,,,2020-07-29 05:32:55,2020
50,9,True,True,9,active,58,True,0,True,2020-07-29 03:44:32+00:00,1,58,0,,,2020-07-29 05:32:55,2020
51,2,True,True,17,active,59,True,0,True,2020-07-29 02:43:07+00:00,0,59,0,,,2020-07-29 05:32:55,2020
52,4,True,False,15,active,60,True,0,True,2020-07-29 04:55:22+00:00,0,60,0,,,2020-07-29 05:32:55,2020
