,num_ebikes_available,num_bikes_disabled,last_reported,station_id,is_returning,station_status,num_docks_disabled,eightd_has_available_keys,is_renting,num_docks_available,legacy_id,num_bikes_available,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,0,2020-08-04 15:41:59+00:00,3,True,active,0,True,True,2,3,13,True,,,2020-08-04 15:50:25,2020
1,0,1,2020-08-04 15:37:50+00:00,4,True,active,0,False,True,11,4,7,True,,,2020-08-04 15:50:25,2020
2,0,0,2020-08-04 15:14:52+00:00,5,True,active,0,False,True,11,5,4,True,,,2020-08-04 15:50:25,2020
3,0,1,2020-08-04 15:41:27+00:00,6,True,active,0,False,True,13,6,1,True,,,2020-08-04 15:50:25,2020
4,0,0,2020-08-04 15:34:49+00:00,7,True,active,0,False,True,1,7,14,True,,,2020-08-04 15:50:25,2020
5,0,0,2020-08-04 15:25:57+00:00,8,True,active,0,False,True,16,8,3,True,,,2020-08-04 15:50:25,2020
6,0,0,2020-08-04 15:44:39+00:00,9,True,active,0,False,True,4,9,11,True,,,2020-08-04 15:50:25,2020
7,0,1,2020-08-04 15:46:24+00:00,10,True,active,0,False,True,1,10,9,True,,,2020-08-04 15:50:25,2020
8,0,0,2020-08-04 15:50:00+00:00,11,True,active,0,False,True,0,11,15,True,"{'valet_revision': 77, 'off_dock_count': 54, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True, 'dock_blocked_count': 0, 'region': 'BOS', 'off_dock_capacity': 50}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-04 15:50:25,2020
9,0,0,2020-08-04 15:47:56+00:00,12,True,active,0,True,True,9,12,9,True,,,2020-08-04 15:50:25,2020
10,0,2,2020-08-04 15:17:12+00:00,13,True,active,0,False,True,2,13,15,True,,,2020-08-04 15:50:25,2020
11,0,0,2020-08-04 15:36:42+00:00,14,True,active,0,False,True,5,14,20,True,,,2020-08-04 15:50:25,2020
12,0,1,2020-08-04 14:51:41+00:00,15,True,active,0,False,True,7,15,7,True,,,2020-08-04 15:50:25,2020
13,0,1,2020-08-04 15:39:44+00:00,16,True,active,0,True,True,10,16,8,True,,,2020-08-04 15:50:25,2020
14,0,2,2020-08-04 15:21:36+00:00,17,True,active,0,False,True,11,17,2,True,,,2020-08-04 15:50:25,2020
15,0,0,2020-08-04 15:44:31+00:00,19,True,active,1,False,True,8,19,6,True,,,2020-08-04 15:50:25,2020
16,0,1,2020-08-04 14:59:31+00:00,20,True,active,0,True,True,16,20,6,True,,,2020-08-04 15:50:25,2020
17,0,0,2020-08-04 15:41:58+00:00,21,True,active,0,True,True,16,21,2,True,,,2020-08-04 15:50:25,2020
18,0,0,2020-08-04 15:33:24+00:00,22,True,active,0,True,True,39,22,8,True,,,2020-08-04 15:50:25,2020
19,0,1,2020-08-04 15:47:53+00:00,23,True,active,0,True,True,3,23,17,True,,,2020-08-04 15:50:25,2020
20,0,2,2020-08-04 15:31:12+00:00,24,True,active,0,False,True,11,24,6,True,,,2020-08-04 15:50:25,2020
21,0,0,2020-08-04 15:24:43+00:00,25,True,active,0,False,True,12,25,3,True,,,2020-08-04 15:50:25,2020
22,0,0,2020-08-04 15:35:56+00:00,26,True,active,0,False,True,10,26,5,True,,,2020-08-04 15:50:25,2020
23,0,0,2020-08-04 15:40:22+00:00,27,True,active,0,False,True,13,27,10,True,,,2020-08-04 15:50:25,2020
24,0,0,2020-08-04 12:52:14+00:00,29,True,active,0,False,True,6,29,9,True,,,2020-08-04 15:50:25,2020
25,0,3,2020-08-04 15:32:41+00:00,30,True,active,0,False,True,1,30,11,True,,,2020-08-04 15:50:25,2020
26,0,0,2020-08-04 15:08:10+00:00,31,True,active,0,True,True,18,31,1,True,,,2020-08-04 15:50:25,2020
27,0,0,2020-08-04 15:47:41+00:00,32,True,active,0,False,True,10,32,5,True,,,2020-08-04 15:50:25,2020
28,0,1,2020-08-04 15:47:24+00:00,33,True,active,0,False,True,22,33,4,True,,,2020-08-04 15:50:25,2020
29,0,0,2020-08-04 15:06:07+00:00,35,True,active,0,False,True,12,35,11,True,,,2020-08-04 15:50:25,2020
30,0,0,2020-08-04 15:50:06+00:00,36,True,active,0,True,True,28,36,5,True,,,2020-08-04 15:50:25,2020
31,0,0,2020-08-04 15:49:41+00:00,37,True,active,0,True,True,5,37,10,True,,,2020-08-04 15:50:25,2020
32,0,1,2020-08-04 15:38:15+00:00,39,True,active,0,False,True,16,39,6,True,,,2020-08-04 15:50:25,2020
33,0,2,2020-08-04 15:40:26+00:00,40,True,active,0,False,True,2,40,15,True,,,2020-08-04 15:50:25,2020
34,0,3,2020-08-04 15:48:42+00:00,41,True,active,0,True,True,13,41,11,True,,,2020-08-04 15:50:25,2020
35,0,1,2020-08-04 15:25:39+00:00,42,True,active,0,False,True,9,42,13,True,,,2020-08-04 15:50:25,2020
36,0,0,2020-08-04 15:01:40+00:00,43,True,active,0,True,True,7,43,8,True,,,2020-08-04 15:50:25,2020
37,0,1,2020-08-04 13:21:01+00:00,44,True,active,0,False,True,4,44,18,True,,,2020-08-04 15:50:25,2020
38,0,0,2020-08-04 15:32:47+00:00,46,True,active,0,False,True,17,46,2,True,,,2020-08-04 15:50:25,2020
39,0,0,2020-08-04 15:46:38+00:00,47,True,active,0,True,True,18,47,1,True,,,2020-08-04 15:50:25,2020
40,0,0,2020-08-04 15:50:14+00:00,48,True,active,0,False,True,16,48,3,True,,,2020-08-04 15:50:25,2020
41,0,1,2020-08-04 15:49:41+00:00,49,True,active,0,False,True,2,49,15,True,,,2020-08-04 15:50:25,2020
42,0,2,2020-08-04 15:40:41+00:00,50,True,active,0,True,True,4,50,9,True,,,2020-08-04 15:50:25,2020
43,0,0,2020-08-04 14:43:07+00:00,51,True,active,0,False,True,10,51,5,True,,,2020-08-04 15:50:25,2020
44,0,1,2020-08-04 15:36:50+00:00,52,True,active,0,True,True,14,52,8,True,,,2020-08-04 15:50:25,2020
45,0,0,2020-08-04 15:06:05+00:00,53,True,active,0,False,True,15,53,4,True,,,2020-08-04 15:50:25,2020
46,0,1,2020-08-04 15:26:34+00:00,54,True,active,0,False,True,4,54,10,True,,,2020-08-04 15:50:25,2020
47,0,1,2020-08-04 15:46:23+00:00,55,True,active,0,False,True,5,55,9,True,,,2020-08-04 15:50:25,2020
48,0,0,2020-08-04 15:22:42+00:00,56,True,active,0,True,True,12,56,6,True,,,2020-08-04 15:50:25,2020
49,0,1,2020-08-04 15:42:57+00:00,57,True,active,0,True,True,12,57,1,True,,,2020-08-04 15:50:25,2020
50,0,0,2020-08-04 15:21:21+00:00,58,True,active,0,True,True,19,58,0,True,,,2020-08-04 15:50:25,2020
