,num_docks_disabled,last_reported,num_ebikes_available,station_status,num_docks_available,is_installed,num_bikes_disabled,eightd_has_available_keys,num_bikes_available,legacy_id,is_returning,station_id,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,2020-08-15 20:30:56+00:00,0,active,8,True,0,False,7,3,True,3,True,,,2020-08-15 20:38:10,2020
1,0,2020-08-15 20:37:00+00:00,0,active,7,True,1,False,11,4,True,4,True,,,2020-08-15 20:38:10,2020
2,0,2020-08-15 20:37:25+00:00,0,active,14,True,1,False,0,5,True,5,True,,,2020-08-15 20:38:10,2020
3,0,2020-08-15 20:35:32+00:00,0,active,11,True,2,False,2,6,True,6,True,,,2020-08-15 20:38:10,2020
4,0,2020-08-15 20:34:41+00:00,0,active,9,True,1,False,5,7,True,7,True,,,2020-08-15 20:38:10,2020
5,0,2020-08-15 20:32:41+00:00,0,active,10,True,1,False,8,8,True,8,True,,,2020-08-15 20:38:10,2020
6,0,2020-08-15 20:24:08+00:00,0,active,3,True,2,False,10,9,True,9,True,,,2020-08-15 20:38:10,2020
7,0,2020-08-15 20:27:11+00:00,0,active,2,True,0,False,9,10,True,10,True,,,2020-08-15 20:38:10,2020
8,0,2020-08-15 20:25:49+00:00,0,active,5,True,0,False,10,11,True,11,True,,,2020-08-15 20:38:10,2020
9,0,2020-08-15 20:34:37+00:00,0,active,3,True,1,True,14,12,True,12,True,,,2020-08-15 20:38:10,2020
10,0,2020-08-15 20:22:48+00:00,0,active,12,True,0,False,7,13,True,13,True,,,2020-08-15 20:38:10,2020
11,0,2020-08-15 20:28:29+00:00,0,active,10,True,1,False,14,14,True,14,True,,,2020-08-15 20:38:10,2020
12,0,2020-08-15 18:45:00+00:00,0,active,8,True,1,False,6,15,True,15,True,,,2020-08-15 20:38:10,2020
13,0,2020-08-15 20:33:21+00:00,0,active,12,True,0,True,7,16,True,16,True,,,2020-08-15 20:38:10,2020
14,0,2020-08-15 20:35:25+00:00,0,active,14,True,1,False,0,17,True,17,True,,,2020-08-15 20:38:10,2020
15,0,2020-08-15 20:31:58+00:00,0,active,14,True,0,False,1,19,True,19,True,,,2020-08-15 20:38:10,2020
16,0,2020-08-15 20:25:34+00:00,0,active,11,True,0,True,12,20,True,20,True,,,2020-08-15 20:38:10,2020
17,0,2020-08-15 20:36:54+00:00,0,active,5,True,0,True,13,21,True,21,True,,,2020-08-15 20:38:10,2020
18,0,2020-08-15 20:33:57+00:00,0,active,20,True,0,True,27,22,True,22,True,,,2020-08-15 20:38:10,2020
19,0,2020-08-15 20:22:20+00:00,0,active,21,True,0,False,0,23,True,23,True,,,2020-08-15 20:38:10,2020
