,is_renting,station_id,num_bikes_disabled,is_installed,legacy_id,is_returning,station_status,eightd_has_available_keys,num_docks_available,last_reported,num_bikes_available,num_docks_disabled,num_ebikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
24,True,29,1,True,29,True,active,False,9,2020-08-20 17:17:02+00:00,5,0,0,,,2020-08-20 17:46:00,2020
25,True,30,0,True,30,True,active,False,3,2020-08-20 17:19:22+00:00,12,0,0,,,2020-08-20 17:46:00,2020
26,True,31,0,True,31,True,active,True,19,2020-08-20 17:26:50+00:00,0,0,0,,,2020-08-20 17:46:00,2020
27,True,32,2,True,32,True,active,False,1,2020-08-20 17:43:18+00:00,12,0,0,,,2020-08-20 17:46:00,2020
28,True,33,0,True,33,True,active,False,7,2020-08-20 17:07:00+00:00,20,0,0,,,2020-08-20 17:46:00,2020
29,True,35,1,True,35,True,active,False,2,2020-08-20 17:42:55+00:00,20,0,0,,,2020-08-20 17:46:00,2020
30,True,36,0,True,36,True,active,True,11,2020-08-20 17:43:57+00:00,22,0,0,,,2020-08-20 17:46:00,2020
31,True,37,0,True,37,True,active,True,5,2020-08-20 17:38:48+00:00,10,0,0,,,2020-08-20 17:46:00,2020
32,True,39,0,True,39,True,active,False,19,2020-08-20 17:33:56+00:00,4,0,0,,,2020-08-20 17:46:00,2020
33,True,40,0,True,40,True,active,False,16,2020-08-20 17:42:34+00:00,3,0,0,,,2020-08-20 17:46:00,2020
34,True,41,1,True,41,True,active,True,19,2020-08-20 17:36:02+00:00,7,0,0,,,2020-08-20 17:46:00,2020
35,True,42,2,True,42,True,active,False,10,2020-08-20 17:44:10+00:00,11,0,0,,,2020-08-20 17:46:00,2020
36,True,43,0,True,43,True,active,True,3,2020-08-20 17:10:54+00:00,12,0,0,,,2020-08-20 17:46:00,2020
37,True,44,0,True,44,True,active,False,8,2020-08-20 17:42:14+00:00,15,0,0,,,2020-08-20 17:46:00,2020
38,True,46,0,True,46,True,active,False,15,2020-08-20 17:41:31+00:00,4,0,0,,,2020-08-20 17:46:00,2020
39,True,47,0,True,47,True,active,True,18,2020-08-20 17:36:11+00:00,1,0,0,,,2020-08-20 17:46:00,2020
40,True,48,0,True,48,True,active,False,5,2020-08-20 16:29:33+00:00,14,0,0,,,2020-08-20 17:46:00,2020
41,True,49,2,True,49,True,active,False,2,2020-08-20 17:33:21+00:00,14,0,0,,,2020-08-20 17:46:00,2020
42,True,50,1,True,50,True,active,True,8,2020-08-20 16:52:21+00:00,6,0,0,,,2020-08-20 17:46:00,2020
43,True,51,1,True,51,True,active,False,4,2020-08-20 17:15:18+00:00,10,0,0,,,2020-08-20 17:46:00,2020
44,True,52,0,True,52,True,active,True,13,2020-08-20 17:38:21+00:00,10,0,0,,,2020-08-20 17:46:00,2020
45,True,53,0,True,53,True,active,False,19,2020-08-20 17:41:52+00:00,0,0,0,,,2020-08-20 17:46:00,2020
46,True,54,0,True,54,True,active,False,4,2020-08-20 17:41:11+00:00,11,0,0,,,2020-08-20 17:46:00,2020
47,True,55,1,True,55,True,active,False,11,2020-08-20 17:43:06+00:00,3,0,0,,,2020-08-20 17:46:00,2020
48,True,56,0,True,56,True,active,False,12,2020-08-20 16:02:41+00:00,6,0,0,,,2020-08-20 17:46:00,2020
49,True,57,0,True,57,True,active,True,13,2020-08-20 17:45:19+00:00,1,0,0,,,2020-08-20 17:46:00,2020
50,True,58,1,True,58,True,active,True,12,2020-08-20 17:38:14+00:00,6,0,0,,,2020-08-20 17:46:00,2020
51,True,59,0,True,59,True,active,True,5,2020-08-20 17:22:25+00:00,14,0,0,,,2020-08-20 17:46:00,2020
52,True,60,0,True,60,True,active,False,9,2020-08-20 17:39:42+00:00,10,0,0,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'dock_blocked_count': 0, 'off_dock_capacity': 40, 'region': 'BOS', 'off_dock_count': 32, 'active': True, 'valet_revision': 85, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}",2020-08-20 17:46:00,2020
53,True,61,0,True,61,True,active,False,13,2020-08-20 17:40:09+00:00,6,0,0,,,2020-08-20 17:46:00,2020
54,True,63,0,True,63,True,active,False,9,2020-08-20 17:00:26+00:00,6,0,0,,,2020-08-20 17:46:00,2020
55,True,64,0,True,64,True,active,False,3,2020-08-20 17:22:24+00:00,16,0,0,,,2020-08-20 17:46:00,2020
56,True,65,0,True,65,True,active,False,17,2020-08-20 12:51:35+00:00,6,0,0,,,2020-08-20 17:46:00,2020
57,True,66,0,True,66,True,active,False,11,2020-08-20 17:43:36+00:00,4,0,0,,,2020-08-20 17:46:00,2020
58,True,67,0,True,67,True,active,True,12,2020-08-20 17:42:40+00:00,15,0,0,,,2020-08-20 17:46:00,2020
59,True,68,1,True,68,True,active,True,2,2020-08-20 17:45:50+00:00,16,0,0,,,2020-08-20 17:46:00,2020
60,True,69,0,True,69,True,active,True,13,2020-08-20 17:34:15+00:00,6,0,0,,,2020-08-20 17:46:00,2020
61,True,70,0,True,70,True,active,False,1,2020-08-20 16:38:02+00:00,22,0,0,,,2020-08-20 17:46:00,2020
62,True,71,0,True,71,True,active,False,3,2020-08-20 17:20:08+00:00,20,0,0,,,2020-08-20 17:46:00,2020
63,True,72,0,True,72,True,active,False,7,2020-08-20 17:40:13+00:00,16,0,0,,,2020-08-20 17:46:00,2020
64,True,73,0,True,73,True,active,False,6,2020-08-20 17:43:45+00:00,9,0,0,,,2020-08-20 17:46:00,2020
65,True,74,0,True,74,True,active,True,11,2020-08-20 17:45:33+00:00,8,0,0,,,2020-08-20 17:46:00,2020
66,True,75,0,True,75,True,active,False,11,2020-08-20 17:27:07+00:00,4,0,0,,,2020-08-20 17:46:00,2020
67,True,76,1,True,76,True,active,False,8,2020-08-20 17:39:56+00:00,8,0,0,,,2020-08-20 17:46:00,2020
68,True,77,0,True,77,True,active,False,13,2020-08-20 17:37:39+00:00,2,0,0,,,2020-08-20 17:46:00,2020
69,True,78,1,True,78,True,active,False,5,2020-08-20 17:35:34+00:00,13,0,0,,,2020-08-20 17:46:00,2020
70,True,79,1,True,79,True,active,False,9,2020-08-20 17:38:50+00:00,9,0,0,,,2020-08-20 17:46:00,2020
71,True,80,1,True,80,True,active,False,4,2020-08-20 17:45:27+00:00,30,0,0,,,2020-08-20 17:46:00,2020
72,True,81,0,True,81,True,active,False,9,2020-08-20 17:28:36+00:00,10,0,0,,,2020-08-20 17:46:00,2020
73,True,82,0,True,82,True,active,False,11,2020-08-20 17:26:33+00:00,4,0,0,,,2020-08-20 17:46:00,2020
74,True,84,0,True,84,True,active,False,10,2020-08-20 17:45:39+00:00,5,0,0,,,2020-08-20 17:46:00,2020
75,True,85,0,True,85,True,active,False,3,2020-08-20 17:10:24+00:00,16,0,0,,,2020-08-20 17:46:00,2020
76,True,86,0,True,86,True,active,False,18,2020-08-20 17:43:11+00:00,1,0,0,,,2020-08-20 17:46:00,2020
77,True,87,0,True,87,True,active,False,14,2020-08-20 17:16:22+00:00,1,0,0,,,2020-08-20 17:46:00,2020
78,True,89,0,True,89,True,active,False,9,2020-08-20 17:05:38+00:00,10,0,0,,,2020-08-20 17:46:00,2020
79,True,90,0,True,90,True,active,False,19,2020-08-20 17:40:24+00:00,0,0,0,,,2020-08-20 17:46:00,2020
80,True,91,1,True,91,True,active,False,2,2020-08-20 17:42:14+00:00,16,0,0,,,2020-08-20 17:46:00,2020
81,True,92,1,True,92,True,active,False,8,2020-08-20 13:33:55+00:00,10,0,0,,,2020-08-20 17:46:00,2020
82,True,93,0,True,93,True,active,False,7,2020-08-20 17:06:49+00:00,8,0,0,,,2020-08-20 17:46:00,2020
83,True,94,1,True,94,True,active,False,1,2020-08-20 17:37:24+00:00,9,0,0,,,2020-08-20 17:46:00,2020
84,True,95,1,True,95,True,active,False,6,2020-08-20 17:08:02+00:00,8,0,0,,,2020-08-20 17:46:00,2020
85,True,96,1,True,96,True,active,False,8,2020-08-20 17:38:11+00:00,10,0,0,,,2020-08-20 17:46:00,2020
86,True,97,0,True,97,True,active,False,14,2020-08-20 17:29:06+00:00,5,0,0,,,2020-08-20 17:46:00,2020
87,True,98,0,True,98,True,active,False,18,2020-08-20 17:24:01+00:00,5,0,0,,,2020-08-20 17:46:00,2020
88,True,99,2,True,99,True,active,False,6,2020-08-20 17:17:41+00:00,7,0,0,,,2020-08-20 17:46:00,2020
89,True,100,0,True,100,True,active,True,12,2020-08-20 17:26:43+00:00,13,0,0,,,2020-08-20 17:46:00,2020
90,True,101,0,True,101,True,active,False,9,2020-08-20 16:04:48+00:00,6,0,0,,,2020-08-20 17:46:00,2020
91,True,102,0,True,102,True,active,False,14,2020-08-20 17:37:17+00:00,1,0,0,,,2020-08-20 17:46:00,2020
92,True,103,0,True,103,True,active,False,2,2020-08-20 17:13:36+00:00,13,0,0,,,2020-08-20 17:46:00,2020
93,True,104,0,True,104,True,active,False,19,2020-08-20 17:27:24+00:00,0,0,0,,,2020-08-20 17:46:00,2020
94,True,105,0,True,105,True,active,False,19,2020-08-20 17:43:11+00:00,0,0,0,,,2020-08-20 17:46:00,2020
95,True,106,0,True,106,True,active,False,9,2020-08-20 17:41:37+00:00,6,0,0,,,2020-08-20 17:46:00,2020
96,True,107,1,True,107,True,active,False,1,2020-08-20 17:45:25+00:00,17,0,0,,,2020-08-20 17:46:00,2020
97,True,108,0,True,108,True,active,False,10,2020-08-20 17:37:31+00:00,7,0,0,,,2020-08-20 17:46:00,2020
98,True,109,0,True,109,True,active,False,31,2020-08-20 17:25:56+00:00,4,0,0,,,2020-08-20 17:46:00,2020
99,True,110,0,True,110,True,active,False,8,2020-08-20 17:45:02+00:00,7,0,0,,,2020-08-20 17:46:00,2020
100,True,111,0,True,111,True,active,False,11,2020-08-20 13:01:13+00:00,4,0,0,,,2020-08-20 17:46:00,2020
101,True,112,0,True,112,True,active,False,9,2020-08-20 13:42:47+00:00,6,0,0,,,2020-08-20 17:46:00,2020
102,True,113,1,True,113,True,active,False,1,2020-08-20 16:59:34+00:00,13,0,0,,,2020-08-20 17:46:00,2020
103,True,114,0,True,114,True,active,False,10,2020-08-20 17:08:17+00:00,5,0,0,,,2020-08-20 17:46:00,2020
104,True,115,0,True,115,True,active,False,13,2020-08-20 17:37:39+00:00,6,0,0,,,2020-08-20 17:46:00,2020
105,True,116,0,True,116,True,active,False,22,2020-08-20 17:38:09+00:00,1,0,0,,,2020-08-20 17:46:00,2020
106,True,117,0,True,117,True,active,False,18,2020-08-20 16:57:40+00:00,1,0,0,,,2020-08-20 17:46:00,2020
107,True,118,0,True,118,True,active,False,11,2020-08-20 17:24:41+00:00,8,0,0,,,2020-08-20 17:46:00,2020
108,True,119,0,True,119,True,active,False,14,2020-08-20 17:20:52+00:00,1,0,0,,,2020-08-20 17:46:00,2020
109,True,120,0,True,120,True,active,False,4,2020-08-20 17:32:17+00:00,11,0,0,,,2020-08-20 17:46:00,2020
110,True,121,1,True,121,True,active,False,8,2020-08-20 17:34:56+00:00,8,0,0,,,2020-08-20 17:46:00,2020
111,True,122,0,True,122,True,active,False,2,2020-08-20 17:44:19+00:00,13,0,0,,,2020-08-20 17:46:00,2020
112,True,124,0,True,124,True,active,False,13,2020-08-20 15:12:18+00:00,2,0,0,,,2020-08-20 17:46:00,2020
113,True,125,1,True,125,True,active,False,13,2020-08-20 17:44:07+00:00,1,0,0,,,2020-08-20 17:46:00,2020
114,True,126,1,True,126,True,active,False,1,2020-08-20 17:07:09+00:00,13,0,0,,,2020-08-20 17:46:00,2020
115,True,128,0,True,128,True,active,False,9,2020-08-20 17:32:39+00:00,10,0,0,,,2020-08-20 17:46:00,2020
116,True,129,0,True,129,True,active,False,17,2020-08-20 17:37:55+00:00,2,0,0,,,2020-08-20 17:46:00,2020
117,True,130,0,True,130,True,active,False,1,2020-08-20 14:10:36+00:00,14,0,0,,,2020-08-20 17:46:00,2020
118,True,131,0,True,131,True,active,False,16,2020-08-20 17:13:16+00:00,2,0,0,,,2020-08-20 17:46:00,2020
119,True,133,1,True,133,True,active,False,7,2020-08-20 17:28:56+00:00,15,0,0,,,2020-08-20 17:46:00,2020
120,True,135,0,True,135,True,active,False,12,2020-08-20 17:30:01+00:00,5,0,0,,,2020-08-20 17:46:00,2020
121,True,136,0,True,136,True,active,False,15,2020-08-20 16:33:36+00:00,4,0,0,,,2020-08-20 17:46:00,2020
122,True,137,0,True,137,True,active,False,8,2020-08-20 17:00:34+00:00,7,0,0,,,2020-08-20 17:46:00,2020
123,True,138,0,True,138,True,active,False,2,2020-08-20 17:09:33+00:00,13,0,0,,,2020-08-20 17:46:00,2020
124,True,139,0,True,139,True,active,False,19,2020-08-20 17:35:42+00:00,0,0,0,,,2020-08-20 17:46:00,2020
125,True,140,0,True,140,True,active,False,7,2020-08-20 17:29:26+00:00,10,0,0,,,2020-08-20 17:46:00,2020
126,True,141,0,True,141,True,active,False,9,2020-08-20 17:35:06+00:00,6,0,0,,,2020-08-20 17:46:00,2020
127,True,142,0,True,142,True,active,False,7,2020-08-20 16:58:17+00:00,16,0,0,,,2020-08-20 17:46:00,2020
128,True,143,0,True,143,True,active,False,16,2020-08-20 17:40:42+00:00,7,0,0,,,2020-08-20 17:46:00,2020
129,True,144,0,True,144,True,active,False,5,2020-08-20 16:43:03+00:00,14,0,0,,,2020-08-20 17:46:00,2020
130,True,145,0,True,145,True,active,False,8,2020-08-20 17:19:56+00:00,11,0,0,,,2020-08-20 17:46:00,2020
131,True,146,0,True,146,True,active,False,4,2020-08-20 17:22:45+00:00,15,0,0,,,2020-08-20 17:46:00,2020
132,True,149,1,True,149,True,active,True,11,2020-08-20 17:31:18+00:00,6,0,0,,,2020-08-20 17:46:00,2020
133,True,150,0,True,150,True,active,False,7,2020-08-20 17:16:55+00:00,12,0,0,,,2020-08-20 17:46:00,2020
134,True,151,0,True,151,True,active,False,9,2020-08-20 16:08:23+00:00,10,0,0,,,2020-08-20 17:46:00,2020
135,True,152,0,True,152,True,active,True,7,2020-08-20 16:57:09+00:00,8,0,0,,,2020-08-20 17:46:00,2020
136,True,156,1,True,156,True,active,False,8,2020-08-20 17:41:44+00:00,6,0,0,,,2020-08-20 17:46:00,2020
137,True,157,0,True,157,True,active,False,12,2020-08-20 17:28:53+00:00,3,0,0,,,2020-08-20 17:46:00,2020
138,True,159,0,True,159,True,active,False,15,2020-08-20 17:43:52+00:00,0,0,0,,,2020-08-20 17:46:00,2020
139,True,160,0,True,160,True,active,True,9,2020-08-20 17:27:10+00:00,5,0,0,,,2020-08-20 17:46:00,2020
140,True,161,0,True,161,True,active,True,8,2020-08-20 17:24:06+00:00,15,0,0,,,2020-08-20 17:46:00,2020
141,True,162,0,True,162,True,active,False,8,2020-08-20 13:50:21+00:00,7,0,0,,,2020-08-20 17:46:00,2020
142,True,163,0,True,163,True,active,True,6,2020-08-20 17:39:34+00:00,13,0,0,,,2020-08-20 17:46:00,2020
143,True,167,0,True,167,True,active,False,8,2020-08-20 17:20:02+00:00,7,0,0,,,2020-08-20 17:46:00,2020
144,True,169,0,True,169,True,active,False,12,2020-08-20 17:16:25+00:00,7,0,0,,,2020-08-20 17:46:00,2020
145,True,170,0,True,170,True,active,True,6,2020-08-20 16:11:01+00:00,8,0,0,,,2020-08-20 17:46:00,2020
146,True,171,0,True,171,True,active,True,16,2020-08-20 16:46:26+00:00,7,0,0,,,2020-08-20 17:46:00,2020
147,True,173,0,True,173,True,active,True,10,2020-08-20 15:57:50+00:00,4,0,0,,,2020-08-20 17:46:00,2020
148,True,174,0,True,174,True,active,False,9,2020-08-20 17:28:30+00:00,6,0,0,,,2020-08-20 17:46:00,2020
149,True,175,2,True,175,True,active,True,10,2020-08-20 17:09:41+00:00,5,0,0,,,2020-08-20 17:46:00,2020
150,True,176,0,True,176,True,active,False,7,2020-08-20 16:50:09+00:00,8,0,0,,,2020-08-20 17:46:00,2020
151,True,177,1,True,177,True,active,False,6,2020-08-20 17:35:07+00:00,12,0,0,,,2020-08-20 17:46:00,2020
152,True,178,2,True,178,True,active,False,12,2020-08-20 17:41:23+00:00,5,0,0,,,2020-08-20 17:46:00,2020
153,True,179,1,True,179,True,active,False,17,2020-08-20 17:42:45+00:00,7,0,0,,,2020-08-20 17:46:00,2020
154,True,180,0,True,180,True,active,False,1,2020-08-20 17:35:20+00:00,18,0,0,,,2020-08-20 17:46:00,2020
155,True,181,0,True,181,True,active,False,16,2020-08-20 17:44:11+00:00,3,0,0,,,2020-08-20 17:46:00,2020
156,True,182,0,True,182,True,active,True,18,2020-08-20 16:36:38+00:00,1,0,0,,,2020-08-20 17:46:00,2020
157,True,183,0,True,183,True,active,False,10,2020-08-20 17:22:35+00:00,9,0,0,,,2020-08-20 17:46:00,2020
158,True,184,0,True,184,True,active,False,12,2020-08-20 17:42:48+00:00,7,0,0,,,2020-08-20 17:46:00,2020
159,True,185,0,True,185,True,active,False,11,2020-08-20 17:33:27+00:00,4,0,0,,,2020-08-20 17:46:00,2020
160,True,186,0,True,186,True,active,True,8,2020-08-20 17:39:20+00:00,7,0,0,,,2020-08-20 17:46:00,2020
161,True,187,0,True,187,True,active,False,14,2020-08-20 17:38:45+00:00,1,0,0,,,2020-08-20 17:46:00,2020
162,True,188,0,True,188,True,active,False,3,2020-08-20 17:44:42+00:00,12,0,0,,,2020-08-20 17:46:00,2020
163,True,189,0,True,189,True,active,True,14,2020-08-20 17:43:37+00:00,9,0,0,,,2020-08-20 17:46:00,2020
164,True,190,1,True,190,True,active,True,34,2020-08-20 17:40:49+00:00,2,0,0,,,2020-08-20 17:46:00,2020
165,True,191,0,True,191,True,active,False,15,2020-08-20 16:38:52+00:00,0,0,0,,,2020-08-20 17:46:00,2020
166,True,192,0,True,192,True,active,False,6,2020-08-20 16:03:28+00:00,13,0,0,,,2020-08-20 17:46:00,2020
167,True,193,0,True,193,True,active,True,13,2020-08-20 16:51:29+00:00,2,0,0,,,2020-08-20 17:46:00,2020
168,True,194,0,True,194,True,active,False,14,2020-08-20 14:16:46+00:00,5,0,0,,,2020-08-20 17:46:00,2020
169,True,195,0,True,195,True,active,False,23,2020-08-20 16:16:38+00:00,0,0,0,,,2020-08-20 17:46:00,2020
170,True,196,0,True,196,True,active,False,9,2020-08-20 15:41:27+00:00,1,0,0,,,2020-08-20 17:46:00,2020
171,True,197,1,True,197,True,active,False,7,2020-08-20 12:09:36+00:00,7,0,0,,,2020-08-20 17:46:00,2020
172,True,199,0,True,199,True,active,False,7,2020-08-20 14:19:54+00:00,8,0,0,,,2020-08-20 17:46:00,2020
173,True,200,0,True,200,True,active,False,5,2020-08-20 16:38:12+00:00,14,0,0,,,2020-08-20 17:46:00,2020
174,True,201,0,True,201,True,active,False,11,2020-08-20 12:47:08+00:00,4,0,0,,,2020-08-20 17:46:00,2020
175,True,202,0,True,202,True,active,False,13,2020-08-20 16:31:46+00:00,2,0,0,,,2020-08-20 17:46:00,2020
176,True,203,0,True,203,True,active,False,9,2020-08-20 16:40:31+00:00,6,0,0,,,2020-08-20 17:46:00,2020
177,True,204,0,True,204,True,active,False,11,2020-08-20 17:38:42+00:00,4,0,0,,,2020-08-20 17:46:00,2020
178,True,205,0,True,205,True,active,False,14,2020-08-20 11:38:19+00:00,1,0,0,,,2020-08-20 17:46:00,2020
179,True,206,0,True,206,True,active,True,12,2020-08-20 17:42:11+00:00,11,0,0,,,2020-08-20 17:46:00,2020
180,True,208,0,True,208,True,active,True,3,2020-08-20 17:19:49+00:00,12,0,0,,,2020-08-20 17:46:00,2020
181,True,209,1,True,209,True,active,False,1,2020-08-20 14:43:40+00:00,13,0,0,,,2020-08-20 17:46:00,2020
182,True,210,1,True,210,True,active,False,12,2020-08-20 09:06:47+00:00,2,0,0,,,2020-08-20 17:46:00,2020
183,True,211,0,True,211,True,active,False,10,2020-08-20 14:16:42+00:00,9,0,0,,,2020-08-20 17:46:00,2020
184,True,212,0,True,212,True,active,False,26,2020-08-20 16:44:55+00:00,7,0,0,,,2020-08-20 17:46:00,2020
185,True,213,0,True,213,True,active,True,15,2020-08-20 15:02:43+00:00,1,0,0,,,2020-08-20 17:46:00,2020
186,True,214,0,True,214,True,active,False,7,2020-08-20 16:27:42+00:00,8,0,0,,,2020-08-20 17:46:00,2020
187,True,215,2,True,215,True,active,False,4,2020-08-20 16:28:43+00:00,9,0,0,,,2020-08-20 17:46:00,2020
188,True,216,0,True,216,True,active,False,8,2020-08-20 16:50:46+00:00,11,0,0,,,2020-08-20 17:46:00,2020
189,True,217,0,True,217,True,active,False,15,2020-08-20 15:39:55+00:00,4,0,0,,,2020-08-20 17:46:00,2020
190,True,218,1,True,218,True,active,False,11,2020-08-20 17:45:06+00:00,3,0,0,,,2020-08-20 17:46:00,2020
191,True,219,0,True,219,True,active,False,13,2020-08-20 09:16:47+00:00,2,0,0,,,2020-08-20 17:46:00,2020
192,True,221,2,True,221,True,active,False,9,2020-08-20 17:45:50+00:00,8,0,0,,,2020-08-20 17:46:00,2020
193,True,222,1,True,222,True,active,True,12,2020-08-20 16:43:34+00:00,1,0,0,,,2020-08-20 17:46:00,2020
194,True,224,2,True,224,True,active,False,2,2020-08-20 17:36:36+00:00,13,0,0,,,2020-08-20 17:46:00,2020
195,True,225,2,True,225,True,active,False,8,2020-08-20 17:24:42+00:00,9,0,0,,,2020-08-20 17:46:00,2020
196,True,226,0,True,226,True,active,False,10,2020-08-20 17:01:40+00:00,5,0,0,,,2020-08-20 17:46:00,2020
197,True,227,0,True,227,True,active,False,9,2020-08-20 17:43:46+00:00,10,0,0,,,2020-08-20 17:46:00,2020
198,True,228,0,True,228,True,active,False,17,2020-08-20 16:13:43+00:00,2,0,0,,,2020-08-20 17:46:00,2020
199,True,232,0,True,232,True,active,False,9,2020-08-20 08:55:09+00:00,2,0,0,,,2020-08-20 17:46:00,2020
200,True,233,0,True,233,True,active,False,5,2020-08-20 17:23:56+00:00,10,0,0,,,2020-08-20 17:46:00,2020
201,True,234,0,True,234,True,active,False,11,2020-08-20 13:31:47+00:00,4,0,0,,,2020-08-20 17:46:00,2020
202,True,235,0,True,235,True,active,False,8,2020-08-20 15:14:09+00:00,7,0,0,,,2020-08-20 17:46:00,2020
203,True,236,0,True,236,True,active,False,0,2020-08-20 16:29:08+00:00,15,0,0,,,2020-08-20 17:46:00,2020
204,True,239,1,True,239,True,active,False,10,2020-08-20 17:45:02+00:00,4,0,0,,,2020-08-20 17:46:00,2020
205,True,255,0,True,255,True,active,False,9,2020-08-19 14:52:54+00:00,6,0,0,,,2020-08-20 17:46:00,2020
206,True,258,0,True,258,True,active,False,4,2020-08-20 17:37:25+00:00,11,0,0,,,2020-08-20 17:46:00,2020
207,True,259,0,True,259,True,active,False,6,2020-08-20 08:49:49+00:00,9,0,0,,,2020-08-20 17:46:00,2020
208,True,260,0,True,260,True,active,False,8,2020-08-20 15:48:04+00:00,7,0,0,,,2020-08-20 17:46:00,2020
209,True,271,0,True,271,True,active,False,6,2020-08-20 17:32:17+00:00,9,0,0,,,2020-08-20 17:46:00,2020
210,True,272,0,True,272,True,active,False,8,2020-08-20 17:34:45+00:00,11,0,0,,,2020-08-20 17:46:00,2020
211,True,273,0,True,273,True,active,False,10,2020-08-20 17:44:42+00:00,30,0,0,,,2020-08-20 17:46:00,2020
212,True,279,0,True,279,True,active,False,4,2020-08-20 17:32:00+00:00,15,0,0,,,2020-08-20 17:46:00,2020
213,True,280,0,True,280,True,active,False,16,2020-08-20 17:36:25+00:00,3,0,0,,,2020-08-20 17:46:00,2020
214,True,282,1,True,282,True,active,False,7,2020-08-20 17:20:54+00:00,7,0,0,,,2020-08-20 17:46:00,2020
215,True,296,1,True,296,True,active,False,4,2020-08-20 17:20:05+00:00,18,0,0,,,2020-08-20 17:46:00,2020
216,True,318,0,True,318,True,active,False,3,2020-08-20 17:37:53+00:00,16,0,0,,,2020-08-20 17:46:00,2020
217,True,319,0,True,319,True,active,False,20,2020-08-20 16:44:29+00:00,5,0,0,,,2020-08-20 17:46:00,2020
218,True,327,0,True,327,True,active,False,3,2020-08-20 17:44:51+00:00,12,0,0,,,2020-08-20 17:46:00,2020
219,True,328,0,True,328,True,active,False,13,2020-08-20 17:37:37+00:00,2,0,0,,,2020-08-20 17:46:00,2020
220,True,329,1,True,329,True,active,False,8,2020-08-20 14:51:09+00:00,6,0,0,,,2020-08-20 17:46:00,2020
221,True,330,0,True,330,True,active,False,10,2020-08-20 17:39:21+00:00,5,0,0,,,2020-08-20 17:46:00,2020
222,True,331,0,True,331,True,active,False,8,2020-08-20 17:33:18+00:00,7,0,0,,,2020-08-20 17:46:00,2020
