,is_renting,station_id,num_bikes_disabled,is_installed,legacy_id,is_returning,station_status,eightd_has_available_keys,num_docks_available,last_reported,num_bikes_available,num_docks_disabled,num_ebikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,3,0,True,3,True,active,False,5,2020-08-20 16:54:31+00:00,10,0,0,,,2020-08-20 17:46:00,2020
1,True,4,0,True,4,True,active,False,16,2020-08-20 17:32:11+00:00,3,0,0,,,2020-08-20 17:46:00,2020
2,True,5,0,True,5,True,active,False,13,2020-08-20 17:28:47+00:00,2,0,0,,,2020-08-20 17:46:00,2020
3,True,6,1,True,6,True,active,False,5,2020-08-20 17:42:09+00:00,9,0,0,,,2020-08-20 17:46:00,2020
4,True,7,0,True,7,True,active,False,7,2020-08-20 17:44:57+00:00,8,0,0,,,2020-08-20 17:46:00,2020
5,True,8,1,True,8,True,active,False,11,2020-08-20 17:42:59+00:00,7,0,0,,,2020-08-20 17:46:00,2020
6,True,9,0,True,9,True,active,False,12,2020-08-20 17:27:31+00:00,3,0,0,,,2020-08-20 17:46:00,2020
7,True,10,0,True,10,True,active,False,4,2020-08-20 17:24:01+00:00,7,0,0,,,2020-08-20 17:46:00,2020
8,True,11,0,True,11,True,active,False,0,2020-08-20 17:40:51+00:00,15,0,0,,,2020-08-20 17:46:00,2020
9,True,12,1,True,12,True,active,True,1,2020-08-20 17:43:37+00:00,16,0,0,,,2020-08-20 17:46:00,2020
10,True,13,0,True,13,True,active,False,6,2020-08-20 17:16:28+00:00,13,0,0,,,2020-08-20 17:46:00,2020
11,True,14,0,True,14,True,active,False,1,2020-08-20 17:42:11+00:00,24,0,0,,,2020-08-20 17:46:00,2020
12,True,15,0,True,15,True,active,False,4,2020-08-20 17:41:19+00:00,11,0,0,,,2020-08-20 17:46:00,2020
13,True,16,0,True,16,True,active,True,13,2020-08-20 17:34:19+00:00,6,0,0,,,2020-08-20 17:46:00,2020
14,True,17,1,True,17,True,active,False,10,2020-08-20 17:35:40+00:00,4,0,0,,,2020-08-20 17:46:00,2020
15,True,19,0,True,19,True,active,False,12,2020-08-20 16:19:04+00:00,3,0,0,,,2020-08-20 17:46:00,2020
16,True,20,0,True,20,True,active,True,18,2020-08-20 17:45:51+00:00,5,0,0,,,2020-08-20 17:46:00,2020
17,True,21,0,True,21,True,active,True,12,2020-08-20 17:41:21+00:00,6,0,0,,,2020-08-20 17:46:00,2020
18,True,22,0,True,22,True,active,True,26,2020-08-20 17:26:44+00:00,21,0,0,,,2020-08-20 17:46:00,2020
19,True,23,0,True,23,True,active,False,1,2020-08-20 17:44:12+00:00,20,0,0,,,2020-08-20 17:46:00,2020
20,True,24,1,True,24,True,active,False,3,2020-08-20 17:24:52+00:00,15,0,0,,,2020-08-20 17:46:00,2020
21,True,25,0,True,25,True,active,False,7,2020-08-20 17:24:41+00:00,8,0,0,,,2020-08-20 17:46:00,2020
22,True,26,2,True,26,True,active,False,6,2020-08-20 17:43:59+00:00,7,0,0,,,2020-08-20 17:46:00,2020
23,True,27,0,True,27,True,active,False,8,2020-08-20 17:41:30+00:00,15,0,0,,,2020-08-20 17:46:00,2020
