,num_docks_disabled,num_ebikes_available,is_renting,eightd_has_available_keys,station_id,num_bikes_available,num_docks_available,is_installed,legacy_id,last_reported,num_bikes_disabled,station_status,is_returning,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,0,True,False,3,0,15,True,3,2020-08-06 02:04:58+00:00,0,active,True,,,2020-08-06 09:47:10,2020
1,0,0,True,False,4,17,2,True,4,2020-08-06 08:43:35+00:00,0,active,True,,,2020-08-06 09:47:10,2020
2,0,0,True,False,5,12,3,True,5,2020-08-06 08:06:39+00:00,0,active,True,,,2020-08-06 09:47:10,2020
3,0,0,True,False,6,12,2,True,6,2020-08-06 09:42:29+00:00,1,active,True,,,2020-08-06 09:47:10,2020
4,0,0,True,False,7,2,13,True,7,2020-08-06 09:01:23+00:00,0,active,True,,,2020-08-06 09:47:10,2020
5,0,0,True,False,8,12,7,True,8,2020-08-06 09:10:19+00:00,0,active,True,,,2020-08-06 09:47:10,2020
6,0,0,True,False,9,14,1,True,9,2020-08-06 08:23:32+00:00,0,active,True,,,2020-08-06 09:47:10,2020
7,0,0,True,False,10,2,9,True,10,2020-08-06 08:31:47+00:00,0,active,True,,,2020-08-06 09:47:10,2020
8,0,0,True,False,11,7,8,True,11,2020-08-06 09:40:49+00:00,0,active,True,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 50, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 3, 'valet_revision': 79}",2020-08-06 09:47:10,2020
9,0,0,True,True,12,14,4,True,12,2020-08-06 09:39:44+00:00,0,active,True,,,2020-08-06 09:47:10,2020
10,0,0,True,False,13,7,12,True,13,2020-08-06 09:44:45+00:00,0,active,True,,,2020-08-06 09:47:10,2020
11,0,0,True,False,14,1,24,True,14,2020-08-06 09:03:14+00:00,0,active,True,,,2020-08-06 09:47:10,2020
12,0,0,True,False,15,10,5,True,15,2020-08-06 09:29:10+00:00,0,active,True,,,2020-08-06 09:47:10,2020
13,0,0,True,True,16,5,14,True,16,2020-08-06 08:51:43+00:00,0,active,True,,,2020-08-06 09:47:10,2020
14,0,0,True,False,17,3,12,True,17,2020-08-06 09:16:57+00:00,0,active,True,,,2020-08-06 09:47:10,2020
15,0,0,True,False,19,6,9,True,19,2020-08-06 08:38:37+00:00,0,active,True,,,2020-08-06 09:47:10,2020
16,0,0,True,True,20,6,17,True,20,2020-08-06 09:32:15+00:00,0,active,True,,,2020-08-06 09:47:10,2020
17,0,0,True,True,21,0,18,True,21,2020-08-06 08:12:59+00:00,0,active,True,,,2020-08-06 09:47:10,2020
18,0,0,True,True,22,4,41,True,22,2020-08-06 09:46:56+00:00,2,active,True,,,2020-08-06 09:47:10,2020
19,0,0,True,True,23,9,12,True,23,2020-08-06 09:31:54+00:00,0,active,True,,,2020-08-06 09:47:10,2020
20,0,0,True,False,24,11,8,True,24,2020-08-06 09:41:18+00:00,0,active,True,,,2020-08-06 09:47:10,2020
21,0,0,True,False,25,7,8,True,25,2020-08-06 08:18:27+00:00,0,active,True,,,2020-08-06 09:47:10,2020
22,0,0,True,False,26,5,9,True,26,2020-08-06 08:13:13+00:00,1,active,True,,,2020-08-06 09:47:10,2020
23,0,0,True,False,27,21,0,True,27,2020-08-06 08:58:28+00:00,2,active,True,,,2020-08-06 09:47:10,2020
24,0,0,True,False,29,5,9,True,29,2020-08-06 08:51:47+00:00,1,active,True,,,2020-08-06 09:47:10,2020
25,0,0,True,False,30,3,12,True,30,2020-08-06 09:37:30+00:00,0,active,True,,,2020-08-06 09:47:10,2020
26,0,0,True,True,31,3,16,True,31,2020-08-06 08:52:02+00:00,0,active,True,,,2020-08-06 09:47:10,2020
27,0,0,True,False,32,4,11,True,32,2020-08-06 08:47:04+00:00,0,active,True,,,2020-08-06 09:47:10,2020
28,0,0,True,False,33,7,20,True,33,2020-08-06 08:17:00+00:00,0,active,True,,,2020-08-06 09:47:10,2020
29,0,0,True,False,35,5,18,True,35,2020-08-06 08:37:00+00:00,0,active,True,,,2020-08-06 09:47:10,2020
30,0,0,True,True,36,25,8,True,36,2020-08-06 08:26:55+00:00,0,active,True,,,2020-08-06 09:47:10,2020
31,0,0,True,True,37,12,3,True,37,2020-08-06 08:43:28+00:00,0,active,True,,,2020-08-06 09:47:10,2020
32,0,0,True,False,39,9,14,True,39,2020-08-06 08:46:54+00:00,0,active,True,,,2020-08-06 09:47:10,2020
33,0,0,True,False,40,14,4,True,40,2020-08-06 09:17:48+00:00,1,active,True,,,2020-08-06 09:47:10,2020
34,0,0,True,True,41,27,0,True,41,2020-08-06 08:25:58+00:00,0,active,True,,,2020-08-06 09:47:10,2020
35,0,0,True,False,42,11,11,True,42,2020-08-06 08:58:25+00:00,1,active,True,,,2020-08-06 09:47:10,2020
36,0,0,True,True,43,10,5,True,43,2020-08-06 08:51:45+00:00,0,active,True,,,2020-08-06 09:47:10,2020
37,0,0,True,False,44,14,9,True,44,2020-08-06 06:37:22+00:00,0,active,True,,,2020-08-06 09:47:10,2020
38,0,0,True,False,46,14,5,True,46,2020-08-06 08:27:39+00:00,0,active,True,,,2020-08-06 09:47:10,2020
39,0,0,True,True,47,10,9,True,47,2020-08-06 09:45:09+00:00,0,active,True,,,2020-08-06 09:47:10,2020
40,0,0,True,False,48,2,17,True,48,2020-08-06 08:43:37+00:00,0,active,True,,,2020-08-06 09:47:10,2020
41,0,0,True,False,49,15,3,True,49,2020-08-06 08:22:41+00:00,0,active,True,,,2020-08-06 09:47:10,2020
42,0,0,True,True,50,8,6,True,50,2020-08-06 08:56:49+00:00,1,active,True,,,2020-08-06 09:47:10,2020
43,0,0,True,False,51,1,13,True,51,2020-08-06 09:40:04+00:00,1,active,True,,,2020-08-06 09:47:10,2020
44,0,0,True,True,52,10,13,True,52,2020-08-06 09:10:52+00:00,0,active,True,,,2020-08-06 09:47:10,2020
45,0,0,True,False,53,9,8,True,53,2020-08-06 09:12:09+00:00,2,active,True,,,2020-08-06 09:47:10,2020
46,0,0,True,False,54,13,1,True,54,2020-08-06 08:48:18+00:00,1,active,True,,,2020-08-06 09:47:10,2020
47,0,0,False,False,55,5,8,True,55,2020-08-06 06:00:31+00:00,2,active,False,,,2020-08-06 09:47:10,2020
48,0,0,True,True,56,12,6,True,56,2020-08-06 08:57:33+00:00,0,active,True,,,2020-08-06 09:47:10,2020
49,0,0,True,True,57,8,5,True,57,2020-08-06 08:23:03+00:00,1,active,True,,,2020-08-06 09:47:10,2020
50,0,0,True,True,58,16,3,True,58,2020-08-06 08:22:48+00:00,0,active,True,,,2020-08-06 09:47:10,2020
51,0,0,True,True,59,8,11,True,59,2020-08-06 09:43:30+00:00,0,active,True,,,2020-08-06 09:47:10,2020
52,0,0,True,False,60,11,7,True,60,2020-08-06 09:44:53+00:00,1,active,True,,,2020-08-06 09:47:10,2020
53,0,0,True,False,61,4,15,True,61,2020-08-06 08:57:20+00:00,0,active,True,,,2020-08-06 09:47:10,2020
54,0,0,True,False,63,4,11,True,63,2020-08-06 08:11:58+00:00,0,active,True,,,2020-08-06 09:47:10,2020
55,0,0,True,False,64,1,18,True,64,2020-08-06 08:17:58+00:00,0,active,True,,,2020-08-06 09:47:10,2020
56,0,0,True,False,65,7,16,True,65,2020-08-06 09:41:22+00:00,0,active,True,,,2020-08-06 09:47:10,2020
57,0,0,True,False,66,13,2,True,66,2020-08-06 08:51:07+00:00,0,active,True,,,2020-08-06 09:47:10,2020
58,0,0,True,True,67,0,27,True,67,2020-08-06 09:08:49+00:00,0,active,True,,,2020-08-06 09:47:10,2020
59,0,0,True,True,68,13,5,True,68,2020-08-06 09:46:58+00:00,1,active,True,,,2020-08-06 09:47:10,2020
60,0,0,True,True,69,5,13,True,69,2020-08-06 09:22:05+00:00,1,active,True,,,2020-08-06 09:47:10,2020
61,0,0,True,False,70,15,8,True,70,2020-08-06 08:32:48+00:00,0,active,True,,,2020-08-06 09:47:10,2020
62,0,0,True,False,71,22,1,True,71,2020-08-06 08:52:40+00:00,0,active,True,,,2020-08-06 09:47:10,2020
63,0,0,True,False,72,1,22,True,72,2020-08-06 08:43:23+00:00,0,active,True,,,2020-08-06 09:47:10,2020
64,0,0,True,False,73,1,13,True,73,2020-08-06 09:45:31+00:00,1,active,True,,,2020-08-06 09:47:10,2020
65,0,0,True,True,74,7,12,True,74,2020-08-06 08:37:45+00:00,0,active,True,,,2020-08-06 09:47:10,2020
66,0,0,True,False,75,6,9,True,75,2020-08-06 09:15:19+00:00,0,active,True,,,2020-08-06 09:47:10,2020
67,0,0,True,False,76,17,0,True,76,2020-08-06 09:07:59+00:00,0,active,True,,,2020-08-06 09:47:10,2020
68,0,0,True,False,77,12,3,True,77,2020-08-06 08:47:06+00:00,0,active,True,,,2020-08-06 09:47:10,2020
69,0,0,True,False,78,17,1,True,78,2020-08-06 08:42:10+00:00,1,active,True,,,2020-08-06 09:47:10,2020
70,0,0,True,False,79,9,10,True,79,2020-08-06 08:51:44+00:00,0,active,True,,,2020-08-06 09:47:10,2020
71,0,0,True,False,80,0,35,True,80,2020-08-06 08:58:31+00:00,0,active,True,,,2020-08-06 09:47:10,2020
72,0,0,True,False,81,12,6,True,81,2020-08-06 09:16:52+00:00,1,active,True,,,2020-08-06 09:47:10,2020
73,0,0,True,False,82,7,8,True,82,2020-08-06 08:17:54+00:00,0,active,True,,,2020-08-06 09:47:10,2020
74,0,0,True,False,84,7,8,True,84,2020-08-06 08:03:25+00:00,0,active,True,,,2020-08-06 09:47:10,2020
75,0,0,True,False,85,1,18,True,85,2020-08-06 08:42:05+00:00,0,active,True,,,2020-08-06 09:47:10,2020
76,0,0,True,False,86,9,9,True,86,2020-08-06 09:16:59+00:00,1,active,True,,,2020-08-06 09:47:10,2020
77,0,0,True,False,87,14,1,True,87,2020-08-06 08:37:10+00:00,0,active,True,,,2020-08-06 09:47:10,2020
78,0,0,True,False,89,15,4,True,89,2020-08-06 08:08:14+00:00,0,active,True,,,2020-08-06 09:47:10,2020
79,0,0,True,False,90,16,3,True,90,2020-08-06 08:08:20+00:00,0,active,True,,,2020-08-06 09:47:10,2020
80,0,0,True,False,91,4,14,True,91,2020-08-06 08:07:36+00:00,1,active,True,,,2020-08-06 09:47:10,2020
81,0,0,True,False,92,10,8,True,92,2020-08-06 08:53:37+00:00,1,active,True,,,2020-08-06 09:47:10,2020
82,0,0,True,False,93,8,6,True,93,2020-08-06 08:52:45+00:00,1,active,True,,,2020-08-06 09:47:10,2020
83,0,0,True,False,94,4,6,True,94,2020-08-06 09:07:20+00:00,1,active,True,,,2020-08-06 09:47:10,2020
84,0,0,True,False,95,13,1,True,95,2020-08-06 08:07:01+00:00,1,active,True,,,2020-08-06 09:47:10,2020
85,0,0,True,False,96,13,6,True,96,2020-08-06 09:39:53+00:00,0,active,True,,,2020-08-06 09:47:10,2020
86,0,0,True,False,97,6,12,True,97,2020-08-06 09:44:22+00:00,1,active,True,,,2020-08-06 09:47:10,2020
87,0,0,True,False,98,14,8,True,98,2020-08-06 08:27:22+00:00,1,active,True,,,2020-08-06 09:47:10,2020
