,num_docks_disabled,last_reported,num_ebikes_available,station_status,num_docks_available,is_installed,num_bikes_disabled,eightd_has_available_keys,num_bikes_available,legacy_id,is_returning,station_id,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,2020-08-15 17:57:04+00:00,0,active,11,True,0,False,4,3,True,3,True,,,2020-08-15 18:04:50,2020
1,0,2020-08-15 17:54:16+00:00,0,active,14,True,1,False,4,4,True,4,True,,,2020-08-15 18:04:50,2020
2,0,2020-08-15 18:00:04+00:00,0,active,8,True,2,False,5,5,True,5,True,,,2020-08-15 18:04:50,2020
3,0,2020-08-15 18:03:07+00:00,0,active,8,True,2,False,5,6,True,6,True,,,2020-08-15 18:04:50,2020
4,0,2020-08-15 17:51:09+00:00,0,active,7,True,0,False,8,7,True,7,True,,,2020-08-15 18:04:50,2020
5,0,2020-08-15 17:53:07+00:00,0,active,16,True,1,False,2,8,True,8,True,,,2020-08-15 18:04:50,2020
6,0,2020-08-15 17:55:11+00:00,0,active,1,True,1,False,13,9,True,9,True,,,2020-08-15 18:04:50,2020
7,0,2020-08-15 17:49:29+00:00,0,active,1,True,0,False,10,10,True,10,True,,,2020-08-15 18:04:50,2020
8,0,2020-08-15 18:03:38+00:00,0,active,5,True,1,False,9,11,True,11,True,,,2020-08-15 18:04:50,2020
9,0,2020-08-15 18:03:09+00:00,0,active,13,True,0,True,5,12,True,12,True,,,2020-08-15 18:04:50,2020
10,0,2020-08-15 17:47:38+00:00,0,active,6,True,0,False,13,13,True,13,True,,,2020-08-15 18:04:50,2020
11,0,2020-08-15 18:01:16+00:00,0,active,11,True,1,False,13,14,True,14,True,,,2020-08-15 18:04:50,2020
12,0,2020-08-15 17:55:46+00:00,0,active,7,True,1,False,7,15,True,15,True,,,2020-08-15 18:04:50,2020
13,0,2020-08-15 17:59:04+00:00,0,active,1,True,0,True,18,16,True,16,True,,,2020-08-15 18:04:50,2020
14,0,2020-08-15 17:13:26+00:00,0,active,12,True,1,False,2,17,True,17,True,,,2020-08-15 18:04:50,2020
15,0,2020-08-15 18:02:47+00:00,0,active,13,True,0,False,2,19,True,19,True,,,2020-08-15 18:04:50,2020
16,0,2020-08-15 17:51:36+00:00,0,active,15,True,0,True,8,20,True,20,True,,,2020-08-15 18:04:50,2020
17,0,2020-08-15 18:02:49+00:00,0,active,18,True,0,True,0,21,True,21,True,,,2020-08-15 18:04:50,2020
18,0,2020-08-15 18:03:17+00:00,0,active,15,True,1,True,31,22,True,22,True,,,2020-08-15 18:04:50,2020
19,0,2020-08-15 18:03:56+00:00,0,active,9,True,1,False,11,23,True,23,True,,,2020-08-15 18:04:50,2020
20,0,2020-08-15 17:47:33+00:00,0,active,17,True,2,False,0,24,True,24,True,,,2020-08-15 18:04:50,2020
21,0,2020-08-15 17:57:50+00:00,0,active,12,True,1,False,2,25,True,25,True,,,2020-08-15 18:04:50,2020
22,0,2020-08-15 18:02:14+00:00,0,active,6,True,0,False,9,26,True,26,True,,,2020-08-15 18:04:50,2020
23,0,2020-08-15 18:02:59+00:00,0,active,14,True,0,False,9,27,True,27,True,,,2020-08-15 18:04:50,2020
24,0,2020-08-15 17:16:56+00:00,0,active,10,True,1,False,4,29,True,29,True,,,2020-08-15 18:04:50,2020
25,0,2020-08-15 17:55:16+00:00,0,active,12,True,1,False,2,30,True,30,True,,,2020-08-15 18:04:50,2020
26,0,2020-08-15 16:21:18+00:00,0,active,3,True,0,True,16,31,True,31,True,,,2020-08-15 18:04:50,2020
27,0,2020-08-15 17:59:38+00:00,0,active,4,True,1,False,10,32,True,32,True,,,2020-08-15 18:04:50,2020
28,0,2020-08-15 17:59:04+00:00,0,active,1,True,0,False,26,33,True,33,True,,,2020-08-15 18:04:50,2020
29,0,2020-08-15 17:59:03+00:00,0,active,12,True,1,False,10,35,True,35,True,,,2020-08-15 18:04:50,2020
30,0,2020-08-15 17:36:08+00:00,0,active,6,True,1,True,26,36,True,36,True,,,2020-08-15 18:04:50,2020
31,0,2020-08-15 17:35:18+00:00,0,active,8,True,0,True,7,37,True,37,True,,,2020-08-15 18:04:50,2020
32,0,2020-08-15 18:00:49+00:00,0,active,9,True,0,False,14,39,True,39,True,,,2020-08-15 18:04:50,2020
33,0,2020-08-15 18:01:05+00:00,0,active,17,True,0,False,2,40,True,40,True,,,2020-08-15 18:04:50,2020
34,0,2020-08-15 17:54:15+00:00,0,active,16,True,0,True,11,41,True,41,True,,,2020-08-15 18:04:50,2020
35,0,2020-08-15 17:58:18+00:00,0,active,22,True,0,False,1,42,True,42,True,,,2020-08-15 18:04:50,2020
