,num_bikes_disabled,last_reported,legacy_id,eightd_has_available_keys,is_installed,num_docks_available,num_ebikes_available,num_docks_disabled,is_returning,station_status,station_id,is_renting,num_bikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,2020-08-08 17:07:54+00:00,3,False,True,1,0,0,True,active,3,True,14,,,2020-08-08 17:20:45,2020
1,0,2020-08-08 17:09:42+00:00,4,False,True,16,0,0,True,active,4,True,3,,,2020-08-08 17:20:45,2020
2,0,2020-08-08 17:01:58+00:00,5,False,True,10,0,0,True,active,5,True,5,,,2020-08-08 17:20:45,2020
3,1,2020-08-08 17:20:34+00:00,6,False,True,10,0,0,True,active,6,True,4,,,2020-08-08 17:20:45,2020
4,0,2020-08-08 16:51:04+00:00,7,False,True,14,0,0,True,active,7,True,1,,,2020-08-08 17:20:45,2020
5,1,2020-08-08 17:03:43+00:00,8,False,True,14,0,0,True,active,8,True,4,,,2020-08-08 17:20:45,2020
6,1,2020-08-08 17:18:58+00:00,9,False,True,6,0,0,True,active,9,True,8,,,2020-08-08 17:20:45,2020
7,1,2020-08-08 17:16:43+00:00,10,False,True,8,0,0,True,active,10,True,2,,,2020-08-08 17:20:45,2020
8,1,2020-08-08 17:18:19+00:00,11,False,True,3,0,0,True,active,11,True,11,"{'valet_revision': 81, 'dock_blocked_count': 0, 'region': 'BOS', 'off_dock_capacity': 50, 'off_dock_count': 2, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-08 17:20:45,2020
9,0,2020-08-08 17:20:10+00:00,12,True,True,12,0,0,True,active,12,True,6,,,2020-08-08 17:20:45,2020
10,0,2020-08-08 16:46:11+00:00,13,False,True,10,0,0,True,active,13,True,9,,,2020-08-08 17:20:45,2020
11,0,2020-08-08 16:53:57+00:00,14,False,True,8,0,0,True,active,14,True,17,,,2020-08-08 17:20:45,2020
12,0,2020-08-08 16:55:47+00:00,15,False,True,5,0,0,True,active,15,True,10,,,2020-08-08 17:20:45,2020
13,0,2020-08-08 17:18:45+00:00,16,True,True,6,0,0,True,active,16,True,13,,,2020-08-08 17:20:45,2020
14,1,2020-08-08 16:45:19+00:00,17,False,True,13,0,0,True,active,17,True,1,,,2020-08-08 17:20:45,2020
15,0,2020-08-08 17:20:33+00:00,19,False,True,8,0,0,True,active,19,True,7,,,2020-08-08 17:20:45,2020
16,0,2020-08-08 17:17:02+00:00,20,True,True,10,0,0,True,active,20,True,13,,,2020-08-08 17:20:45,2020
17,1,2020-08-08 17:16:44+00:00,21,True,True,6,0,0,True,active,21,True,11,,,2020-08-08 17:20:45,2020
18,1,2020-08-08 17:18:22+00:00,22,True,True,24,0,0,True,active,22,True,22,,,2020-08-08 17:20:45,2020
19,0,2020-08-08 16:22:03+00:00,23,False,True,21,0,0,True,active,23,True,0,,,2020-08-08 17:20:45,2020
20,0,2020-08-08 17:10:31+00:00,24,False,True,17,0,0,True,active,24,True,2,,,2020-08-08 17:20:45,2020
21,0,2020-08-08 16:52:02+00:00,25,False,True,12,0,0,True,active,25,True,3,,,2020-08-08 17:20:45,2020
22,1,2020-08-08 16:56:35+00:00,26,False,True,8,0,0,True,active,26,True,6,,,2020-08-08 17:20:45,2020
23,0,2020-08-08 17:12:41+00:00,27,False,True,16,0,0,True,active,27,True,7,,,2020-08-08 17:20:45,2020
24,2,2020-08-08 17:04:35+00:00,29,False,True,13,0,0,True,active,29,True,0,,,2020-08-08 17:20:45,2020
25,0,2020-08-08 17:10:29+00:00,30,False,True,14,0,0,True,active,30,True,1,,,2020-08-08 17:20:45,2020
26,0,2020-08-08 17:18:42+00:00,31,True,True,6,0,0,True,active,31,True,13,,,2020-08-08 17:20:45,2020
27,2,2020-08-08 17:16:47+00:00,32,False,True,2,0,0,True,active,32,True,11,,,2020-08-08 17:20:45,2020
28,1,2020-08-08 17:18:35+00:00,33,False,True,23,0,0,True,active,33,True,3,,,2020-08-08 17:20:45,2020
29,0,2020-08-08 17:20:40+00:00,35,False,True,21,0,0,True,active,35,True,2,,,2020-08-08 17:20:45,2020
30,0,2020-08-08 17:02:34+00:00,36,True,True,8,0,0,True,active,36,True,25,,,2020-08-08 17:20:45,2020
31,0,2020-08-08 15:19:23+00:00,37,True,True,15,0,0,True,active,37,True,0,,,2020-08-08 17:20:45,2020
