,is_returning,num_bikes_available,station_id,num_bikes_disabled,is_installed,num_docks_disabled,station_status,is_renting,num_docks_available,legacy_id,last_reported,eightd_has_available_keys,num_ebikes_available,timestamp_of_data_read_request,year_station_last_reported
231,True,17,340,0,True,0,active,True,2,340,2020-08-14 00:38:49+00:00,False,0,2020-08-14 01:33:35,2020
232,True,14,341,1,True,0,active,True,0,341,2020-08-13 22:55:21+00:00,True,0,2020-08-14 01:33:35,2020
233,True,15,342,0,True,0,active,True,0,342,2020-08-14 01:32:28+00:00,False,0,2020-08-14 01:33:35,2020
234,True,4,343,0,True,0,active,True,11,343,2020-08-13 04:04:08+00:00,False,0,2020-08-14 01:33:35,2020
235,True,9,344,0,True,0,active,True,10,344,2020-08-14 01:03:03+00:00,False,0,2020-08-14 01:33:35,2020
236,True,7,345,1,True,0,active,True,11,345,2020-08-14 01:33:23+00:00,False,0,2020-08-14 01:33:35,2020
237,True,1,346,0,True,0,active,True,14,346,2020-08-14 00:13:13+00:00,False,0,2020-08-14 01:33:35,2020
238,True,11,347,0,True,0,active,True,4,347,2020-08-13 19:13:37+00:00,False,0,2020-08-14 01:33:35,2020
239,True,2,348,1,True,0,active,True,12,348,2020-08-13 22:14:09+00:00,False,0,2020-08-14 01:33:35,2020
240,True,6,349,1,True,0,active,True,10,349,2020-08-13 23:48:05+00:00,True,0,2020-08-14 01:33:35,2020
241,True,14,350,0,True,0,active,True,3,350,2020-08-13 19:02:49+00:00,False,0,2020-08-14 01:33:35,2020
242,True,5,351,0,True,0,active,True,10,351,2020-08-14 00:20:33+00:00,False,0,2020-08-14 01:33:35,2020
243,True,10,352,0,True,0,active,True,5,352,2020-08-14 01:19:57+00:00,False,0,2020-08-14 01:33:35,2020
244,True,8,353,0,True,0,active,True,7,353,2020-08-13 22:34:11+00:00,True,0,2020-08-14 01:33:35,2020
245,True,9,354,1,True,0,active,True,5,354,2020-08-14 00:05:42+00:00,False,0,2020-08-14 01:33:35,2020
246,True,11,355,0,True,0,active,True,6,355,2020-08-14 00:16:16+00:00,False,0,2020-08-14 01:33:35,2020
247,True,15,356,0,True,0,active,True,8,356,2020-08-14 01:23:53+00:00,False,0,2020-08-14 01:33:35,2020
248,True,5,357,0,True,0,active,True,10,357,2020-08-13 23:47:14+00:00,False,0,2020-08-14 01:33:35,2020
249,True,15,358,0,True,0,active,True,4,358,2020-08-13 23:53:59+00:00,False,0,2020-08-14 01:33:35,2020
250,True,1,359,0,True,0,active,True,14,359,2020-08-14 00:35:19+00:00,False,0,2020-08-14 01:33:35,2020
251,True,5,360,0,True,0,active,True,10,360,2020-08-14 00:43:29+00:00,False,0,2020-08-14 01:33:35,2020
252,True,13,361,0,True,0,active,True,6,361,2020-08-14 01:29:48+00:00,False,0,2020-08-14 01:33:35,2020
253,True,11,362,1,True,0,active,True,7,362,2020-08-14 00:58:15+00:00,False,0,2020-08-14 01:33:35,2020
254,True,19,363,0,True,0,active,True,0,363,2020-08-14 00:04:07+00:00,False,0,2020-08-14 01:33:35,2020
255,True,16,364,0,True,0,active,True,3,364,2020-08-14 00:35:21+00:00,False,0,2020-08-14 01:33:35,2020
256,True,1,365,0,True,0,active,True,18,365,2020-08-14 00:00:52+00:00,False,0,2020-08-14 01:33:35,2020
257,True,7,366,0,True,0,active,True,8,366,2020-08-14 01:32:06+00:00,False,0,2020-08-14 01:33:35,2020
258,True,10,367,0,True,0,active,True,9,367,2020-08-13 23:45:57+00:00,False,0,2020-08-14 01:33:35,2020
259,True,5,368,1,True,0,active,True,9,368,2020-08-14 00:09:16+00:00,False,0,2020-08-14 01:33:35,2020
260,True,7,369,0,True,0,active,True,8,369,2020-08-14 00:17:27+00:00,False,0,2020-08-14 01:33:35,2020
261,True,4,370,0,True,0,active,True,15,370,2020-08-14 01:03:12+00:00,False,0,2020-08-14 01:33:35,2020
262,True,8,371,1,True,0,active,True,10,371,2020-08-14 00:46:40+00:00,False,0,2020-08-14 01:33:35,2020
263,True,7,372,0,True,0,active,True,12,372,2020-08-14 01:27:55+00:00,False,0,2020-08-14 01:33:35,2020
264,True,7,373,0,True,0,active,True,8,373,2020-08-13 23:54:13+00:00,False,0,2020-08-14 01:33:35,2020
265,True,2,374,0,True,0,active,True,17,374,2020-08-14 01:30:41+00:00,False,0,2020-08-14 01:33:35,2020
266,True,8,376,1,True,0,active,True,6,376,2020-08-14 01:16:51+00:00,False,0,2020-08-14 01:33:35,2020
267,True,17,377,0,True,0,active,True,2,377,2020-08-14 01:32:56+00:00,False,0,2020-08-14 01:33:35,2020
268,True,7,378,0,True,0,active,True,12,378,2020-08-14 01:24:11+00:00,False,0,2020-08-14 01:33:35,2020
269,True,13,379,0,True,0,active,True,2,379,2020-08-14 01:18:45+00:00,False,0,2020-08-14 01:33:35,2020
270,True,0,380,2,True,0,active,True,16,380,2020-08-14 01:19:50+00:00,False,0,2020-08-14 01:33:35,2020
271,True,10,381,1,True,0,active,True,8,381,2020-08-14 01:27:00+00:00,False,0,2020-08-14 01:33:35,2020
272,True,8,384,0,True,0,active,True,11,384,2020-08-14 01:21:49+00:00,True,0,2020-08-14 01:33:35,2020
273,True,1,385,0,True,1,active,True,13,385,2020-08-14 00:36:17+00:00,False,0,2020-08-14 01:33:35,2020
274,True,9,386,0,True,0,active,True,10,386,2020-08-14 01:02:59+00:00,False,0,2020-08-14 01:33:35,2020
275,True,13,387,1,True,0,active,True,1,387,2020-08-14 01:02:00+00:00,False,0,2020-08-14 01:33:35,2020
276,True,4,388,0,True,0,active,True,7,388,2020-08-13 03:25:23+00:00,False,0,2020-08-14 01:33:35,2020
277,True,12,389,0,True,0,active,True,2,389,2020-08-14 01:18:46+00:00,False,0,2020-08-14 01:33:35,2020
278,True,14,390,1,True,0,active,True,0,390,2020-08-13 22:51:42+00:00,False,0,2020-08-14 01:33:35,2020
279,True,12,391,0,True,0,active,True,3,391,2020-08-13 22:56:13+00:00,False,0,2020-08-14 01:33:35,2020
280,True,5,392,0,True,0,active,True,10,392,2020-08-13 14:33:25+00:00,False,0,2020-08-14 01:33:35,2020
281,True,6,393,1,True,0,active,True,8,393,2020-08-14 00:41:51+00:00,False,0,2020-08-14 01:33:35,2020
282,True,1,394,0,True,0,active,True,13,394,2020-08-13 07:51:20+00:00,False,0,2020-08-14 01:33:35,2020
283,True,11,395,0,True,0,active,True,4,395,2020-08-13 21:46:42+00:00,False,0,2020-08-14 01:33:35,2020
284,True,8,396,0,True,0,active,True,7,396,2020-08-13 23:37:07+00:00,False,0,2020-08-14 01:33:35,2020
285,True,8,397,0,True,0,active,True,7,397,2020-08-13 20:39:34+00:00,False,0,2020-08-14 01:33:35,2020
286,True,2,398,0,True,0,active,True,17,398,2020-08-14 00:33:22+00:00,False,0,2020-08-14 01:33:35,2020
287,True,9,399,0,True,0,active,True,6,399,2020-08-14 01:17:17+00:00,False,0,2020-08-14 01:33:35,2020
288,True,6,400,0,True,0,active,True,21,400,2020-08-13 22:21:37+00:00,False,0,2020-08-14 01:33:35,2020
289,True,5,401,0,True,0,active,True,10,401,2020-08-14 01:12:10+00:00,False,0,2020-08-14 01:33:35,2020
290,True,11,402,1,True,0,active,True,3,402,2020-08-14 01:31:51+00:00,False,0,2020-08-14 01:33:35,2020
291,True,10,403,1,True,0,active,True,4,403,2020-08-14 01:18:47+00:00,False,0,2020-08-14 01:33:35,2020
292,True,12,404,0,True,0,active,True,4,404,2020-08-14 01:24:50+00:00,False,0,2020-08-14 01:33:35,2020
293,True,6,405,0,True,0,active,True,13,405,2020-08-13 23:47:36+00:00,False,0,2020-08-14 01:33:35,2020
294,True,16,406,0,True,0,active,True,3,406,2020-08-14 00:32:14+00:00,False,0,2020-08-14 01:33:35,2020
295,True,3,407,1,True,0,active,True,15,407,2020-08-14 00:49:01+00:00,False,0,2020-08-14 01:33:35,2020
296,True,5,408,0,True,0,active,True,10,408,2020-08-14 01:19:41+00:00,False,0,2020-08-14 01:33:35,2020
297,True,8,409,0,True,0,active,True,11,409,2020-08-14 00:56:00+00:00,False,0,2020-08-14 01:33:35,2020
298,True,13,410,0,True,0,active,True,6,410,2020-08-14 00:28:15+00:00,False,0,2020-08-14 01:33:35,2020
299,True,2,411,0,True,0,active,True,13,411,2020-08-14 01:25:56+00:00,False,0,2020-08-14 01:33:35,2020
300,True,6,412,0,True,0,active,True,13,412,2020-08-14 01:10:13+00:00,False,0,2020-08-14 01:33:35,2020
301,True,10,413,0,True,0,active,True,9,413,2020-08-14 01:29:24+00:00,False,0,2020-08-14 01:33:35,2020
302,True,3,414,0,True,0,active,True,20,414,2020-08-14 00:01:18+00:00,False,0,2020-08-14 01:33:35,2020
303,True,4,415,0,True,0,active,True,15,415,2020-08-14 01:06:49+00:00,False,0,2020-08-14 01:33:35,2020
304,True,7,416,0,True,0,active,True,8,416,2020-08-14 01:24:17+00:00,False,0,2020-08-14 01:33:35,2020
305,True,15,417,0,True,0,active,True,4,417,2020-08-14 01:16:01+00:00,False,0,2020-08-14 01:33:35,2020
306,True,14,419,0,True,0,active,True,1,419,2020-08-14 00:23:11+00:00,False,0,2020-08-14 01:33:35,2020
307,False,0,420,0,False,0,out_of_service,False,0,420,1970-01-02 00:00:00+00:00,False,0,2020-08-14 01:33:35,1970
308,True,14,421,0,True,0,active,True,5,421,2020-08-13 19:41:23+00:00,False,0,2020-08-14 01:33:35,2020
309,True,5,422,0,True,0,active,True,10,422,2020-08-14 01:10:47+00:00,False,0,2020-08-14 01:33:35,2020
310,True,1,423,0,True,0,active,True,18,423,2020-08-14 01:16:49+00:00,False,0,2020-08-14 01:33:35,2020
311,True,3,424,0,True,0,active,True,16,424,2020-08-13 22:18:12+00:00,False,0,2020-08-14 01:33:35,2020
312,True,6,425,0,True,0,active,True,10,425,2020-08-13 22:50:46+00:00,False,0,2020-08-14 01:33:35,2020
313,True,1,426,0,True,0,active,True,26,426,2020-08-14 01:03:27+00:00,False,0,2020-08-14 01:33:35,2020
314,True,7,427,0,True,0,active,True,12,427,2020-08-14 00:25:18+00:00,False,0,2020-08-14 01:33:35,2020
315,True,2,428,0,True,0,active,True,17,428,2020-08-14 01:28:20+00:00,False,0,2020-08-14 01:33:35,2020
316,True,15,430,0,True,0,active,True,4,430,2020-08-13 04:03:59+00:00,False,0,2020-08-14 01:33:35,2020
317,True,2,431,0,True,0,active,True,13,431,2020-08-14 00:47:18+00:00,False,0,2020-08-14 01:33:35,2020
318,True,7,432,0,True,0,active,True,12,432,2020-08-13 22:42:35+00:00,False,0,2020-08-14 01:33:35,2020
319,True,1,433,0,True,0,active,True,18,433,2020-08-13 22:36:32+00:00,False,0,2020-08-14 01:33:35,2020
320,True,0,434,0,True,0,active,True,19,434,2020-08-13 03:24:35+00:00,False,0,2020-08-14 01:33:35,2020
321,True,5,435,0,True,0,active,True,10,435,2020-08-14 01:12:32+00:00,False,0,2020-08-14 01:33:35,2020
322,True,9,436,0,True,0,active,True,6,436,2020-08-14 00:28:28+00:00,False,0,2020-08-14 01:33:35,2020
323,True,19,437,0,True,0,active,True,0,437,2020-08-14 01:12:25+00:00,False,0,2020-08-14 01:33:35,2020
324,True,16,440,0,True,0,active,True,1,440,2020-08-14 00:34:21+00:00,False,0,2020-08-14 01:33:35,2020
325,True,16,441,0,True,0,active,True,3,441,2020-08-14 01:25:15+00:00,False,0,2020-08-14 01:33:35,2020
326,True,13,442,1,True,0,active,True,1,442,2020-08-13 21:29:23+00:00,False,0,2020-08-14 01:33:35,2020
327,True,4,443,0,True,0,active,True,15,443,2020-08-13 22:22:46+00:00,False,0,2020-08-14 01:33:35,2020
328,True,12,445,0,True,0,active,True,7,445,2020-08-14 01:16:39+00:00,False,0,2020-08-14 01:33:35,2020
329,True,0,446,0,True,0,active,True,12,446,2020-08-14 01:30:12+00:00,False,0,2020-08-14 01:33:35,2020
330,True,7,447,0,True,0,active,True,12,447,2020-08-13 18:24:44+00:00,False,0,2020-08-14 01:33:35,2020
331,True,3,448,0,True,0,active,True,8,448,2020-08-13 04:03:15+00:00,False,0,2020-08-14 01:33:35,2020
332,True,0,449,0,False,0,out_of_service,True,0,449,1970-01-02 00:00:00+00:00,False,0,2020-08-14 01:33:35,1970
333,True,10,450,0,True,0,active,True,5,450,2020-08-13 23:43:32+00:00,False,0,2020-08-14 01:33:35,2020
334,True,15,451,0,True,0,active,True,0,451,2020-08-14 00:33:44+00:00,False,0,2020-08-14 01:33:35,2020
335,True,12,452,0,True,0,active,True,3,452,2020-08-14 01:04:41+00:00,False,0,2020-08-14 01:33:35,2020
336,True,7,453,1,True,0,active,True,7,453,2020-08-14 01:31:10+00:00,False,0,2020-08-14 01:33:35,2020
337,True,3,454,1,True,0,active,True,11,454,2020-08-14 01:18:54+00:00,False,0,2020-08-14 01:33:35,2020
338,True,3,455,1,True,0,active,True,8,455,2020-08-14 00:09:40+00:00,False,0,2020-08-14 01:33:35,2020
339,True,5,456,1,True,0,active,True,13,456,2020-08-14 00:03:14+00:00,False,0,2020-08-14 01:33:35,2020
340,True,3,457,0,True,0,active,True,8,457,2020-08-14 00:00:02+00:00,False,0,2020-08-14 01:33:35,2020
341,True,7,458,2,True,0,active,True,2,458,2020-08-14 00:23:30+00:00,False,0,2020-08-14 01:33:35,2020
