,legacy_id,is_returning,eightd_has_available_keys,last_reported,num_bikes_available,station_id,num_ebikes_available,num_docks_disabled,is_renting,num_bikes_disabled,station_status,num_docks_available,is_installed,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,True,False,2020-08-07 01:11:47+00:00,2,3,0,0,True,0,active,13,True,,,2020-08-07 01:38:30,2020
1,4,True,False,2020-08-07 01:12:55+00:00,17,4,0,0,True,0,active,2,True,,,2020-08-07 01:38:30,2020
2,5,True,False,2020-08-07 01:37:15+00:00,11,5,0,0,True,2,active,2,True,,,2020-08-07 01:38:30,2020
3,6,True,False,2020-08-07 01:33:36+00:00,2,6,0,0,True,1,active,12,True,,,2020-08-07 01:38:30,2020
4,7,True,False,2020-08-07 01:13:01+00:00,9,7,0,0,True,0,active,6,True,,,2020-08-07 01:38:30,2020
5,8,True,False,2020-08-07 01:37:59+00:00,8,8,0,0,True,0,active,11,True,,,2020-08-07 01:38:30,2020
6,9,True,False,2020-08-07 00:18:51+00:00,8,9,0,0,True,1,active,6,True,,,2020-08-07 01:38:30,2020
7,10,True,False,2020-08-07 01:37:49+00:00,8,10,0,0,True,0,active,3,True,,,2020-08-07 01:38:30,2020
8,11,True,False,2020-08-07 01:36:30+00:00,1,11,0,0,True,1,active,13,True,,,2020-08-07 01:38:30,2020
9,12,True,True,2020-08-07 01:26:39+00:00,5,12,0,0,True,0,active,13,True,,,2020-08-07 01:38:30,2020
10,13,True,False,2020-08-07 01:27:59+00:00,0,13,0,0,True,0,active,19,True,,,2020-08-07 01:38:30,2020
11,14,True,False,2020-08-07 01:27:23+00:00,0,14,0,0,True,2,active,23,True,,,2020-08-07 01:38:30,2020
12,15,True,False,2020-08-07 01:34:22+00:00,10,15,0,0,True,0,active,5,True,,,2020-08-07 01:38:30,2020
13,16,True,True,2020-08-07 01:29:15+00:00,9,16,0,0,True,0,active,10,True,,,2020-08-07 01:38:30,2020
14,17,True,False,2020-08-07 01:33:08+00:00,3,17,0,0,True,2,active,10,True,,,2020-08-07 01:38:30,2020
15,19,True,False,2020-08-07 01:24:35+00:00,10,19,0,0,True,0,active,5,True,,,2020-08-07 01:38:30,2020
16,20,True,True,2020-08-07 01:25:11+00:00,1,20,0,0,True,1,active,21,True,,,2020-08-07 01:38:30,2020
17,21,True,True,2020-08-07 01:32:58+00:00,13,21,0,0,True,0,active,5,True,,,2020-08-07 01:38:30,2020
18,22,True,True,2020-08-07 01:29:30+00:00,20,22,0,0,True,1,active,26,True,,,2020-08-07 01:38:30,2020
19,23,True,True,2020-08-07 01:16:55+00:00,18,23,0,0,True,0,active,3,True,,,2020-08-07 01:38:30,2020
20,24,True,False,2020-08-07 01:37:47+00:00,4,24,0,0,True,2,active,13,True,,,2020-08-07 01:38:30,2020
