,station_status,eightd_has_available_keys,is_returning,num_ebikes_available,last_reported,is_installed,num_docks_available,legacy_id,num_docks_disabled,is_renting,num_bikes_available,num_bikes_disabled,station_id,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,active,False,True,0,2020-08-21 16:27:40+00:00,True,1,3,0,True,14,0,3,,,2020-08-21 16:42:30,2020
1,active,False,True,0,2020-08-21 16:18:45+00:00,True,7,4,0,True,12,0,4,,,2020-08-21 16:42:30,2020
2,active,False,True,0,2020-08-21 16:40:50+00:00,True,12,5,0,True,3,0,5,,,2020-08-21 16:42:30,2020
3,active,False,True,0,2020-08-21 16:41:46+00:00,True,10,6,0,True,4,1,6,,,2020-08-21 16:42:30,2020
4,active,False,True,0,2020-08-21 16:00:44+00:00,True,14,7,0,True,1,0,7,,,2020-08-21 16:42:30,2020
5,active,False,True,0,2020-08-21 16:28:24+00:00,True,14,8,0,True,4,1,8,,,2020-08-21 16:42:30,2020
6,active,False,True,0,2020-08-21 16:40:43+00:00,True,7,9,0,True,8,0,9,,,2020-08-21 16:42:30,2020
7,active,False,True,0,2020-08-21 16:34:37+00:00,True,4,10,0,True,7,0,10,,,2020-08-21 16:42:30,2020
8,active,False,True,0,2020-08-21 16:42:03+00:00,True,1,11,0,True,14,0,11,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 71, 'valet_revision': 100, 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",2020-08-21 16:42:30,2020
9,active,True,True,0,2020-08-21 16:42:00+00:00,True,1,12,0,True,17,0,12,,,2020-08-21 16:42:30,2020
10,active,False,True,0,2020-08-21 16:34:58+00:00,True,7,13,0,True,12,0,13,,,2020-08-21 16:42:30,2020
11,active,False,True,0,2020-08-21 16:38:49+00:00,True,1,14,0,True,23,1,14,,,2020-08-21 16:42:30,2020
12,active,False,True,0,2020-08-21 16:35:09+00:00,True,1,15,0,True,14,0,15,,,2020-08-21 16:42:30,2020
13,active,True,True,0,2020-08-21 16:37:15+00:00,True,19,16,0,True,0,0,16,,,2020-08-21 16:42:30,2020
14,active,False,True,0,2020-08-21 16:40:49+00:00,True,12,17,0,True,3,0,17,,,2020-08-21 16:42:30,2020
15,active,False,True,0,2020-08-21 16:32:14+00:00,True,15,19,0,True,0,0,19,,,2020-08-21 16:42:30,2020
16,active,True,True,0,2020-08-21 16:21:27+00:00,True,5,20,0,True,18,0,20,,,2020-08-21 16:42:30,2020
17,active,True,True,0,2020-08-21 16:17:15+00:00,True,9,21,0,True,8,1,21,,,2020-08-21 16:42:30,2020
18,active,True,True,0,2020-08-21 16:41:08+00:00,True,34,22,0,True,13,0,22,,,2020-08-21 16:42:30,2020
19,active,False,True,0,2020-08-21 16:36:03+00:00,True,6,23,0,True,15,0,23,,,2020-08-21 16:42:30,2020
20,active,False,True,0,2020-08-21 16:20:13+00:00,True,15,24,0,True,3,1,24,,,2020-08-21 16:42:30,2020
21,active,False,True,0,2020-08-21 16:40:42+00:00,True,11,25,0,True,4,0,25,,,2020-08-21 16:42:30,2020
22,active,False,True,0,2020-08-21 16:41:09+00:00,True,4,26,0,True,11,0,26,,,2020-08-21 16:42:30,2020
23,active,False,True,0,2020-08-21 16:41:45+00:00,True,13,27,0,True,9,1,27,,,2020-08-21 16:42:30,2020
24,active,False,True,0,2020-08-21 16:01:52+00:00,True,9,29,0,True,5,1,29,,,2020-08-21 16:42:30,2020
25,active,False,True,0,2020-08-21 16:35:57+00:00,True,2,30,0,True,13,0,30,,,2020-08-21 16:42:30,2020
26,active,True,True,0,2020-08-21 16:17:04+00:00,True,14,31,0,True,5,0,31,,,2020-08-21 16:42:30,2020
27,active,False,True,0,2020-08-21 16:23:16+00:00,True,12,32,0,True,3,0,32,,,2020-08-21 16:42:30,2020
28,active,True,True,0,2020-08-21 16:41:53+00:00,True,11,33,0,True,16,0,33,,,2020-08-21 16:42:30,2020
29,active,False,True,0,2020-08-21 16:36:06+00:00,True,12,35,0,True,11,0,35,,,2020-08-21 16:42:30,2020
30,active,True,True,0,2020-08-21 16:34:34+00:00,True,15,36,0,True,18,0,36,,,2020-08-21 16:42:30,2020
31,active,True,True,0,2020-08-21 16:01:23+00:00,True,8,37,0,True,7,0,37,,,2020-08-21 16:42:30,2020
32,active,False,True,0,2020-08-21 16:39:37+00:00,True,10,39,0,True,12,1,39,,,2020-08-21 16:42:30,2020
33,active,False,True,0,2020-08-21 16:14:43+00:00,True,4,40,0,True,15,0,40,,,2020-08-21 16:42:30,2020
34,active,True,True,0,2020-08-21 16:26:41+00:00,True,18,41,0,True,8,1,41,,,2020-08-21 16:42:30,2020
35,active,False,True,0,2020-08-21 16:31:01+00:00,True,18,42,0,True,5,0,42,,,2020-08-21 16:42:30,2020
36,active,True,True,0,2020-08-21 16:29:35+00:00,True,11,43,0,True,4,0,43,,,2020-08-21 16:42:30,2020
37,active,False,True,0,2020-08-21 15:57:11+00:00,True,9,44,0,True,14,0,44,,,2020-08-21 16:42:30,2020
38,active,False,True,0,2020-08-21 16:34:59+00:00,True,17,46,0,True,0,2,46,,,2020-08-21 16:42:30,2020
39,active,True,True,0,2020-08-21 16:16:23+00:00,True,15,47,0,True,4,0,47,,,2020-08-21 16:42:30,2020
40,active,False,True,0,2020-08-21 16:30:03+00:00,True,10,48,0,True,9,0,48,,,2020-08-21 16:42:30,2020
41,active,False,True,0,2020-08-21 16:17:42+00:00,True,0,49,0,True,17,1,49,,,2020-08-21 16:42:30,2020
42,active,True,True,0,2020-08-21 15:44:33+00:00,True,0,50,0,True,14,1,50,,,2020-08-21 16:42:30,2020
43,active,False,True,0,2020-08-21 15:50:10+00:00,True,10,51,0,True,4,1,51,,,2020-08-21 16:42:30,2020
44,active,True,True,0,2020-08-21 16:42:26+00:00,True,13,52,0,True,10,0,52,,,2020-08-21 16:42:30,2020
45,active,False,True,0,2020-08-21 16:40:37+00:00,True,17,53,0,True,2,0,53,,,2020-08-21 16:42:30,2020
46,active,False,True,0,2020-08-21 16:02:14+00:00,True,10,54,0,True,5,0,54,,,2020-08-21 16:42:30,2020
47,active,False,True,0,2020-08-21 16:19:23+00:00,True,12,55,0,True,3,0,55,,,2020-08-21 16:42:30,2020
48,active,True,True,0,2020-08-21 16:28:00+00:00,True,12,56,0,True,6,0,56,,,2020-08-21 16:42:30,2020
49,active,True,True,0,2020-08-21 16:21:15+00:00,True,6,57,0,True,8,0,57,,,2020-08-21 16:42:30,2020
50,active,True,True,0,2020-08-21 16:28:07+00:00,True,18,58,0,True,0,1,58,,,2020-08-21 16:42:30,2020
51,active,True,True,0,2020-08-21 16:39:49+00:00,True,14,59,0,True,5,0,59,,,2020-08-21 16:42:30,2020
52,active,False,True,0,2020-08-21 16:21:42+00:00,True,12,60,0,True,7,0,60,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 31, 'valet_revision': 89, 'off_dock_capacity': 40, 'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}",2020-08-21 16:42:30,2020
53,active,False,True,0,2020-08-21 16:40:45+00:00,True,2,61,0,True,17,0,61,,,2020-08-21 16:42:30,2020
54,active,False,True,0,2020-08-21 15:40:16+00:00,True,13,63,0,True,2,0,63,,,2020-08-21 16:42:30,2020
55,active,False,True,0,2020-08-21 16:20:25+00:00,True,0,64,0,True,19,0,64,,,2020-08-21 16:42:30,2020
56,active,False,True,0,2020-08-21 15:42:52+00:00,True,10,65,0,True,13,0,65,,,2020-08-21 16:42:30,2020
57,active,False,True,0,2020-08-21 16:29:21+00:00,True,15,66,0,True,0,0,66,,,2020-08-21 16:42:30,2020
58,active,True,True,0,2020-08-21 16:29:25+00:00,True,14,67,0,True,13,0,67,,,2020-08-21 16:42:30,2020
59,active,False,True,0,2020-08-21 16:41:46+00:00,True,2,68,0,True,16,1,68,,,2020-08-21 16:42:30,2020
60,active,True,True,0,2020-08-21 16:39:58+00:00,True,11,69,0,True,8,0,69,,,2020-08-21 16:42:30,2020
61,active,False,True,0,2020-08-21 16:38:31+00:00,True,12,70,0,True,11,0,70,,,2020-08-21 16:42:30,2020
62,active,False,True,0,2020-08-21 16:37:23+00:00,True,11,71,0,True,10,2,71,,,2020-08-21 16:42:30,2020
63,active,False,True,0,2020-08-21 16:40:11+00:00,True,17,72,0,True,6,0,72,,,2020-08-21 16:42:30,2020
64,active,False,True,0,2020-08-21 16:39:47+00:00,True,11,73,0,True,4,0,73,,,2020-08-21 16:42:30,2020
65,active,True,True,0,2020-08-21 16:42:16+00:00,True,1,74,0,True,18,0,74,,,2020-08-21 16:42:30,2020
66,active,False,True,0,2020-08-21 16:24:47+00:00,True,9,75,0,True,5,1,75,,,2020-08-21 16:42:30,2020
67,active,False,True,0,2020-08-21 16:40:55+00:00,True,15,76,0,True,2,0,76,,,2020-08-21 16:42:30,2020
68,active,False,True,0,2020-08-21 16:17:40+00:00,True,13,77,0,True,2,0,77,,,2020-08-21 16:42:30,2020
69,active,False,True,0,2020-08-21 16:31:46+00:00,True,4,78,0,True,15,0,78,,,2020-08-21 16:42:30,2020
70,active,False,True,0,2020-08-21 16:29:57+00:00,True,14,79,0,True,2,3,79,,,2020-08-21 16:42:30,2020
71,active,False,True,0,2020-08-21 16:42:28+00:00,True,1,80,0,True,33,1,80,,,2020-08-21 16:42:30,2020
72,active,False,True,0,2020-08-21 16:42:13+00:00,True,15,81,0,True,4,0,81,,,2020-08-21 16:42:30,2020
73,active,False,True,0,2020-08-21 15:46:45+00:00,True,14,82,0,True,1,0,82,,,2020-08-21 16:42:30,2020
74,active,False,True,0,2020-08-21 16:24:53+00:00,True,2,84,0,True,13,0,84,,,2020-08-21 16:42:30,2020
75,active,False,True,0,2020-08-21 16:25:47+00:00,True,4,85,0,True,14,1,85,,,2020-08-21 16:42:30,2020
76,active,False,True,0,2020-08-21 16:27:04+00:00,True,9,86,0,True,10,0,86,,,2020-08-21 16:42:30,2020
77,active,False,True,0,2020-08-21 16:39:40+00:00,True,10,87,0,True,5,0,87,,,2020-08-21 16:42:30,2020
78,active,False,True,0,2020-08-21 16:25:57+00:00,True,11,89,0,True,8,0,89,,,2020-08-21 16:42:30,2020
79,active,False,True,0,2020-08-21 16:40:17+00:00,True,10,90,0,True,9,0,90,,,2020-08-21 16:42:30,2020
80,active,False,True,0,2020-08-21 16:33:26+00:00,True,3,91,0,True,15,1,91,,,2020-08-21 16:42:30,2020
81,active,False,True,0,2020-08-21 15:07:20+00:00,True,9,92,0,True,9,1,92,,,2020-08-21 16:42:30,2020
82,active,False,True,0,2020-08-21 16:42:20+00:00,True,12,93,0,True,3,0,93,,,2020-08-21 16:42:30,2020
83,active,False,True,0,2020-08-21 15:44:38+00:00,True,5,94,0,True,5,1,94,,,2020-08-21 16:42:30,2020
84,active,False,True,0,2020-08-21 16:26:41+00:00,True,10,95,0,True,4,1,95,,,2020-08-21 16:42:30,2020
85,active,False,True,0,2020-08-21 16:16:47+00:00,True,12,96,0,True,7,0,96,,,2020-08-21 16:42:30,2020
86,active,False,True,0,2020-08-21 16:05:24+00:00,True,7,97,0,True,12,0,97,,,2020-08-21 16:42:30,2020
87,active,False,True,0,2020-08-21 16:40:48+00:00,True,19,98,0,True,3,1,98,,,2020-08-21 16:42:30,2020
88,active,False,True,0,2020-08-21 16:40:56+00:00,True,0,99,0,True,15,0,99,,,2020-08-21 16:42:30,2020
89,active,True,True,0,2020-08-21 16:38:35+00:00,True,12,100,0,True,12,1,100,,,2020-08-21 16:42:30,2020
90,active,False,True,0,2020-08-21 15:24:57+00:00,True,11,101,0,True,4,0,101,,,2020-08-21 16:42:30,2020
91,active,False,True,0,2020-08-21 15:14:11+00:00,True,15,102,0,True,0,0,102,,,2020-08-21 16:42:30,2020
92,active,False,True,0,2020-08-21 16:36:36+00:00,True,6,103,0,True,9,0,103,,,2020-08-21 16:42:30,2020
93,active,False,True,0,2020-08-21 16:17:37+00:00,True,7,104,0,True,12,0,104,,,2020-08-21 16:42:30,2020
94,active,False,True,0,2020-08-21 16:39:05+00:00,True,15,105,0,True,4,0,105,,,2020-08-21 16:42:30,2020
95,active,False,True,0,2020-08-21 14:28:10+00:00,True,9,106,0,True,6,0,106,,,2020-08-21 16:42:30,2020
96,active,False,True,0,2020-08-21 16:38:50+00:00,True,3,107,0,True,16,0,107,,,2020-08-21 16:42:30,2020
97,active,False,True,0,2020-08-21 16:34:22+00:00,True,7,108,0,True,10,0,108,,,2020-08-21 16:42:30,2020
98,active,False,True,0,2020-08-21 08:55:46+00:00,True,33,109,0,True,2,0,109,,,2020-08-21 16:42:30,2020
99,active,False,True,0,2020-08-21 16:19:00+00:00,True,15,110,0,True,0,0,110,,,2020-08-21 16:42:30,2020
100,active,False,True,0,2020-08-21 14:01:54+00:00,True,8,111,0,True,7,0,111,,,2020-08-21 16:42:30,2020
101,active,False,True,0,2020-08-21 16:24:06+00:00,True,5,112,0,True,10,0,112,,,2020-08-21 16:42:30,2020
102,active,False,True,0,2020-08-21 16:21:01+00:00,True,10,113,0,True,3,2,113,,,2020-08-21 16:42:30,2020
103,active,False,True,0,2020-08-21 16:38:16+00:00,True,13,114,0,True,2,0,114,,,2020-08-21 16:42:30,2020
104,active,False,True,0,2020-08-21 16:25:10+00:00,True,14,115,0,True,5,0,115,,,2020-08-21 16:42:30,2020
105,active,False,True,0,2020-08-21 16:35:30+00:00,True,17,116,0,True,6,0,116,,,2020-08-21 16:42:30,2020
106,active,False,True,0,2020-08-21 16:21:02+00:00,True,11,117,0,True,8,0,117,,,2020-08-21 16:42:30,2020
107,active,False,True,0,2020-08-21 16:16:26+00:00,True,2,118,0,True,15,2,118,,,2020-08-21 16:42:30,2020
108,active,False,True,0,2020-08-21 16:36:24+00:00,True,11,119,0,True,4,0,119,,,2020-08-21 16:42:30,2020
109,active,False,True,0,2020-08-21 16:40:42+00:00,True,8,120,0,True,7,0,120,,,2020-08-21 16:42:30,2020
110,active,False,True,0,2020-08-21 16:31:44+00:00,True,17,121,0,True,0,0,121,,,2020-08-21 16:42:30,2020
111,active,False,True,0,2020-08-21 16:42:19+00:00,True,8,122,0,True,7,0,122,,,2020-08-21 16:42:30,2020
112,active,False,True,0,2020-08-21 16:05:28+00:00,True,14,124,0,True,1,0,124,,,2020-08-21 16:42:30,2020
113,active,False,True,0,2020-08-21 15:53:45+00:00,True,14,125,0,True,0,1,125,,,2020-08-21 16:42:30,2020
114,active,False,True,0,2020-08-21 16:29:45+00:00,True,3,126,0,True,11,1,126,,,2020-08-21 16:42:30,2020
115,active,False,True,0,2020-08-21 14:54:08+00:00,True,17,128,0,True,2,0,128,,,2020-08-21 16:42:30,2020
116,active,False,True,0,2020-08-21 15:49:55+00:00,True,17,129,0,True,2,0,129,,,2020-08-21 16:42:30,2020
117,active,False,True,0,2020-08-21 15:37:39+00:00,True,8,130,0,True,7,0,130,,,2020-08-21 16:42:30,2020
118,active,False,True,0,2020-08-21 16:07:11+00:00,True,12,131,0,True,5,1,131,,,2020-08-21 16:42:30,2020
119,active,False,True,0,2020-08-21 16:36:59+00:00,True,16,133,0,True,6,1,133,,,2020-08-21 16:42:30,2020
120,active,False,True,0,2020-08-21 13:36:10+00:00,True,15,135,0,True,2,0,135,,,2020-08-21 16:42:30,2020
121,active,False,True,0,2020-08-21 15:49:16+00:00,True,16,136,0,True,3,0,136,,,2020-08-21 16:42:30,2020
122,active,False,True,0,2020-08-21 16:39:47+00:00,True,10,137,0,True,5,0,137,,,2020-08-21 16:42:30,2020
123,active,False,True,0,2020-08-21 16:17:12+00:00,True,9,138,0,True,5,1,138,,,2020-08-21 16:42:30,2020
124,active,False,True,0,2020-08-21 16:17:36+00:00,True,18,139,0,True,1,0,139,,,2020-08-21 16:42:30,2020
125,active,False,True,0,2020-08-21 13:07:47+00:00,True,1,140,0,True,16,0,140,,,2020-08-21 16:42:30,2020
126,active,False,True,0,2020-08-21 16:37:03+00:00,True,11,141,0,True,4,0,141,,,2020-08-21 16:42:30,2020
127,active,False,True,0,2020-08-21 16:15:00+00:00,True,4,142,0,True,19,0,142,,,2020-08-21 16:42:30,2020
128,active,False,True,0,2020-08-21 16:16:14+00:00,True,2,143,0,True,21,0,143,,,2020-08-21 16:42:30,2020
129,active,False,True,0,2020-08-21 15:46:26+00:00,True,0,144,0,True,19,0,144,,,2020-08-21 16:42:30,2020
130,active,False,True,0,2020-08-21 15:46:40+00:00,True,6,145,0,True,13,0,145,,,2020-08-21 16:42:30,2020
