,num_bikes_available,station_id,num_ebikes_available,is_renting,num_docks_available,eightd_has_available_keys,legacy_id,is_installed,station_status,num_docks_disabled,is_returning,num_bikes_disabled,last_reported,timestamp_of_data_read_request,year_station_last_reported
0,1,3,0,True,14,False,3,True,active,0,True,0,2020-08-21 00:33:40+00:00,2020-08-21 00:55:20,2020
1,13,4,0,True,6,False,4,True,active,0,True,0,2020-08-21 00:24:25+00:00,2020-08-21 00:55:20,2020
2,6,5,0,True,9,False,5,True,active,0,True,0,2020-08-21 00:51:23+00:00,2020-08-21 00:55:20,2020
3,2,6,0,True,13,False,6,True,active,0,True,0,2020-08-21 00:46:01+00:00,2020-08-21 00:55:20,2020
4,8,7,0,True,7,False,7,True,active,0,True,0,2020-08-21 00:37:39+00:00,2020-08-21 00:55:20,2020
5,16,8,0,True,2,False,8,True,active,0,True,1,2020-08-21 00:53:53+00:00,2020-08-21 00:55:20,2020
6,14,9,0,True,1,False,9,True,active,0,True,0,2020-08-21 00:51:05+00:00,2020-08-21 00:55:20,2020
7,0,10,0,True,11,False,10,True,active,0,True,0,2020-08-20 23:27:55+00:00,2020-08-21 00:55:20,2020
8,0,11,0,True,15,False,11,True,active,0,True,0,2020-08-21 00:40:44+00:00,2020-08-21 00:55:20,2020
9,12,12,0,True,6,True,12,True,active,0,True,0,2020-08-21 00:51:47+00:00,2020-08-21 00:55:20,2020
10,0,13,0,True,19,False,13,True,active,0,True,0,2020-08-20 23:41:45+00:00,2020-08-21 00:55:20,2020
11,0,14,0,True,25,False,14,True,active,0,True,0,2020-08-21 00:43:18+00:00,2020-08-21 00:55:20,2020
12,13,15,0,True,2,False,15,True,active,0,True,0,2020-08-21 00:34:03+00:00,2020-08-21 00:55:20,2020
13,8,16,0,True,11,True,16,True,active,0,True,0,2020-08-21 00:52:05+00:00,2020-08-21 00:55:20,2020
14,4,17,0,True,11,False,17,True,active,0,True,0,2020-08-21 00:49:05+00:00,2020-08-21 00:55:20,2020
15,1,19,0,True,14,False,19,True,active,0,True,0,2020-08-21 00:54:37+00:00,2020-08-21 00:55:20,2020
16,12,20,0,True,11,True,20,True,active,0,True,0,2020-08-21 00:50:39+00:00,2020-08-21 00:55:20,2020
17,12,21,0,True,6,True,21,True,active,0,True,0,2020-08-21 00:38:48+00:00,2020-08-21 00:55:20,2020
18,2,22,0,True,45,True,22,True,active,0,True,0,2020-08-21 00:53:31+00:00,2020-08-21 00:55:20,2020
19,1,23,0,True,20,False,23,True,active,0,True,0,2020-08-20 23:46:58+00:00,2020-08-21 00:55:20,2020
20,17,24,0,True,1,False,24,True,active,0,True,1,2020-08-21 00:44:08+00:00,2020-08-21 00:55:20,2020
21,7,25,0,True,8,False,25,True,active,0,True,0,2020-08-21 00:40:00+00:00,2020-08-21 00:55:20,2020
22,10,26,0,True,5,False,26,True,active,0,True,0,2020-08-21 00:45:14+00:00,2020-08-21 00:55:20,2020
23,12,27,0,True,7,False,27,True,active,0,True,4,2020-08-21 00:54:12+00:00,2020-08-21 00:55:20,2020
24,3,29,0,True,11,False,29,True,active,0,True,1,2020-08-20 23:03:32+00:00,2020-08-21 00:55:20,2020
25,4,30,0,True,11,False,30,True,active,0,True,0,2020-08-21 00:31:19+00:00,2020-08-21 00:55:20,2020
26,8,31,0,True,11,True,31,True,active,0,True,0,2020-08-21 00:36:03+00:00,2020-08-21 00:55:20,2020
27,0,32,0,True,15,False,32,True,active,0,True,0,2020-08-21 00:50:05+00:00,2020-08-21 00:55:20,2020
28,13,33,0,True,13,False,33,True,active,0,True,1,2020-08-21 00:48:32+00:00,2020-08-21 00:55:20,2020
29,5,35,0,True,18,False,35,True,active,0,True,0,2020-08-21 00:24:32+00:00,2020-08-21 00:55:20,2020
30,16,36,0,True,16,True,36,True,active,0,True,1,2020-08-21 00:33:19+00:00,2020-08-21 00:55:20,2020
31,10,37,0,True,5,True,37,True,active,0,True,0,2020-08-21 00:17:51+00:00,2020-08-21 00:55:20,2020
32,8,39,0,True,15,False,39,True,active,0,True,0,2020-08-21 00:52:47+00:00,2020-08-21 00:55:20,2020
33,13,40,0,True,6,False,40,True,active,0,True,0,2020-08-21 00:54:57+00:00,2020-08-21 00:55:20,2020
34,20,41,0,True,6,True,41,True,active,0,True,1,2020-08-21 00:46:44+00:00,2020-08-21 00:55:20,2020
35,8,42,0,True,14,False,42,True,active,0,True,1,2020-08-21 00:49:26+00:00,2020-08-21 00:55:20,2020
36,6,43,0,True,9,True,43,True,active,0,True,0,2020-08-21 00:04:22+00:00,2020-08-21 00:55:20,2020
37,8,44,0,True,15,False,44,True,active,0,True,0,2020-08-21 00:49:00+00:00,2020-08-21 00:55:20,2020
38,13,46,0,True,6,False,46,True,active,0,True,0,2020-08-21 00:54:05+00:00,2020-08-21 00:55:20,2020
39,19,47,0,True,0,True,47,True,active,0,True,0,2020-08-21 00:46:06+00:00,2020-08-21 00:55:20,2020
40,3,48,0,True,15,False,48,True,active,0,True,1,2020-08-21 00:19:02+00:00,2020-08-21 00:55:20,2020
41,15,49,0,True,3,False,49,True,active,0,True,0,2020-08-21 00:50:40+00:00,2020-08-21 00:55:20,2020
