,valet,is_installed,num_bikes_disabled,num_docks_available,is_renting,eightd_active_station_services,num_ebikes_available,num_bikes_available,station_id,is_returning,last_reported,station_status,legacy_id,num_docks_disabled,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,"{'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'off_dock_count': 0, 'valet_revision': 3, 'active': True, 'dock_blocked_count': 0, 'off_dock_capacity': 0}",True,0,17,True,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],0,6,296,True,2020-08-02 19:00:40+00:00,active,296,0,False,2020-08-02 19:19:15,2020
1,,True,1,2,True,,0,12,3,True,2020-08-02 19:17:45+00:00,active,3,0,True,2020-08-02 19:19:15,2020
2,,True,0,17,True,,0,2,4,True,2020-08-02 18:55:50+00:00,active,4,0,False,2020-08-02 19:19:15,2020
3,,True,0,12,True,,0,3,5,True,2020-08-02 19:11:32+00:00,active,5,0,False,2020-08-02 19:19:15,2020
4,,True,0,14,True,,0,1,6,True,2020-08-02 19:17:25+00:00,active,6,0,False,2020-08-02 19:19:15,2020
5,,True,0,5,True,,0,10,7,True,2020-08-02 19:18:57+00:00,active,7,0,False,2020-08-02 19:19:15,2020
6,,True,3,8,True,,0,8,8,True,2020-08-02 19:18:05+00:00,active,8,0,False,2020-08-02 19:19:15,2020
7,,True,0,7,True,,0,8,9,True,2020-08-02 19:15:45+00:00,active,9,0,False,2020-08-02 19:19:15,2020
8,,True,2,9,True,,0,0,10,True,2020-08-02 19:16:58+00:00,active,10,0,False,2020-08-02 19:19:15,2020
9,,True,2,1,True,,0,12,11,True,2020-08-02 19:18:32+00:00,active,11,0,False,2020-08-02 19:19:15,2020
10,,True,0,17,True,,0,1,12,True,2020-08-02 19:18:21+00:00,active,12,0,True,2020-08-02 19:19:15,2020
11,,True,0,12,True,,0,7,13,True,2020-08-02 19:14:44+00:00,active,13,0,False,2020-08-02 19:19:15,2020
12,,True,1,6,True,,0,18,14,True,2020-08-02 19:16:33+00:00,active,14,0,False,2020-08-02 19:19:15,2020
13,,True,1,7,True,,0,7,15,True,2020-08-02 19:15:36+00:00,active,15,0,False,2020-08-02 19:19:15,2020
14,,True,1,4,True,,0,14,16,True,2020-08-02 19:17:30+00:00,active,16,0,True,2020-08-02 19:19:15,2020
15,,True,1,8,True,,0,6,17,True,2020-08-02 19:00:11+00:00,active,17,0,False,2020-08-02 19:19:15,2020
16,,True,0,12,True,,0,3,19,True,2020-08-02 19:03:08+00:00,active,19,0,False,2020-08-02 19:19:15,2020
17,,True,0,6,True,,0,17,20,True,2020-08-02 19:12:48+00:00,active,20,0,True,2020-08-02 19:19:15,2020
18,,True,0,14,True,,0,4,21,True,2020-08-02 19:19:06+00:00,active,21,0,True,2020-08-02 19:19:15,2020
19,,True,0,43,True,,0,4,22,True,2020-08-02 18:27:32+00:00,active,22,0,True,2020-08-02 19:19:15,2020
20,,True,0,19,True,,0,2,23,True,2020-08-02 19:06:52+00:00,active,23,0,True,2020-08-02 19:19:15,2020
21,,True,3,3,True,,0,13,24,True,2020-08-02 19:14:16+00:00,active,24,0,False,2020-08-02 19:19:15,2020
22,,True,2,7,True,,0,6,25,True,2020-08-02 19:18:45+00:00,active,25,0,False,2020-08-02 19:19:15,2020
23,,True,0,9,True,,0,6,26,True,2020-08-02 19:16:33+00:00,active,26,0,False,2020-08-02 19:19:15,2020
24,,True,2,18,True,,0,3,27,True,2020-08-02 19:12:32+00:00,active,27,0,False,2020-08-02 19:19:15,2020
25,,True,0,5,True,,0,10,29,True,2020-08-02 16:50:51+00:00,active,29,0,False,2020-08-02 19:19:15,2020
26,,True,2,12,True,,0,1,30,True,2020-08-02 19:19:07+00:00,active,30,0,False,2020-08-02 19:19:15,2020
27,,True,0,16,True,,0,3,31,True,2020-08-02 18:20:07+00:00,active,31,0,True,2020-08-02 19:19:15,2020
28,,True,3,2,True,,0,10,32,True,2020-08-02 19:18:52+00:00,active,32,0,False,2020-08-02 19:19:15,2020
29,,True,1,25,True,,0,1,33,True,2020-08-02 19:13:02+00:00,active,33,0,False,2020-08-02 19:19:15,2020
30,,True,0,19,True,,0,4,35,True,2020-08-02 19:17:41+00:00,active,35,0,False,2020-08-02 19:19:15,2020
31,,True,1,23,True,,0,9,36,True,2020-08-02 19:18:54+00:00,active,36,0,True,2020-08-02 19:19:15,2020
32,,True,0,7,True,,0,8,37,True,2020-08-02 19:11:28+00:00,active,37,0,True,2020-08-02 19:19:15,2020
33,,True,1,15,True,,0,7,39,True,2020-08-02 19:18:13+00:00,active,39,0,False,2020-08-02 19:19:15,2020
34,,True,3,9,True,,0,7,40,True,2020-08-02 19:16:37+00:00,active,40,0,False,2020-08-02 19:19:15,2020
35,,True,6,15,True,,0,6,41,True,2020-08-02 19:18:31+00:00,active,41,0,True,2020-08-02 19:19:15,2020
36,,True,1,15,True,,0,7,42,True,2020-08-02 19:08:23+00:00,active,42,0,False,2020-08-02 19:19:15,2020
37,,True,0,11,True,,0,4,43,True,2020-08-02 19:18:51+00:00,active,43,0,True,2020-08-02 19:19:15,2020
38,,True,1,22,True,,0,0,44,True,2020-08-02 19:00:28+00:00,active,44,0,False,2020-08-02 19:19:15,2020
39,,True,1,9,True,,0,9,46,True,2020-08-02 19:17:21+00:00,active,46,0,False,2020-08-02 19:19:15,2020
40,,True,0,17,True,,0,2,47,True,2020-08-02 19:15:03+00:00,active,47,0,True,2020-08-02 19:19:15,2020
41,,True,0,15,True,,0,4,48,True,2020-08-02 17:49:18+00:00,active,48,0,False,2020-08-02 19:19:15,2020
42,,True,0,15,True,,0,3,49,True,2020-08-02 18:23:32+00:00,active,49,0,False,2020-08-02 19:19:15,2020
43,,True,0,14,True,,0,1,50,True,2020-08-02 19:17:59+00:00,active,50,0,True,2020-08-02 19:19:15,2020
44,,True,0,0,True,,0,15,51,True,2020-08-02 19:01:05+00:00,active,51,0,False,2020-08-02 19:19:15,2020
45,,True,1,14,True,,0,8,52,True,2020-08-02 19:15:29+00:00,active,52,0,True,2020-08-02 19:19:15,2020
46,,True,2,12,True,,0,5,53,True,2020-08-02 19:05:59+00:00,active,53,0,False,2020-08-02 19:19:15,2020
47,,True,2,7,True,,0,6,54,True,2020-08-02 19:14:14+00:00,active,54,0,False,2020-08-02 19:19:15,2020
48,,True,0,10,True,,0,5,55,True,2020-08-02 19:03:43+00:00,active,55,0,False,2020-08-02 19:19:15,2020
49,,True,0,18,True,,0,0,56,True,2020-08-02 18:33:57+00:00,active,56,0,True,2020-08-02 19:19:15,2020
50,,True,0,13,True,,0,1,57,True,2020-08-02 19:16:46+00:00,active,57,0,True,2020-08-02 19:19:15,2020
51,,True,0,6,True,,0,13,58,True,2020-08-02 19:10:58+00:00,active,58,0,True,2020-08-02 19:19:15,2020
52,,True,0,14,True,,0,5,59,True,2020-08-02 18:53:31+00:00,active,59,0,True,2020-08-02 19:19:15,2020
53,,True,2,15,True,,0,2,60,True,2020-08-02 19:18:53+00:00,active,60,0,False,2020-08-02 19:19:15,2020
54,,True,0,4,True,,0,15,61,True,2020-08-02 19:18:25+00:00,active,61,0,False,2020-08-02 19:19:15,2020
55,,True,0,15,True,,0,0,63,True,2020-08-02 15:46:18+00:00,active,63,0,False,2020-08-02 19:19:15,2020
56,,True,0,10,True,,0,9,64,True,2020-08-02 19:08:25+00:00,active,64,0,False,2020-08-02 19:19:15,2020
57,,True,0,0,True,,0,23,65,True,2020-08-02 17:37:17+00:00,active,65,0,False,2020-08-02 19:19:15,2020
58,,True,1,5,True,,0,9,66,True,2020-08-02 19:08:37+00:00,active,66,0,False,2020-08-02 19:19:15,2020
59,,True,1,23,True,,0,3,67,True,2020-08-02 19:15:28+00:00,active,67,0,False,2020-08-02 19:19:15,2020
60,,True,0,7,True,,0,12,68,True,2020-08-02 19:18:33+00:00,active,68,0,True,2020-08-02 19:19:15,2020
61,,True,0,19,True,,0,0,69,True,2020-08-02 19:06:29+00:00,active,69,0,True,2020-08-02 19:19:15,2020
62,,True,0,2,True,,0,21,70,True,2020-08-02 19:18:27+00:00,active,70,0,False,2020-08-02 19:19:15,2020
63,,True,0,4,True,,0,19,71,True,2020-08-02 19:04:06+00:00,active,71,0,False,2020-08-02 19:19:15,2020
64,,True,0,13,True,,0,10,72,True,2020-08-02 18:52:41+00:00,active,72,0,False,2020-08-02 19:19:15,2020
65,,True,1,0,True,,0,14,73,True,2020-08-02 18:58:06+00:00,active,73,0,False,2020-08-02 19:19:15,2020
66,,True,1,2,True,,0,16,74,True,2020-08-02 19:18:46+00:00,active,74,0,True,2020-08-02 19:19:15,2020
67,,True,0,10,True,,0,5,75,True,2020-08-02 19:18:16+00:00,active,75,0,False,2020-08-02 19:19:15,2020
68,,True,0,17,True,,0,0,76,True,2020-08-02 19:13:55+00:00,active,76,0,False,2020-08-02 19:19:15,2020
69,,True,0,10,True,,0,5,77,True,2020-08-02 17:56:16+00:00,active,77,0,False,2020-08-02 19:19:15,2020
70,,True,0,18,True,,0,1,78,True,2020-08-02 19:10:12+00:00,active,78,0,False,2020-08-02 19:19:15,2020
71,,True,1,5,True,,0,13,79,True,2020-08-02 19:14:00+00:00,active,79,0,False,2020-08-02 19:19:15,2020
72,,True,0,17,True,,0,18,80,True,2020-08-02 19:00:14+00:00,active,80,0,False,2020-08-02 19:19:15,2020
73,,True,0,5,True,,0,14,81,True,2020-08-02 19:16:09+00:00,active,81,0,False,2020-08-02 19:19:15,2020
74,,True,0,13,True,,0,2,82,True,2020-08-02 18:30:37+00:00,active,82,0,False,2020-08-02 19:19:15,2020
75,,True,0,5,True,,0,10,84,True,2020-08-02 19:00:22+00:00,active,84,0,False,2020-08-02 19:19:15,2020
76,,True,0,8,True,,0,11,85,True,2020-08-02 19:11:05+00:00,active,85,0,False,2020-08-02 19:19:15,2020
77,,True,0,6,True,,0,13,86,True,2020-08-02 19:07:14+00:00,active,86,0,False,2020-08-02 19:19:15,2020
78,,True,0,9,True,,0,6,87,True,2020-08-02 19:16:58+00:00,active,87,0,False,2020-08-02 19:19:15,2020
79,,True,1,3,True,,0,15,89,True,2020-08-02 19:15:23+00:00,active,89,0,False,2020-08-02 19:19:15,2020
80,,True,0,19,True,,0,0,90,True,2020-08-02 19:18:53+00:00,active,90,0,False,2020-08-02 19:19:15,2020
81,,True,0,14,True,,0,5,91,True,2020-08-02 19:16:06+00:00,active,91,0,False,2020-08-02 19:19:15,2020
82,,True,0,1,True,,0,18,92,True,2020-08-02 18:54:37+00:00,active,92,0,False,2020-08-02 19:19:15,2020
83,,True,2,3,True,,0,10,93,True,2020-08-02 19:10:26+00:00,active,93,0,False,2020-08-02 19:19:15,2020
84,,True,0,6,True,,0,5,94,True,2020-08-02 19:10:26+00:00,active,94,0,False,2020-08-02 19:19:15,2020
85,,True,0,13,True,,0,2,95,True,2020-08-02 19:02:47+00:00,active,95,0,False,2020-08-02 19:19:15,2020
86,,True,0,18,True,,0,1,96,True,2020-08-02 18:32:22+00:00,active,96,0,False,2020-08-02 19:19:15,2020
87,,True,2,14,True,,0,3,97,True,2020-08-02 19:14:06+00:00,active,97,0,False,2020-08-02 19:19:15,2020
88,,True,1,12,True,,0,9,98,True,2020-08-02 19:05:33+00:00,active,98,0,False,2020-08-02 19:19:15,2020
89,,True,0,1,True,,0,14,99,True,2020-08-02 19:13:42+00:00,active,99,0,False,2020-08-02 19:19:15,2020
90,,True,1,13,True,,0,11,100,True,2020-08-02 19:13:57+00:00,active,100,0,True,2020-08-02 19:19:15,2020
91,,True,0,5,True,,0,10,101,True,2020-08-02 19:04:26+00:00,active,101,0,False,2020-08-02 19:19:15,2020
92,,True,0,2,True,,0,13,102,True,2020-08-02 19:01:18+00:00,active,102,0,False,2020-08-02 19:19:15,2020
93,,True,1,12,True,,0,2,103,True,2020-08-02 19:18:27+00:00,active,103,0,False,2020-08-02 19:19:15,2020
94,,True,1,14,True,,0,4,104,True,2020-08-02 18:40:04+00:00,active,104,0,False,2020-08-02 19:19:15,2020
95,,True,0,13,True,,0,6,105,True,2020-08-02 19:19:04+00:00,active,105,0,False,2020-08-02 19:19:15,2020
96,,True,1,8,True,,0,6,106,True,2020-08-02 16:15:52+00:00,active,106,0,False,2020-08-02 19:19:15,2020
97,,True,0,16,True,,0,3,107,True,2020-08-02 19:14:50+00:00,active,107,0,False,2020-08-02 19:19:15,2020
98,,True,0,5,True,,0,12,108,True,2020-08-02 19:00:15+00:00,active,108,0,False,2020-08-02 19:19:15,2020
99,,True,3,7,True,,0,25,109,True,2020-08-02 19:17:27+00:00,active,109,0,False,2020-08-02 19:19:15,2020
100,,True,2,0,True,,0,13,110,True,2020-08-02 19:11:58+00:00,active,110,0,False,2020-08-02 19:19:15,2020
101,,True,0,9,True,,0,6,111,True,2020-08-02 18:42:46+00:00,active,111,0,False,2020-08-02 19:19:15,2020
102,,True,0,0,True,,0,15,112,True,2020-08-02 17:53:54+00:00,active,112,0,False,2020-08-02 19:19:15,2020
103,,True,0,0,True,,0,15,113,True,2020-08-02 16:04:31+00:00,active,113,0,False,2020-08-02 19:19:15,2020
104,,True,0,8,True,,0,7,114,True,2020-08-02 18:57:04+00:00,active,114,0,False,2020-08-02 19:19:15,2020
105,,True,0,7,True,,0,12,115,True,2020-08-02 19:05:54+00:00,active,115,0,False,2020-08-02 19:19:15,2020
106,,True,0,23,True,,0,0,116,True,2020-08-02 18:24:33+00:00,active,116,0,False,2020-08-02 19:19:15,2020
107,,True,0,19,True,,0,0,117,True,2020-08-02 18:11:27+00:00,active,117,0,False,2020-08-02 19:19:15,2020
108,,True,1,1,True,,0,17,118,True,2020-08-02 19:18:27+00:00,active,118,0,False,2020-08-02 19:19:15,2020
109,,True,0,13,True,,0,2,119,True,2020-08-02 18:26:44+00:00,active,119,0,False,2020-08-02 19:19:15,2020
110,,True,1,12,True,,0,2,120,True,2020-08-02 19:11:47+00:00,active,120,0,False,2020-08-02 19:19:15,2020
111,,True,1,16,True,,0,0,121,True,2020-08-02 19:06:39+00:00,active,121,0,False,2020-08-02 19:19:15,2020
112,,True,0,0,True,,0,15,122,True,2020-08-02 19:17:39+00:00,active,122,0,False,2020-08-02 19:19:15,2020
113,,True,0,6,True,,0,9,124,True,2020-08-02 18:34:28+00:00,active,124,0,False,2020-08-02 19:19:15,2020
114,,True,0,3,True,,0,12,125,True,2020-08-02 19:09:46+00:00,active,125,0,False,2020-08-02 19:19:15,2020
115,,True,0,4,True,,0,11,126,True,2020-08-02 16:33:44+00:00,active,126,0,False,2020-08-02 19:19:15,2020
116,,True,0,1,True,,0,18,128,True,2020-08-02 19:06:26+00:00,active,128,0,False,2020-08-02 19:19:15,2020
117,,True,0,5,True,,0,14,129,True,2020-08-02 18:55:20+00:00,active,129,0,False,2020-08-02 19:19:15,2020
118,,True,0,3,True,,0,12,130,True,2020-08-02 18:20:39+00:00,active,130,0,False,2020-08-02 19:19:15,2020
119,,True,2,8,True,,0,8,131,True,2020-08-02 19:10:20+00:00,active,131,0,False,2020-08-02 19:19:15,2020
120,,True,0,8,True,,0,15,133,True,2020-08-02 19:02:47+00:00,active,133,0,False,2020-08-02 19:19:15,2020
121,,True,0,9,True,,0,8,135,True,2020-08-02 17:55:35+00:00,active,135,0,False,2020-08-02 19:19:15,2020
122,,True,0,0,True,,0,19,136,True,2020-08-02 08:54:36+00:00,active,136,0,False,2020-08-02 19:19:15,2020
123,,True,0,10,True,,0,5,137,True,2020-08-02 18:58:55+00:00,active,137,0,False,2020-08-02 19:19:15,2020
124,,True,0,3,True,,0,12,138,True,2020-08-02 18:37:05+00:00,active,138,0,False,2020-08-02 19:19:15,2020
125,,True,0,11,True,,0,8,139,True,2020-08-02 19:16:21+00:00,active,139,0,False,2020-08-02 19:19:15,2020
126,,True,0,16,True,,0,1,140,True,2020-08-02 19:17:39+00:00,active,140,0,False,2020-08-02 19:19:15,2020
127,,True,0,13,True,,0,2,141,True,2020-08-02 17:54:19+00:00,active,141,0,False,2020-08-02 19:19:15,2020
128,,True,0,15,True,,0,8,142,True,2020-08-02 19:03:10+00:00,active,142,0,False,2020-08-02 19:19:15,2020
129,,True,0,11,True,,0,12,143,True,2020-08-02 19:09:37+00:00,active,143,0,False,2020-08-02 19:19:15,2020
130,,True,1,14,True,,0,4,144,True,2020-08-02 19:00:58+00:00,active,144,0,False,2020-08-02 19:19:15,2020
131,,True,0,4,True,,0,15,145,True,2020-08-02 18:29:39+00:00,active,145,0,False,2020-08-02 19:19:15,2020
132,,True,2,7,True,,0,10,146,True,2020-08-02 19:02:40+00:00,active,146,0,False,2020-08-02 19:19:15,2020
133,,True,0,9,True,,0,9,149,True,2020-08-02 19:16:45+00:00,active,149,0,True,2020-08-02 19:19:15,2020
134,,True,2,11,True,,0,6,150,True,2020-08-02 18:11:10+00:00,active,150,0,False,2020-08-02 19:19:15,2020
135,,True,2,17,True,,0,0,151,True,2020-08-02 19:11:24+00:00,active,151,0,False,2020-08-02 19:19:15,2020
136,,True,0,15,True,,0,0,152,True,2020-08-02 18:25:26+00:00,active,152,0,True,2020-08-02 19:19:15,2020
137,,True,0,11,True,,0,4,156,True,2020-08-02 18:23:25+00:00,active,156,0,False,2020-08-02 19:19:15,2020
138,,True,1,0,True,,0,14,157,True,2020-08-02 19:11:44+00:00,active,157,0,False,2020-08-02 19:19:15,2020
139,,True,1,9,True,,0,5,159,True,2020-08-02 19:16:55+00:00,active,159,0,False,2020-08-02 19:19:15,2020
140,,True,0,3,True,,0,11,160,True,2020-08-02 18:01:53+00:00,active,160,0,True,2020-08-02 19:19:15,2020
141,,True,0,18,True,,0,5,161,True,2020-08-02 19:02:02+00:00,active,161,0,True,2020-08-02 19:19:15,2020
142,,True,0,15,True,,0,0,162,True,2020-08-02 19:18:37+00:00,active,162,0,False,2020-08-02 19:19:15,2020
