,station_status,num_bikes_disabled,last_reported,legacy_id,is_installed,num_docks_available,eightd_has_available_keys,is_renting,station_id,num_ebikes_available,num_bikes_available,is_returning,num_docks_disabled,timestamp_of_data_read_request,year_station_last_reported
244,active,0,2020-08-21 13:30:07+00:00,353,True,7,True,True,353,0,8,True,0,2020-08-22 03:05:25,2020
245,active,0,2020-08-22 00:54:40+00:00,354,True,9,False,True,354,0,6,True,0,2020-08-22 03:05:25,2020
246,active,0,2020-08-22 00:12:22+00:00,355,True,2,False,True,355,0,15,True,0,2020-08-22 03:05:25,2020
247,active,0,2020-08-22 03:00:18+00:00,356,True,6,False,True,356,0,17,True,0,2020-08-22 03:05:25,2020
248,active,0,2020-08-22 01:58:18+00:00,357,True,2,False,True,357,0,13,True,0,2020-08-22 03:05:25,2020
249,active,0,2020-08-22 02:23:18+00:00,358,True,4,False,True,358,0,15,True,0,2020-08-22 03:05:25,2020
250,active,0,2020-08-22 02:27:12+00:00,359,True,8,False,True,359,0,7,True,0,2020-08-22 03:05:25,2020
251,active,0,2020-08-22 02:30:30+00:00,360,True,13,False,True,360,0,2,True,0,2020-08-22 03:05:25,2020
252,active,0,2020-08-22 02:56:46+00:00,361,True,18,False,True,361,0,1,True,0,2020-08-22 03:05:25,2020
253,active,0,2020-08-22 02:38:49+00:00,362,True,13,False,True,362,0,6,True,0,2020-08-22 03:05:25,2020
254,active,0,2020-08-22 02:09:43+00:00,363,True,4,False,True,363,0,15,True,0,2020-08-22 03:05:25,2020
255,active,1,2020-08-22 03:01:12+00:00,364,True,2,False,True,364,0,16,True,0,2020-08-22 03:05:25,2020
256,active,0,2020-08-22 01:05:48+00:00,365,True,14,False,True,365,0,5,True,0,2020-08-22 03:05:25,2020
257,out_of_service,0,1970-01-02 00:00:00+00:00,366,False,0,False,True,366,0,0,True,0,2020-08-22 03:05:25,1970
258,active,1,2020-08-22 01:03:01+00:00,367,True,2,False,True,367,0,16,True,0,2020-08-22 03:05:25,2020
259,active,0,2020-08-22 02:57:27+00:00,368,True,12,False,True,368,0,3,True,0,2020-08-22 03:05:25,2020
260,active,0,2020-08-22 02:45:46+00:00,369,True,0,False,True,369,0,15,True,0,2020-08-22 03:05:25,2020
261,active,0,2020-08-22 02:00:55+00:00,370,True,10,False,True,370,0,9,True,0,2020-08-22 03:05:25,2020
262,active,0,2020-08-22 00:49:24+00:00,371,True,11,False,True,371,0,8,True,0,2020-08-22 03:05:25,2020
263,active,1,2020-08-22 02:54:42+00:00,372,True,10,False,True,372,0,8,True,0,2020-08-22 03:05:25,2020
264,active,0,2020-08-22 00:09:58+00:00,373,True,6,False,True,373,0,9,True,0,2020-08-22 03:05:25,2020
265,active,0,2020-08-22 02:49:34+00:00,374,True,3,False,True,374,0,16,True,0,2020-08-22 03:05:25,2020
266,active,1,2020-08-22 02:01:00+00:00,376,True,3,True,True,376,0,11,True,0,2020-08-22 03:05:25,2020
267,active,0,2020-08-22 02:30:40+00:00,377,True,9,False,True,377,0,10,True,0,2020-08-22 03:05:25,2020
268,active,0,2020-08-22 02:39:49+00:00,378,True,14,False,True,378,0,5,True,0,2020-08-22 03:05:25,2020
269,active,0,2020-08-22 02:53:57+00:00,379,True,0,False,True,379,0,15,True,0,2020-08-22 03:05:25,2020
270,active,0,2020-08-22 01:17:40+00:00,380,True,18,False,True,380,0,0,True,0,2020-08-22 03:05:25,2020
271,active,1,2020-08-22 02:15:57+00:00,381,True,3,False,True,381,0,15,True,0,2020-08-22 03:05:25,2020
272,active,0,2020-08-22 00:38:51+00:00,384,True,6,True,True,384,0,13,True,0,2020-08-22 03:05:25,2020
273,active,0,2020-08-22 02:29:34+00:00,385,True,13,False,True,385,0,1,True,1,2020-08-22 03:05:25,2020
274,active,0,2020-08-22 02:43:49+00:00,386,True,4,False,True,386,0,15,True,0,2020-08-22 03:05:25,2020
275,active,0,2020-08-22 01:59:14+00:00,387,True,6,False,True,387,0,9,True,0,2020-08-22 03:05:25,2020
276,active,0,2020-08-21 22:02:33+00:00,388,True,1,False,True,388,0,10,True,0,2020-08-22 03:05:25,2020
277,active,0,2020-08-22 02:58:45+00:00,389,True,8,False,True,389,0,6,True,0,2020-08-22 03:05:25,2020
278,active,0,2020-08-21 17:53:00+00:00,390,True,6,False,True,390,0,9,True,0,2020-08-22 03:05:25,2020
279,active,0,2020-08-21 22:51:56+00:00,391,True,4,False,True,391,0,11,True,0,2020-08-22 03:05:25,2020
280,active,0,2020-08-21 21:41:34+00:00,392,True,11,False,True,392,0,4,True,0,2020-08-22 03:05:25,2020
281,active,0,2020-08-21 22:13:33+00:00,393,True,6,False,True,393,0,9,True,0,2020-08-22 03:05:25,2020
282,active,0,2020-08-20 09:00:38+00:00,394,True,14,False,True,394,0,0,True,0,2020-08-22 03:05:25,2020
283,active,0,2020-08-22 00:59:22+00:00,395,True,2,False,True,395,0,13,True,0,2020-08-22 03:05:25,2020
284,active,0,2020-08-21 16:20:39+00:00,396,True,2,False,True,396,0,13,True,0,2020-08-22 03:05:25,2020
285,active,0,2020-08-21 14:41:02+00:00,397,True,5,False,True,397,0,10,True,0,2020-08-22 03:05:25,2020
286,active,0,2020-08-22 01:59:04+00:00,398,True,16,False,True,398,0,3,True,0,2020-08-22 03:05:25,2020
287,active,0,2020-08-22 03:04:51+00:00,399,True,6,False,True,399,0,9,True,0,2020-08-22 03:05:25,2020
288,active,0,2020-08-22 00:32:45+00:00,400,True,6,False,True,400,0,21,True,0,2020-08-22 03:05:25,2020
289,active,0,2020-08-22 02:54:05+00:00,401,True,4,False,True,401,0,11,True,0,2020-08-22 03:05:25,2020
290,active,0,2020-08-22 02:16:25+00:00,402,True,8,False,True,402,0,7,True,0,2020-08-22 03:05:25,2020
291,active,1,2020-08-22 02:56:54+00:00,403,True,6,False,True,403,0,8,True,0,2020-08-22 03:05:25,2020
292,active,0,2020-08-22 02:53:08+00:00,404,True,14,False,True,404,0,2,True,0,2020-08-22 03:05:25,2020
293,active,0,2020-08-21 23:11:37+00:00,405,True,1,False,True,405,0,18,True,0,2020-08-22 03:05:25,2020
294,active,0,2020-08-22 02:34:11+00:00,406,True,10,False,True,406,0,9,True,0,2020-08-22 03:05:25,2020
295,active,0,2020-08-21 23:49:56+00:00,407,True,18,False,True,407,0,1,True,0,2020-08-22 03:05:25,2020
296,active,0,2020-08-22 02:26:53+00:00,408,True,5,False,True,408,0,10,True,0,2020-08-22 03:05:25,2020
297,active,0,2020-08-22 03:03:29+00:00,409,True,6,False,True,409,0,13,True,0,2020-08-22 03:05:25,2020
298,active,0,2020-08-22 00:49:22+00:00,410,True,10,False,True,410,0,9,True,0,2020-08-22 03:05:25,2020
299,active,0,2020-08-22 00:12:03+00:00,411,True,11,False,True,411,0,4,True,0,2020-08-22 03:05:25,2020
300,active,0,2020-08-22 02:08:02+00:00,412,True,2,False,True,412,0,17,True,0,2020-08-22 03:05:25,2020
301,active,1,2020-08-22 02:58:57+00:00,413,True,3,False,True,413,0,15,True,0,2020-08-22 03:05:25,2020
302,active,0,2020-08-21 22:20:59+00:00,414,True,19,False,True,414,0,4,True,0,2020-08-22 03:05:25,2020
303,active,0,2020-08-22 01:29:14+00:00,415,True,5,False,True,415,0,14,True,0,2020-08-22 03:05:25,2020
304,active,1,2020-08-22 03:02:36+00:00,416,True,0,False,True,416,0,14,True,0,2020-08-22 03:05:25,2020
305,active,0,2020-08-22 02:31:51+00:00,417,True,7,False,True,417,0,12,True,0,2020-08-22 03:05:25,2020
306,active,0,2020-08-22 02:46:20+00:00,419,True,0,False,True,419,0,15,True,0,2020-08-22 03:05:25,2020
307,out_of_service,0,1970-01-02 00:00:00+00:00,420,False,0,False,False,420,0,0,False,0,2020-08-22 03:05:25,1970
308,active,0,2020-08-21 20:02:09+00:00,421,True,11,False,True,421,0,8,True,0,2020-08-22 03:05:25,2020
309,active,0,2020-08-21 08:57:39+00:00,422,True,10,False,True,422,0,5,True,0,2020-08-22 03:05:25,2020
310,active,0,2020-08-21 22:57:05+00:00,423,True,9,False,True,423,0,10,True,0,2020-08-22 03:05:25,2020
311,active,0,2020-08-22 01:01:51+00:00,424,True,11,False,True,424,0,8,True,0,2020-08-22 03:05:25,2020
312,active,0,2020-08-21 22:36:22+00:00,425,True,16,False,True,425,0,0,True,0,2020-08-22 03:05:25,2020
313,active,0,2020-08-22 01:34:59+00:00,426,True,12,False,True,426,0,15,True,0,2020-08-22 03:05:25,2020
314,active,0,2020-08-22 00:13:48+00:00,427,True,18,False,True,427,0,1,True,0,2020-08-22 03:05:25,2020
315,active,0,2020-08-22 01:38:44+00:00,428,True,16,False,True,428,0,3,True,0,2020-08-22 03:05:25,2020
316,active,0,2020-08-20 23:16:43+00:00,430,True,4,False,True,430,0,15,True,0,2020-08-22 03:05:25,2020
317,active,0,2020-08-22 02:12:16+00:00,431,True,13,False,True,431,0,2,True,0,2020-08-22 03:05:25,2020
318,active,0,2020-08-22 00:31:25+00:00,432,True,11,False,True,432,0,8,True,0,2020-08-22 03:05:25,2020
319,active,0,2020-08-22 00:40:57+00:00,433,True,14,False,True,433,0,5,True,0,2020-08-22 03:05:25,2020
320,active,0,2020-08-22 01:09:46+00:00,434,True,17,False,True,434,0,2,True,0,2020-08-22 03:05:25,2020
321,active,0,2020-08-22 02:36:58+00:00,435,True,6,False,True,435,0,9,True,0,2020-08-22 03:05:25,2020
322,active,0,2020-08-22 02:51:23+00:00,436,True,10,False,True,436,0,5,True,0,2020-08-22 03:05:25,2020
323,active,0,2020-08-22 03:04:59+00:00,437,True,14,False,True,437,0,5,True,0,2020-08-22 03:05:25,2020
324,active,0,2020-08-22 01:03:32+00:00,440,True,9,False,True,440,0,8,True,0,2020-08-22 03:05:25,2020
325,active,0,2020-08-22 01:51:43+00:00,441,True,2,False,True,441,0,17,True,0,2020-08-22 03:05:25,2020
326,active,0,2020-08-21 22:49:06+00:00,442,True,1,False,True,442,0,14,True,0,2020-08-22 03:05:25,2020
327,active,0,2020-08-22 00:59:04+00:00,443,True,16,False,True,443,0,3,True,0,2020-08-22 03:05:25,2020
328,active,0,2020-08-22 01:57:35+00:00,445,True,0,False,True,445,0,19,True,0,2020-08-22 03:05:25,2020
329,active,0,2020-08-22 00:22:51+00:00,446,True,12,False,True,446,0,0,True,0,2020-08-22 03:05:25,2020
330,active,0,2020-08-21 23:40:27+00:00,447,True,19,False,True,447,0,0,True,0,2020-08-22 03:05:25,2020
331,active,0,2020-08-21 07:50:58+00:00,448,True,6,False,True,448,0,5,True,0,2020-08-22 03:05:25,2020
332,out_of_service,0,1970-01-02 00:00:00+00:00,449,False,0,False,True,449,0,0,True,0,2020-08-22 03:05:25,1970
333,active,0,2020-08-22 00:46:31+00:00,450,True,12,False,True,450,0,3,True,0,2020-08-22 03:05:25,2020
334,active,0,2020-08-22 00:56:43+00:00,451,True,13,False,True,451,0,2,True,0,2020-08-22 03:05:25,2020
335,active,0,2020-08-22 02:58:14+00:00,452,True,6,False,True,452,0,9,True,0,2020-08-22 03:05:25,2020
336,active,2,2020-08-22 01:33:05+00:00,453,True,4,False,True,453,0,9,True,0,2020-08-22 03:05:25,2020
337,active,0,2020-08-22 02:27:30+00:00,454,True,13,False,True,454,0,2,True,0,2020-08-22 03:05:25,2020
338,active,0,2020-08-22 01:35:31+00:00,455,True,3,False,True,455,0,9,True,0,2020-08-22 03:05:25,2020
339,active,0,2020-08-22 01:21:29+00:00,456,True,17,False,True,456,0,2,True,0,2020-08-22 03:05:25,2020
340,active,0,2020-08-22 02:43:48+00:00,457,True,1,False,True,457,0,10,True,0,2020-08-22 03:05:25,2020
341,active,0,2020-08-22 02:33:39+00:00,458,True,3,False,True,458,0,8,True,0,2020-08-22 03:05:25,2020
342,active,1,2020-08-22 02:55:05+00:00,459,True,7,False,True,459,0,15,True,0,2020-08-22 03:05:25,2020
