,num_bikes_available,legacy_id,station_status,num_ebikes_available,station_id,is_installed,num_bikes_disabled,last_reported,is_renting,eightd_active_station_services,num_docks_disabled,is_returning,valet,num_docks_available,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,5,296,active,0,296,True,0,2020-08-02 19:37:29+00:00,True,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],0,True,"{'region': 'BOS', 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'active': True, 'valet_revision': 3, 'off_dock_count': 0, 'off_dock_capacity': 0, 'dock_blocked_count': 0}",18,False,2020-08-02 19:39:35,2020
1,12,3,active,0,3,True,1,2020-08-02 19:17:45+00:00,True,,0,True,,2,True,2020-08-02 19:39:35,2020
2,2,4,active,0,4,True,0,2020-08-02 18:55:50+00:00,True,,0,True,,17,False,2020-08-02 19:39:35,2020
3,3,5,active,0,5,True,0,2020-08-02 19:11:32+00:00,True,,0,True,,12,False,2020-08-02 19:39:35,2020
4,0,6,active,0,6,True,0,2020-08-02 19:31:00+00:00,True,,0,True,,15,False,2020-08-02 19:39:35,2020
5,6,7,active,0,7,True,0,2020-08-02 19:32:34+00:00,True,,0,True,,9,False,2020-08-02 19:39:35,2020
6,10,8,active,0,8,True,3,2020-08-02 19:29:41+00:00,True,,0,True,,6,False,2020-08-02 19:39:35,2020
7,7,9,active,0,9,True,0,2020-08-02 19:38:13+00:00,True,,0,True,,8,False,2020-08-02 19:39:35,2020
8,2,10,active,0,10,True,2,2020-08-02 19:26:56+00:00,True,,0,True,,7,False,2020-08-02 19:39:35,2020
9,13,11,active,0,11,True,2,2020-08-02 19:23:44+00:00,True,,0,True,,0,False,2020-08-02 19:39:35,2020
10,4,12,active,0,12,True,0,2020-08-02 19:36:04+00:00,True,,0,True,,14,True,2020-08-02 19:39:35,2020
11,7,13,active,0,13,True,0,2020-08-02 19:14:44+00:00,True,,0,True,,12,False,2020-08-02 19:39:35,2020
12,19,14,active,0,14,True,1,2020-08-02 19:36:20+00:00,True,,0,True,,5,False,2020-08-02 19:39:35,2020
13,8,15,active,0,15,True,1,2020-08-02 19:25:45+00:00,True,,0,True,,6,False,2020-08-02 19:39:35,2020
14,15,16,active,0,16,True,1,2020-08-02 19:37:44+00:00,True,,0,True,,3,True,2020-08-02 19:39:35,2020
15,7,17,active,0,17,True,1,2020-08-02 19:29:04+00:00,True,,0,True,,7,False,2020-08-02 19:39:35,2020
16,2,19,active,0,19,True,0,2020-08-02 19:20:43+00:00,True,,0,True,,13,False,2020-08-02 19:39:35,2020
17,20,20,active,0,20,True,0,2020-08-02 19:35:26+00:00,True,,0,True,,3,True,2020-08-02 19:39:35,2020
18,0,21,active,0,21,True,0,2020-08-02 19:23:50+00:00,True,,0,True,,18,True,2020-08-02 19:39:35,2020
19,6,22,active,0,22,True,0,2020-08-02 19:38:37+00:00,True,,0,True,,41,True,2020-08-02 19:39:35,2020
20,2,23,active,0,23,True,0,2020-08-02 19:37:41+00:00,True,,0,True,,19,True,2020-08-02 19:39:35,2020
21,13,24,active,0,24,True,3,2020-08-02 19:14:16+00:00,True,,0,True,,3,False,2020-08-02 19:39:35,2020
22,5,25,active,0,25,True,2,2020-08-02 19:36:43+00:00,True,,0,True,,8,False,2020-08-02 19:39:35,2020
23,3,26,active,0,26,True,1,2020-08-02 19:38:18+00:00,True,,0,True,,11,False,2020-08-02 19:39:35,2020
24,4,27,active,0,27,True,2,2020-08-02 19:38:48+00:00,True,,0,True,,17,False,2020-08-02 19:39:35,2020
25,10,29,active,0,29,True,0,2020-08-02 16:50:51+00:00,True,,0,True,,5,False,2020-08-02 19:39:35,2020
26,2,30,active,0,30,True,2,2020-08-02 19:33:44+00:00,True,,0,True,,11,False,2020-08-02 19:39:35,2020
27,2,31,active,0,31,True,0,2020-08-02 19:36:24+00:00,True,,0,True,,17,True,2020-08-02 19:39:35,2020
28,8,32,active,0,32,True,3,2020-08-02 19:36:40+00:00,True,,0,True,,4,False,2020-08-02 19:39:35,2020
29,1,33,active,0,33,True,1,2020-08-02 19:13:02+00:00,True,,0,True,,25,False,2020-08-02 19:39:35,2020
30,4,35,active,0,35,True,0,2020-08-02 19:32:00+00:00,True,,0,True,,19,False,2020-08-02 19:39:35,2020
31,10,36,active,0,36,True,0,2020-08-02 19:37:56+00:00,True,,0,True,,23,True,2020-08-02 19:39:35,2020
32,8,37,active,0,37,True,0,2020-08-02 19:11:28+00:00,True,,0,True,,7,True,2020-08-02 19:39:35,2020
33,8,39,active,0,39,True,1,2020-08-02 19:37:20+00:00,True,,0,True,,14,False,2020-08-02 19:39:35,2020
34,8,40,active,0,40,True,3,2020-08-02 19:38:30+00:00,True,,0,True,,8,False,2020-08-02 19:39:35,2020
35,7,41,active,0,41,True,5,2020-08-02 19:35:19+00:00,True,,0,True,,15,True,2020-08-02 19:39:35,2020
36,5,42,active,0,42,True,1,2020-08-02 19:29:54+00:00,True,,0,True,,17,False,2020-08-02 19:39:35,2020
37,5,43,active,0,43,True,0,2020-08-02 19:35:18+00:00,True,,0,True,,10,True,2020-08-02 19:39:35,2020
38,2,44,active,0,44,True,1,2020-08-02 19:24:10+00:00,True,,0,True,,20,False,2020-08-02 19:39:35,2020
39,3,46,active,0,46,True,1,2020-08-02 19:34:18+00:00,True,,0,True,,15,False,2020-08-02 19:39:35,2020
40,6,47,active,0,47,True,0,2020-08-02 19:34:49+00:00,True,,0,True,,13,True,2020-08-02 19:39:35,2020
