,station_id,last_reported,num_ebikes_available,num_bikes_disabled,legacy_id,num_bikes_available,num_docks_available,is_installed,num_docks_disabled,station_status,eightd_has_available_keys,is_renting,is_returning,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-12 21:45:47+00:00,0,1,3,4,10,True,0,active,False,True,True,2020-08-12 21:48:30,2020
1,4,2020-08-12 21:47:43+00:00,0,0,4,6,13,True,0,active,False,True,True,2020-08-12 21:48:30,2020
2,5,2020-08-12 21:44:52+00:00,0,0,5,8,7,True,0,active,False,True,True,2020-08-12 21:48:30,2020
3,6,2020-08-12 21:45:22+00:00,0,2,6,0,13,True,0,active,False,True,True,2020-08-12 21:48:30,2020
4,7,2020-08-12 21:47:45+00:00,0,1,7,10,4,True,0,active,False,True,True,2020-08-12 21:48:30,2020
5,8,2020-08-12 21:45:15+00:00,0,0,8,12,7,True,0,active,False,True,True,2020-08-12 21:48:30,2020
6,9,2020-08-12 21:38:38+00:00,0,1,9,7,7,True,0,active,False,True,True,2020-08-12 21:48:30,2020
7,10,2020-08-12 21:34:21+00:00,0,0,10,3,8,True,0,active,False,True,True,2020-08-12 21:48:30,2020
8,11,2020-08-12 21:46:09+00:00,0,1,11,12,2,True,0,active,False,True,True,2020-08-12 21:48:30,2020
9,12,2020-08-12 21:43:51+00:00,0,0,12,17,1,True,0,active,True,True,True,2020-08-12 21:48:30,2020
10,13,2020-08-12 21:35:07+00:00,0,1,13,2,16,True,0,active,False,True,True,2020-08-12 21:48:30,2020
11,14,2020-08-12 21:47:58+00:00,0,1,14,3,21,True,0,active,False,True,True,2020-08-12 21:48:30,2020
12,15,2020-08-12 21:45:07+00:00,0,1,15,14,0,True,0,active,False,True,True,2020-08-12 21:48:30,2020
13,16,2020-08-12 21:40:46+00:00,0,0,16,8,11,True,0,active,True,True,True,2020-08-12 21:48:30,2020
14,17,2020-08-12 21:38:44+00:00,0,1,17,3,11,True,0,active,False,True,True,2020-08-12 21:48:30,2020
15,19,2020-08-12 21:37:44+00:00,0,0,19,7,8,True,0,active,False,True,True,2020-08-12 21:48:30,2020
16,20,2020-08-12 21:22:08+00:00,0,0,20,19,4,True,0,active,True,True,True,2020-08-12 21:48:30,2020
17,21,2020-08-12 21:39:16+00:00,0,0,21,12,6,True,0,active,True,True,True,2020-08-12 21:48:30,2020
18,22,2020-08-12 21:45:14+00:00,0,0,22,12,35,True,0,active,True,True,True,2020-08-12 21:48:30,2020
19,23,2020-08-12 21:46:53+00:00,0,0,23,12,9,True,0,active,False,True,True,2020-08-12 21:48:30,2020
20,24,2020-08-12 21:22:53+00:00,0,1,24,8,10,True,0,active,False,True,True,2020-08-12 21:48:30,2020
21,25,2020-08-12 21:33:39+00:00,0,1,25,8,6,True,0,active,False,True,True,2020-08-12 21:48:30,2020
22,26,2020-08-12 21:46:26+00:00,0,0,26,10,5,True,0,active,False,True,True,2020-08-12 21:48:30,2020
23,27,2020-08-12 21:47:07+00:00,0,1,27,16,6,True,0,active,False,True,True,2020-08-12 21:48:30,2020
24,29,2020-08-12 21:40:24+00:00,0,0,29,9,6,True,0,active,False,True,True,2020-08-12 21:48:30,2020
25,30,2020-08-12 21:40:14+00:00,0,0,30,9,6,True,0,active,False,True,True,2020-08-12 21:48:30,2020
26,31,2020-08-12 21:43:33+00:00,0,0,31,4,15,True,0,active,True,True,True,2020-08-12 21:48:30,2020
27,32,2020-08-12 21:47:33+00:00,0,0,32,14,1,True,0,active,False,True,True,2020-08-12 21:48:30,2020
28,33,2020-08-12 21:44:48+00:00,0,1,33,6,20,True,0,active,False,True,True,2020-08-12 21:48:30,2020
29,35,2020-08-12 21:42:32+00:00,0,0,35,13,10,True,0,active,False,True,True,2020-08-12 21:48:30,2020
30,36,2020-08-12 21:44:56+00:00,0,0,36,10,23,True,0,active,True,True,True,2020-08-12 21:48:30,2020
31,37,2020-08-12 21:39:25+00:00,0,0,37,0,15,True,0,active,True,True,True,2020-08-12 21:48:30,2020
32,39,2020-08-12 21:48:01+00:00,0,2,39,3,18,True,0,active,False,True,True,2020-08-12 21:48:30,2020
33,40,2020-08-12 21:35:35+00:00,0,1,40,3,15,True,0,active,False,True,True,2020-08-12 21:48:30,2020
34,41,2020-08-12 21:39:41+00:00,0,0,41,3,24,True,0,active,True,True,True,2020-08-12 21:48:30,2020
35,42,2020-08-12 21:24:27+00:00,0,0,42,9,14,True,0,active,False,True,True,2020-08-12 21:48:30,2020
36,43,2020-08-12 21:34:05+00:00,0,0,43,7,8,True,0,active,True,True,True,2020-08-12 21:48:30,2020
37,44,2020-08-12 21:42:33+00:00,0,0,44,7,16,True,0,active,False,True,True,2020-08-12 21:48:30,2020
38,46,2020-08-12 21:48:15+00:00,0,2,46,4,13,True,0,active,False,True,True,2020-08-12 21:48:30,2020
