,is_returning,num_bikes_available,num_bikes_disabled,is_renting,is_installed,num_ebikes_available,legacy_id,last_reported,station_id,num_docks_available,num_docks_disabled,eightd_has_available_keys,station_status,timestamp_of_data_read_request,year_station_last_reported
54,True,5,0,True,True,0,63,2020-08-04 23:07:50+00:00,63,10,0,False,active,2020-08-05 04:56:45,2020
55,True,9,0,True,True,0,64,2020-08-04 23:41:56+00:00,64,10,0,False,active,2020-08-05 04:56:45,2020
56,True,5,1,True,True,0,65,2020-08-05 02:07:24+00:00,65,17,0,False,active,2020-08-05 04:56:45,2020
57,True,9,0,True,True,0,66,2020-08-05 04:09:05+00:00,66,6,0,False,active,2020-08-05 04:56:45,2020
58,True,2,1,True,True,0,67,2020-08-05 04:53:33+00:00,67,24,0,True,active,2020-08-05 04:56:45,2020
59,True,4,0,True,True,0,68,2020-08-05 04:28:13+00:00,68,15,0,True,active,2020-08-05 04:56:45,2020
60,True,14,0,True,True,0,69,2020-08-05 03:22:29+00:00,69,5,0,True,active,2020-08-05 04:56:45,2020
61,True,21,0,True,True,0,70,2020-08-05 03:39:38+00:00,70,2,0,False,active,2020-08-05 04:56:45,2020
62,True,20,0,True,True,0,71,2020-08-05 00:48:57+00:00,71,3,0,False,active,2020-08-05 04:56:45,2020
63,True,4,0,True,True,0,72,2020-08-05 04:18:44+00:00,72,19,0,False,active,2020-08-05 04:56:45,2020
64,True,3,0,True,True,0,73,2020-08-05 03:35:03+00:00,73,12,0,False,active,2020-08-05 04:56:45,2020
65,True,8,0,True,True,0,74,2020-08-05 04:51:15+00:00,74,11,0,True,active,2020-08-05 04:56:45,2020
66,True,4,0,True,True,0,75,2020-08-05 03:04:28+00:00,75,11,0,False,active,2020-08-05 04:56:45,2020
67,True,10,0,True,True,0,76,2020-08-05 03:30:19+00:00,76,7,0,False,active,2020-08-05 04:56:45,2020
68,True,8,0,True,True,0,77,2020-08-05 04:08:38+00:00,77,7,0,False,active,2020-08-05 04:56:45,2020
69,True,16,0,True,True,0,78,2020-08-05 03:38:57+00:00,78,3,0,False,active,2020-08-05 04:56:45,2020
70,True,15,0,True,True,0,79,2020-08-05 03:39:22+00:00,79,4,0,False,active,2020-08-05 04:56:45,2020
71,True,0,0,True,True,0,80,2020-08-05 01:38:15+00:00,80,35,0,False,active,2020-08-05 04:56:45,2020
72,True,13,0,True,True,0,81,2020-08-05 03:40:15+00:00,81,6,0,False,active,2020-08-05 04:56:45,2020
73,True,10,1,True,True,0,82,2020-08-05 01:48:06+00:00,82,4,0,False,active,2020-08-05 04:56:45,2020
74,True,8,0,True,True,0,84,2020-08-05 04:02:36+00:00,84,7,0,False,active,2020-08-05 04:56:45,2020
75,True,2,0,True,True,0,85,2020-08-05 02:35:51+00:00,85,17,0,False,active,2020-08-05 04:56:45,2020
76,True,6,0,True,True,0,86,2020-08-05 04:43:12+00:00,86,13,0,False,active,2020-08-05 04:56:45,2020
77,True,10,0,True,True,0,87,2020-08-05 03:40:43+00:00,87,5,0,False,active,2020-08-05 04:56:45,2020
78,True,18,0,True,True,0,89,2020-08-05 02:42:39+00:00,89,1,0,False,active,2020-08-05 04:56:45,2020
79,True,16,1,True,True,0,90,2020-08-05 02:36:42+00:00,90,2,0,False,active,2020-08-05 04:56:45,2020
80,True,4,0,True,True,0,91,2020-08-05 03:06:04+00:00,91,15,0,False,active,2020-08-05 04:56:45,2020
81,True,15,0,True,True,0,92,2020-08-04 17:12:55+00:00,92,4,0,False,active,2020-08-05 04:56:45,2020
82,True,11,1,True,True,0,93,2020-08-04 21:18:51+00:00,93,3,0,False,active,2020-08-05 04:56:45,2020
83,True,4,0,True,True,0,94,2020-08-05 04:54:31+00:00,94,7,0,False,active,2020-08-05 04:56:45,2020
84,True,11,0,True,True,0,95,2020-08-05 04:30:46+00:00,95,4,0,False,active,2020-08-05 04:56:45,2020
85,True,17,0,True,True,0,96,2020-08-05 02:51:31+00:00,96,2,0,False,active,2020-08-05 04:56:45,2020
86,True,13,0,True,True,0,97,2020-08-05 03:51:42+00:00,97,6,0,False,active,2020-08-05 04:56:45,2020
87,True,15,0,True,True,0,98,2020-08-04 23:24:11+00:00,98,8,0,False,active,2020-08-05 04:56:45,2020
88,True,7,0,True,True,0,99,2020-08-05 04:38:02+00:00,99,8,0,False,active,2020-08-05 04:56:45,2020
89,True,17,1,True,True,0,100,2020-08-05 02:43:38+00:00,100,7,0,True,active,2020-08-05 04:56:45,2020
90,True,15,0,True,True,0,101,2020-08-05 00:32:54+00:00,101,0,0,False,active,2020-08-05 04:56:45,2020
91,True,12,1,True,True,0,102,2020-08-05 03:57:12+00:00,102,2,0,False,active,2020-08-05 04:56:45,2020
92,True,6,1,True,True,0,103,2020-08-05 03:20:14+00:00,103,8,0,False,active,2020-08-05 04:56:45,2020
93,True,6,0,True,True,0,104,2020-08-05 03:28:31+00:00,104,13,0,False,active,2020-08-05 04:56:45,2020
94,True,7,1,True,True,0,105,2020-08-05 02:38:52+00:00,105,11,0,False,active,2020-08-05 04:56:45,2020
95,True,4,0,True,True,0,106,2020-08-05 02:48:11+00:00,106,11,0,False,active,2020-08-05 04:56:45,2020
96,True,0,0,True,True,0,107,2020-08-05 01:10:45+00:00,107,19,0,False,active,2020-08-05 04:56:45,2020
97,True,5,1,True,True,0,108,2020-08-05 04:31:18+00:00,108,11,0,False,active,2020-08-05 04:56:45,2020
98,True,10,2,True,True,0,109,2020-08-04 22:40:08+00:00,109,23,0,False,active,2020-08-05 04:56:45,2020
99,True,8,0,True,True,0,110,2020-08-05 02:49:19+00:00,110,7,0,False,active,2020-08-05 04:56:45,2020
100,True,4,0,True,True,0,111,2020-08-05 02:50:17+00:00,111,11,0,False,active,2020-08-05 04:56:45,2020
101,True,9,0,True,True,0,112,2020-08-05 00:45:28+00:00,112,6,0,False,active,2020-08-05 04:56:45,2020
102,True,14,1,True,True,0,113,2020-08-04 23:32:16+00:00,113,0,0,False,active,2020-08-05 04:56:45,2020
103,True,10,0,True,True,0,114,2020-08-05 02:41:04+00:00,114,5,0,False,active,2020-08-05 04:56:45,2020
104,True,16,0,True,True,0,115,2020-08-05 03:05:35+00:00,115,3,0,False,active,2020-08-05 04:56:45,2020
105,True,21,0,True,True,0,116,2020-08-05 04:24:27+00:00,116,2,0,False,active,2020-08-05 04:56:45,2020
106,True,8,0,True,True,0,117,2020-08-05 03:33:14+00:00,117,11,0,False,active,2020-08-05 04:56:45,2020
107,True,16,0,True,True,0,118,2020-08-05 02:34:12+00:00,118,3,0,False,active,2020-08-05 04:56:45,2020
108,True,0,1,True,True,0,119,2020-08-05 03:34:53+00:00,119,14,0,False,active,2020-08-05 04:56:45,2020
109,True,7,0,True,True,0,120,2020-08-05 03:49:33+00:00,120,8,0,False,active,2020-08-05 04:56:45,2020
110,True,4,0,True,True,0,121,2020-08-05 02:16:14+00:00,121,13,0,False,active,2020-08-05 04:56:45,2020
111,True,1,0,True,True,0,122,2020-08-05 02:13:53+00:00,122,14,0,False,active,2020-08-05 04:56:45,2020
112,True,1,0,True,True,0,124,2020-08-04 21:00:19+00:00,124,14,0,False,active,2020-08-05 04:56:45,2020
113,True,3,0,True,True,0,125,2020-08-05 01:50:42+00:00,125,12,0,False,active,2020-08-05 04:56:45,2020
114,True,1,1,True,True,0,126,2020-08-05 04:28:16+00:00,126,13,0,False,active,2020-08-05 04:56:45,2020
115,True,16,0,True,True,0,128,2020-08-05 01:20:29+00:00,128,3,0,False,active,2020-08-05 04:56:45,2020
116,True,17,0,True,True,0,129,2020-08-04 22:37:04+00:00,129,2,0,False,active,2020-08-05 04:56:45,2020
117,True,12,0,True,True,0,130,2020-08-05 01:49:34+00:00,130,3,0,False,active,2020-08-05 04:56:45,2020
118,True,15,0,True,True,0,131,2020-08-05 04:53:57+00:00,131,3,0,False,active,2020-08-05 04:56:45,2020
119,True,14,1,True,True,0,133,2020-08-05 02:22:48+00:00,133,8,0,False,active,2020-08-05 04:56:45,2020
120,True,11,0,True,True,0,135,2020-08-05 00:23:42+00:00,135,6,0,False,active,2020-08-05 04:56:45,2020
121,True,8,1,True,True,0,136,2020-08-05 00:59:53+00:00,136,10,0,False,active,2020-08-05 04:56:45,2020
122,True,7,0,True,True,0,137,2020-08-05 01:17:55+00:00,137,8,0,False,active,2020-08-05 04:56:45,2020
123,True,9,1,True,True,0,138,2020-08-05 01:24:17+00:00,138,5,0,False,active,2020-08-05 04:56:45,2020
124,True,12,0,True,True,0,139,2020-08-05 04:43:22+00:00,139,7,0,False,active,2020-08-05 04:56:45,2020
125,True,16,0,True,True,0,140,2020-08-05 01:30:09+00:00,140,1,0,False,active,2020-08-05 04:56:45,2020
126,True,3,2,True,True,0,141,2020-08-05 03:15:11+00:00,141,10,0,False,active,2020-08-05 04:56:45,2020
127,True,10,2,True,True,0,142,2020-08-04 23:38:23+00:00,142,11,0,False,active,2020-08-05 04:56:45,2020
128,True,12,0,True,True,0,143,2020-08-05 03:52:16+00:00,143,11,0,False,active,2020-08-05 04:56:45,2020
129,True,2,0,True,True,0,144,2020-08-05 02:36:27+00:00,144,17,0,False,active,2020-08-05 04:56:45,2020
130,True,19,0,True,True,0,145,2020-08-05 02:56:12+00:00,145,0,0,False,active,2020-08-05 04:56:45,2020
131,True,9,2,True,True,0,146,2020-08-05 01:13:12+00:00,146,8,0,False,active,2020-08-05 04:56:45,2020
132,True,4,0,True,True,0,149,2020-08-05 03:06:52+00:00,149,14,0,True,active,2020-08-05 04:56:45,2020
133,True,3,0,True,True,0,150,2020-08-05 00:47:33+00:00,150,16,0,False,active,2020-08-05 04:56:45,2020
134,True,4,0,True,True,0,151,2020-08-05 03:37:50+00:00,151,15,0,False,active,2020-08-05 04:56:45,2020
135,True,12,0,True,True,0,152,2020-08-05 00:47:51+00:00,152,3,0,True,active,2020-08-05 04:56:45,2020
136,True,6,0,True,True,0,156,2020-08-05 02:44:20+00:00,156,9,0,False,active,2020-08-05 04:56:45,2020
137,True,5,2,True,True,0,157,2020-08-05 02:07:51+00:00,157,8,0,False,active,2020-08-05 04:56:45,2020
138,True,8,1,True,True,0,159,2020-08-05 04:06:41+00:00,159,6,0,False,active,2020-08-05 04:56:45,2020
139,True,0,0,True,True,0,160,2020-08-05 00:38:43+00:00,160,14,0,True,active,2020-08-05 04:56:45,2020
140,True,14,0,True,True,0,161,2020-08-05 03:16:44+00:00,161,9,0,True,active,2020-08-05 04:56:45,2020
141,True,3,1,True,True,0,162,2020-08-04 23:32:51+00:00,162,11,0,False,active,2020-08-05 04:56:45,2020
142,True,5,0,True,True,0,163,2020-08-05 03:45:28+00:00,163,14,0,True,active,2020-08-05 04:56:45,2020
143,True,9,2,True,True,0,167,2020-08-05 04:53:24+00:00,167,4,0,False,active,2020-08-05 04:56:45,2020
144,True,16,0,True,True,0,169,2020-08-04 21:44:42+00:00,169,3,0,False,active,2020-08-05 04:56:45,2020
145,True,1,0,True,True,0,170,2020-08-05 00:41:34+00:00,170,13,0,True,active,2020-08-05 04:56:45,2020
146,True,6,0,True,True,0,171,2020-08-04 22:20:17+00:00,171,17,0,True,active,2020-08-05 04:56:45,2020
147,True,13,0,True,True,0,173,2020-08-05 00:46:57+00:00,173,1,0,True,active,2020-08-05 04:56:45,2020
148,True,10,0,True,True,0,174,2020-08-05 03:59:10+00:00,174,5,0,False,active,2020-08-05 04:56:45,2020
149,True,3,0,True,True,0,175,2020-08-05 02:44:23+00:00,175,14,0,True,active,2020-08-05 04:56:45,2020
150,True,8,0,True,True,0,176,2020-08-05 04:06:04+00:00,176,7,0,False,active,2020-08-05 04:56:45,2020
151,True,7,1,True,True,0,177,2020-08-05 02:38:57+00:00,177,11,0,False,active,2020-08-05 04:56:45,2020
152,True,17,0,True,True,0,178,2020-08-05 04:05:25+00:00,178,2,0,False,active,2020-08-05 04:56:45,2020
153,True,4,0,True,True,0,179,2020-08-05 04:34:58+00:00,179,21,0,False,active,2020-08-05 04:56:45,2020
154,True,12,1,True,True,0,180,2020-08-04 23:16:09+00:00,180,6,0,False,active,2020-08-05 04:56:45,2020
155,True,18,1,True,True,0,181,2020-08-05 00:04:59+00:00,181,0,0,False,active,2020-08-05 04:56:45,2020
156,True,4,0,True,True,0,182,2020-08-05 03:05:55+00:00,182,15,0,True,active,2020-08-05 04:56:45,2020
157,True,11,0,True,True,0,183,2020-08-04 20:11:48+00:00,183,8,0,False,active,2020-08-05 04:56:45,2020
158,True,9,0,True,True,0,184,2020-08-05 04:49:11+00:00,184,10,0,False,active,2020-08-05 04:56:45,2020
159,True,7,2,True,True,0,185,2020-08-05 02:58:37+00:00,185,6,0,False,active,2020-08-05 04:56:45,2020
160,True,12,0,True,True,0,186,2020-08-05 03:50:37+00:00,186,3,0,True,active,2020-08-05 04:56:45,2020
161,True,15,0,True,True,0,187,2020-08-05 01:54:14+00:00,187,0,0,False,active,2020-08-05 04:56:45,2020
162,True,4,0,True,True,0,188,2020-08-05 01:26:23+00:00,188,11,0,False,active,2020-08-05 04:56:45,2020
163,True,0,1,True,True,0,189,2020-08-05 04:13:21+00:00,189,22,0,False,active,2020-08-05 04:56:45,2020
164,True,13,1,True,True,0,190,2020-08-05 02:46:17+00:00,190,23,0,True,active,2020-08-05 04:56:45,2020
165,True,4,0,True,True,0,191,2020-08-05 04:49:52+00:00,191,11,0,False,active,2020-08-05 04:56:45,2020
166,True,5,0,True,True,0,192,2020-08-05 00:13:01+00:00,192,14,0,False,active,2020-08-05 04:56:45,2020
167,True,9,1,True,True,0,193,2020-08-05 01:56:15+00:00,193,5,0,True,active,2020-08-05 04:56:45,2020
168,True,7,0,True,True,0,194,2020-08-05 03:51:55+00:00,194,12,0,False,active,2020-08-05 04:56:45,2020
169,True,16,0,True,True,0,195,2020-08-05 03:40:28+00:00,195,7,0,False,active,2020-08-05 04:56:45,2020
170,True,1,0,True,True,0,196,2020-08-05 03:19:11+00:00,196,9,0,True,active,2020-08-05 04:56:45,2020
171,True,1,0,True,True,0,197,2020-08-05 00:04:23+00:00,197,14,0,False,active,2020-08-05 04:56:45,2020
172,True,14,0,True,True,0,199,2020-08-04 22:49:17+00:00,199,1,0,False,active,2020-08-05 04:56:45,2020
173,True,16,1,True,True,0,200,2020-08-05 04:41:56+00:00,200,2,0,False,active,2020-08-05 04:56:45,2020
174,True,0,0,True,True,0,201,2020-08-04 12:17:44+00:00,201,15,0,False,active,2020-08-05 04:56:45,2020
175,True,0,1,True,True,0,202,2020-08-04 18:10:32+00:00,202,14,0,False,active,2020-08-05 04:56:45,2020
176,True,6,0,True,True,0,203,2020-08-04 08:21:44+00:00,203,9,0,False,active,2020-08-05 04:56:45,2020
177,True,2,1,True,True,0,204,2020-08-04 22:48:50+00:00,204,12,0,False,active,2020-08-05 04:56:45,2020
178,True,8,0,True,True,0,205,2020-08-04 19:24:51+00:00,205,7,0,False,active,2020-08-05 04:56:45,2020
179,True,8,0,True,True,0,206,2020-08-05 03:36:18+00:00,206,15,0,False,active,2020-08-05 04:56:45,2020
180,True,11,0,True,True,0,208,2020-08-05 00:47:59+00:00,208,4,0,True,active,2020-08-05 04:56:45,2020
181,True,8,0,True,True,0,209,2020-08-04 23:49:19+00:00,209,7,0,False,active,2020-08-05 04:56:45,2020
182,True,3,1,True,True,0,210,2020-08-05 04:36:16+00:00,210,11,0,False,active,2020-08-05 04:56:45,2020
183,True,17,0,True,True,0,211,2020-08-05 01:17:09+00:00,211,2,0,False,active,2020-08-05 04:56:45,2020
184,True,19,0,True,True,0,212,2020-08-05 04:01:19+00:00,212,14,0,False,active,2020-08-05 04:56:45,2020
185,True,7,0,True,True,0,213,2020-08-05 00:54:10+00:00,213,9,0,True,active,2020-08-05 04:56:45,2020
186,True,7,0,True,True,0,214,2020-08-05 03:43:30+00:00,214,8,0,False,active,2020-08-05 04:56:45,2020
187,True,15,0,True,True,0,215,2020-08-05 03:20:07+00:00,215,0,0,False,active,2020-08-05 04:56:45,2020
188,True,12,0,True,True,0,216,2020-08-04 18:10:19+00:00,216,7,0,False,active,2020-08-05 04:56:45,2020
189,True,17,1,True,True,0,217,2020-08-05 00:16:43+00:00,217,1,0,False,active,2020-08-05 04:56:45,2020
190,True,6,1,True,True,0,218,2020-08-05 02:59:11+00:00,218,8,0,False,active,2020-08-05 04:56:45,2020
191,True,10,0,True,True,0,219,2020-08-05 03:58:44+00:00,219,5,0,False,active,2020-08-05 04:56:45,2020
192,True,13,0,True,True,0,221,2020-08-05 03:16:44+00:00,221,6,0,False,active,2020-08-05 04:56:45,2020
193,True,7,0,True,True,0,222,2020-08-05 02:52:44+00:00,222,7,0,True,active,2020-08-05 04:56:45,2020
194,True,6,0,True,True,0,224,2020-08-05 01:31:10+00:00,224,11,0,False,active,2020-08-05 04:56:45,2020
195,True,10,0,True,True,0,225,2020-08-05 04:53:40+00:00,225,9,0,False,active,2020-08-05 04:56:45,2020
196,True,11,0,True,True,0,226,2020-08-05 04:46:28+00:00,226,4,0,False,active,2020-08-05 04:56:45,2020
197,True,4,0,True,True,0,227,2020-08-05 04:45:07+00:00,227,15,0,False,active,2020-08-05 04:56:45,2020
198,True,12,0,True,True,0,228,2020-08-05 00:40:35+00:00,228,7,0,False,active,2020-08-05 04:56:45,2020
199,True,1,0,True,True,0,232,2020-08-05 01:12:26+00:00,232,10,0,False,active,2020-08-05 04:56:45,2020
200,True,4,0,True,True,0,233,2020-08-05 04:28:55+00:00,233,11,0,False,active,2020-08-05 04:56:45,2020
201,True,4,0,True,True,0,234,2020-08-04 23:50:55+00:00,234,11,0,False,active,2020-08-05 04:56:45,2020
202,True,5,1,True,True,0,235,2020-08-05 02:50:39+00:00,235,9,0,False,active,2020-08-05 04:56:45,2020
203,True,10,0,True,True,0,236,2020-08-05 00:14:33+00:00,236,5,0,False,active,2020-08-05 04:56:45,2020
204,True,14,0,True,True,0,239,2020-08-05 04:41:46+00:00,239,1,0,False,active,2020-08-05 04:56:45,2020
205,True,12,0,True,True,0,255,2020-08-04 22:15:33+00:00,255,3,0,False,active,2020-08-05 04:56:45,2020
206,True,15,0,True,True,0,258,2020-08-04 19:25:29+00:00,258,0,0,False,active,2020-08-05 04:56:45,2020
207,True,0,0,True,True,0,259,2020-08-04 09:01:37+00:00,259,15,0,False,active,2020-08-05 04:56:45,2020
208,True,3,0,True,True,0,260,2020-08-05 04:08:44+00:00,260,12,0,False,active,2020-08-05 04:56:45,2020
209,True,5,0,True,True,0,271,2020-08-05 04:27:34+00:00,271,10,0,False,active,2020-08-05 04:56:45,2020
210,True,5,0,True,True,0,272,2020-08-04 20:21:43+00:00,272,14,0,False,active,2020-08-05 04:56:45,2020
211,True,24,1,True,True,0,273,2020-08-05 04:05:10+00:00,273,15,0,False,active,2020-08-05 04:56:45,2020
212,True,4,0,True,True,0,279,2020-08-05 03:58:51+00:00,279,15,0,False,active,2020-08-05 04:56:45,2020
213,True,11,0,True,True,0,280,2020-08-05 03:32:13+00:00,280,8,0,False,active,2020-08-05 04:56:45,2020
214,True,15,0,True,True,0,282,2020-08-05 01:24:45+00:00,282,0,0,False,active,2020-08-05 04:56:45,2020
215,True,9,1,True,True,0,296,2020-08-05 03:53:26+00:00,296,13,0,False,active,2020-08-05 04:56:45,2020
216,True,2,0,True,True,0,318,2020-08-05 04:07:02+00:00,318,17,0,False,active,2020-08-05 04:56:45,2020
217,True,14,0,True,True,0,319,2020-08-05 04:24:02+00:00,319,11,0,False,active,2020-08-05 04:56:45,2020
218,True,8,0,True,True,0,327,2020-08-04 21:18:00+00:00,327,7,0,False,active,2020-08-05 04:56:45,2020
219,True,12,0,True,True,0,328,2020-08-05 03:26:59+00:00,328,3,0,False,active,2020-08-05 04:56:45,2020
220,True,9,0,True,True,0,329,2020-08-05 01:19:33+00:00,329,6,0,False,active,2020-08-05 04:56:45,2020
221,True,5,0,True,True,0,330,2020-08-05 02:10:06+00:00,330,10,0,False,active,2020-08-05 04:56:45,2020
222,True,10,0,True,True,0,331,2020-08-05 04:35:34+00:00,331,5,0,False,active,2020-08-05 04:56:45,2020
223,True,2,0,True,True,0,332,2020-08-05 02:47:33+00:00,332,13,0,False,active,2020-08-05 04:56:45,2020
224,True,19,0,True,True,0,333,2020-08-05 02:53:06+00:00,333,6,0,False,active,2020-08-05 04:56:45,2020
225,True,10,0,True,True,0,334,2020-08-05 04:43:18+00:00,334,9,0,False,active,2020-08-05 04:56:45,2020
226,True,1,0,True,True,0,335,2020-08-05 04:39:23+00:00,335,18,0,False,active,2020-08-05 04:56:45,2020
227,True,12,0,True,True,0,336,2020-08-04 23:47:53+00:00,336,3,0,False,active,2020-08-05 04:56:45,2020
228,True,13,0,True,True,0,337,2020-08-05 01:06:43+00:00,337,2,0,False,active,2020-08-05 04:56:45,2020
229,True,10,0,True,True,0,338,2020-08-05 03:58:49+00:00,338,5,0,False,active,2020-08-05 04:56:45,2020
230,True,11,0,True,True,0,339,2020-08-05 03:03:01+00:00,339,4,0,False,active,2020-08-05 04:56:45,2020
