,valet,is_installed,num_bikes_disabled,num_docks_available,is_renting,eightd_active_station_services,num_ebikes_available,num_bikes_available,station_id,is_returning,last_reported,station_status,legacy_id,num_docks_disabled,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,"{'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'off_dock_count': 0, 'valet_revision': 3, 'active': True, 'dock_blocked_count': 0, 'off_dock_capacity': 0}",True,0,16,True,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],0,7,296,True,2020-08-02 05:30:34+00:00,active,296,0,False,2020-08-02 06:00:55,2020
1,,True,0,11,True,,0,4,3,True,2020-08-02 04:57:49+00:00,active,3,0,True,2020-08-02 06:00:55,2020
2,,True,0,13,True,,0,6,4,True,2020-08-02 05:08:04+00:00,active,4,0,False,2020-08-02 06:00:55,2020
3,,True,0,5,True,,0,10,5,True,2020-08-02 05:40:33+00:00,active,5,0,False,2020-08-02 06:00:55,2020
4,,True,0,5,True,,0,10,6,True,2020-08-02 05:32:52+00:00,active,6,0,False,2020-08-02 06:00:55,2020
5,,True,0,13,True,,0,2,7,True,2020-08-02 05:52:40+00:00,active,7,0,False,2020-08-02 06:00:55,2020
6,,True,3,3,True,,0,13,8,True,2020-08-02 05:50:35+00:00,active,8,0,False,2020-08-02 06:00:55,2020
7,,True,0,1,True,,0,14,9,True,2020-08-02 04:45:07+00:00,active,9,0,False,2020-08-02 06:00:55,2020
8,,True,1,8,True,,0,2,10,True,2020-08-02 02:55:33+00:00,active,10,0,False,2020-08-02 06:00:55,2020
9,,True,1,14,True,,0,0,11,True,2020-08-02 05:45:34+00:00,active,11,0,False,2020-08-02 06:00:55,2020
10,,True,0,13,True,,0,5,12,True,2020-08-02 04:20:44+00:00,active,12,0,True,2020-08-02 06:00:55,2020
11,,True,0,8,True,,0,11,13,True,2020-08-02 04:37:48+00:00,active,13,0,False,2020-08-02 06:00:55,2020
12,,True,1,23,True,,0,1,14,True,2020-08-02 03:36:32+00:00,active,14,0,False,2020-08-02 06:00:55,2020
13,,True,1,6,True,,0,8,15,True,2020-08-02 05:01:59+00:00,active,15,0,False,2020-08-02 06:00:55,2020
14,,True,1,1,True,,0,17,16,True,2020-08-02 04:25:29+00:00,active,16,0,True,2020-08-02 06:00:55,2020
15,,True,0,8,True,,0,7,17,True,2020-08-02 03:51:44+00:00,active,17,0,False,2020-08-02 06:00:55,2020
16,,True,1,3,True,,0,11,19,True,2020-08-02 05:22:16+00:00,active,19,0,False,2020-08-02 06:00:55,2020
17,,True,0,23,True,,0,0,20,True,2020-08-02 05:38:40+00:00,active,20,0,True,2020-08-02 06:00:55,2020
18,,True,0,8,True,,0,10,21,True,2020-08-02 05:43:56+00:00,active,21,0,True,2020-08-02 06:00:55,2020
19,,True,2,45,True,,0,0,22,True,2020-08-02 04:41:49+00:00,active,22,0,True,2020-08-02 06:00:55,2020
20,,True,1,17,True,,0,3,23,True,2020-08-02 05:39:01+00:00,active,23,0,True,2020-08-02 06:00:55,2020
21,,True,0,19,True,,0,0,24,True,2020-08-02 05:09:41+00:00,active,24,0,False,2020-08-02 06:00:55,2020
22,,True,1,6,False,,0,8,25,False,2020-08-02 04:34:53+00:00,active,25,0,False,2020-08-02 06:00:55,2020
23,,True,0,9,True,,0,6,26,True,2020-08-02 04:48:49+00:00,active,26,0,False,2020-08-02 06:00:55,2020
24,,True,2,3,True,,0,18,27,True,2020-08-02 05:28:39+00:00,active,27,0,False,2020-08-02 06:00:55,2020
25,,True,0,8,True,,0,7,29,True,2020-08-02 01:20:41+00:00,active,29,0,False,2020-08-02 06:00:55,2020
26,,True,3,4,True,,0,8,30,True,2020-08-02 05:12:24+00:00,active,30,0,False,2020-08-02 06:00:55,2020
27,,True,0,0,True,,0,19,31,True,2020-08-02 05:27:29+00:00,active,31,0,True,2020-08-02 06:00:55,2020
28,,True,3,3,True,,0,9,32,True,2020-08-02 05:54:02+00:00,active,32,0,False,2020-08-02 06:00:55,2020
29,,True,1,10,True,,0,16,33,True,2020-08-02 05:41:54+00:00,active,33,0,False,2020-08-02 06:00:55,2020
