,num_ebikes_available,is_installed,num_docks_disabled,is_renting,last_reported,num_bikes_disabled,eightd_has_available_keys,station_status,num_bikes_available,legacy_id,num_docks_available,station_id,is_returning,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,True,0,True,2020-07-29 19:41:37+00:00,2,True,active,1,3,12,3,True,,,2020-07-29 19:46:40,2020
1,0,True,0,True,2020-07-29 19:38:06+00:00,0,False,active,9,4,10,4,True,,,2020-07-29 19:46:40,2020
2,0,True,0,True,2020-07-29 19:46:24+00:00,1,False,active,6,5,8,5,True,,,2020-07-29 19:46:40,2020
3,0,True,0,True,2020-07-29 19:40:02+00:00,0,False,active,14,6,1,6,True,,,2020-07-29 19:46:40,2020
4,0,True,0,True,2020-07-29 19:44:24+00:00,0,False,active,5,7,10,7,True,,,2020-07-29 19:46:40,2020
5,0,True,0,True,2020-07-29 19:41:11+00:00,1,False,active,5,8,13,8,True,,,2020-07-29 19:46:40,2020
6,0,True,0,True,2020-07-29 19:44:57+00:00,2,False,active,4,9,9,9,True,,,2020-07-29 19:46:40,2020
7,0,True,0,True,2020-07-29 19:31:56+00:00,1,False,active,4,10,6,10,True,,,2020-07-29 19:46:40,2020
8,0,True,0,True,2020-07-29 19:42:13+00:00,2,False,active,7,11,6,11,True,"{'dock_blocked_count': 0, 'off_dock_count': 50, 'active': True, 'region': 'BOS', 'valet_revision': 69, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-29 19:46:40,2020
9,0,True,0,True,2020-07-29 19:10:19+00:00,1,True,active,9,12,8,12,True,,,2020-07-29 19:46:40,2020
10,0,True,0,True,2020-07-29 19:40:52+00:00,0,False,active,8,13,11,13,True,,,2020-07-29 19:46:40,2020
11,0,True,0,True,2020-07-29 19:25:27+00:00,0,False,active,13,14,12,14,True,,,2020-07-29 19:46:40,2020
12,0,True,0,True,2020-07-29 19:38:15+00:00,0,False,active,9,15,6,15,True,,,2020-07-29 19:46:40,2020
13,0,True,0,True,2020-07-29 19:40:38+00:00,1,True,active,6,16,12,16,True,,,2020-07-29 19:46:40,2020
14,0,True,0,True,2020-07-29 19:44:11+00:00,0,False,active,12,17,3,17,True,,,2020-07-29 19:46:40,2020
15,0,True,0,True,2020-07-29 19:10:50+00:00,0,False,active,4,19,11,19,True,,,2020-07-29 19:46:40,2020
16,0,True,0,True,2020-07-29 19:42:38+00:00,1,True,active,2,20,20,20,True,,,2020-07-29 19:46:40,2020
17,0,True,0,True,2020-07-29 19:46:30+00:00,0,False,active,1,21,17,21,True,,,2020-07-29 19:46:40,2020
