,num_docks_available,station_id,is_installed,last_reported,num_bikes_disabled,station_status,num_ebikes_available,legacy_id,is_returning,num_docks_disabled,eightd_has_available_keys,num_bikes_available,is_renting,timestamp_of_data_read_request,year_station_last_reported
0,5,3,True,2020-08-12 18:44:35+00:00,1,active,0,3,True,0,False,9,True,2020-08-12 18:55:00,2020
1,9,4,True,2020-08-12 18:51:47+00:00,0,active,0,4,True,0,False,10,True,2020-08-12 18:55:00,2020
2,6,5,True,2020-08-12 18:30:58+00:00,0,active,0,5,True,0,False,9,True,2020-08-12 18:55:00,2020
3,4,6,True,2020-08-12 18:54:10+00:00,2,active,0,6,True,0,False,9,True,2020-08-12 18:55:00,2020
4,3,7,True,2020-08-12 18:47:12+00:00,1,active,0,7,True,0,False,11,True,2020-08-12 18:55:00,2020
5,10,8,True,2020-08-12 18:37:06+00:00,0,active,0,8,True,0,False,9,True,2020-08-12 18:55:00,2020
6,11,9,True,2020-08-12 18:42:34+00:00,1,active,0,9,True,0,False,3,True,2020-08-12 18:55:00,2020
7,3,10,True,2020-08-12 16:31:41+00:00,0,active,0,10,True,0,False,8,True,2020-08-12 18:55:00,2020
8,1,11,True,2020-08-12 18:49:42+00:00,1,active,0,11,True,0,False,13,True,2020-08-12 18:55:00,2020
9,2,12,True,2020-08-12 18:47:23+00:00,0,active,0,12,True,0,True,16,True,2020-08-12 18:55:00,2020
10,13,13,True,2020-08-12 18:53:10+00:00,0,active,0,13,True,0,False,6,True,2020-08-12 18:55:00,2020
11,11,14,True,2020-08-12 18:50:50+00:00,0,active,0,14,True,0,False,14,True,2020-08-12 18:55:00,2020
12,6,15,True,2020-08-12 17:38:40+00:00,0,active,0,15,True,0,False,9,True,2020-08-12 18:55:00,2020
13,17,16,True,2020-08-12 18:50:19+00:00,0,active,0,16,True,0,True,2,True,2020-08-12 18:55:00,2020
14,11,17,True,2020-08-12 18:47:25+00:00,1,active,0,17,True,0,False,3,True,2020-08-12 18:55:00,2020
15,13,19,True,2020-08-12 18:33:27+00:00,0,active,0,19,True,0,False,2,True,2020-08-12 18:55:00,2020
16,14,20,True,2020-08-12 18:30:56+00:00,0,active,0,20,True,0,True,9,True,2020-08-12 18:55:00,2020
17,5,21,True,2020-08-12 18:41:37+00:00,0,active,0,21,True,0,True,13,True,2020-08-12 18:55:00,2020
18,36,22,True,2020-08-12 18:51:59+00:00,0,active,0,22,True,0,True,11,True,2020-08-12 18:55:00,2020
19,6,23,True,2020-08-12 18:42:57+00:00,0,active,0,23,True,0,False,15,True,2020-08-12 18:55:00,2020
20,7,24,True,2020-08-12 18:10:27+00:00,1,active,0,24,True,0,False,11,True,2020-08-12 18:55:00,2020
21,14,25,True,2020-08-12 18:48:01+00:00,1,active,0,25,True,0,False,0,True,2020-08-12 18:55:00,2020
22,2,26,True,2020-08-12 18:47:09+00:00,0,active,0,26,True,0,False,13,True,2020-08-12 18:55:00,2020
23,9,27,True,2020-08-12 18:51:01+00:00,1,active,0,27,True,0,False,13,True,2020-08-12 18:55:00,2020
24,4,29,True,2020-08-12 17:50:54+00:00,0,active,0,29,True,0,False,11,True,2020-08-12 18:55:00,2020
25,2,30,True,2020-08-12 18:45:12+00:00,0,active,0,30,True,0,False,13,True,2020-08-12 18:55:00,2020
26,13,31,True,2020-08-12 18:41:47+00:00,0,active,0,31,True,0,True,6,True,2020-08-12 18:55:00,2020
27,4,32,True,2020-08-12 18:50:54+00:00,0,active,0,32,True,0,False,11,True,2020-08-12 18:55:00,2020
28,19,33,True,2020-08-12 18:53:01+00:00,0,active,0,33,True,0,False,8,True,2020-08-12 18:55:00,2020
29,2,35,True,2020-08-12 18:47:16+00:00,0,active,0,35,True,0,False,21,True,2020-08-12 18:55:00,2020
30,24,36,True,2020-08-12 18:24:04+00:00,0,active,0,36,True,0,True,9,True,2020-08-12 18:55:00,2020
31,15,37,True,2020-08-12 18:30:37+00:00,0,active,0,37,True,0,True,0,True,2020-08-12 18:55:00,2020
32,9,39,True,2020-08-12 17:56:20+00:00,2,active,0,39,True,0,False,12,True,2020-08-12 18:55:00,2020
33,9,40,True,2020-08-12 18:48:13+00:00,1,active,0,40,True,0,False,9,True,2020-08-12 18:55:00,2020
34,15,41,True,2020-08-12 18:50:33+00:00,0,active,0,41,True,0,True,12,True,2020-08-12 18:55:00,2020
35,8,42,True,2020-08-12 18:45:01+00:00,0,active,0,42,True,0,False,15,True,2020-08-12 18:55:00,2020
36,0,43,True,2020-08-12 18:40:11+00:00,0,active,0,43,True,0,True,15,True,2020-08-12 18:55:00,2020
37,15,44,True,2020-08-12 18:19:09+00:00,0,active,0,44,True,0,False,8,True,2020-08-12 18:55:00,2020
38,14,46,True,2020-08-12 18:54:00+00:00,2,active,0,46,True,0,False,3,True,2020-08-12 18:55:00,2020
39,13,47,True,2020-08-12 17:59:48+00:00,0,active,0,47,True,0,True,6,True,2020-08-12 18:55:00,2020
40,4,48,True,2020-08-12 18:54:19+00:00,0,active,0,48,True,0,False,15,True,2020-08-12 18:55:00,2020
41,3,49,True,2020-08-12 18:16:53+00:00,0,active,0,49,True,0,False,15,True,2020-08-12 18:55:00,2020
42,0,50,True,2020-08-12 18:46:33+00:00,0,active,0,50,True,0,True,15,True,2020-08-12 18:55:00,2020
43,9,51,True,2020-08-12 18:37:15+00:00,0,active,0,51,True,0,False,6,True,2020-08-12 18:55:00,2020
44,11,52,True,2020-08-12 18:54:24+00:00,0,active,0,52,True,0,True,12,True,2020-08-12 18:55:00,2020
45,7,53,True,2020-08-12 18:50:40+00:00,0,active,0,53,True,0,False,12,True,2020-08-12 18:55:00,2020
46,11,54,True,2020-08-12 18:39:09+00:00,0,active,0,54,True,0,False,4,True,2020-08-12 18:55:00,2020
47,11,55,True,2020-08-12 18:38:50+00:00,0,active,0,55,True,0,False,4,True,2020-08-12 18:55:00,2020
48,10,56,True,2020-08-12 17:21:14+00:00,1,active,0,56,True,0,True,7,True,2020-08-12 18:55:00,2020
49,4,57,True,2020-08-12 18:20:45+00:00,0,active,0,57,True,0,True,10,True,2020-08-12 18:55:00,2020
50,9,58,True,2020-08-12 18:28:41+00:00,2,active,0,58,True,0,True,8,True,2020-08-12 18:55:00,2020
51,13,59,True,2020-08-12 18:07:03+00:00,0,active,0,59,True,0,True,6,True,2020-08-12 18:55:00,2020
52,14,60,True,2020-08-12 18:54:19+00:00,0,active,0,60,True,0,False,5,True,2020-08-12 18:55:00,2020
53,0,61,True,2020-08-12 18:49:48+00:00,2,active,0,61,True,0,False,17,True,2020-08-12 18:55:00,2020
54,13,63,True,2020-08-12 18:31:36+00:00,0,active,0,63,True,0,False,2,True,2020-08-12 18:55:00,2020
55,13,64,True,2020-08-12 18:41:20+00:00,0,active,0,64,True,0,False,6,True,2020-08-12 18:55:00,2020
56,21,65,True,2020-08-12 11:53:40+00:00,0,active,0,65,True,0,False,2,True,2020-08-12 18:55:00,2020
57,15,66,True,2020-08-12 15:35:54+00:00,0,active,0,66,True,0,False,0,True,2020-08-12 18:55:00,2020
58,18,67,True,2020-08-12 18:45:32+00:00,0,active,0,67,True,0,True,9,True,2020-08-12 18:55:00,2020
59,5,68,True,2020-08-12 18:51:03+00:00,0,active,0,68,True,0,True,14,True,2020-08-12 18:55:00,2020
60,17,69,True,2020-08-12 18:45:32+00:00,0,active,0,69,True,0,True,2,True,2020-08-12 18:55:00,2020
61,5,70,True,2020-08-12 17:41:34+00:00,1,active,0,70,True,0,False,17,True,2020-08-12 18:55:00,2020
62,6,71,True,2020-08-12 18:31:05+00:00,0,active,0,71,True,0,False,17,True,2020-08-12 18:55:00,2020
63,10,72,True,2020-08-12 18:38:29+00:00,0,active,0,72,True,0,False,13,True,2020-08-12 18:55:00,2020
64,1,73,True,2020-08-12 18:31:33+00:00,1,active,0,73,True,0,False,13,True,2020-08-12 18:55:00,2020
65,9,74,True,2020-08-12 18:41:21+00:00,1,active,0,74,True,0,True,9,True,2020-08-12 18:55:00,2020
66,13,75,True,2020-08-12 18:42:40+00:00,0,active,0,75,True,0,False,2,True,2020-08-12 18:55:00,2020
67,4,76,True,2020-08-12 18:29:36+00:00,0,active,0,76,True,0,False,13,True,2020-08-12 18:55:00,2020
68,10,77,True,2020-08-12 18:54:15+00:00,1,active,0,77,True,0,False,4,True,2020-08-12 18:55:00,2020
69,10,78,True,2020-08-12 17:43:33+00:00,0,active,0,78,True,0,False,9,True,2020-08-12 18:55:00,2020
70,13,79,True,2020-08-12 18:28:08+00:00,1,active,0,79,True,0,False,5,True,2020-08-12 18:55:00,2020
71,0,80,True,2020-08-12 18:53:43+00:00,0,active,0,80,True,0,False,35,True,2020-08-12 18:55:00,2020
72,4,81,True,2020-08-12 18:50:21+00:00,0,active,0,81,True,0,False,15,True,2020-08-12 18:55:00,2020
73,11,82,True,2020-08-12 18:27:10+00:00,0,active,0,82,True,0,False,4,True,2020-08-12 18:55:00,2020
74,5,84,True,2020-08-12 18:54:48+00:00,0,active,0,84,True,0,False,10,True,2020-08-12 18:55:00,2020
75,2,85,True,2020-08-12 17:13:51+00:00,1,active,0,85,True,0,False,16,True,2020-08-12 18:55:00,2020
76,12,86,True,2020-08-12 18:26:49+00:00,0,active,0,86,True,0,False,7,True,2020-08-12 18:55:00,2020
77,10,87,True,2020-08-12 18:21:26+00:00,0,active,0,87,True,0,False,5,True,2020-08-12 18:55:00,2020
78,15,89,True,2020-08-12 18:22:34+00:00,0,active,0,89,True,0,False,4,True,2020-08-12 18:55:00,2020
79,7,90,True,2020-08-12 18:49:31+00:00,1,active,0,90,True,0,False,11,True,2020-08-12 18:55:00,2020
80,6,91,True,2020-08-12 18:53:59+00:00,0,active,0,91,True,0,False,13,True,2020-08-12 18:55:00,2020
81,10,92,True,2020-08-12 18:07:58+00:00,1,active,0,92,True,0,False,8,True,2020-08-12 18:55:00,2020
82,3,93,True,2020-08-12 17:58:27+00:00,2,active,0,93,True,0,False,10,True,2020-08-12 18:55:00,2020
83,9,94,True,2020-08-12 18:49:39+00:00,0,active,0,94,True,0,False,2,True,2020-08-12 18:55:00,2020
84,14,95,True,2020-08-12 18:43:41+00:00,0,active,0,95,True,0,False,1,True,2020-08-12 18:55:00,2020
85,13,96,True,2020-08-12 17:44:20+00:00,0,active,0,96,True,0,False,6,True,2020-08-12 18:55:00,2020
86,12,97,True,2020-08-12 18:25:07+00:00,1,active,0,97,True,0,False,6,True,2020-08-12 18:55:00,2020
87,4,98,True,2020-08-12 18:17:45+00:00,0,active,0,98,True,0,False,19,True,2020-08-12 18:55:00,2020
88,9,99,True,2020-08-12 17:26:10+00:00,0,active,0,99,True,0,False,6,True,2020-08-12 18:55:00,2020
89,3,100,True,2020-08-12 18:00:47+00:00,0,active,0,100,True,0,True,22,True,2020-08-12 18:55:00,2020
90,6,101,True,2020-08-12 17:19:54+00:00,0,active,0,101,True,0,False,9,True,2020-08-12 18:55:00,2020
91,14,102,True,2020-08-12 18:10:46+00:00,0,active,0,102,True,0,False,1,True,2020-08-12 18:55:00,2020
92,14,103,True,2020-08-12 18:39:07+00:00,0,active,0,103,True,0,False,1,True,2020-08-12 18:55:00,2020
93,14,104,True,2020-08-12 17:58:26+00:00,0,active,0,104,True,0,False,5,True,2020-08-12 18:55:00,2020
94,1,105,True,2020-08-12 18:46:34+00:00,0,active,0,105,True,0,False,18,True,2020-08-12 18:55:00,2020
95,11,106,True,2020-08-12 15:08:22+00:00,1,active,0,106,True,0,False,3,True,2020-08-12 18:55:00,2020
96,2,107,True,2020-08-12 18:50:00+00:00,0,active,0,107,True,0,False,17,True,2020-08-12 18:55:00,2020
97,5,108,True,2020-08-12 16:40:53+00:00,0,active,0,108,True,0,False,12,True,2020-08-12 18:55:00,2020
98,28,109,True,2020-08-12 18:42:02+00:00,0,active,0,109,True,0,False,7,True,2020-08-12 18:55:00,2020
99,13,110,True,2020-08-12 18:39:30+00:00,0,active,0,110,True,0,False,2,True,2020-08-12 18:55:00,2020
100,7,111,True,2020-08-12 18:04:12+00:00,0,active,0,111,True,0,False,8,True,2020-08-12 18:55:00,2020
101,2,112,True,2020-08-12 16:05:02+00:00,0,active,0,112,True,0,False,13,True,2020-08-12 18:55:00,2020
102,3,113,True,2020-08-12 18:32:40+00:00,0,active,0,113,True,0,False,12,True,2020-08-12 18:55:00,2020
103,10,114,True,2020-08-12 17:57:45+00:00,0,active,0,114,True,0,False,5,True,2020-08-12 18:55:00,2020
104,7,115,True,2020-08-12 18:43:33+00:00,3,active,0,115,True,0,False,9,True,2020-08-12 18:55:00,2020
105,14,116,True,2020-08-12 18:51:08+00:00,0,active,0,116,True,0,False,9,True,2020-08-12 18:55:00,2020
106,11,117,True,2020-08-12 18:54:26+00:00,0,active,0,117,True,0,False,8,True,2020-08-12 18:55:00,2020
107,6,118,True,2020-08-12 18:31:40+00:00,1,active,0,118,True,0,False,12,True,2020-08-12 18:55:00,2020
108,8,119,True,2020-08-12 18:45:09+00:00,0,active,0,119,True,0,False,7,True,2020-08-12 18:55:00,2020
109,2,120,True,2020-08-12 18:50:43+00:00,0,active,0,120,True,0,False,13,True,2020-08-12 18:55:00,2020
110,16,121,True,2020-08-12 18:33:08+00:00,0,active,0,121,True,0,False,1,True,2020-08-12 18:55:00,2020
