,num_bikes_available,legacy_id,station_status,num_ebikes_available,station_id,is_installed,num_bikes_disabled,last_reported,is_renting,eightd_active_station_services,num_docks_disabled,is_returning,valet,num_docks_available,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,5,296,active,0,296,True,0,2020-08-02 01:22:20+00:00,True,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],0,True,"{'region': 'BOS', 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'active': True, 'valet_revision': 3, 'off_dock_count': 0, 'off_dock_capacity': 0, 'dock_blocked_count': 0}",18,False,2020-08-02 01:35:25,2020
1,1,3,active,0,3,True,0,2020-08-02 01:20:10+00:00,True,,0,True,,14,True,2020-08-02 01:35:25,2020
2,11,4,active,0,4,True,0,2020-08-02 01:27:36+00:00,True,,0,True,,8,False,2020-08-02 01:35:25,2020
3,4,5,active,0,5,True,0,2020-08-02 01:25:06+00:00,True,,0,True,,11,False,2020-08-02 01:35:25,2020
4,3,6,active,0,6,True,0,2020-08-02 01:13:10+00:00,True,,0,True,,12,False,2020-08-02 01:35:25,2020
5,12,7,active,0,7,True,0,2020-08-02 01:15:25+00:00,True,,0,True,,3,False,2020-08-02 01:35:25,2020
6,13,8,active,0,8,True,3,2020-08-02 01:25:49+00:00,True,,0,True,,3,False,2020-08-02 01:35:25,2020
7,15,9,active,0,9,True,0,2020-08-02 01:24:40+00:00,True,,0,True,,0,False,2020-08-02 01:35:25,2020
8,2,10,active,0,10,True,1,2020-08-02 00:55:02+00:00,True,,0,True,,8,False,2020-08-02 01:35:25,2020
9,6,11,active,0,11,True,1,2020-08-02 01:23:10+00:00,True,,0,True,,8,False,2020-08-02 01:35:25,2020
10,2,12,active,0,12,True,0,2020-08-02 01:27:11+00:00,True,,0,True,,16,True,2020-08-02 01:35:25,2020
11,11,13,active,0,13,True,0,2020-08-02 00:45:16+00:00,True,,0,True,,8,False,2020-08-02 01:35:25,2020
12,0,14,active,0,14,True,1,2020-08-02 01:17:45+00:00,True,,0,True,,24,False,2020-08-02 01:35:25,2020
13,5,15,active,0,15,True,1,2020-08-02 00:08:04+00:00,True,,0,True,,9,False,2020-08-02 01:35:25,2020
14,15,16,active,0,16,True,1,2020-08-02 01:19:42+00:00,True,,0,True,,3,True,2020-08-02 01:35:25,2020
15,4,17,active,0,17,True,0,2020-08-02 01:34:19+00:00,True,,0,True,,11,False,2020-08-02 01:35:25,2020
16,5,19,active,0,19,True,0,2020-08-02 01:07:52+00:00,True,,0,True,,10,False,2020-08-02 01:35:25,2020
17,4,20,active,0,20,True,0,2020-08-02 01:28:03+00:00,True,,0,True,,19,True,2020-08-02 01:35:25,2020
18,10,21,active,0,21,True,0,2020-08-02 01:32:09+00:00,True,,0,True,,8,True,2020-08-02 01:35:25,2020
19,4,22,active,0,22,True,3,2020-08-02 01:17:12+00:00,True,,0,True,,40,True,2020-08-02 01:35:25,2020
20,6,23,active,0,23,True,1,2020-08-02 01:26:12+00:00,True,,0,True,,14,True,2020-08-02 01:35:25,2020
21,5,24,active,0,24,True,3,2020-08-02 01:27:04+00:00,True,,0,True,,11,False,2020-08-02 01:35:25,2020
22,3,25,active,0,25,True,1,2020-08-02 01:34:51+00:00,True,,0,True,,11,False,2020-08-02 01:35:25,2020
23,2,26,active,0,26,True,0,2020-08-02 01:23:03+00:00,True,,0,True,,13,False,2020-08-02 01:35:25,2020
24,7,27,active,0,27,True,1,2020-08-02 01:30:13+00:00,True,,0,True,,15,False,2020-08-02 01:35:25,2020
25,7,29,active,0,29,True,0,2020-08-02 01:20:41+00:00,True,,0,True,,8,False,2020-08-02 01:35:25,2020
26,4,30,active,0,30,True,2,2020-08-02 01:14:33+00:00,True,,0,True,,9,False,2020-08-02 01:35:25,2020
27,19,31,active,0,31,True,0,2020-08-02 01:04:46+00:00,True,,0,True,,0,True,2020-08-02 01:35:25,2020
28,8,32,active,0,32,True,3,2020-08-02 01:35:20+00:00,True,,0,True,,4,False,2020-08-02 01:35:25,2020
29,10,33,active,0,33,True,1,2020-08-02 01:34:48+00:00,True,,0,True,,16,False,2020-08-02 01:35:25,2020
30,3,35,active,0,35,True,0,2020-08-02 01:32:07+00:00,True,,0,True,,20,False,2020-08-02 01:35:25,2020
31,12,36,active,0,36,True,0,2020-08-02 01:16:48+00:00,True,,0,True,,21,True,2020-08-02 01:35:25,2020
32,4,37,active,0,37,True,0,2020-08-02 01:29:27+00:00,True,,0,True,,11,True,2020-08-02 01:35:25,2020
33,13,39,active,0,39,True,0,2020-08-02 00:48:49+00:00,True,,0,True,,10,False,2020-08-02 01:35:25,2020
34,15,40,active,0,40,True,0,2020-08-02 01:35:00+00:00,True,,0,True,,4,False,2020-08-02 01:35:25,2020
35,12,41,active,0,41,True,5,2020-08-02 01:27:40+00:00,True,,0,True,,10,True,2020-08-02 01:35:25,2020
36,5,42,active,0,42,True,1,2020-08-02 01:25:56+00:00,True,,0,True,,17,False,2020-08-02 01:35:25,2020
37,0,43,active,0,43,True,4,2020-08-02 00:59:12+00:00,True,,0,True,,11,True,2020-08-02 01:35:25,2020
38,13,44,active,0,44,True,0,2020-08-02 00:38:00+00:00,True,,0,True,,10,False,2020-08-02 01:35:25,2020
39,14,46,active,0,46,True,1,2020-08-02 01:30:51+00:00,True,,0,True,,4,False,2020-08-02 01:35:25,2020
40,18,47,active,0,47,True,0,2020-08-02 01:26:06+00:00,True,,0,True,,1,True,2020-08-02 01:35:25,2020
41,7,48,active,0,48,True,0,2020-08-02 01:31:27+00:00,True,,0,True,,12,False,2020-08-02 01:35:25,2020
42,2,49,active,0,49,True,0,2020-08-02 00:46:51+00:00,True,,0,True,,16,False,2020-08-02 01:35:25,2020
43,4,50,active,0,50,True,0,2020-08-02 00:59:41+00:00,True,,0,True,,11,False,2020-08-02 01:35:25,2020
44,8,51,active,0,51,True,0,2020-08-02 01:07:30+00:00,True,,0,True,,7,False,2020-08-02 01:35:25,2020
45,8,52,active,0,52,True,1,2020-08-02 01:33:52+00:00,True,,0,True,,14,True,2020-08-02 01:35:25,2020
46,18,53,active,0,53,True,1,2020-08-02 01:22:26+00:00,True,,0,True,,0,False,2020-08-02 01:35:25,2020
47,9,54,active,0,54,True,0,2020-08-02 01:24:32+00:00,True,,0,True,,6,False,2020-08-02 01:35:25,2020
48,12,55,active,0,55,True,0,2020-08-02 01:31:17+00:00,True,,0,True,,3,False,2020-08-02 01:35:25,2020
49,11,56,active,0,56,True,0,2020-08-01 22:34:43+00:00,True,,0,True,,7,True,2020-08-02 01:35:25,2020
50,2,57,active,0,57,True,0,2020-08-02 01:32:40+00:00,True,,0,True,,12,True,2020-08-02 01:35:25,2020
51,6,58,active,0,58,True,0,2020-08-02 01:33:29+00:00,True,,0,True,,13,True,2020-08-02 01:35:25,2020
52,9,59,active,0,59,True,0,2020-08-02 01:30:15+00:00,True,,0,True,,10,True,2020-08-02 01:35:25,2020
53,8,60,active,0,60,True,2,2020-08-02 01:07:59+00:00,True,,0,True,,9,False,2020-08-02 01:35:25,2020
54,3,61,active,0,61,True,0,2020-08-02 01:32:18+00:00,True,,0,True,,16,False,2020-08-02 01:35:25,2020
55,1,63,active,0,63,True,0,2020-08-01 21:29:37+00:00,True,,0,True,,14,False,2020-08-02 01:35:25,2020
56,13,64,active,0,64,True,3,2020-08-02 00:47:19+00:00,True,,0,True,,3,False,2020-08-02 01:35:25,2020
