,num_docks_disabled,num_ebikes_available,is_renting,eightd_has_available_keys,station_id,num_bikes_available,num_docks_available,is_installed,legacy_id,last_reported,num_bikes_disabled,station_status,is_returning,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,0,True,False,3,11,4,True,3,2020-08-06 18:13:18+00:00,0,active,True,,,2020-08-06 18:18:00,2020
1,0,0,True,False,4,10,8,True,4,2020-08-06 18:16:37+00:00,1,active,True,,,2020-08-06 18:18:00,2020
2,0,0,True,False,5,1,13,True,5,2020-08-06 17:24:27+00:00,1,active,True,,,2020-08-06 18:18:00,2020
3,0,0,True,False,6,11,2,True,6,2020-08-06 18:11:35+00:00,2,active,True,,,2020-08-06 18:18:00,2020
4,0,0,True,False,7,6,9,True,7,2020-08-06 17:19:43+00:00,0,active,True,,,2020-08-06 18:18:00,2020
5,0,0,True,False,8,3,16,True,8,2020-08-06 18:16:26+00:00,0,active,True,,,2020-08-06 18:18:00,2020
6,0,0,True,False,9,9,6,True,9,2020-08-06 17:59:43+00:00,0,active,True,,,2020-08-06 18:18:00,2020
7,0,0,True,False,10,8,3,True,10,2020-08-06 18:02:11+00:00,0,active,True,,,2020-08-06 18:18:00,2020
8,0,0,True,False,11,11,2,True,11,2020-08-06 18:15:52+00:00,2,active,True,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 50, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 48, 'valet_revision': 79}",2020-08-06 18:18:00,2020
9,0,0,True,True,12,18,0,True,12,2020-08-06 17:33:48+00:00,0,active,True,,,2020-08-06 18:18:00,2020
10,0,0,True,False,13,16,3,True,13,2020-08-06 18:13:11+00:00,0,active,True,,,2020-08-06 18:18:00,2020
11,0,0,True,False,14,20,3,True,14,2020-08-06 18:05:16+00:00,2,active,True,,,2020-08-06 18:18:00,2020
12,0,0,True,False,15,6,8,True,15,2020-08-06 18:11:40+00:00,1,active,True,,,2020-08-06 18:18:00,2020
13,0,0,True,True,16,4,15,True,16,2020-08-06 18:12:12+00:00,0,active,True,,,2020-08-06 18:18:00,2020
14,0,0,True,False,17,2,13,True,17,2020-08-06 17:53:40+00:00,0,active,True,,,2020-08-06 18:18:00,2020
15,0,0,True,False,19,1,14,True,19,2020-08-06 17:50:52+00:00,0,active,True,,,2020-08-06 18:18:00,2020
