,is_installed,legacy_id,station_id,num_bikes_disabled,eightd_has_available_keys,is_returning,station_status,num_docks_disabled,num_docks_available,num_ebikes_available,last_reported,num_bikes_available,is_renting,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
217,True,319,319,0,False,True,active,0,8,0,2020-08-05 22:39:18+00:00,17,True,,,2020-08-05 22:50:50,2020
218,True,327,327,0,False,True,active,0,11,0,2020-08-05 22:38:19+00:00,4,True,,,2020-08-05 22:50:50,2020
219,True,328,328,0,False,True,active,0,8,0,2020-08-05 22:46:02+00:00,7,True,,,2020-08-05 22:50:50,2020
220,True,329,329,1,False,True,active,0,9,0,2020-08-05 22:40:55+00:00,5,True,,,2020-08-05 22:50:50,2020
221,True,330,330,0,False,True,active,0,4,0,2020-08-05 22:45:57+00:00,11,True,,,2020-08-05 22:50:50,2020
222,True,331,331,0,False,True,active,0,12,0,2020-08-05 22:44:09+00:00,3,True,,,2020-08-05 22:50:50,2020
223,True,332,332,0,False,True,active,0,8,0,2020-08-05 22:46:10+00:00,7,True,,,2020-08-05 22:50:50,2020
224,True,333,333,0,False,True,active,0,9,0,2020-08-05 22:00:07+00:00,16,True,,,2020-08-05 22:50:50,2020
225,True,334,334,1,False,True,active,0,12,0,2020-08-05 22:40:52+00:00,6,True,,,2020-08-05 22:50:50,2020
226,True,335,335,1,False,True,active,0,14,0,2020-08-05 22:42:24+00:00,4,True,,,2020-08-05 22:50:50,2020
227,True,336,336,0,False,True,active,0,4,0,2020-08-05 17:23:33+00:00,11,True,,,2020-08-05 22:50:50,2020
228,True,337,337,0,False,True,active,0,2,0,2020-08-05 17:52:19+00:00,13,True,,,2020-08-05 22:50:50,2020
229,True,338,338,0,False,True,active,0,7,0,2020-08-05 22:44:07+00:00,8,True,,,2020-08-05 22:50:50,2020
230,True,339,339,0,False,True,active,0,3,0,2020-08-05 22:22:58+00:00,12,True,,,2020-08-05 22:50:50,2020
231,True,340,340,0,False,True,active,0,2,0,2020-08-05 21:17:33+00:00,17,True,,,2020-08-05 22:50:50,2020
232,True,341,341,0,True,True,active,0,10,0,2020-08-05 21:40:58+00:00,5,True,,,2020-08-05 22:50:50,2020
233,True,342,342,0,False,True,active,0,0,0,2020-08-05 22:48:02+00:00,15,True,,,2020-08-05 22:50:50,2020
234,True,343,343,0,False,True,active,0,9,0,2020-08-04 19:00:47+00:00,6,True,,,2020-08-05 22:50:50,2020
235,True,344,344,0,False,True,active,0,19,0,2020-08-05 14:56:38+00:00,0,True,,,2020-08-05 22:50:50,2020
236,True,345,345,0,False,True,active,0,3,0,2020-08-05 22:40:04+00:00,16,True,,,2020-08-05 22:50:50,2020
237,True,346,346,0,False,True,active,0,15,0,2020-08-05 22:33:57+00:00,0,True,,,2020-08-05 22:50:50,2020
238,True,347,347,0,False,True,active,0,6,0,2020-08-05 22:24:11+00:00,9,True,,,2020-08-05 22:50:50,2020
239,True,348,348,0,False,True,active,0,10,0,2020-08-05 22:31:38+00:00,5,True,,,2020-08-05 22:50:50,2020
240,True,349,349,0,True,True,active,0,10,0,2020-08-05 19:41:00+00:00,7,True,,,2020-08-05 22:50:50,2020
241,True,350,350,0,False,True,active,0,13,0,2020-08-05 20:30:06+00:00,4,True,,,2020-08-05 22:50:50,2020
242,True,351,351,0,False,True,active,0,13,0,2020-08-05 22:29:00+00:00,2,True,,,2020-08-05 22:50:50,2020
243,True,352,352,0,False,True,active,0,10,0,2020-08-05 22:41:45+00:00,5,True,,,2020-08-05 22:50:50,2020
244,True,353,353,0,True,True,active,0,8,0,2020-08-05 22:37:32+00:00,7,True,,,2020-08-05 22:50:50,2020
245,True,354,354,0,False,True,active,0,15,0,2020-08-05 22:37:33+00:00,0,True,,,2020-08-05 22:50:50,2020
246,True,355,355,0,False,True,active,0,11,0,2020-08-05 22:37:52+00:00,6,True,,,2020-08-05 22:50:50,2020
247,True,356,356,1,False,True,active,0,17,0,2020-08-05 22:28:49+00:00,5,True,,,2020-08-05 22:50:50,2020
248,True,357,357,0,False,True,active,0,2,0,2020-08-05 22:50:39+00:00,13,True,,,2020-08-05 22:50:50,2020
249,True,358,358,0,False,True,active,0,6,0,2020-08-05 22:47:40+00:00,13,True,,,2020-08-05 22:50:50,2020
250,True,359,359,1,False,True,active,0,13,0,2020-08-05 22:42:30+00:00,1,True,,,2020-08-05 22:50:50,2020
251,True,360,360,0,False,True,active,0,12,0,2020-08-05 22:50:17+00:00,3,True,,,2020-08-05 22:50:50,2020
252,True,361,361,0,False,True,active,0,17,0,2020-08-05 22:48:07+00:00,2,True,,,2020-08-05 22:50:50,2020
253,True,362,362,0,False,True,active,0,1,0,2020-08-05 22:48:18+00:00,18,True,,,2020-08-05 22:50:50,2020
254,True,363,363,1,False,True,active,0,14,0,2020-08-05 22:09:19+00:00,4,True,,,2020-08-05 22:50:50,2020
255,True,364,364,0,False,True,active,0,16,0,2020-08-05 22:50:31+00:00,3,True,,,2020-08-05 22:50:50,2020
256,True,365,365,1,False,True,active,0,13,0,2020-08-05 22:48:31+00:00,5,True,,,2020-08-05 22:50:50,2020
257,True,366,366,0,False,True,active,0,9,0,2020-08-05 22:48:17+00:00,6,True,,,2020-08-05 22:50:50,2020
258,True,367,367,0,False,True,active,0,4,0,2020-08-05 22:11:52+00:00,15,True,,,2020-08-05 22:50:50,2020
259,True,368,368,0,False,True,active,0,11,0,2020-08-05 21:58:01+00:00,4,True,,,2020-08-05 22:50:50,2020
260,True,369,369,0,False,True,active,0,2,0,2020-08-05 22:37:44+00:00,13,True,,,2020-08-05 22:50:50,2020
261,True,370,370,0,False,True,active,0,3,0,2020-08-05 22:39:39+00:00,16,True,,,2020-08-05 22:50:50,2020
262,True,371,371,0,False,True,active,0,4,0,2020-08-05 22:08:33+00:00,15,True,,,2020-08-05 22:50:50,2020
263,True,372,372,0,False,True,active,0,9,0,2020-08-05 22:37:47+00:00,10,True,,,2020-08-05 22:50:50,2020
264,True,373,373,0,False,True,active,0,8,0,2020-08-05 21:44:42+00:00,7,True,,,2020-08-05 22:50:50,2020
265,True,374,374,0,False,True,active,0,14,0,2020-08-05 22:33:34+00:00,5,True,,,2020-08-05 22:50:50,2020
266,True,376,376,0,False,True,active,0,12,0,2020-08-05 22:50:13+00:00,3,True,,,2020-08-05 22:50:50,2020
267,True,377,377,2,False,True,active,0,13,0,2020-08-05 22:48:57+00:00,4,True,,,2020-08-05 22:50:50,2020
268,True,378,378,2,False,True,active,0,17,0,2020-08-05 22:34:26+00:00,0,True,,,2020-08-05 22:50:50,2020
269,True,379,379,1,False,True,active,0,7,0,2020-08-05 22:27:59+00:00,7,True,,,2020-08-05 22:50:50,2020
270,True,380,380,1,False,True,active,0,6,0,2020-08-05 22:48:50+00:00,11,True,,,2020-08-05 22:50:50,2020
271,True,381,381,2,False,True,active,0,7,0,2020-08-05 22:48:23+00:00,10,True,,,2020-08-05 22:50:50,2020
272,True,384,384,0,True,True,active,0,1,0,2020-08-05 22:38:03+00:00,18,True,,,2020-08-05 22:50:50,2020
273,True,385,385,1,False,True,active,1,7,0,2020-08-05 22:45:09+00:00,6,True,,,2020-08-05 22:50:50,2020
274,True,386,386,0,False,True,active,0,5,0,2020-08-05 22:47:16+00:00,14,True,,,2020-08-05 22:50:50,2020
275,True,387,387,0,False,True,active,0,4,0,2020-08-05 22:45:04+00:00,11,True,,,2020-08-05 22:50:50,2020
276,True,388,388,0,False,True,active,0,9,0,2020-08-05 17:30:50+00:00,2,True,,,2020-08-05 22:50:50,2020
277,True,389,389,0,False,True,active,0,2,0,2020-08-05 21:51:37+00:00,12,True,,,2020-08-05 22:50:50,2020
278,True,390,390,0,False,True,active,0,4,0,2020-08-05 21:52:54+00:00,11,True,,,2020-08-05 22:50:50,2020
279,True,391,391,0,False,True,active,0,2,0,2020-08-05 21:18:33+00:00,13,True,,,2020-08-05 22:50:50,2020
280,True,392,392,0,False,True,active,0,7,0,2020-08-05 18:59:25+00:00,8,True,,,2020-08-05 22:50:50,2020
281,True,393,393,0,False,True,active,0,10,0,2020-08-05 14:35:51+00:00,5,True,,,2020-08-05 22:50:50,2020
282,True,394,394,0,False,True,active,0,14,0,2020-08-05 18:09:16+00:00,0,True,,,2020-08-05 22:50:50,2020
283,True,395,395,0,False,True,active,0,7,0,2020-08-05 21:22:44+00:00,8,True,,,2020-08-05 22:50:50,2020
284,True,396,396,0,False,True,active,0,3,0,2020-08-04 08:56:09+00:00,12,True,,,2020-08-05 22:50:50,2020
285,True,397,397,0,False,True,active,0,9,0,2020-08-05 18:07:44+00:00,6,True,,,2020-08-05 22:50:50,2020
286,True,398,398,0,False,True,active,0,13,0,2020-08-05 22:43:38+00:00,6,True,,,2020-08-05 22:50:50,2020
287,True,399,399,0,False,True,active,0,6,0,2020-08-05 21:57:06+00:00,9,True,,,2020-08-05 22:50:50,2020
288,True,400,400,0,False,True,active,0,23,0,2020-08-05 22:47:37+00:00,4,True,,,2020-08-05 22:50:50,2020
289,True,401,401,0,False,True,active,0,3,0,2020-08-05 21:31:35+00:00,12,True,,,2020-08-05 22:50:50,2020
290,True,402,402,1,False,True,active,0,5,0,2020-08-05 22:43:49+00:00,9,True,,,2020-08-05 22:50:50,2020
291,True,403,403,0,False,True,active,0,5,0,2020-08-05 22:41:00+00:00,10,True,,,2020-08-05 22:50:50,2020
292,True,404,404,0,False,True,active,0,9,0,2020-08-05 22:48:45+00:00,7,True,,,2020-08-05 22:50:50,2020
293,True,405,405,0,False,True,active,0,3,0,2020-08-05 21:52:36+00:00,16,True,,,2020-08-05 22:50:50,2020
294,True,406,406,0,False,True,active,0,7,0,2020-08-05 22:29:41+00:00,8,True,,,2020-08-05 22:50:50,2020
295,True,407,407,0,False,True,active,0,15,0,2020-08-05 22:23:37+00:00,4,True,,,2020-08-05 22:50:50,2020
296,True,408,408,0,False,True,active,0,5,0,2020-08-05 20:56:06+00:00,10,True,,,2020-08-05 22:50:50,2020
297,True,409,409,1,False,True,active,0,11,0,2020-08-05 22:44:45+00:00,7,True,,,2020-08-05 22:50:50,2020
298,True,410,410,0,False,True,active,0,6,0,2020-08-05 22:18:31+00:00,13,True,,,2020-08-05 22:50:50,2020
299,True,411,411,0,False,True,active,0,2,0,2020-08-05 17:11:54+00:00,13,True,,,2020-08-05 22:50:50,2020
300,True,412,412,0,False,True,active,0,13,0,2020-08-05 22:48:29+00:00,6,True,,,2020-08-05 22:50:50,2020
301,True,413,413,0,False,True,active,0,12,0,2020-08-05 22:50:14+00:00,7,True,,,2020-08-05 22:50:50,2020
302,True,414,414,0,False,True,active,0,23,0,2020-08-05 16:10:23+00:00,0,True,,,2020-08-05 22:50:50,2020
303,True,415,415,0,False,True,active,0,13,0,2020-08-05 22:50:30+00:00,6,True,,,2020-08-05 22:50:50,2020
304,True,416,416,0,False,True,active,0,13,0,2020-08-05 22:50:38+00:00,2,True,,,2020-08-05 22:50:50,2020
305,True,417,417,0,False,True,active,0,2,0,2020-08-05 22:50:01+00:00,17,True,,,2020-08-05 22:50:50,2020
306,True,419,419,0,False,True,active,0,13,0,2020-08-05 22:26:41+00:00,2,True,,,2020-08-05 22:50:50,2020
307,False,420,420,0,False,False,out_of_service,0,0,0,1970-01-02 00:00:00+00:00,0,False,,,2020-08-05 22:50:50,1970
308,True,421,421,0,False,True,active,0,6,0,2020-08-05 16:11:59+00:00,13,True,,,2020-08-05 22:50:50,2020
309,True,422,422,0,False,True,active,0,8,0,2020-08-05 21:31:08+00:00,7,True,,,2020-08-05 22:50:50,2020
310,True,423,423,0,False,True,active,0,11,0,2020-08-05 21:24:37+00:00,8,True,,,2020-08-05 22:50:50,2020
311,True,424,424,1,False,True,active,0,15,0,2020-08-05 22:17:41+00:00,3,True,,,2020-08-05 22:50:50,2020
312,True,425,425,0,False,True,active,0,10,0,2020-08-05 20:43:49+00:00,6,True,,,2020-08-05 22:50:50,2020
313,True,426,426,0,False,True,active,0,23,0,2020-08-05 22:49:49+00:00,4,True,,,2020-08-05 22:50:50,2020
314,True,427,427,0,False,True,active,0,18,0,2020-08-05 15:33:31+00:00,1,True,,,2020-08-05 22:50:50,2020
315,True,428,428,0,False,True,active,0,15,0,2020-08-05 22:30:45+00:00,4,True,,,2020-08-05 22:50:50,2020
316,True,430,430,0,False,True,active,0,2,0,2020-08-05 15:04:25+00:00,17,True,,,2020-08-05 22:50:50,2020
317,True,431,431,0,False,True,active,0,15,0,2020-08-05 20:35:22+00:00,0,True,,,2020-08-05 22:50:50,2020
318,True,432,432,0,False,True,active,0,11,0,2020-08-04 22:51:58+00:00,8,True,,,2020-08-05 22:50:50,2020
319,True,433,433,0,False,True,active,0,15,0,2020-08-05 21:57:07+00:00,4,True,,,2020-08-05 22:50:50,2020
320,True,434,434,0,False,True,active,0,17,0,2020-08-05 22:45:12+00:00,2,True,,,2020-08-05 22:50:50,2020
321,True,435,435,0,False,True,active,0,8,0,2020-08-05 22:44:20+00:00,7,True,,,2020-08-05 22:50:50,2020
322,True,436,436,2,False,True,active,0,10,0,2020-08-05 22:34:43+00:00,3,True,,,2020-08-05 22:50:50,2020
323,True,437,437,0,False,True,active,0,16,0,2020-08-05 22:40:44+00:00,3,True,,,2020-08-05 22:50:50,2020
324,True,440,440,0,False,True,active,0,10,0,2020-08-05 22:10:26+00:00,7,True,,,2020-08-05 22:50:50,2020
325,True,441,441,0,False,True,active,0,6,0,2020-08-05 22:45:46+00:00,13,True,,,2020-08-05 22:50:50,2020
326,True,442,442,0,False,True,active,0,9,0,2020-08-05 22:38:05+00:00,6,True,,,2020-08-05 22:50:50,2020
327,True,443,443,0,False,True,active,0,18,0,2020-08-05 19:16:48+00:00,1,True,,,2020-08-05 22:50:50,2020
328,True,445,445,0,False,True,active,0,10,0,2020-08-05 22:42:53+00:00,9,True,,,2020-08-05 22:50:50,2020
329,True,446,446,0,False,True,active,0,2,0,2020-08-05 22:50:26+00:00,10,True,,,2020-08-05 22:50:50,2020
330,True,447,447,0,False,True,active,0,19,0,2020-08-05 20:06:54+00:00,0,True,,,2020-08-05 22:50:50,2020
331,True,448,448,0,False,True,active,0,9,0,2020-08-04 19:23:50+00:00,2,True,,,2020-08-05 22:50:50,2020
332,False,449,449,0,False,True,out_of_service,0,0,0,1970-01-02 00:00:00+00:00,0,True,,,2020-08-05 22:50:50,1970
333,True,450,450,0,False,True,active,0,11,0,2020-08-05 22:48:02+00:00,4,True,,,2020-08-05 22:50:50,2020
334,True,451,451,1,False,True,active,0,9,0,2020-08-05 22:44:42+00:00,5,True,,,2020-08-05 22:50:50,2020
335,True,452,452,0,False,True,active,0,0,0,2020-08-05 22:49:26+00:00,15,True,,,2020-08-05 22:50:50,2020
336,True,453,453,0,False,True,active,0,14,0,2020-08-05 22:43:59+00:00,1,True,,,2020-08-05 22:50:50,2020
337,True,454,454,0,False,True,active,0,0,0,2020-08-05 22:37:40+00:00,15,True,,,2020-08-05 22:50:50,2020
338,True,455,455,0,False,True,active,0,3,0,2020-08-05 22:36:21+00:00,9,True,,,2020-08-05 22:50:50,2020
339,True,456,456,0,False,True,active,0,11,0,2020-08-05 22:50:04+00:00,8,True,,,2020-08-05 22:50:50,2020
340,True,457,457,0,False,True,active,0,6,0,2020-08-05 22:03:13+00:00,5,True,,,2020-08-05 22:50:50,2020
341,True,458,458,0,False,True,active,0,8,0,2020-08-05 22:43:06+00:00,3,True,,,2020-08-05 22:50:50,2020
