,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,107,11,0,1,7,0,True,True,True,2020-03-20 18:33:39+00:00,False,[{'id': '6523db73-134d-4f62-af6f-78a8515cc83b'}],2020-03-20 19:17:21,2020
1,3,10,0,0,5,0,True,True,True,2020-03-20 18:37:01+00:00,True,,2020-03-20 19:17:21,2020
2,4,3,0,0,16,0,True,True,True,2020-03-20 19:08:35+00:00,False,,2020-03-20 19:17:21,2020
3,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-20 19:17:21,1970
4,6,13,0,0,2,0,True,True,True,2020-03-20 19:15:32+00:00,False,,2020-03-20 19:17:21,2020
5,7,6,0,0,9,0,True,True,True,2020-03-20 17:19:48+00:00,False,,2020-03-20 19:17:21,2020
6,8,2,0,0,17,0,True,True,True,2020-03-20 18:42:33+00:00,False,,2020-03-20 19:17:21,2020
7,9,4,0,0,11,0,True,True,True,2020-03-20 19:10:18+00:00,False,,2020-03-20 19:17:21,2020
8,10,5,0,0,6,0,True,True,True,2020-03-20 18:32:50+00:00,False,,2020-03-20 19:17:21,2020
9,11,6,0,0,9,0,True,True,True,2020-03-20 19:07:17+00:00,False,,2020-03-20 19:17:21,2020
10,12,8,0,0,10,0,True,True,True,2020-03-20 18:28:59+00:00,True,,2020-03-20 19:17:21,2020
11,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-20 19:17:21,1970
12,14,19,0,0,6,0,True,True,True,2020-03-20 18:07:46+00:00,False,,2020-03-20 19:17:21,2020
13,15,8,0,0,7,0,True,True,True,2020-03-20 19:00:53+00:00,False,,2020-03-20 19:17:21,2020
14,16,15,0,0,4,0,True,True,True,2020-03-20 19:08:56+00:00,True,,2020-03-20 19:17:21,2020
15,17,13,0,0,2,0,True,True,True,2020-03-20 18:54:48+00:00,False,,2020-03-20 19:17:21,2020
16,19,6,0,1,8,0,True,True,True,2020-03-20 19:15:19+00:00,False,,2020-03-20 19:17:21,2020
17,20,14,0,1,8,0,True,True,True,2020-03-20 18:01:58+00:00,True,,2020-03-20 19:17:21,2020
18,21,8,0,1,9,0,True,True,True,2020-03-20 18:33:29+00:00,True,,2020-03-20 19:17:21,2020
19,22,22,0,0,25,0,True,True,True,2020-03-20 19:13:55+00:00,True,,2020-03-20 19:17:21,2020
20,23,12,0,0,9,0,True,True,True,2020-03-20 18:01:07+00:00,True,,2020-03-20 19:17:21,2020
21,24,13,0,0,6,0,True,True,True,2020-03-20 17:45:07+00:00,False,,2020-03-20 19:17:21,2020
22,25,3,0,0,12,0,True,True,True,2020-03-20 19:16:00+00:00,False,,2020-03-20 19:17:21,2020
23,26,7,0,0,8,0,True,True,True,2020-03-20 19:00:49+00:00,False,,2020-03-20 19:17:21,2020
24,27,2,0,0,21,0,True,True,True,2020-03-20 17:45:44+00:00,False,,2020-03-20 19:17:21,2020
25,29,3,0,0,12,0,True,True,True,2020-03-20 12:57:44+00:00,False,,2020-03-20 19:17:21,2020
26,30,12,0,0,3,0,True,True,True,2020-03-20 17:55:17+00:00,False,,2020-03-20 19:17:21,2020
27,31,11,0,1,7,0,True,True,True,2020-03-20 19:06:16+00:00,False,,2020-03-20 19:17:21,2020
28,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-20 19:17:21,1970
29,33,4,0,0,23,0,True,True,True,2020-03-20 19:04:46+00:00,True,,2020-03-20 19:17:21,2020
30,35,0,0,0,3,0,False,False,False,2019-11-18 21:05:37+00:00,False,,2020-03-20 19:17:21,2019
31,36,11,0,0,22,0,True,True,True,2020-03-20 18:14:51+00:00,True,,2020-03-20 19:17:21,2020
32,37,4,0,0,11,0,True,True,True,2020-03-20 19:03:51+00:00,True,,2020-03-20 19:17:21,2020
33,39,2,0,1,20,0,True,True,True,2020-03-20 18:22:44+00:00,False,,2020-03-20 19:17:21,2020
34,40,4,0,1,14,0,True,True,True,2020-03-20 19:10:44+00:00,False,,2020-03-20 19:17:21,2020
35,41,7,0,0,20,0,True,True,True,2020-03-20 18:54:44+00:00,False,,2020-03-20 19:17:21,2020
36,42,20,0,1,2,0,True,True,True,2020-03-20 18:40:47+00:00,False,,2020-03-20 19:17:21,2020
37,43,0,0,0,15,0,True,True,True,2020-03-20 18:40:51+00:00,False,,2020-03-20 19:17:21,2020
38,44,15,0,0,8,0,True,True,True,2020-03-20 18:36:19+00:00,False,,2020-03-20 19:17:21,2020
39,46,13,0,0,6,0,True,True,True,2020-03-20 19:10:54+00:00,False,,2020-03-20 19:17:21,2020
40,47,1,0,0,18,0,True,True,True,2020-03-20 19:12:03+00:00,True,,2020-03-20 19:17:21,2020
41,48,0,0,0,3,0,False,False,False,2020-03-04 17:50:43+00:00,False,,2020-03-20 19:17:21,2020
42,49,5,0,1,12,0,True,True,True,2020-03-20 19:08:36+00:00,False,,2020-03-20 19:17:21,2020
43,50,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,,2020-03-20 19:17:21,1970
44,51,10,0,1,4,0,True,True,True,2020-03-20 18:27:46+00:00,False,,2020-03-20 19:17:21,2020
45,52,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,,2020-03-20 19:17:21,1970
46,53,0,0,0,3,0,False,False,False,2020-03-04 20:56:41+00:00,False,,2020-03-20 19:17:21,2020
47,54,3,0,0,12,0,True,True,True,2020-03-20 16:35:30+00:00,False,,2020-03-20 19:17:21,2020
48,55,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-20 19:17:21,1970
49,56,8,0,0,10,0,True,True,True,2020-03-20 18:12:33+00:00,False,,2020-03-20 19:17:21,2020
50,57,5,0,1,8,0,True,True,True,2020-03-20 19:05:15+00:00,True,,2020-03-20 19:17:21,2020
51,58,8,0,0,11,0,True,True,True,2020-03-20 18:56:54+00:00,True,,2020-03-20 19:17:21,2020
52,59,11,0,0,8,0,True,True,True,2020-03-20 17:12:50+00:00,True,,2020-03-20 19:17:21,2020
53,60,12,0,1,6,0,True,True,True,2020-03-20 19:05:40+00:00,False,,2020-03-20 19:17:21,2020
54,61,0,0,0,3,0,False,False,False,2020-03-04 20:12:26+00:00,False,,2020-03-20 19:17:21,2020
55,63,4,0,0,11,0,True,True,True,2020-03-20 16:55:49+00:00,False,,2020-03-20 19:17:21,2020
56,64,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-20 19:17:21,1970
57,65,10,0,0,13,0,True,True,True,2020-03-20 16:33:31+00:00,False,,2020-03-20 19:17:21,2020
58,66,6,0,1,8,0,True,True,True,2020-03-20 18:37:03+00:00,False,,2020-03-20 19:17:21,2020
59,67,24,0,1,2,0,True,True,True,2020-03-20 19:10:57+00:00,True,,2020-03-20 19:17:21,2020
60,68,13,0,0,6,0,True,True,True,2020-03-20 19:12:54+00:00,True,,2020-03-20 19:17:21,2020
61,69,9,0,1,9,0,True,True,True,2020-03-20 18:24:33+00:00,True,,2020-03-20 19:17:21,2020
62,70,11,0,0,12,0,True,True,True,2020-03-20 19:10:43+00:00,False,,2020-03-20 19:17:21,2020
