,station_id,last_reported,num_docks_disabled,eightd_has_available_keys,is_renting,num_bikes_disabled,is_installed,num_ebikes_available,is_returning,num_docks_available,legacy_id,station_status,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-05 17:39:14+00:00,0,True,True,0,True,0,True,10,3,active,5,,,2020-08-05 18:14:35,2020
1,4,2020-08-05 17:55:27+00:00,0,False,True,0,True,0,True,12,4,active,7,,,2020-08-05 18:14:35,2020
2,5,2020-08-05 18:00:49+00:00,0,False,True,0,True,0,True,8,5,active,7,,,2020-08-05 18:14:35,2020
3,6,2020-08-05 18:08:10+00:00,0,False,True,0,True,0,True,6,6,active,9,,,2020-08-05 18:14:35,2020
4,7,2020-08-05 16:48:00+00:00,0,False,True,0,True,0,True,4,7,active,11,,,2020-08-05 18:14:35,2020
5,8,2020-08-05 18:12:47+00:00,0,False,True,0,True,0,True,18,8,active,1,,,2020-08-05 18:14:35,2020
6,9,2020-08-05 18:13:44+00:00,0,False,True,0,True,0,True,6,9,active,9,,,2020-08-05 18:14:35,2020
7,10,2020-08-05 17:48:53+00:00,0,False,True,0,True,0,True,6,10,active,5,,,2020-08-05 18:14:35,2020
8,11,2020-08-05 17:59:50+00:00,0,False,True,0,True,0,True,0,11,active,15,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'off_dock_count': 44, 'valet_revision': 79}",2020-08-05 18:14:35,2020
9,12,2020-08-05 18:14:26+00:00,0,True,True,0,True,0,True,9,12,active,9,,,2020-08-05 18:14:35,2020
10,13,2020-08-05 17:56:19+00:00,0,False,True,0,True,0,True,3,13,active,16,,,2020-08-05 18:14:35,2020
11,14,2020-08-05 18:13:50+00:00,0,False,True,1,True,0,True,1,14,active,23,,,2020-08-05 18:14:35,2020
12,15,2020-08-05 17:45:59+00:00,0,False,True,0,True,0,True,8,15,active,7,,,2020-08-05 18:14:35,2020
13,16,2020-08-05 17:56:30+00:00,0,True,True,0,True,0,True,16,16,active,3,,,2020-08-05 18:14:35,2020
14,17,2020-08-05 18:00:11+00:00,0,False,True,0,True,0,True,13,17,active,2,,,2020-08-05 18:14:35,2020
15,19,2020-08-05 17:33:03+00:00,0,False,True,0,True,0,True,15,19,active,0,,,2020-08-05 18:14:35,2020
16,20,2020-08-05 17:46:43+00:00,0,True,True,0,True,0,True,5,20,active,18,,,2020-08-05 18:14:35,2020
17,21,2020-08-05 18:03:59+00:00,0,True,True,1,True,0,True,7,21,active,10,,,2020-08-05 18:14:35,2020
18,22,2020-08-05 17:54:07+00:00,0,True,True,2,True,0,True,37,22,active,8,,,2020-08-05 18:14:35,2020
19,23,2020-08-05 18:13:17+00:00,0,True,True,0,True,0,True,8,23,active,13,,,2020-08-05 18:14:35,2020
20,24,2020-08-05 18:01:27+00:00,0,False,True,0,True,0,True,9,24,active,10,,,2020-08-05 18:14:35,2020
21,25,2020-08-05 18:11:20+00:00,0,False,True,0,True,0,True,12,25,active,3,,,2020-08-05 18:14:35,2020
22,26,2020-08-05 18:13:56+00:00,0,False,True,2,True,0,True,7,26,active,6,,,2020-08-05 18:14:35,2020
23,27,2020-08-05 18:09:17+00:00,0,False,True,0,True,0,True,21,27,active,2,,,2020-08-05 18:14:35,2020
24,29,2020-08-05 15:49:48+00:00,0,False,True,0,True,0,True,2,29,active,13,,,2020-08-05 18:14:35,2020
25,30,2020-08-05 17:56:31+00:00,0,False,True,0,True,0,True,6,30,active,9,,,2020-08-05 18:14:35,2020
26,31,2020-08-05 16:50:33+00:00,0,True,True,0,True,0,True,12,31,active,7,,,2020-08-05 18:14:35,2020
27,32,2020-08-05 17:36:53+00:00,0,False,True,0,True,0,True,5,32,active,10,,,2020-08-05 18:14:35,2020
28,33,2020-08-05 17:31:29+00:00,0,False,True,0,True,0,True,16,33,active,11,,,2020-08-05 18:14:35,2020
29,35,2020-08-05 18:05:31+00:00,0,False,True,0,True,0,True,8,35,active,15,,,2020-08-05 18:14:35,2020
30,36,2020-08-05 18:03:26+00:00,0,True,True,0,True,0,True,10,36,active,23,,,2020-08-05 18:14:35,2020
31,37,2020-08-05 16:14:17+00:00,0,True,True,0,True,0,True,5,37,active,10,,,2020-08-05 18:14:35,2020
32,39,2020-08-05 18:10:02+00:00,0,False,True,0,True,0,True,11,39,active,12,,,2020-08-05 18:14:35,2020
33,40,2020-08-05 17:57:22+00:00,0,False,True,1,True,0,True,16,40,active,2,,,2020-08-05 18:14:35,2020
34,41,2020-08-05 17:20:37+00:00,0,True,True,0,True,0,True,22,41,active,5,,,2020-08-05 18:14:35,2020
35,42,2020-08-05 18:03:36+00:00,0,False,True,1,True,0,True,14,42,active,8,,,2020-08-05 18:14:35,2020
36,43,2020-08-05 18:03:51+00:00,0,True,True,0,True,0,True,4,43,active,11,,,2020-08-05 18:14:35,2020
37,44,2020-08-05 17:33:25+00:00,0,False,True,0,True,0,True,11,44,active,12,,,2020-08-05 18:14:35,2020
38,46,2020-08-05 18:14:25+00:00,0,False,True,0,True,0,True,15,46,active,4,,,2020-08-05 18:14:35,2020
39,47,2020-08-05 18:14:07+00:00,0,True,True,0,True,0,True,19,47,active,0,,,2020-08-05 18:14:35,2020
40,48,2020-08-05 18:07:13+00:00,0,False,True,0,True,0,True,6,48,active,13,,,2020-08-05 18:14:35,2020
41,49,2020-08-05 18:04:52+00:00,0,False,True,1,True,0,True,1,49,active,16,,,2020-08-05 18:14:35,2020
42,50,2020-08-05 17:40:54+00:00,0,True,True,1,True,0,True,1,50,active,13,,,2020-08-05 18:14:35,2020
43,51,2020-08-05 17:54:13+00:00,0,False,True,0,True,0,True,11,51,active,4,,,2020-08-05 18:14:35,2020
44,52,2020-08-05 17:58:33+00:00,0,True,True,0,True,0,True,21,52,active,2,,,2020-08-05 18:14:35,2020
45,53,2020-08-05 17:59:22+00:00,0,False,True,0,True,0,True,15,53,active,4,,,2020-08-05 18:14:35,2020
46,54,2020-08-05 18:10:39+00:00,0,False,True,0,True,0,True,3,54,active,12,,,2020-08-05 18:14:35,2020
47,55,2020-08-05 18:09:38+00:00,0,False,True,1,True,0,True,2,55,active,12,,,2020-08-05 18:14:35,2020
48,56,2020-08-05 17:20:11+00:00,0,True,True,0,True,0,True,14,56,active,4,,,2020-08-05 18:14:35,2020
49,57,2020-08-05 18:08:20+00:00,0,True,True,1,True,0,True,13,57,active,0,,,2020-08-05 18:14:35,2020
50,58,2020-08-05 18:12:18+00:00,0,True,True,0,True,0,True,15,58,active,4,,,2020-08-05 18:14:35,2020
51,59,2020-08-05 15:59:17+00:00,0,True,True,0,True,0,True,10,59,active,9,,,2020-08-05 18:14:35,2020
52,60,2020-08-05 18:14:21+00:00,0,False,True,0,True,0,True,15,60,active,4,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 40, 'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'off_dock_count': 33, 'valet_revision': 67}",2020-08-05 18:14:35,2020
53,61,2020-08-05 18:04:34+00:00,0,False,True,1,True,0,True,4,61,active,14,,,2020-08-05 18:14:35,2020
54,63,2020-08-05 18:02:55+00:00,0,False,True,0,True,0,True,14,63,active,1,,,2020-08-05 18:14:35,2020
55,64,2020-08-05 18:00:56+00:00,0,False,True,0,True,0,True,14,64,active,5,,,2020-08-05 18:14:35,2020
56,65,2020-08-05 16:53:26+00:00,0,False,True,1,True,0,True,18,65,active,4,,,2020-08-05 18:14:35,2020
57,66,2020-08-05 18:06:03+00:00,0,False,True,0,True,0,True,14,66,active,1,,,2020-08-05 18:14:35,2020
58,67,2020-08-05 17:56:47+00:00,0,True,True,0,True,0,True,16,67,active,11,,,2020-08-05 18:14:35,2020
59,68,2020-08-05 18:13:05+00:00,0,True,True,0,True,0,True,10,68,active,9,,,2020-08-05 18:14:35,2020
60,69,2020-08-05 18:05:38+00:00,0,True,True,0,True,0,True,9,69,active,10,,,2020-08-05 18:14:35,2020
61,70,2020-08-05 17:48:34+00:00,0,False,True,0,True,0,True,4,70,active,19,,,2020-08-05 18:14:35,2020
62,71,2020-08-05 18:10:37+00:00,0,False,True,0,True,0,True,9,71,active,14,,,2020-08-05 18:14:35,2020
63,72,2020-08-05 17:43:24+00:00,0,False,True,0,True,0,True,16,72,active,7,,,2020-08-05 18:14:35,2020
64,73,2020-08-05 18:13:08+00:00,0,False,True,0,True,0,True,13,73,active,2,,,2020-08-05 18:14:35,2020
65,74,2020-08-05 18:10:28+00:00,0,True,True,0,True,0,True,10,74,active,9,,,2020-08-05 18:14:35,2020
66,75,2020-08-05 18:12:49+00:00,0,False,True,0,True,0,True,13,75,active,2,,,2020-08-05 18:14:35,2020
67,76,2020-08-05 18:12:34+00:00,0,False,True,0,True,0,True,9,76,active,8,,,2020-08-05 18:14:35,2020
68,77,2020-08-05 16:07:44+00:00,0,False,True,0,True,0,True,15,77,active,0,,,2020-08-05 18:14:35,2020
69,78,2020-08-05 17:42:38+00:00,0,False,True,0,True,0,True,10,78,active,9,,,2020-08-05 18:14:35,2020
70,79,2020-08-05 17:56:26+00:00,0,False,True,0,True,0,True,14,79,active,5,,,2020-08-05 18:14:35,2020
71,80,2020-08-05 18:12:27+00:00,0,False,True,0,True,0,True,7,80,active,28,,,2020-08-05 18:14:35,2020
72,81,2020-08-05 18:14:26+00:00,0,False,True,0,True,0,True,13,81,active,6,,,2020-08-05 18:14:35,2020
73,82,2020-08-05 17:55:56+00:00,0,False,True,1,True,0,True,9,82,active,5,,,2020-08-05 18:14:35,2020
74,84,2020-08-05 18:03:31+00:00,0,False,True,0,True,0,True,6,84,active,9,,,2020-08-05 18:14:35,2020
75,85,2020-08-05 17:55:26+00:00,0,False,True,0,True,0,True,0,85,active,19,,,2020-08-05 18:14:35,2020
76,86,2020-08-05 17:25:17+00:00,0,False,True,0,True,0,True,19,86,active,0,,,2020-08-05 18:14:35,2020
77,87,2020-08-05 18:13:28+00:00,0,False,True,0,True,0,True,14,87,active,1,,,2020-08-05 18:14:35,2020
78,89,2020-08-05 17:47:15+00:00,0,False,True,0,True,0,True,5,89,active,14,,,2020-08-05 18:14:35,2020
79,90,2020-08-05 17:55:40+00:00,0,False,True,0,True,0,True,9,90,active,10,,,2020-08-05 18:14:35,2020
80,91,2020-08-05 18:07:15+00:00,0,False,True,1,True,0,True,7,91,active,11,,,2020-08-05 18:14:35,2020
81,92,2020-08-05 17:42:06+00:00,0,False,True,1,True,0,True,6,92,active,12,,,2020-08-05 18:14:35,2020
82,93,2020-08-05 16:31:52+00:00,0,False,True,1,True,0,True,11,93,active,3,,,2020-08-05 18:14:35,2020
83,94,2020-08-05 17:24:20+00:00,0,False,True,0,True,0,True,10,94,active,1,,,2020-08-05 18:14:35,2020
84,95,2020-08-05 18:08:42+00:00,0,False,True,0,True,0,True,11,95,active,4,,,2020-08-05 18:14:35,2020
85,96,2020-08-05 18:08:27+00:00,0,False,True,0,True,0,True,13,96,active,6,,,2020-08-05 18:14:35,2020
86,97,2020-08-05 18:13:26+00:00,0,False,True,0,True,0,True,10,97,active,9,,,2020-08-05 18:14:35,2020
87,98,2020-08-05 17:55:56+00:00,0,False,True,1,True,0,True,18,98,active,4,,,2020-08-05 18:14:35,2020
88,99,2020-08-05 17:52:52+00:00,0,False,True,0,True,0,True,5,99,active,10,,,2020-08-05 18:14:35,2020
89,100,2020-08-05 17:38:16+00:00,0,True,True,1,True,0,True,8,100,active,16,,,2020-08-05 18:14:35,2020
90,101,2020-08-05 17:08:35+00:00,0,False,True,0,True,0,True,1,101,active,14,,,2020-08-05 18:14:35,2020
91,102,2020-08-05 17:54:32+00:00,0,False,True,0,True,0,True,3,102,active,12,,,2020-08-05 18:14:35,2020
92,103,2020-08-05 17:22:40+00:00,0,False,True,0,True,0,True,12,103,active,3,,,2020-08-05 18:14:35,2020
93,104,2020-08-05 16:45:57+00:00,0,False,True,0,True,0,True,18,104,active,1,,,2020-08-05 18:14:35,2020
94,105,2020-08-05 17:39:56+00:00,0,False,True,1,True,0,True,15,105,active,3,,,2020-08-05 18:14:35,2020
95,106,2020-08-05 17:18:29+00:00,0,False,True,0,True,0,True,13,106,active,2,,,2020-08-05 18:14:35,2020
96,107,2020-08-05 18:09:20+00:00,0,False,True,0,True,0,True,10,107,active,9,,,2020-08-05 18:14:35,2020
97,108,2020-08-05 17:03:04+00:00,0,False,True,1,True,0,True,9,108,active,7,,,2020-08-05 18:14:35,2020
98,109,2020-08-05 18:13:43+00:00,0,False,True,1,True,0,True,22,109,active,12,,,2020-08-05 18:14:35,2020
99,110,2020-08-05 17:54:10+00:00,0,False,True,0,True,0,True,14,110,active,1,,,2020-08-05 18:14:35,2020
100,111,2020-08-05 17:40:27+00:00,0,False,True,0,True,0,True,10,111,active,5,,,2020-08-05 18:14:35,2020
101,112,2020-08-05 17:20:13+00:00,0,False,True,0,True,0,True,8,112,active,7,,,2020-08-05 18:14:35,2020
102,113,2020-08-05 17:41:48+00:00,0,False,True,1,True,0,True,1,113,active,13,,,2020-08-05 18:14:35,2020
103,114,2020-08-05 17:12:17+00:00,0,False,True,0,True,0,True,5,114,active,10,,,2020-08-05 18:14:35,2020
104,115,2020-08-05 17:42:03+00:00,0,False,True,1,True,0,True,1,115,active,17,,,2020-08-05 18:14:35,2020
105,116,2020-08-05 18:11:22+00:00,0,False,True,0,True,0,True,18,116,active,5,,,2020-08-05 18:14:35,2020
106,117,2020-08-05 18:10:55+00:00,0,False,True,0,True,0,True,9,117,active,10,,,2020-08-05 18:14:35,2020
107,118,2020-08-05 18:05:28+00:00,0,False,True,0,True,0,True,4,118,active,15,,,2020-08-05 18:14:35,2020
108,119,2020-08-05 18:07:50+00:00,0,False,True,0,True,0,True,8,119,active,7,,,2020-08-05 18:14:35,2020
109,120,2020-08-05 18:03:01+00:00,0,False,True,2,True,0,True,8,120,active,5,,,2020-08-05 18:14:35,2020
110,121,2020-08-05 17:50:19+00:00,0,False,True,0,True,0,True,11,121,active,6,,,2020-08-05 18:14:35,2020
111,122,2020-08-05 17:56:42+00:00,0,False,True,0,True,0,True,11,122,active,4,,,2020-08-05 18:14:35,2020
112,124,2020-08-05 17:56:46+00:00,0,False,True,0,True,0,True,15,124,active,0,,,2020-08-05 18:14:35,2020
113,125,2020-08-05 17:50:00+00:00,0,False,True,1,True,0,True,7,125,active,7,,,2020-08-05 18:14:35,2020
114,126,2020-08-05 15:17:19+00:00,0,False,True,0,True,0,True,12,126,active,3,,,2020-08-05 18:14:35,2020
115,128,2020-08-05 16:44:38+00:00,0,False,True,0,True,0,True,9,128,active,10,,,2020-08-05 18:14:35,2020
116,129,2020-08-05 17:56:47+00:00,0,False,True,0,True,0,True,5,129,active,14,,,2020-08-05 18:14:35,2020
117,130,2020-08-05 15:41:32+00:00,0,False,True,0,True,0,True,4,130,active,11,,,2020-08-05 18:14:35,2020
118,131,2020-08-05 17:48:28+00:00,0,False,True,0,True,0,True,6,131,active,12,,,2020-08-05 18:14:35,2020
119,133,2020-08-05 17:33:01+00:00,0,False,True,1,True,0,True,13,133,active,9,,,2020-08-05 18:14:35,2020
120,135,2020-08-05 17:25:30+00:00,0,False,True,0,True,0,True,4,135,active,13,,,2020-08-05 18:14:35,2020
121,136,2020-08-05 17:58:48+00:00,0,False,True,1,True,0,True,7,136,active,11,,,2020-08-05 18:14:35,2020
