,eightd_has_available_keys,num_bikes_available,station_status,last_reported,num_docks_disabled,is_renting,is_returning,legacy_id,num_bikes_disabled,station_id,num_docks_available,is_installed,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,False,5,active,2020-08-10 20:00:35+00:00,0,True,True,3,0,3,10,True,0,,,2020-08-10 20:15:10,2020
1,False,4,active,2020-08-10 20:03:26+00:00,0,True,True,4,0,4,15,True,0,,,2020-08-10 20:15:10,2020
2,False,0,active,2020-08-10 19:41:39+00:00,0,True,True,5,0,5,15,True,0,,,2020-08-10 20:15:10,2020
3,False,7,active,2020-08-10 20:14:06+00:00,0,True,True,6,1,6,7,True,0,,,2020-08-10 20:15:10,2020
4,False,5,active,2020-08-10 20:11:21+00:00,0,True,True,7,0,7,10,True,0,,,2020-08-10 20:15:10,2020
5,False,8,active,2020-08-10 19:47:40+00:00,0,True,True,8,1,8,10,True,0,,,2020-08-10 20:15:10,2020
6,False,3,active,2020-08-10 20:09:01+00:00,0,True,True,9,0,9,12,True,0,,,2020-08-10 20:15:10,2020
7,False,3,active,2020-08-10 18:47:56+00:00,0,True,True,10,2,10,6,True,0,,,2020-08-10 20:15:10,2020
8,False,5,active,2020-08-10 20:14:15+00:00,0,True,True,11,1,11,9,True,0,,,2020-08-10 20:15:10,2020
9,True,17,active,2020-08-10 20:12:46+00:00,0,True,True,12,1,12,0,True,0,,,2020-08-10 20:15:10,2020
10,False,13,active,2020-08-10 20:14:34+00:00,0,True,True,13,0,13,6,True,0,,,2020-08-10 20:15:10,2020
11,False,12,active,2020-08-10 20:14:29+00:00,0,True,True,14,2,14,11,True,0,,,2020-08-10 20:15:10,2020
12,False,13,active,2020-08-10 20:00:38+00:00,0,True,True,15,0,15,2,True,0,,,2020-08-10 20:15:10,2020
13,True,8,active,2020-08-10 20:11:52+00:00,0,True,True,16,0,16,11,True,0,,,2020-08-10 20:15:10,2020
14,False,2,active,2020-08-10 19:07:21+00:00,0,True,True,17,0,17,13,True,0,,,2020-08-10 20:15:10,2020
15,False,4,active,2020-08-10 19:47:18+00:00,0,True,True,19,0,19,11,True,0,,,2020-08-10 20:15:10,2020
16,True,2,active,2020-08-10 20:12:47+00:00,0,True,True,20,2,20,19,True,0,,,2020-08-10 20:15:10,2020
17,True,5,active,2020-08-10 20:11:37+00:00,0,True,True,21,0,21,13,True,0,,,2020-08-10 20:15:10,2020
18,True,17,active,2020-08-10 20:14:41+00:00,0,True,True,22,2,22,28,True,0,,,2020-08-10 20:15:10,2020
19,False,10,active,2020-08-10 20:06:16+00:00,0,True,True,23,0,23,11,True,0,,,2020-08-10 20:15:10,2020
20,False,2,active,2020-08-10 20:12:10+00:00,0,True,True,24,0,24,17,True,0,,,2020-08-10 20:15:10,2020
21,False,5,active,2020-08-10 20:01:52+00:00,0,True,True,25,1,25,9,True,0,,,2020-08-10 20:15:10,2020
22,False,8,active,2020-08-10 19:22:18+00:00,0,True,True,26,0,26,7,True,0,,,2020-08-10 20:15:10,2020
23,False,11,active,2020-08-10 19:35:30+00:00,0,True,True,27,1,27,11,True,0,,,2020-08-10 20:15:10,2020
24,False,7,active,2020-08-10 18:48:09+00:00,0,True,True,29,1,29,7,True,0,,,2020-08-10 20:15:10,2020
25,False,11,active,2020-08-10 20:12:45+00:00,0,True,True,30,0,30,4,True,0,,,2020-08-10 20:15:10,2020
26,True,4,active,2020-08-10 20:01:12+00:00,0,True,True,31,1,31,14,True,0,,,2020-08-10 20:15:10,2020
27,False,6,active,2020-08-10 20:12:28+00:00,0,True,True,32,0,32,9,True,0,,,2020-08-10 20:15:10,2020
28,False,15,active,2020-08-10 20:14:25+00:00,0,True,True,33,0,33,12,True,0,,,2020-08-10 20:15:10,2020
29,False,10,active,2020-08-10 19:16:44+00:00,0,True,True,35,1,35,12,True,0,,,2020-08-10 20:15:10,2020
30,True,8,active,2020-08-10 20:13:36+00:00,0,True,True,36,0,36,25,True,0,,,2020-08-10 20:15:10,2020
31,True,1,active,2020-08-10 17:32:54+00:00,0,True,True,37,0,37,14,True,0,,,2020-08-10 20:15:10,2020
32,False,15,active,2020-08-10 20:14:25+00:00,0,True,True,39,0,39,8,True,0,,,2020-08-10 20:15:10,2020
33,False,9,active,2020-08-10 20:04:14+00:00,0,True,True,40,0,40,10,True,0,,,2020-08-10 20:15:10,2020
34,True,9,active,2020-08-10 20:11:06+00:00,0,True,True,41,3,41,15,True,0,,,2020-08-10 20:15:10,2020
35,False,16,active,2020-08-10 20:11:09+00:00,0,True,True,42,5,42,2,True,0,,,2020-08-10 20:15:10,2020
36,True,6,active,2020-08-10 19:58:32+00:00,0,True,True,43,0,43,9,True,0,,,2020-08-10 20:15:10,2020
37,False,1,active,2020-08-10 19:40:52+00:00,0,True,True,44,1,44,21,True,0,,,2020-08-10 20:15:10,2020
38,False,6,active,2020-08-10 20:09:22+00:00,0,True,True,46,2,46,11,True,0,,,2020-08-10 20:15:10,2020
39,True,3,active,2020-08-10 20:10:37+00:00,0,True,True,47,1,47,15,True,0,,,2020-08-10 20:15:10,2020
40,False,13,active,2020-08-10 19:45:58+00:00,0,True,True,48,0,48,6,True,0,,,2020-08-10 20:15:10,2020
41,False,8,active,2020-08-10 19:51:17+00:00,0,True,True,49,0,49,10,True,0,,,2020-08-10 20:15:10,2020
42,True,10,active,2020-08-10 20:11:36+00:00,0,True,True,50,0,50,5,True,0,,,2020-08-10 20:15:10,2020
43,False,4,active,2020-08-10 20:13:37+00:00,0,True,True,51,0,51,11,True,0,,,2020-08-10 20:15:10,2020
44,True,10,active,2020-08-10 20:08:01+00:00,0,True,True,52,1,52,12,True,0,,,2020-08-10 20:15:10,2020
45,False,15,active,2020-08-10 20:05:17+00:00,0,True,True,53,1,53,3,True,0,,,2020-08-10 20:15:10,2020
46,False,6,active,2020-08-10 20:14:11+00:00,0,True,True,54,0,54,9,True,0,,,2020-08-10 20:15:10,2020
47,False,6,active,2020-08-10 20:13:38+00:00,0,True,True,55,1,55,8,True,0,,,2020-08-10 20:15:10,2020
48,True,4,active,2020-08-10 20:02:20+00:00,0,True,True,56,1,56,13,True,0,,,2020-08-10 20:15:10,2020
49,True,7,active,2020-08-10 20:08:07+00:00,0,True,True,57,0,57,7,True,0,,,2020-08-10 20:15:10,2020
50,True,6,active,2020-08-10 20:06:14+00:00,0,True,True,58,4,58,9,True,0,,,2020-08-10 20:15:10,2020
51,True,8,active,2020-08-10 19:46:24+00:00,0,True,True,59,0,59,11,True,0,,,2020-08-10 20:15:10,2020
52,False,4,active,2020-08-10 20:12:42+00:00,0,True,True,60,0,60,15,True,0,"{'off_dock_capacity': 40, 'dock_blocked_count': 0, 'region': 'BOS', 'active': True, 'valet_revision': 71, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 38}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-08-10 20:15:10,2020
53,False,17,active,2020-08-10 20:06:26+00:00,0,True,True,61,1,61,1,True,0,,,2020-08-10 20:15:10,2020
54,False,2,active,2020-08-10 17:35:03+00:00,0,True,True,63,2,63,11,True,0,,,2020-08-10 20:15:10,2020
55,False,4,active,2020-08-10 20:13:34+00:00,0,True,True,64,0,64,15,True,0,,,2020-08-10 20:15:10,2020
56,False,5,active,2020-08-10 18:32:13+00:00,0,True,True,65,0,65,18,True,0,,,2020-08-10 20:15:10,2020
57,False,1,active,2020-08-10 20:07:00+00:00,0,True,True,66,0,66,14,True,0,,,2020-08-10 20:15:10,2020
58,True,17,active,2020-08-10 20:04:25+00:00,0,True,True,67,2,67,8,True,0,,,2020-08-10 20:15:10,2020
59,True,10,active,2020-08-10 20:13:38+00:00,0,True,True,68,0,68,9,True,0,,,2020-08-10 20:15:10,2020
60,True,2,active,2020-08-10 20:12:04+00:00,0,True,True,69,0,69,17,True,0,,,2020-08-10 20:15:10,2020
61,False,19,active,2020-08-10 19:50:41+00:00,0,True,True,70,0,70,4,True,0,,,2020-08-10 20:15:10,2020
62,False,19,active,2020-08-10 20:12:35+00:00,0,True,True,71,0,71,4,True,0,,,2020-08-10 20:15:10,2020
63,False,13,active,2020-08-10 18:27:50+00:00,0,True,True,72,0,72,10,True,0,,,2020-08-10 20:15:10,2020
64,False,13,active,2020-08-10 20:07:11+00:00,0,True,True,73,0,73,2,True,0,,,2020-08-10 20:15:10,2020
65,True,13,active,2020-08-10 19:58:59+00:00,0,True,True,74,1,74,5,True,0,,,2020-08-10 20:15:10,2020
66,False,1,active,2020-08-10 20:09:14+00:00,0,True,True,75,0,75,14,True,0,,,2020-08-10 20:15:10,2020
67,False,0,active,2020-08-10 20:01:38+00:00,0,True,True,76,0,76,17,True,0,,,2020-08-10 20:15:10,2020
68,False,4,active,2020-08-10 19:48:22+00:00,0,True,True,77,1,77,10,True,0,,,2020-08-10 20:15:10,2020
