,is_renting,num_bikes_disabled,num_docks_disabled,station_id,is_installed,num_bikes_available,legacy_id,last_reported,num_docks_available,is_returning,station_status,num_ebikes_available,eightd_has_available_keys,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,0,3,True,14,3,2020-08-08 18:29:01+00:00,1,True,active,0,False,,,2020-08-08 19:13:00,2020
1,True,0,0,4,True,5,4,2020-08-08 19:12:26+00:00,14,True,active,0,False,,,2020-08-08 19:13:00,2020
2,True,0,0,5,True,0,5,2020-08-08 18:52:17+00:00,15,True,active,0,False,,,2020-08-08 19:13:00,2020
3,True,1,0,6,True,2,6,2020-08-08 19:12:45+00:00,12,True,active,0,False,,,2020-08-08 19:13:00,2020
4,True,0,0,7,True,5,7,2020-08-08 19:04:24+00:00,10,True,active,0,False,,,2020-08-08 19:13:00,2020
5,True,0,0,8,True,1,8,2020-08-08 19:03:53+00:00,18,True,active,0,False,,,2020-08-08 19:13:00,2020
6,True,1,0,9,True,0,9,2020-08-08 19:01:05+00:00,14,True,active,0,False,,,2020-08-08 19:13:00,2020
7,True,1,0,10,True,1,10,2020-08-08 19:04:04+00:00,9,True,active,0,False,,,2020-08-08 19:13:00,2020
8,True,1,0,11,True,5,11,2020-08-08 19:07:02+00:00,9,True,active,0,False,,,2020-08-08 19:13:00,2020
9,True,0,0,12,True,2,12,2020-08-08 19:11:45+00:00,16,True,active,0,True,,,2020-08-08 19:13:00,2020
10,True,0,0,13,True,8,13,2020-08-08 18:45:35+00:00,11,True,active,0,False,,,2020-08-08 19:13:00,2020
11,True,0,0,14,True,21,14,2020-08-08 19:02:17+00:00,4,True,active,0,False,,,2020-08-08 19:13:00,2020
12,True,0,0,15,True,10,15,2020-08-08 18:40:20+00:00,5,True,active,0,False,,,2020-08-08 19:13:00,2020
13,True,0,0,16,True,15,16,2020-08-08 18:53:43+00:00,4,True,active,0,True,,,2020-08-08 19:13:00,2020
14,True,1,0,17,True,1,17,2020-08-08 19:05:56+00:00,13,True,active,0,False,,,2020-08-08 19:13:00,2020
15,True,0,0,19,True,4,19,2020-08-08 19:07:29+00:00,11,True,active,0,False,,,2020-08-08 19:13:00,2020
16,True,0,0,20,True,9,20,2020-08-08 19:12:06+00:00,14,True,active,0,True,,,2020-08-08 19:13:00,2020
17,True,1,0,21,True,6,21,2020-08-08 19:10:19+00:00,11,True,active,0,True,,,2020-08-08 19:13:00,2020
18,True,0,0,22,True,16,22,2020-08-08 19:12:19+00:00,31,True,active,0,True,,,2020-08-08 19:13:00,2020
19,True,0,0,23,True,4,23,2020-08-08 19:12:47+00:00,17,True,active,0,False,,,2020-08-08 19:13:00,2020
20,True,0,0,24,True,10,24,2020-08-08 19:09:54+00:00,9,True,active,0,False,,,2020-08-08 19:13:00,2020
21,True,0,0,25,True,8,25,2020-08-08 19:09:38+00:00,7,True,active,0,False,,,2020-08-08 19:13:00,2020
22,True,0,0,26,True,5,26,2020-08-08 18:50:04+00:00,10,True,active,0,False,,,2020-08-08 19:13:00,2020
23,True,0,0,27,True,1,27,2020-08-08 19:07:04+00:00,22,True,active,0,False,,,2020-08-08 19:13:00,2020
24,True,2,0,29,True,1,29,2020-08-08 18:39:24+00:00,12,True,active,0,False,,,2020-08-08 19:13:00,2020
25,True,0,0,30,True,5,30,2020-08-08 19:09:11+00:00,10,True,active,0,False,,,2020-08-08 19:13:00,2020
26,True,0,0,31,True,18,31,2020-08-08 18:55:20+00:00,1,True,active,0,False,,,2020-08-08 19:13:00,2020
27,True,2,0,32,True,9,32,2020-08-08 19:11:40+00:00,4,True,active,0,False,,,2020-08-08 19:13:00,2020
28,True,1,0,33,True,10,33,2020-08-08 19:08:40+00:00,16,True,active,0,False,,,2020-08-08 19:13:00,2020
29,True,0,0,35,True,0,35,2020-08-08 19:10:22+00:00,23,True,active,0,False,,,2020-08-08 19:13:00,2020
