,eightd_has_available_keys,num_bikes_available,station_status,last_reported,num_docks_disabled,is_renting,is_returning,legacy_id,num_bikes_disabled,station_id,num_docks_available,is_installed,num_ebikes_available,timestamp_of_data_read_request,year_station_last_reported
0,False,2,active,2020-08-09 23:18:46+00:00,0,True,True,3,1,3,12,True,0,2020-08-09 23:18:55,2020
1,False,6,active,2020-08-09 22:57:18+00:00,0,True,True,4,0,4,13,True,0,2020-08-09 23:18:55,2020
2,False,2,active,2020-08-09 23:15:19+00:00,0,True,True,5,1,5,12,True,0,2020-08-09 23:18:55,2020
3,False,12,active,2020-08-09 23:10:03+00:00,0,True,True,6,3,6,0,True,0,2020-08-09 23:18:55,2020
4,False,2,active,2020-08-09 23:16:46+00:00,0,True,True,7,0,7,13,True,0,2020-08-09 23:18:55,2020
5,False,8,active,2020-08-09 23:16:45+00:00,0,True,True,8,1,8,10,True,0,2020-08-09 23:18:55,2020
6,False,0,active,2020-08-09 22:44:42+00:00,0,True,True,9,2,9,13,True,0,2020-08-09 23:18:55,2020
7,False,5,active,2020-08-09 23:13:31+00:00,0,True,True,10,1,10,5,True,0,2020-08-09 23:18:55,2020
8,False,2,active,2020-08-09 23:02:07+00:00,0,True,True,11,2,11,11,True,0,2020-08-09 23:18:55,2020
9,True,11,active,2020-08-09 23:13:32+00:00,0,True,True,12,0,12,7,True,0,2020-08-09 23:18:55,2020
10,False,4,active,2020-08-09 23:04:14+00:00,0,True,True,13,0,13,15,True,0,2020-08-09 23:18:55,2020
11,False,18,active,2020-08-09 22:41:11+00:00,0,True,True,14,2,14,5,True,0,2020-08-09 23:18:55,2020
12,False,14,active,2020-08-09 23:14:46+00:00,0,True,True,15,1,15,0,True,0,2020-08-09 23:18:55,2020
13,True,3,active,2020-08-09 22:59:51+00:00,0,True,True,16,0,16,16,True,0,2020-08-09 23:18:55,2020
14,False,3,active,2020-08-09 22:32:30+00:00,0,True,True,17,0,17,12,True,0,2020-08-09 23:18:55,2020
15,False,8,active,2020-08-09 23:18:08+00:00,0,True,True,19,0,19,7,True,0,2020-08-09 23:18:55,2020
16,False,1,active,2020-08-09 23:04:18+00:00,0,True,True,20,1,20,21,True,0,2020-08-09 23:18:55,2020
17,True,6,active,2020-08-09 23:17:09+00:00,0,True,True,21,0,21,12,True,0,2020-08-09 23:18:55,2020
18,True,16,active,2020-08-09 23:03:26+00:00,0,True,True,22,0,22,31,True,0,2020-08-09 23:18:55,2020
19,False,4,active,2020-08-09 23:16:08+00:00,0,True,True,23,0,23,17,True,0,2020-08-09 23:18:55,2020
20,False,8,active,2020-08-09 23:14:52+00:00,0,True,True,24,0,24,11,True,0,2020-08-09 23:18:55,2020
21,False,4,active,2020-08-09 23:03:42+00:00,0,True,True,25,1,25,10,True,0,2020-08-09 23:18:55,2020
22,False,11,active,2020-08-09 22:20:32+00:00,0,True,True,26,2,26,2,True,0,2020-08-09 23:18:55,2020
23,False,7,active,2020-08-09 23:16:51+00:00,0,True,True,27,1,27,15,True,0,2020-08-09 23:18:55,2020
24,False,7,active,2020-08-09 22:22:53+00:00,0,True,True,29,1,29,7,True,0,2020-08-09 23:18:55,2020
25,False,1,active,2020-08-09 23:18:44+00:00,0,True,True,30,0,30,14,True,0,2020-08-09 23:18:55,2020
26,True,3,active,2020-08-09 23:09:05+00:00,0,True,True,31,0,31,16,True,0,2020-08-09 23:18:55,2020
27,False,3,active,2020-08-09 23:18:48+00:00,0,True,True,32,2,32,10,True,0,2020-08-09 23:18:55,2020
28,False,17,active,2020-08-09 23:17:57+00:00,0,True,True,33,1,33,9,True,0,2020-08-09 23:18:55,2020
29,False,13,active,2020-08-09 20:34:03+00:00,0,True,True,35,0,35,10,True,0,2020-08-09 23:18:55,2020
30,True,9,active,2020-08-09 23:18:45+00:00,0,True,True,36,0,36,24,True,0,2020-08-09 23:18:55,2020
31,True,0,active,2020-08-09 23:12:12+00:00,0,True,True,37,0,37,15,True,0,2020-08-09 23:18:55,2020
32,False,2,active,2020-08-09 23:03:05+00:00,0,True,True,39,0,39,21,True,0,2020-08-09 23:18:55,2020
33,False,1,active,2020-08-09 23:11:42+00:00,0,True,True,40,4,40,14,True,0,2020-08-09 23:18:55,2020
34,True,1,active,2020-08-09 23:14:42+00:00,0,True,True,41,1,41,25,True,0,2020-08-09 23:18:55,2020
35,False,17,active,2020-08-09 23:17:37+00:00,0,True,True,42,0,42,6,True,0,2020-08-09 23:18:55,2020
