,is_returning,num_docks_available,is_renting,station_id,num_bikes_available,num_docks_disabled,eightd_has_available_keys,legacy_id,is_installed,station_status,num_bikes_disabled,num_ebikes_available,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
208,True,11,True,260,4,0,False,260,True,active,0,0,2020-08-18 20:07:20+00:00,,,2020-08-18 21:06:55,2020
209,True,5,True,271,10,0,False,271,True,active,0,0,2020-08-18 19:27:34+00:00,,,2020-08-18 21:06:55,2020
210,True,8,True,272,11,0,False,272,True,active,0,0,2020-08-18 20:13:15+00:00,,,2020-08-18 21:06:55,2020
211,True,17,True,273,23,0,False,273,True,active,0,0,2020-08-18 20:40:08+00:00,,,2020-08-18 21:06:55,2020
212,True,1,True,279,18,0,False,279,True,active,0,0,2020-08-18 20:29:18+00:00,,,2020-08-18 21:06:55,2020
213,True,7,True,280,12,0,False,280,True,active,0,0,2020-08-18 21:05:11+00:00,,,2020-08-18 21:06:55,2020
214,True,7,True,282,8,0,False,282,True,active,0,0,2020-08-18 21:02:09+00:00,,,2020-08-18 21:06:55,2020
215,True,11,True,296,11,0,False,296,True,active,1,0,2020-08-18 21:05:24+00:00,,,2020-08-18 21:06:55,2020
216,True,2,True,318,17,0,False,318,True,active,0,0,2020-08-18 21:00:52+00:00,,,2020-08-18 21:06:55,2020
217,True,21,True,319,4,0,False,319,True,active,0,0,2020-08-18 18:54:04+00:00,,,2020-08-18 21:06:55,2020
218,True,11,True,327,4,0,False,327,True,active,0,0,2020-08-18 19:51:44+00:00,,,2020-08-18 21:06:55,2020
219,True,10,True,328,5,0,False,328,True,active,0,0,2020-08-18 21:05:48+00:00,,,2020-08-18 21:06:55,2020
220,True,0,True,329,14,0,False,329,True,active,1,0,2020-08-18 19:13:49+00:00,,,2020-08-18 21:06:55,2020
221,True,10,True,330,4,0,False,330,True,active,1,0,2020-08-18 20:30:31+00:00,,,2020-08-18 21:06:55,2020
222,True,3,True,331,12,0,False,331,True,active,0,0,2020-08-18 21:05:57+00:00,,,2020-08-18 21:06:55,2020
223,True,14,True,332,0,0,False,332,True,active,1,0,2020-08-18 21:01:05+00:00,,,2020-08-18 21:06:55,2020
224,True,0,True,333,25,0,False,333,True,active,0,0,2020-08-18 19:58:30+00:00,,,2020-08-18 21:06:55,2020
225,True,2,True,334,17,0,False,334,True,active,0,0,2020-08-18 20:10:50+00:00,,,2020-08-18 21:06:55,2020
226,True,12,True,335,7,0,False,335,True,active,0,0,2020-08-18 21:05:56+00:00,,,2020-08-18 21:06:55,2020
227,True,11,True,336,4,0,False,336,True,active,0,0,2020-08-18 08:33:19+00:00,,,2020-08-18 21:06:55,2020
228,True,2,True,337,13,0,False,337,True,active,0,0,2020-08-18 16:03:33+00:00,,,2020-08-18 21:06:55,2020
229,True,13,True,338,2,0,False,338,True,active,0,0,2020-08-18 21:05:27+00:00,,,2020-08-18 21:06:55,2020
230,True,8,True,339,7,0,False,339,True,active,0,0,2020-08-18 15:42:46+00:00,,,2020-08-18 21:06:55,2020
231,True,1,True,340,18,0,False,340,True,active,0,0,2020-08-18 19:23:25+00:00,,,2020-08-18 21:06:55,2020
232,True,3,True,341,12,0,True,341,True,active,0,0,2020-08-18 08:32:50+00:00,,,2020-08-18 21:06:55,2020
233,True,12,True,342,3,0,False,342,True,active,0,0,2020-08-18 21:01:17+00:00,,,2020-08-18 21:06:55,2020
234,True,11,True,343,3,0,False,343,True,active,1,0,2020-08-18 11:13:56+00:00,,,2020-08-18 21:06:55,2020
235,True,9,True,344,10,0,False,344,True,active,0,0,2020-08-18 20:03:19+00:00,,,2020-08-18 21:06:55,2020
236,True,9,True,345,9,0,False,345,True,active,1,0,2020-08-18 21:05:04+00:00,,,2020-08-18 21:06:55,2020
237,True,9,True,346,6,0,False,346,True,active,0,0,2020-08-18 21:01:27+00:00,,,2020-08-18 21:06:55,2020
238,True,10,True,347,5,0,False,347,True,active,0,0,2020-08-18 20:18:31+00:00,,,2020-08-18 21:06:55,2020
239,True,13,True,348,2,0,False,348,True,active,0,0,2020-08-18 20:34:40+00:00,,,2020-08-18 21:06:55,2020
240,True,12,True,349,5,0,False,349,True,active,0,0,2020-08-18 08:32:49+00:00,,,2020-08-18 21:06:55,2020
241,True,3,True,350,14,0,False,350,True,active,0,0,2020-08-18 20:31:33+00:00,,,2020-08-18 21:06:55,2020
242,True,5,True,351,10,0,False,351,True,active,0,0,2020-08-18 17:40:09+00:00,,,2020-08-18 21:06:55,2020
243,True,13,True,352,2,0,False,352,True,active,0,0,2020-08-18 20:55:51+00:00,,,2020-08-18 21:06:55,2020
244,True,6,True,353,9,0,True,353,True,active,0,0,2020-08-18 08:34:23+00:00,,,2020-08-18 21:06:55,2020
245,True,13,True,354,2,0,False,354,True,active,0,0,2020-08-18 20:51:12+00:00,,,2020-08-18 21:06:55,2020
246,True,1,True,355,16,0,False,355,True,active,0,0,2020-08-18 18:55:26+00:00,,,2020-08-18 21:06:55,2020
247,True,12,True,356,11,0,False,356,True,active,0,0,2020-08-18 21:05:18+00:00,,,2020-08-18 21:06:55,2020
248,True,7,True,357,8,0,False,357,True,active,0,0,2020-08-18 20:41:14+00:00,,,2020-08-18 21:06:55,2020
249,True,1,True,358,18,0,False,358,True,active,0,0,2020-08-18 20:56:55+00:00,,,2020-08-18 21:06:55,2020
250,True,12,True,359,1,0,False,359,True,active,2,0,2020-08-18 21:05:55+00:00,,,2020-08-18 21:06:55,2020
251,True,11,True,360,4,0,False,360,True,active,0,0,2020-08-18 20:59:01+00:00,,,2020-08-18 21:06:55,2020
252,True,11,True,361,8,0,False,361,True,active,0,0,2020-08-18 20:28:09+00:00,,,2020-08-18 21:06:55,2020
253,True,5,True,362,14,0,False,362,True,active,0,0,2020-08-18 21:06:18+00:00,,,2020-08-18 21:06:55,2020
254,True,16,True,363,3,0,False,363,True,active,0,0,2020-08-18 21:03:06+00:00,,,2020-08-18 21:06:55,2020
255,True,12,True,364,6,0,False,364,True,active,1,0,2020-08-18 20:50:29+00:00,,,2020-08-18 21:06:55,2020
256,True,11,True,365,8,0,False,365,True,active,0,0,2020-08-18 20:50:33+00:00,,,2020-08-18 21:06:55,2020
257,True,7,True,366,8,0,False,366,True,active,0,0,2020-08-18 20:59:23+00:00,,,2020-08-18 21:06:55,2020
258,True,2,True,367,17,0,False,367,True,active,0,0,2020-08-18 20:42:44+00:00,,,2020-08-18 21:06:55,2020
259,True,12,True,368,3,0,False,368,True,active,0,0,2020-08-18 20:07:08+00:00,,,2020-08-18 21:06:55,2020
260,True,12,True,369,3,0,False,369,True,active,0,0,2020-08-18 21:05:15+00:00,,,2020-08-18 21:06:55,2020
261,True,19,True,370,0,0,False,370,True,active,0,0,2020-08-18 20:56:45+00:00,,,2020-08-18 21:06:55,2020
262,True,14,True,371,5,0,False,371,True,active,0,0,2020-08-18 20:52:36+00:00,,,2020-08-18 21:06:55,2020
263,True,8,True,372,10,0,False,372,True,active,1,0,2020-08-18 20:39:33+00:00,,,2020-08-18 21:06:55,2020
264,True,7,True,373,8,0,False,373,True,active,0,0,2020-08-18 13:27:24+00:00,,,2020-08-18 21:06:55,2020
265,True,1,True,374,17,0,False,374,True,active,1,0,2020-08-18 21:02:29+00:00,,,2020-08-18 21:06:55,2020
266,True,5,True,376,10,0,False,376,True,active,0,0,2020-08-18 21:02:13+00:00,,,2020-08-18 21:06:55,2020
267,True,13,True,377,6,0,False,377,True,active,0,0,2020-08-18 21:05:18+00:00,,,2020-08-18 21:06:55,2020
268,True,18,True,378,1,0,False,378,True,active,0,0,2020-08-18 20:27:01+00:00,,,2020-08-18 21:06:55,2020
269,True,11,True,379,3,0,False,379,True,active,1,0,2020-08-18 20:50:04+00:00,,,2020-08-18 21:06:55,2020
270,True,11,True,380,6,0,False,380,True,active,1,0,2020-08-18 21:03:10+00:00,,,2020-08-18 21:06:55,2020
271,True,18,True,381,1,0,False,381,True,active,0,0,2020-08-18 21:06:39+00:00,,,2020-08-18 21:06:55,2020
272,True,15,True,384,4,0,True,384,True,active,0,0,2020-08-18 20:59:52+00:00,,,2020-08-18 21:06:55,2020
273,True,5,True,385,9,1,False,385,True,active,0,0,2020-08-18 20:52:47+00:00,,,2020-08-18 21:06:55,2020
274,True,18,True,386,1,0,False,386,True,active,0,0,2020-08-18 20:43:20+00:00,,,2020-08-18 21:06:55,2020
275,True,0,True,387,15,0,False,387,True,active,0,0,2020-08-18 08:53:57+00:00,,,2020-08-18 21:06:55,2020
276,True,3,True,388,8,0,False,388,True,active,0,0,2020-08-18 20:26:36+00:00,,,2020-08-18 21:06:55,2020
277,True,9,True,389,5,0,False,389,True,active,0,0,2020-08-18 20:11:12+00:00,,,2020-08-18 21:06:55,2020
278,True,7,True,390,8,0,False,390,True,active,0,0,2020-08-18 15:43:58+00:00,,,2020-08-18 21:06:55,2020
279,True,1,True,391,14,0,False,391,True,active,0,0,2020-08-18 13:31:28+00:00,,,2020-08-18 21:06:55,2020
280,True,8,True,392,7,0,False,392,True,active,0,0,2020-08-18 18:54:31+00:00,,,2020-08-18 21:06:55,2020
281,True,8,True,393,7,0,False,393,True,active,0,0,2020-08-18 10:52:53+00:00,,,2020-08-18 21:06:55,2020
282,True,13,True,394,1,0,False,394,True,active,0,0,2020-08-18 20:00:07+00:00,,,2020-08-18 21:06:55,2020
283,True,3,True,395,12,0,False,395,True,active,0,0,2020-08-18 19:35:53+00:00,,,2020-08-18 21:06:55,2020
284,True,3,True,396,12,0,False,396,True,active,0,0,2020-08-18 20:17:58+00:00,,,2020-08-18 21:06:55,2020
285,True,8,True,397,6,0,False,397,True,active,1,0,2020-08-18 20:30:21+00:00,,,2020-08-18 21:06:55,2020
286,True,8,True,398,11,0,False,398,True,active,0,0,2020-08-18 21:03:01+00:00,,,2020-08-18 21:06:55,2020
287,True,4,True,399,11,0,False,399,True,active,0,0,2020-08-18 20:47:43+00:00,,,2020-08-18 21:06:55,2020
288,True,9,True,400,18,0,False,400,True,active,0,0,2020-08-18 20:19:02+00:00,,,2020-08-18 21:06:55,2020
289,True,4,True,401,11,0,False,401,True,active,0,0,2020-08-18 20:37:22+00:00,,,2020-08-18 21:06:55,2020
290,True,10,True,402,5,0,False,402,True,active,0,0,2020-08-18 20:57:46+00:00,,,2020-08-18 21:06:55,2020
291,True,13,True,403,1,0,False,403,True,active,1,0,2020-08-18 21:04:50+00:00,,,2020-08-18 21:06:55,2020
292,True,10,True,404,6,0,False,404,True,active,0,0,2020-08-18 21:05:41+00:00,,,2020-08-18 21:06:55,2020
293,True,6,True,405,13,0,False,405,True,active,0,0,2020-08-18 19:05:59+00:00,,,2020-08-18 21:06:55,2020
294,True,2,True,406,17,0,False,406,True,active,0,0,2020-08-18 19:30:26+00:00,,,2020-08-18 21:06:55,2020
295,True,18,True,407,1,0,False,407,True,active,0,0,2020-08-18 16:50:24+00:00,,,2020-08-18 21:06:55,2020
296,True,10,True,408,5,0,False,408,True,active,0,0,2020-08-18 17:14:00+00:00,,,2020-08-18 21:06:55,2020
297,True,15,True,409,4,0,False,409,True,active,0,0,2020-08-18 21:05:39+00:00,,,2020-08-18 21:06:55,2020
298,True,13,True,410,6,0,False,410,True,active,0,0,2020-08-18 20:43:29+00:00,,,2020-08-18 21:06:55,2020
299,True,12,True,411,3,0,False,411,True,active,0,0,2020-08-18 18:33:33+00:00,,,2020-08-18 21:06:55,2020
300,True,11,True,412,8,0,False,412,True,active,0,0,2020-08-18 21:01:11+00:00,,,2020-08-18 21:06:55,2020
301,True,11,True,413,8,0,False,413,True,active,0,0,2020-08-18 20:58:43+00:00,,,2020-08-18 21:06:55,2020
302,True,19,True,414,4,0,False,414,True,active,0,0,2020-08-18 20:33:18+00:00,,,2020-08-18 21:06:55,2020
303,True,9,True,415,10,0,False,415,True,active,0,0,2020-08-18 20:59:11+00:00,,,2020-08-18 21:06:55,2020
304,True,13,True,416,0,0,False,416,True,active,2,0,2020-08-18 20:52:46+00:00,,,2020-08-18 21:06:55,2020
305,True,16,True,417,3,0,False,417,True,active,0,0,2020-08-18 21:05:57+00:00,,,2020-08-18 21:06:55,2020
306,True,6,True,419,9,0,False,419,True,active,0,0,2020-08-18 19:12:10+00:00,,,2020-08-18 21:06:55,2020
307,False,0,False,420,0,0,False,420,False,out_of_service,0,0,1970-01-02 00:00:00+00:00,,,2020-08-18 21:06:55,1970
308,True,0,True,421,19,0,False,421,True,active,0,0,2020-08-17 16:27:03+00:00,,,2020-08-18 21:06:55,2020
309,True,8,True,422,6,0,False,422,True,active,1,0,2020-08-18 15:24:57+00:00,,,2020-08-18 21:06:55,2020
310,True,10,True,423,9,0,False,423,True,active,0,0,2020-08-18 20:49:16+00:00,,,2020-08-18 21:06:55,2020
311,True,18,True,424,1,0,False,424,True,active,0,0,2020-08-18 20:56:30+00:00,,,2020-08-18 21:06:55,2020
312,True,16,True,425,0,0,False,425,True,active,0,0,2020-08-18 14:02:27+00:00,,,2020-08-18 21:06:55,2020
313,True,18,True,426,9,0,False,426,True,active,0,0,2020-08-18 21:03:47+00:00,,,2020-08-18 21:06:55,2020
314,True,18,True,427,1,0,False,427,True,active,0,0,2020-08-18 14:14:07+00:00,,,2020-08-18 21:06:55,2020
315,True,13,True,428,5,0,False,428,True,active,1,0,2020-08-18 20:55:12+00:00,,,2020-08-18 21:06:55,2020
316,True,4,True,430,15,0,False,430,True,active,0,0,2020-08-18 08:58:29+00:00,,,2020-08-18 21:06:55,2020
317,True,14,True,431,1,0,False,431,True,active,0,0,2020-08-18 15:50:09+00:00,,,2020-08-18 21:06:55,2020
318,True,17,True,432,2,0,False,432,True,active,0,0,2020-08-18 20:51:25+00:00,,,2020-08-18 21:06:55,2020
319,True,16,True,433,3,0,False,433,True,active,0,0,2020-08-18 08:58:55+00:00,,,2020-08-18 21:06:55,2020
320,True,19,True,434,0,0,False,434,True,active,0,0,2020-08-18 20:28:47+00:00,,,2020-08-18 21:06:55,2020
321,True,7,True,435,8,0,False,435,True,active,0,0,2020-08-18 19:55:30+00:00,,,2020-08-18 21:06:55,2020
322,True,15,True,436,0,0,False,436,True,active,0,0,2020-08-18 20:42:59+00:00,,,2020-08-18 21:06:55,2020
323,True,14,True,437,5,0,False,437,True,active,0,0,2020-08-18 21:04:01+00:00,,,2020-08-18 21:06:55,2020
324,True,2,True,440,15,0,False,440,True,active,0,0,2020-08-18 20:51:50+00:00,,,2020-08-18 21:06:55,2020
325,True,8,True,441,10,0,False,441,True,active,1,0,2020-08-18 20:51:56+00:00,,,2020-08-18 21:06:55,2020
326,True,0,True,442,15,0,False,442,True,active,0,0,2020-08-18 21:01:08+00:00,,,2020-08-18 21:06:55,2020
327,True,14,True,443,5,0,False,443,True,active,0,0,2020-08-18 18:00:17+00:00,,,2020-08-18 21:06:55,2020
328,True,10,True,445,9,0,False,445,True,active,0,0,2020-08-18 21:05:41+00:00,,,2020-08-18 21:06:55,2020
329,True,7,True,446,5,0,False,446,True,active,0,0,2020-08-18 20:36:46+00:00,,,2020-08-18 21:06:55,2020
330,True,16,True,447,3,0,False,447,True,active,0,0,2020-08-18 15:17:20+00:00,,,2020-08-18 21:06:55,2020
331,True,4,True,448,7,0,False,448,True,active,0,0,2020-08-18 08:58:50+00:00,,,2020-08-18 21:06:55,2020
332,True,0,True,449,0,0,False,449,False,out_of_service,0,0,1970-01-02 00:00:00+00:00,,,2020-08-18 21:06:55,1970
333,True,2,True,450,13,0,False,450,True,active,0,0,2020-08-18 19:52:16+00:00,,,2020-08-18 21:06:55,2020
334,True,8,True,451,7,0,False,451,True,active,0,0,2020-08-18 21:06:47+00:00,,,2020-08-18 21:06:55,2020
335,True,5,True,452,10,0,False,452,True,active,0,0,2020-08-18 21:05:14+00:00,,,2020-08-18 21:06:55,2020
336,True,13,True,453,1,0,False,453,True,active,1,0,2020-08-18 20:47:31+00:00,,,2020-08-18 21:06:55,2020
337,True,7,True,454,8,0,False,454,True,active,0,0,2020-08-18 20:31:01+00:00,,,2020-08-18 21:06:55,2020
338,True,7,True,455,5,0,False,455,True,active,0,0,2020-08-18 18:41:57+00:00,,,2020-08-18 21:06:55,2020
339,True,17,True,456,2,0,False,456,True,active,0,0,2020-08-18 15:53:48+00:00,,,2020-08-18 21:06:55,2020
340,True,1,True,457,10,0,False,457,True,active,0,0,2020-08-18 19:45:10+00:00,,,2020-08-18 21:06:55,2020
341,True,3,True,458,6,0,False,458,True,active,2,0,2020-08-18 20:54:44+00:00,,,2020-08-18 21:06:55,2020
