,is_returning,last_reported,station_id,eightd_has_available_keys,num_bikes_available,num_ebikes_available,num_docks_available,is_renting,legacy_id,station_status,num_docks_disabled,num_bikes_disabled,is_installed,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,2020-08-15 21:44:51+00:00,3,False,6,0,9,True,3,active,0,0,True,,,2020-08-15 21:59:55,2020
1,True,2020-08-15 21:47:00+00:00,4,False,3,0,15,True,4,active,0,1,True,,,2020-08-15 21:59:55,2020
2,True,2020-08-15 21:46:39+00:00,5,False,1,0,13,True,5,active,0,1,True,,,2020-08-15 21:59:55,2020
3,True,2020-08-15 21:45:03+00:00,6,False,1,0,12,True,6,active,0,2,True,,,2020-08-15 21:59:55,2020
4,True,2020-08-15 21:58:58+00:00,7,False,10,0,5,True,7,active,0,0,True,,,2020-08-15 21:59:55,2020
5,True,2020-08-15 21:58:02+00:00,8,False,6,0,12,True,8,active,0,1,True,,,2020-08-15 21:59:55,2020
6,True,2020-08-15 21:49:52+00:00,9,False,6,0,7,True,9,active,0,2,True,,,2020-08-15 21:59:55,2020
7,True,2020-08-15 21:08:37+00:00,10,False,8,0,3,True,10,active,0,0,True,,,2020-08-15 21:59:55,2020
8,True,2020-08-15 21:40:46+00:00,11,False,10,0,5,True,11,active,0,0,True,,,2020-08-15 21:59:55,2020
9,True,2020-08-15 21:55:30+00:00,12,True,12,0,5,True,12,active,0,1,True,,,2020-08-15 21:59:55,2020
10,True,2020-08-15 21:47:45+00:00,13,False,7,0,12,True,13,active,0,0,True,,,2020-08-15 21:59:55,2020
11,True,2020-08-15 21:52:54+00:00,14,False,13,0,11,True,14,active,0,1,True,,,2020-08-15 21:59:55,2020
12,True,2020-08-15 21:58:31+00:00,15,False,4,0,11,True,15,active,0,0,True,,,2020-08-15 21:59:55,2020
13,True,2020-08-15 21:54:29+00:00,16,True,7,0,12,True,16,active,0,0,True,,,2020-08-15 21:59:55,2020
14,True,2020-08-15 21:53:49+00:00,17,False,1,0,14,True,17,active,0,0,True,,,2020-08-15 21:59:55,2020
15,True,2020-08-15 21:54:22+00:00,19,False,1,0,14,True,19,active,0,0,True,,,2020-08-15 21:59:55,2020
