,station_id,last_reported,num_docks_disabled,eightd_has_available_keys,is_renting,num_bikes_disabled,is_installed,num_ebikes_available,is_returning,num_docks_available,legacy_id,station_status,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-05 15:28:20+00:00,0,True,True,0,True,0,True,5,3,active,10,,,2020-08-05 15:31:15,2020
1,4,2020-08-05 14:56:56+00:00,0,False,True,0,True,0,True,13,4,active,6,,,2020-08-05 15:31:15,2020
2,5,2020-08-05 15:20:23+00:00,0,False,True,0,True,0,True,9,5,active,6,,,2020-08-05 15:31:15,2020
3,6,2020-08-05 15:14:33+00:00,0,False,True,0,True,0,True,1,6,active,14,,,2020-08-05 15:31:15,2020
4,7,2020-08-05 14:58:46+00:00,0,False,True,0,True,0,True,4,7,active,11,,,2020-08-05 15:31:15,2020
5,8,2020-08-05 15:29:19+00:00,0,False,True,0,True,0,True,9,8,active,10,,,2020-08-05 15:31:15,2020
6,9,2020-08-05 15:23:12+00:00,0,False,True,0,True,0,True,14,9,active,1,,,2020-08-05 15:31:15,2020
7,10,2020-08-05 15:01:54+00:00,0,False,True,0,True,0,True,9,10,active,2,,,2020-08-05 15:31:15,2020
8,11,2020-08-05 15:25:20+00:00,0,False,True,0,True,0,True,1,11,active,14,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'off_dock_count': 51, 'valet_revision': 79}",2020-08-05 15:31:15,2020
9,12,2020-08-05 15:27:16+00:00,0,True,True,0,True,0,True,8,12,active,10,,,2020-08-05 15:31:15,2020
10,13,2020-08-05 15:27:21+00:00,0,False,True,0,True,0,True,0,13,active,19,,,2020-08-05 15:31:15,2020
11,14,2020-08-05 15:28:51+00:00,0,False,True,1,True,0,True,3,14,active,21,,,2020-08-05 15:31:15,2020
12,15,2020-08-05 14:44:46+00:00,0,False,True,0,True,0,True,8,15,active,7,,,2020-08-05 15:31:15,2020
13,16,2020-08-05 15:30:55+00:00,0,True,True,0,True,0,True,12,16,active,7,,,2020-08-05 15:31:15,2020
14,17,2020-08-05 13:46:43+00:00,0,False,True,0,True,0,True,13,17,active,2,,,2020-08-05 15:31:15,2020
