,num_docks_available,last_reported,legacy_id,station_id,is_renting,is_installed,is_returning,station_status,num_bikes_disabled,eightd_has_available_keys,num_bikes_available,num_docks_disabled,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
61,9,2020-08-07 22:41:14+00:00,70,70,True,True,True,active,1,False,13,0,0,,,2020-08-07 22:53:35,2020
62,5,2020-08-07 22:51:55+00:00,71,71,True,True,True,active,0,False,18,0,0,,,2020-08-07 22:53:35,2020
63,19,2020-08-07 22:49:22+00:00,72,72,True,True,True,active,0,False,4,0,0,,,2020-08-07 22:53:35,2020
64,0,2020-08-07 22:26:29+00:00,73,73,True,True,True,active,0,False,15,0,0,,,2020-08-07 22:53:35,2020
65,8,2020-08-07 22:51:49+00:00,74,74,True,True,True,active,4,True,7,0,0,,,2020-08-07 22:53:35,2020
66,11,2020-08-07 22:48:20+00:00,75,75,True,True,True,active,0,False,4,0,0,,,2020-08-07 22:53:35,2020
67,1,2020-08-07 22:51:49+00:00,76,76,True,True,True,active,0,False,16,0,0,,,2020-08-07 22:53:35,2020
68,11,2020-08-07 22:39:01+00:00,77,77,True,True,True,active,0,False,4,0,0,,,2020-08-07 22:53:35,2020
69,4,2020-08-07 22:43:51+00:00,78,78,True,True,True,active,2,False,13,0,0,,,2020-08-07 22:53:35,2020
70,11,2020-08-07 22:22:11+00:00,79,79,True,True,True,active,1,False,7,0,0,,,2020-08-07 22:53:35,2020
71,22,2020-08-07 22:53:18+00:00,80,80,True,True,True,active,2,False,11,0,0,,,2020-08-07 22:53:35,2020
72,6,2020-08-07 22:52:01+00:00,81,81,True,True,True,active,0,False,13,0,0,,,2020-08-07 22:53:35,2020
73,10,2020-08-07 21:43:36+00:00,82,82,True,True,True,active,0,False,5,0,0,,,2020-08-07 22:53:35,2020
74,2,2020-08-07 22:51:23+00:00,84,84,True,True,True,active,0,False,13,0,0,,,2020-08-07 22:53:35,2020
75,13,2020-08-07 22:47:11+00:00,85,85,True,True,True,active,0,False,6,0,0,,,2020-08-07 22:53:35,2020
76,19,2020-08-07 22:47:31+00:00,86,86,True,True,True,active,0,False,0,0,0,,,2020-08-07 22:53:35,2020
77,9,2020-08-07 22:44:18+00:00,87,87,True,True,True,active,1,False,5,0,0,,,2020-08-07 22:53:35,2020
78,8,2020-08-07 22:49:08+00:00,89,89,True,True,True,active,0,False,11,0,0,,,2020-08-07 22:53:35,2020
79,11,2020-08-07 22:42:44+00:00,90,90,True,True,True,active,0,False,8,0,0,,,2020-08-07 22:53:35,2020
80,17,2020-08-07 22:51:47+00:00,91,91,True,True,True,active,1,False,1,0,0,,,2020-08-07 22:53:35,2020
81,11,2020-08-07 22:44:14+00:00,92,92,True,True,True,active,0,False,8,0,0,,,2020-08-07 22:53:35,2020
82,7,2020-08-07 22:35:57+00:00,93,93,True,True,True,active,1,False,7,0,0,,,2020-08-07 22:53:35,2020
83,7,2020-08-07 22:40:53+00:00,94,94,True,True,True,active,0,False,4,0,0,,,2020-08-07 22:53:35,2020
84,10,2020-08-07 22:41:53+00:00,95,95,True,True,True,active,1,False,4,0,0,,,2020-08-07 22:53:35,2020
85,13,2020-08-07 22:37:16+00:00,96,96,True,True,True,active,0,False,6,0,0,,,2020-08-07 22:53:35,2020
86,9,2020-08-07 22:52:45+00:00,97,97,True,True,True,active,0,False,10,0,0,,,2020-08-07 22:53:35,2020
87,17,2020-08-07 22:35:34+00:00,98,98,True,True,True,active,0,False,6,0,0,,,2020-08-07 22:53:35,2020
88,6,2020-08-07 22:45:19+00:00,99,99,True,True,True,active,0,False,9,0,0,,,2020-08-07 22:53:35,2020
89,1,2020-08-07 22:52:36+00:00,100,100,True,True,True,active,0,True,24,0,0,,,2020-08-07 22:53:35,2020
90,2,2020-08-07 22:44:10+00:00,101,101,True,True,True,active,0,False,13,0,0,,,2020-08-07 22:53:35,2020
91,5,2020-08-07 22:51:50+00:00,102,102,True,True,True,active,3,False,7,0,0,,,2020-08-07 22:53:35,2020
92,12,2020-08-07 22:26:09+00:00,103,103,True,True,True,active,0,False,3,0,0,,,2020-08-07 22:53:35,2020
93,11,2020-08-07 22:52:59+00:00,104,104,True,True,True,active,1,False,7,0,0,,,2020-08-07 22:53:35,2020
94,0,2020-08-07 22:53:00+00:00,105,105,True,True,True,active,1,False,18,0,0,,,2020-08-07 22:53:35,2020
95,10,2020-08-07 21:13:12+00:00,106,106,True,True,True,active,0,False,5,0,0,,,2020-08-07 22:53:35,2020
96,14,2020-08-07 22:40:54+00:00,107,107,True,True,True,active,1,False,4,0,0,,,2020-08-07 22:53:35,2020
97,12,2020-08-07 22:53:08+00:00,108,108,True,True,True,active,0,False,5,0,0,,,2020-08-07 22:53:35,2020
98,22,2020-08-07 21:51:42+00:00,109,109,True,True,True,active,0,False,13,0,0,,,2020-08-07 22:53:35,2020
99,11,2020-08-07 22:52:21+00:00,110,110,True,True,True,active,0,False,4,0,0,,,2020-08-07 22:53:35,2020
100,15,2020-08-07 22:01:16+00:00,111,111,True,True,True,active,0,False,0,0,0,,,2020-08-07 22:53:35,2020
101,12,2020-08-07 22:51:16+00:00,112,112,True,True,True,active,0,False,3,0,0,,,2020-08-07 22:53:35,2020
102,14,2020-08-07 22:44:15+00:00,113,113,True,True,True,active,0,False,1,0,0,,,2020-08-07 22:53:35,2020
103,11,2020-08-07 22:24:54+00:00,114,114,True,True,True,active,0,False,4,0,0,,,2020-08-07 22:53:35,2020
104,4,2020-08-07 22:35:15+00:00,115,115,True,True,True,active,0,False,15,0,0,,,2020-08-07 22:53:35,2020
105,9,2020-08-07 22:45:45+00:00,116,116,True,True,True,active,0,False,14,0,0,,,2020-08-07 22:53:35,2020
106,8,2020-08-07 22:50:33+00:00,117,117,True,True,True,active,0,False,11,0,0,,,2020-08-07 22:53:35,2020
107,5,2020-08-07 22:45:23+00:00,118,118,True,True,True,active,0,False,14,0,0,,,2020-08-07 22:53:35,2020
108,8,2020-08-07 22:52:22+00:00,119,119,True,True,True,active,1,False,6,0,0,,,2020-08-07 22:53:35,2020
109,1,2020-08-07 22:52:01+00:00,120,120,True,True,True,active,0,False,14,0,0,,,2020-08-07 22:53:35,2020
110,15,2020-08-07 22:52:25+00:00,121,121,True,True,True,active,0,False,2,0,0,,,2020-08-07 22:53:35,2020
111,2,2020-08-07 22:41:02+00:00,122,122,True,True,True,active,1,False,12,0,0,,,2020-08-07 22:53:35,2020
112,11,2020-08-07 21:48:48+00:00,124,124,True,True,True,active,0,False,4,0,0,,,2020-08-07 22:53:35,2020
113,11,2020-08-07 21:50:45+00:00,125,125,True,True,True,active,1,False,3,0,0,,,2020-08-07 22:53:35,2020
114,7,2020-08-07 20:53:53+00:00,126,126,True,True,True,active,0,False,8,0,0,,,2020-08-07 22:53:35,2020
115,2,2020-08-07 22:46:12+00:00,128,128,True,True,True,active,2,False,15,0,0,,,2020-08-07 22:53:35,2020
116,8,2020-08-07 22:37:24+00:00,129,129,True,True,True,active,0,False,11,0,0,,,2020-08-07 22:53:35,2020
117,3,2020-08-07 21:00:00+00:00,130,130,True,True,True,active,0,False,12,0,0,,,2020-08-07 22:53:35,2020
118,12,2020-08-07 22:53:19+00:00,131,131,True,True,True,active,0,False,6,0,0,,,2020-08-07 22:53:35,2020
119,14,2020-08-07 22:49:15+00:00,133,133,True,True,True,active,1,False,8,0,0,,,2020-08-07 22:53:35,2020
120,10,2020-08-07 22:24:53+00:00,135,135,True,True,True,active,0,False,7,0,0,,,2020-08-07 22:53:35,2020
121,12,2020-08-07 22:41:05+00:00,136,136,True,True,True,active,0,False,7,0,0,,,2020-08-07 22:53:35,2020
122,7,2020-08-07 22:10:12+00:00,137,137,True,True,True,active,0,False,8,0,0,,,2020-08-07 22:53:35,2020
123,2,2020-08-07 22:50:18+00:00,138,138,True,True,True,active,1,False,12,0,0,,,2020-08-07 22:53:35,2020
124,11,2020-08-07 22:49:24+00:00,139,139,True,True,True,active,0,False,8,0,0,,,2020-08-07 22:53:35,2020
125,0,2020-08-07 20:57:05+00:00,140,140,False,True,True,active,17,False,0,0,0,,,2020-08-07 22:53:35,2020
126,14,2020-08-07 22:51:43+00:00,141,141,True,True,True,active,1,False,0,0,0,,,2020-08-07 22:53:35,2020
127,21,2020-08-07 22:45:18+00:00,142,142,True,True,True,active,0,False,2,0,0,,,2020-08-07 22:53:35,2020
128,14,2020-08-07 22:49:04+00:00,143,143,True,True,True,active,1,False,8,0,0,,,2020-08-07 22:53:35,2020
129,7,2020-08-07 22:45:16+00:00,144,144,True,True,True,active,0,False,12,0,0,,,2020-08-07 22:53:35,2020
130,15,2020-08-07 22:37:33+00:00,145,145,True,True,True,active,0,False,4,0,0,,,2020-08-07 22:53:35,2020
131,5,2020-08-07 22:48:21+00:00,146,146,True,True,True,active,1,False,13,0,0,,,2020-08-07 22:53:35,2020
132,6,2020-08-07 22:52:51+00:00,149,149,True,True,True,active,0,True,12,0,0,,,2020-08-07 22:53:35,2020
133,8,2020-08-07 22:51:01+00:00,150,150,True,True,True,active,0,False,11,0,0,,,2020-08-07 22:53:35,2020
134,11,2020-08-07 22:40:31+00:00,151,151,True,True,True,active,0,False,8,0,0,,,2020-08-07 22:53:35,2020
135,11,2020-08-07 22:06:44+00:00,152,152,True,True,True,active,0,True,4,0,0,,,2020-08-07 22:53:35,2020
136,12,2020-08-07 22:07:46+00:00,156,156,True,True,True,active,0,False,3,0,0,,,2020-08-07 22:53:35,2020
137,0,2020-08-07 22:39:45+00:00,157,157,True,True,True,active,2,False,13,0,0,,,2020-08-07 22:53:35,2020
138,13,2020-08-07 22:27:33+00:00,159,159,True,True,True,active,0,False,2,0,0,,,2020-08-07 22:53:35,2020
139,7,2020-08-07 22:20:58+00:00,160,160,True,True,True,active,0,True,7,0,0,,,2020-08-07 22:53:35,2020
140,17,2020-08-07 22:52:24+00:00,161,161,True,True,True,active,0,True,6,0,0,,,2020-08-07 22:53:35,2020
141,7,2020-08-07 21:52:54+00:00,162,162,True,True,True,active,0,False,8,0,0,,,2020-08-07 22:53:35,2020
142,6,2020-08-07 22:52:17+00:00,163,163,True,True,True,active,0,True,13,0,0,,,2020-08-07 22:53:35,2020
143,13,2020-08-07 22:28:01+00:00,167,167,True,True,True,active,0,False,2,0,0,,,2020-08-07 22:53:35,2020
144,12,2020-08-07 22:39:41+00:00,169,169,True,True,True,active,0,False,7,0,0,,,2020-08-07 22:53:35,2020
145,9,2020-08-07 21:33:35+00:00,170,170,True,True,True,active,0,True,5,0,0,,,2020-08-07 22:53:35,2020
146,17,2020-08-07 22:04:23+00:00,171,171,True,True,True,active,0,True,6,0,0,,,2020-08-07 22:53:35,2020
147,7,2020-08-07 21:26:31+00:00,173,173,True,True,True,active,0,True,7,0,0,,,2020-08-07 22:53:35,2020
148,15,2020-08-07 21:43:47+00:00,174,174,True,True,True,active,0,False,0,0,0,,,2020-08-07 22:53:35,2020
149,12,2020-08-07 22:46:12+00:00,175,175,True,True,True,active,0,True,5,0,0,,,2020-08-07 22:53:35,2020
150,7,2020-08-07 22:53:05+00:00,176,176,True,True,True,active,0,False,8,0,0,,,2020-08-07 22:53:35,2020
151,16,2020-08-07 22:51:08+00:00,177,177,True,True,True,active,0,False,3,0,0,,,2020-08-07 22:53:35,2020
152,17,2020-08-07 22:45:37+00:00,178,178,True,True,True,active,1,False,1,0,0,,,2020-08-07 22:53:35,2020
153,18,2020-08-07 22:23:10+00:00,179,179,True,True,True,active,0,False,7,0,0,,,2020-08-07 22:53:35,2020
154,10,2020-08-07 22:01:49+00:00,180,180,True,True,True,active,0,False,9,0,0,,,2020-08-07 22:53:35,2020
155,6,2020-08-07 22:29:14+00:00,181,181,True,True,True,active,0,False,13,0,0,,,2020-08-07 22:53:35,2020
156,3,2020-08-07 22:47:58+00:00,182,182,True,True,True,active,0,True,16,0,0,,,2020-08-07 22:53:35,2020
157,18,2020-08-07 22:35:35+00:00,183,183,True,True,True,active,0,False,1,0,0,,,2020-08-07 22:53:35,2020
158,13,2020-08-07 22:46:13+00:00,184,184,True,True,True,active,0,False,6,0,0,,,2020-08-07 22:53:35,2020
159,1,2020-08-07 22:25:23+00:00,185,185,True,True,True,active,0,False,14,0,0,,,2020-08-07 22:53:35,2020
160,1,2020-08-07 22:34:17+00:00,186,186,True,True,True,active,1,True,13,0,0,,,2020-08-07 22:53:35,2020
161,8,2020-08-07 22:24:29+00:00,187,187,True,True,True,active,0,False,7,0,0,,,2020-08-07 22:53:35,2020
162,1,2020-08-07 22:20:20+00:00,188,188,True,True,True,active,0,False,14,0,0,,,2020-08-07 22:53:35,2020
163,20,2020-08-07 22:51:35+00:00,189,189,True,True,True,active,0,True,3,0,0,,,2020-08-07 22:53:35,2020
164,3,2020-08-07 22:52:35+00:00,190,190,True,True,True,active,0,True,34,0,0,,,2020-08-07 22:53:35,2020
165,13,2020-08-07 21:30:56+00:00,191,191,True,True,True,active,0,False,2,0,0,,,2020-08-07 22:53:35,2020
166,10,2020-08-07 21:36:14+00:00,192,192,True,True,True,active,1,False,8,0,0,,,2020-08-07 22:53:35,2020
167,11,2020-08-07 22:48:01+00:00,193,193,True,True,True,active,1,True,3,0,0,,,2020-08-07 22:53:35,2020
168,18,2020-08-07 22:36:40+00:00,194,194,True,True,True,active,0,False,1,0,0,,,2020-08-07 22:53:35,2020
169,19,2020-08-07 22:21:56+00:00,195,195,True,True,True,active,0,False,4,0,0,,,2020-08-07 22:53:35,2020
170,3,2020-08-07 22:24:29+00:00,196,196,True,True,True,active,0,True,7,0,0,,,2020-08-07 22:53:35,2020
171,15,2020-08-07 21:42:31+00:00,197,197,True,True,True,active,0,False,0,0,0,,,2020-08-07 22:53:35,2020
172,15,2020-08-07 20:53:23+00:00,199,199,True,True,True,active,0,False,0,0,0,,,2020-08-07 22:53:35,2020
173,5,2020-08-07 22:48:11+00:00,200,200,True,True,True,active,0,False,14,0,0,,,2020-08-07 22:53:35,2020
174,13,2020-08-07 18:25:17+00:00,201,201,True,True,True,active,0,False,2,0,0,,,2020-08-07 22:53:35,2020
175,9,2020-08-07 21:34:56+00:00,202,202,True,True,True,active,0,False,6,0,0,,,2020-08-07 22:53:35,2020
176,12,2020-08-07 20:34:13+00:00,203,203,True,True,True,active,0,False,3,0,0,,,2020-08-07 22:53:35,2020
177,10,2020-08-07 22:03:05+00:00,204,204,True,True,True,active,0,False,5,0,0,,,2020-08-07 22:53:35,2020
178,8,2020-08-07 21:53:00+00:00,205,205,True,True,True,active,0,False,7,0,0,,,2020-08-07 22:53:35,2020
179,22,2020-08-07 22:48:05+00:00,206,206,True,True,True,active,0,False,1,0,0,,,2020-08-07 22:53:35,2020
180,6,2020-08-07 22:48:17+00:00,208,208,True,True,True,active,0,True,9,0,0,,,2020-08-07 22:53:35,2020
181,2,2020-08-07 16:22:23+00:00,209,209,True,True,True,active,0,False,13,0,0,,,2020-08-07 22:53:35,2020
182,12,2020-08-07 21:25:33+00:00,210,210,True,True,True,active,0,False,3,0,0,,,2020-08-07 22:53:35,2020
183,11,2020-08-07 22:42:33+00:00,211,211,True,True,True,active,0,False,8,0,0,,,2020-08-07 22:53:35,2020
184,12,2020-08-07 22:27:01+00:00,212,212,True,True,True,active,0,False,21,0,0,,,2020-08-07 22:53:35,2020
185,10,2020-08-07 19:23:37+00:00,213,213,True,True,True,active,0,True,6,0,0,,,2020-08-07 22:53:35,2020
186,8,2020-08-07 22:14:56+00:00,214,214,True,True,True,active,0,False,7,0,0,,,2020-08-07 22:53:35,2020
187,6,2020-08-07 22:13:22+00:00,215,215,True,True,True,active,1,False,8,0,0,,,2020-08-07 22:53:35,2020
188,3,2020-08-07 20:19:23+00:00,216,216,True,True,True,active,0,False,16,0,0,,,2020-08-07 22:53:35,2020
189,3,2020-08-07 21:24:18+00:00,217,217,True,True,True,active,1,False,15,0,0,,,2020-08-07 22:53:35,2020
190,2,2020-08-07 22:50:48+00:00,218,218,True,True,True,active,0,False,13,0,0,,,2020-08-07 22:53:35,2020
191,5,2020-08-07 21:08:13+00:00,219,219,True,True,True,active,0,False,10,0,0,,,2020-08-07 22:53:35,2020
192,12,2020-08-07 22:45:33+00:00,221,221,True,True,True,active,0,False,7,0,0,,,2020-08-07 22:53:35,2020
193,11,2020-08-07 22:48:24+00:00,222,222,True,True,True,active,0,True,3,0,0,,,2020-08-07 22:53:35,2020
194,3,2020-08-07 22:42:24+00:00,224,224,True,True,True,active,0,False,14,0,0,,,2020-08-07 22:53:35,2020
195,14,2020-08-07 22:40:07+00:00,225,225,True,True,True,active,0,False,5,0,0,,,2020-08-07 22:53:35,2020
196,15,2020-08-07 22:52:46+00:00,226,226,True,True,True,active,0,False,0,0,0,,,2020-08-07 22:53:35,2020
197,6,2020-08-07 22:33:29+00:00,227,227,True,True,True,active,0,False,13,0,0,,,2020-08-07 22:53:35,2020
198,15,2020-08-07 22:46:06+00:00,228,228,True,True,True,active,0,False,4,0,0,,,2020-08-07 22:53:35,2020
199,9,2020-08-07 18:06:05+00:00,232,232,True,True,True,active,0,False,2,0,0,,,2020-08-07 22:53:35,2020
200,4,2020-08-07 22:30:16+00:00,233,233,True,True,True,active,0,False,11,0,0,,,2020-08-07 22:53:35,2020
201,8,2020-08-07 22:11:22+00:00,234,234,True,True,True,active,0,False,7,0,0,,,2020-08-07 22:53:35,2020
202,14,2020-08-07 15:55:32+00:00,235,235,True,True,True,active,1,False,0,0,0,,,2020-08-07 22:53:35,2020
203,2,2020-08-07 22:20:44+00:00,236,236,True,True,True,active,0,False,13,0,0,,,2020-08-07 22:53:35,2020
204,6,2020-08-07 22:36:58+00:00,239,239,True,True,True,active,0,False,9,0,0,,,2020-08-07 22:53:35,2020
205,4,2020-08-07 18:29:21+00:00,255,255,True,True,True,active,0,False,11,0,0,,,2020-08-07 22:53:35,2020
206,7,2020-08-07 22:25:25+00:00,258,258,True,True,True,active,0,False,8,0,0,,,2020-08-07 22:53:35,2020
207,9,2020-08-07 20:11:11+00:00,259,259,True,True,True,active,0,False,6,0,0,,,2020-08-07 22:53:35,2020
208,2,2020-08-07 22:34:42+00:00,260,260,True,True,True,active,1,False,12,0,0,,,2020-08-07 22:53:35,2020
209,9,2020-08-07 20:57:27+00:00,271,271,True,True,True,active,0,False,6,0,0,,,2020-08-07 22:53:35,2020
210,15,2020-08-07 20:12:44+00:00,272,272,True,True,True,active,0,False,4,0,0,,,2020-08-07 22:53:35,2020
211,22,2020-08-07 22:26:55+00:00,273,273,True,True,True,active,1,False,17,0,0,,,2020-08-07 22:53:35,2020
212,6,2020-08-07 22:21:14+00:00,279,279,True,True,True,active,0,False,13,0,0,,,2020-08-07 22:53:35,2020
213,10,2020-08-07 21:26:55+00:00,280,280,True,True,True,active,0,False,9,0,0,,,2020-08-07 22:53:35,2020
214,6,2020-08-07 22:40:59+00:00,282,282,True,True,True,active,1,False,8,0,0,,,2020-08-07 22:53:35,2020
215,22,2020-08-07 22:48:59+00:00,296,296,True,True,True,active,1,False,0,0,0,,,2020-08-07 22:53:35,2020
216,10,2020-08-07 22:52:38+00:00,318,318,True,True,True,active,0,False,9,0,0,,,2020-08-07 22:53:35,2020
217,18,2020-08-07 22:46:58+00:00,319,319,True,True,True,active,0,False,7,0,0,,,2020-08-07 22:53:35,2020
218,15,2020-08-07 22:28:05+00:00,327,327,True,True,True,active,0,False,0,0,0,,,2020-08-07 22:53:35,2020
219,0,2020-08-07 22:37:14+00:00,328,328,True,True,True,active,0,False,15,0,0,,,2020-08-07 22:53:35,2020
