,num_docks_available,last_reported,legacy_id,station_id,is_renting,is_installed,is_returning,station_status,num_bikes_disabled,eightd_has_available_keys,num_bikes_available,num_docks_disabled,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,8,2020-08-07 22:41:21+00:00,3,3,True,True,True,active,1,False,6,0,0,,,2020-08-07 22:53:35,2020
1,4,2020-08-07 22:48:29+00:00,4,4,True,True,True,active,1,False,14,0,0,,,2020-08-07 22:53:35,2020
2,1,2020-08-07 22:53:10+00:00,5,5,True,True,True,active,2,False,12,0,0,,,2020-08-07 22:53:35,2020
3,13,2020-08-07 22:51:55+00:00,6,6,True,True,True,active,1,False,1,0,0,,,2020-08-07 22:53:35,2020
4,7,2020-08-07 22:25:32+00:00,7,7,True,True,True,active,0,False,8,0,0,,,2020-08-07 22:53:35,2020
5,18,2020-08-07 22:50:36+00:00,8,8,True,True,True,active,0,False,1,0,0,,,2020-08-07 22:53:35,2020
6,3,2020-08-07 22:51:51+00:00,9,9,True,True,True,active,1,False,11,0,0,,,2020-08-07 22:53:35,2020
7,7,2020-08-07 22:48:47+00:00,10,10,True,True,True,active,1,False,3,0,0,,,2020-08-07 22:53:35,2020
8,11,2020-08-07 22:53:08+00:00,11,11,True,True,True,active,1,False,3,0,0,"{'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 2, 'region': 'BOS', 'active': True, 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'valet_revision': 81}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-07 22:53:35,2020
9,13,2020-08-07 22:52:24+00:00,12,12,True,True,True,active,1,True,4,0,0,,,2020-08-07 22:53:35,2020
10,19,2020-08-07 22:00:09+00:00,13,13,True,True,True,active,0,False,0,0,0,,,2020-08-07 22:53:35,2020
11,25,2020-08-07 22:20:37+00:00,14,14,True,True,True,active,0,False,0,0,0,,,2020-08-07 22:53:35,2020
12,3,2020-08-07 21:53:50+00:00,15,15,True,True,True,active,1,False,11,0,0,,,2020-08-07 22:53:35,2020
13,4,2020-08-07 22:42:33+00:00,16,16,True,True,True,active,0,True,15,0,0,,,2020-08-07 22:53:35,2020
14,12,2020-08-07 22:45:47+00:00,17,17,True,True,True,active,1,False,2,0,0,,,2020-08-07 22:53:35,2020
15,7,2020-08-07 22:38:16+00:00,19,19,True,True,True,active,0,False,8,0,0,,,2020-08-07 22:53:35,2020
16,17,2020-08-07 22:45:20+00:00,20,20,True,True,True,active,0,True,5,1,0,,,2020-08-07 22:53:35,2020
17,12,2020-08-07 22:48:25+00:00,21,21,True,True,True,active,1,True,5,0,0,,,2020-08-07 22:53:35,2020
18,30,2020-08-07 22:49:57+00:00,22,22,True,True,True,active,1,True,16,0,0,,,2020-08-07 22:53:35,2020
19,17,2020-08-07 22:36:22+00:00,23,23,True,True,True,active,0,False,4,0,0,,,2020-08-07 22:53:35,2020
20,13,2020-08-07 22:34:53+00:00,24,24,True,True,True,active,1,False,5,0,0,,,2020-08-07 22:53:35,2020
21,8,2020-08-07 22:53:22+00:00,25,25,True,True,True,active,0,False,7,0,0,,,2020-08-07 22:53:35,2020
22,5,2020-08-07 22:40:13+00:00,26,26,True,True,True,active,1,False,9,0,0,,,2020-08-07 22:53:35,2020
23,14,2020-08-07 22:51:50+00:00,27,27,True,True,True,active,1,False,8,0,0,,,2020-08-07 22:53:35,2020
24,5,2020-08-07 21:20:19+00:00,29,29,True,True,True,active,2,False,8,0,0,,,2020-08-07 22:53:35,2020
25,15,2020-08-07 22:32:30+00:00,30,30,True,True,True,active,0,False,0,0,0,,,2020-08-07 22:53:35,2020
26,2,2020-08-07 22:13:32+00:00,31,31,True,True,True,active,0,True,17,0,0,,,2020-08-07 22:53:35,2020
27,11,2020-08-07 22:45:26+00:00,32,32,True,True,True,active,0,False,4,0,0,,,2020-08-07 22:53:35,2020
28,9,2020-08-07 22:46:07+00:00,33,33,True,True,True,active,2,False,16,0,0,,,2020-08-07 22:53:35,2020
29,10,2020-08-07 22:53:11+00:00,35,35,True,True,True,active,0,False,13,0,0,,,2020-08-07 22:53:35,2020
30,12,2020-08-07 22:36:34+00:00,36,36,True,True,True,active,0,True,21,0,0,,,2020-08-07 22:53:35,2020
31,11,2020-08-07 22:05:58+00:00,37,37,True,True,True,active,0,True,4,0,0,,,2020-08-07 22:53:35,2020
32,13,2020-08-07 22:52:24+00:00,39,39,True,True,True,active,0,False,10,0,0,,,2020-08-07 22:53:35,2020
33,16,2020-08-07 22:52:57+00:00,40,40,True,True,True,active,0,False,3,0,0,,,2020-08-07 22:53:35,2020
34,21,2020-08-07 22:53:00+00:00,41,41,True,True,True,active,1,True,5,0,0,,,2020-08-07 22:53:35,2020
35,5,2020-08-07 22:50:48+00:00,42,42,True,True,True,active,2,False,16,0,0,,,2020-08-07 22:53:35,2020
36,8,2020-08-07 22:53:00+00:00,43,43,True,True,True,active,0,True,7,0,0,,,2020-08-07 22:53:35,2020
37,6,2020-08-07 22:46:19+00:00,44,44,True,True,True,active,0,False,17,0,0,,,2020-08-07 22:53:35,2020
38,17,2020-08-07 22:53:22+00:00,46,46,True,True,True,active,0,False,2,0,0,,,2020-08-07 22:53:35,2020
39,7,2020-08-07 22:52:40+00:00,47,47,True,True,True,active,1,True,11,0,0,,,2020-08-07 22:53:35,2020
40,8,2020-08-07 22:52:01+00:00,48,48,True,True,True,active,0,False,11,0,0,,,2020-08-07 22:53:35,2020
41,7,2020-08-07 22:48:03+00:00,49,49,True,True,True,active,0,False,11,0,0,,,2020-08-07 22:53:35,2020
42,4,2020-08-07 22:22:30+00:00,50,50,True,True,True,active,1,True,10,0,0,,,2020-08-07 22:53:35,2020
43,10,2020-08-07 22:32:20+00:00,51,51,True,True,True,active,0,False,5,0,0,,,2020-08-07 22:53:35,2020
44,17,2020-08-07 22:46:06+00:00,52,52,True,True,True,active,0,True,6,0,0,,,2020-08-07 22:53:35,2020
45,14,2020-08-07 22:51:53+00:00,53,53,True,True,True,active,1,False,4,0,0,,,2020-08-07 22:53:35,2020
46,7,2020-08-07 22:43:59+00:00,54,54,True,True,True,active,0,False,8,0,0,,,2020-08-07 22:53:35,2020
47,8,2020-08-07 22:48:27+00:00,55,55,True,True,True,active,1,False,6,0,0,,,2020-08-07 22:53:35,2020
48,12,2020-08-07 21:25:48+00:00,56,56,True,True,True,active,0,True,6,0,0,,,2020-08-07 22:53:35,2020
49,4,2020-08-07 22:47:30+00:00,57,57,True,True,True,active,1,True,9,0,0,,,2020-08-07 22:53:35,2020
50,0,2020-08-07 22:44:43+00:00,58,58,True,True,True,active,2,True,17,0,0,,,2020-08-07 22:53:35,2020
51,12,2020-08-07 22:49:23+00:00,59,59,True,True,True,active,0,True,7,0,0,,,2020-08-07 22:53:35,2020
52,9,2020-08-07 22:51:32+00:00,60,60,True,True,True,active,2,False,8,0,0,"{'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 10, 'region': 'BOS', 'active': True, 'off_dock_capacity': 40, 'dock_blocked_count': 0, 'valet_revision': 69}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-08-07 22:53:35,2020
53,5,2020-08-07 22:44:27+00:00,61,61,True,True,True,active,0,False,14,0,0,,,2020-08-07 22:53:35,2020
54,10,2020-08-07 22:01:44+00:00,63,63,True,True,True,active,0,False,5,0,0,,,2020-08-07 22:53:35,2020
55,13,2020-08-07 22:44:39+00:00,64,64,True,True,True,active,1,False,5,0,0,,,2020-08-07 22:53:35,2020
56,22,2020-08-07 21:48:58+00:00,65,65,True,True,True,active,0,False,1,0,0,,,2020-08-07 22:53:35,2020
57,10,2020-08-07 22:51:41+00:00,66,66,True,True,True,active,0,False,5,0,0,,,2020-08-07 22:53:35,2020
58,17,2020-08-07 22:49:37+00:00,67,67,True,True,True,active,1,True,9,0,0,,,2020-08-07 22:53:35,2020
59,5,2020-08-07 22:48:24+00:00,68,68,True,True,True,active,0,True,14,0,0,,,2020-08-07 22:53:35,2020
60,11,2020-08-07 22:39:46+00:00,69,69,True,True,True,active,0,True,8,0,0,,,2020-08-07 22:53:35,2020
