,num_docks_available,is_renting,is_returning,last_reported,num_ebikes_available,is_installed,num_bikes_disabled,station_id,num_docks_disabled,eightd_has_available_keys,station_status,legacy_id,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,15,True,True,2020-08-06 02:04:58+00:00,0,True,0,3,0,False,active,3,0,,,2020-08-06 02:15:10,2020
1,1,True,True,2020-08-06 02:06:04+00:00,0,True,0,4,0,False,active,4,18,,,2020-08-06 02:15:10,2020
2,13,True,True,2020-08-06 02:14:24+00:00,0,True,0,5,0,False,active,5,2,,,2020-08-06 02:15:10,2020
3,10,True,True,2020-08-06 01:45:02+00:00,0,True,2,6,0,False,active,6,3,,,2020-08-06 02:15:10,2020
4,12,True,True,2020-08-06 02:14:13+00:00,0,True,0,7,0,False,active,7,3,,,2020-08-06 02:15:10,2020
5,11,True,True,2020-08-06 02:03:27+00:00,0,True,0,8,0,False,active,8,8,,,2020-08-06 02:15:10,2020
6,4,True,True,2020-08-06 00:53:05+00:00,0,True,0,9,0,False,active,9,11,,,2020-08-06 02:15:10,2020
7,8,True,True,2020-08-06 01:45:14+00:00,0,True,0,10,0,False,active,10,3,,,2020-08-06 02:15:10,2020
8,15,True,True,2020-08-06 02:14:29+00:00,0,True,0,11,0,False,active,11,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 3, 'dock_blocked_count': 0, 'valet_revision': 79, 'region': 'BOS', 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True}",2020-08-06 02:15:10,2020
9,7,True,True,2020-08-06 01:38:08+00:00,0,True,0,12,0,True,active,12,11,,,2020-08-06 02:15:10,2020
10,15,True,True,2020-08-06 01:44:16+00:00,0,True,0,13,0,False,active,13,4,,,2020-08-06 02:15:10,2020
11,25,True,True,2020-08-06 01:48:47+00:00,0,True,0,14,0,False,active,14,0,,,2020-08-06 02:15:10,2020
12,5,True,True,2020-08-06 01:55:16+00:00,0,True,0,15,0,False,active,15,10,,,2020-08-06 02:15:10,2020
13,17,True,True,2020-08-06 01:27:34+00:00,0,True,0,16,0,True,active,16,2,,,2020-08-06 02:15:10,2020
14,11,True,True,2020-08-06 01:38:58+00:00,0,True,0,17,0,False,active,17,4,,,2020-08-06 02:15:10,2020
15,10,True,True,2020-08-06 01:33:46+00:00,0,True,0,19,0,False,active,19,5,,,2020-08-06 02:15:10,2020
16,17,True,True,2020-08-06 01:41:16+00:00,0,True,1,20,0,True,active,20,5,,,2020-08-06 02:15:10,2020
17,15,True,True,2020-08-06 02:15:00+00:00,0,True,1,21,0,True,active,21,2,,,2020-08-06 02:15:10,2020
18,39,True,True,2020-08-06 01:49:06+00:00,0,True,2,22,0,True,active,22,6,,,2020-08-06 02:15:10,2020
19,10,True,True,2020-08-06 01:31:54+00:00,0,True,0,23,0,True,active,23,11,,,2020-08-06 02:15:10,2020
20,4,True,True,2020-08-06 01:59:41+00:00,0,True,0,24,0,False,active,24,15,,,2020-08-06 02:15:10,2020
21,9,True,True,2020-08-06 01:56:15+00:00,0,True,0,25,0,False,active,25,6,,,2020-08-06 02:15:10,2020
22,7,True,True,2020-08-06 02:10:52+00:00,0,True,1,26,0,False,active,26,7,,,2020-08-06 02:15:10,2020
23,1,True,True,2020-08-06 02:14:24+00:00,0,True,2,27,0,False,active,27,20,,,2020-08-06 02:15:10,2020
24,9,True,True,2020-08-06 00:15:21+00:00,0,True,1,29,0,False,active,29,5,,,2020-08-06 02:15:10,2020
25,15,True,True,2020-08-06 00:56:47+00:00,0,True,0,30,0,False,active,30,0,,,2020-08-06 02:15:10,2020
26,17,True,True,2020-08-06 01:19:37+00:00,0,True,0,31,0,True,active,31,2,,,2020-08-06 02:15:10,2020
27,11,True,True,2020-08-06 02:13:44+00:00,0,True,2,32,0,False,active,32,2,,,2020-08-06 02:15:10,2020
28,19,True,True,2020-08-06 01:44:15+00:00,0,True,0,33,0,False,active,33,8,,,2020-08-06 02:15:10,2020
29,19,True,True,2020-08-06 01:43:43+00:00,0,True,0,35,0,False,active,35,4,,,2020-08-06 02:15:10,2020
30,8,True,True,2020-08-06 01:17:35+00:00,0,True,0,36,0,True,active,36,25,,,2020-08-06 02:15:10,2020
31,3,True,True,2020-08-05 23:21:29+00:00,0,True,0,37,0,True,active,37,12,,,2020-08-06 02:15:10,2020
32,17,True,True,2020-08-06 02:11:42+00:00,0,True,0,39,0,False,active,39,6,,,2020-08-06 02:15:10,2020
33,9,True,True,2020-08-06 02:14:29+00:00,0,True,2,40,0,False,active,40,8,,,2020-08-06 02:15:10,2020
34,11,True,True,2020-08-06 02:11:24+00:00,0,True,0,41,0,True,active,41,16,,,2020-08-06 02:15:10,2020
35,11,True,True,2020-08-06 01:32:38+00:00,0,True,1,42,0,False,active,42,11,,,2020-08-06 02:15:10,2020
36,9,True,True,2020-08-06 01:45:01+00:00,0,True,0,43,0,True,active,43,6,,,2020-08-06 02:15:10,2020
37,2,True,True,2020-08-06 01:15:39+00:00,0,True,0,44,0,False,active,44,21,,,2020-08-06 02:15:10,2020
38,2,True,True,2020-08-06 02:09:24+00:00,0,True,1,46,0,False,active,46,16,,,2020-08-06 02:15:10,2020
39,5,True,True,2020-08-06 02:09:12+00:00,0,True,0,47,0,True,active,47,14,,,2020-08-06 02:15:10,2020
40,17,True,True,2020-08-06 00:15:31+00:00,0,True,0,48,0,False,active,48,2,,,2020-08-06 02:15:10,2020
41,4,True,True,2020-08-06 01:17:30+00:00,0,True,0,49,0,False,active,49,14,,,2020-08-06 02:15:10,2020
42,5,True,True,2020-08-06 01:34:28+00:00,0,True,1,50,0,True,active,50,9,,,2020-08-06 02:15:10,2020
43,9,True,True,2020-08-06 01:51:26+00:00,0,True,1,51,0,False,active,51,5,,,2020-08-06 02:15:10,2020
44,11,True,True,2020-08-06 02:05:49+00:00,0,True,0,52,0,True,active,52,12,,,2020-08-06 02:15:10,2020
45,7,True,True,2020-08-06 02:10:29+00:00,0,True,3,53,0,False,active,53,9,,,2020-08-06 02:15:10,2020
46,5,True,True,2020-08-06 02:01:20+00:00,0,True,0,54,0,False,active,54,10,,,2020-08-06 02:15:10,2020
47,9,True,True,2020-08-06 01:55:51+00:00,0,True,1,55,0,False,active,55,5,,,2020-08-06 02:15:10,2020
48,11,True,True,2020-08-06 01:30:13+00:00,0,True,0,56,0,True,active,56,7,,,2020-08-06 02:15:10,2020
49,6,True,True,2020-08-06 02:02:02+00:00,0,True,1,57,0,True,active,57,7,,,2020-08-06 02:15:10,2020
50,4,True,True,2020-08-06 02:14:48+00:00,0,True,0,58,0,True,active,58,15,,,2020-08-06 02:15:10,2020
51,14,True,True,2020-08-06 02:11:36+00:00,0,True,0,59,0,True,active,59,5,,,2020-08-06 02:15:10,2020
52,4,True,True,2020-08-06 02:11:23+00:00,0,True,2,60,0,False,active,60,13,,,2020-08-06 02:15:10,2020
53,11,True,True,2020-08-06 02:10:19+00:00,0,True,1,61,0,False,active,61,7,,,2020-08-06 02:15:10,2020
54,11,True,True,2020-08-06 02:10:56+00:00,0,True,0,63,0,False,active,63,4,,,2020-08-06 02:15:10,2020
55,17,True,True,2020-08-06 02:13:51+00:00,0,True,0,64,0,False,active,64,2,,,2020-08-06 02:15:10,2020
56,17,True,True,2020-08-06 02:08:48+00:00,0,True,1,65,0,False,active,65,5,,,2020-08-06 02:15:10,2020
57,0,True,True,2020-08-06 02:05:39+00:00,0,True,0,66,0,False,active,66,15,,,2020-08-06 02:15:10,2020
58,25,True,True,2020-08-06 02:09:09+00:00,0,True,0,67,0,True,active,67,2,,,2020-08-06 02:15:10,2020
59,8,True,True,2020-08-06 02:07:07+00:00,0,True,1,68,0,True,active,68,10,,,2020-08-06 02:15:10,2020
60,11,True,True,2020-08-06 01:27:21+00:00,0,True,1,69,0,True,active,69,7,,,2020-08-06 02:15:10,2020
61,9,True,True,2020-08-06 01:40:27+00:00,0,True,0,70,0,False,active,70,14,,,2020-08-06 02:15:10,2020
62,1,True,True,2020-08-06 02:09:35+00:00,0,True,0,71,0,False,active,71,22,,,2020-08-06 02:15:10,2020
63,21,True,True,2020-08-06 01:33:27+00:00,0,True,0,72,0,False,active,72,2,,,2020-08-06 02:15:10,2020
64,8,True,True,2020-08-06 01:26:34+00:00,0,True,1,73,0,False,active,73,6,,,2020-08-06 02:15:10,2020
65,9,True,True,2020-08-06 02:08:04+00:00,0,True,0,74,0,True,active,74,10,,,2020-08-06 02:15:10,2020
