,station_status,num_ebikes_available,is_returning,num_docks_disabled,legacy_id,is_renting,num_bikes_disabled,last_reported,eightd_has_available_keys,station_id,is_installed,num_bikes_available,num_docks_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
70,active,0,True,0,79,True,0,2020-08-05 22:08:28+00:00,False,79,True,0,19,,,2020-08-05 22:09:55,2020
71,active,0,True,0,80,True,0,2020-08-05 22:05:57+00:00,False,80,True,20,15,,,2020-08-05 22:09:55,2020
72,active,0,True,0,81,True,0,2020-08-05 22:04:54+00:00,False,81,True,10,9,,,2020-08-05 22:09:55,2020
73,active,0,True,0,82,True,1,2020-08-05 22:09:40+00:00,False,82,True,3,11,,,2020-08-05 22:09:55,2020
74,active,0,True,0,84,True,1,2020-08-05 22:09:48+00:00,False,84,True,12,2,,,2020-08-05 22:09:55,2020
75,active,0,True,0,85,True,0,2020-08-05 22:06:24+00:00,False,85,True,6,13,,,2020-08-05 22:09:55,2020
76,active,0,True,0,86,True,0,2020-08-05 22:02:19+00:00,False,86,True,8,11,,,2020-08-05 22:09:55,2020
77,active,0,True,0,87,True,0,2020-08-05 22:02:00+00:00,False,87,True,6,9,,,2020-08-05 22:09:55,2020
78,active,0,True,0,89,True,1,2020-08-05 21:53:34+00:00,False,89,True,10,8,,,2020-08-05 22:09:55,2020
79,active,0,True,0,90,True,0,2020-08-05 22:09:43+00:00,False,90,True,9,10,,,2020-08-05 22:09:55,2020
80,active,0,True,0,91,True,0,2020-08-05 22:00:36+00:00,False,91,True,1,18,,,2020-08-05 22:09:55,2020
81,active,0,True,0,92,True,1,2020-08-05 21:32:15+00:00,False,92,True,11,7,,,2020-08-05 22:09:55,2020
82,active,0,True,0,93,True,1,2020-08-05 21:56:51+00:00,False,93,True,9,5,,,2020-08-05 22:09:55,2020
83,active,0,True,0,94,True,0,2020-08-05 21:55:20+00:00,False,94,True,2,9,,,2020-08-05 22:09:55,2020
84,active,0,True,0,95,True,1,2020-08-05 21:58:55+00:00,False,95,True,8,6,,,2020-08-05 22:09:55,2020
85,active,0,True,0,96,True,0,2020-08-05 21:55:45+00:00,False,96,True,5,14,,,2020-08-05 22:09:55,2020
86,active,0,True,0,97,True,0,2020-08-05 22:09:34+00:00,False,97,True,12,7,,,2020-08-05 22:09:55,2020
87,active,0,True,0,98,True,1,2020-08-05 22:06:58+00:00,False,98,True,11,11,,,2020-08-05 22:09:55,2020
88,active,0,True,0,99,True,0,2020-08-05 21:19:57+00:00,False,99,True,8,7,,,2020-08-05 22:09:55,2020
89,active,0,True,0,100,True,1,2020-08-05 22:03:48+00:00,True,100,True,20,4,,,2020-08-05 22:09:55,2020
90,active,0,True,0,101,True,0,2020-08-05 22:02:58+00:00,False,101,True,8,7,,,2020-08-05 22:09:55,2020
91,active,0,True,0,102,True,1,2020-08-05 21:59:35+00:00,False,102,True,11,3,,,2020-08-05 22:09:55,2020
92,active,0,True,0,103,True,0,2020-08-05 21:36:08+00:00,False,103,True,2,13,,,2020-08-05 22:09:55,2020
93,active,0,True,0,104,True,0,2020-08-05 22:04:31+00:00,False,104,True,3,16,,,2020-08-05 22:09:55,2020
94,active,0,True,0,105,True,2,2020-08-05 22:09:43+00:00,False,105,True,10,7,,,2020-08-05 22:09:55,2020
95,active,0,True,0,106,True,0,2020-08-05 22:09:02+00:00,False,106,True,7,8,,,2020-08-05 22:09:55,2020
96,active,0,True,0,107,True,1,2020-08-05 22:09:44+00:00,False,107,True,1,17,,,2020-08-05 22:09:55,2020
97,active,0,True,0,108,True,0,2020-08-05 21:43:07+00:00,False,108,True,7,10,,,2020-08-05 22:09:55,2020
98,active,0,True,0,109,True,1,2020-08-05 18:13:43+00:00,False,109,True,12,22,,,2020-08-05 22:09:55,2020
99,active,0,True,0,110,True,0,2020-08-05 21:57:28+00:00,False,110,True,2,13,,,2020-08-05 22:09:55,2020
100,active,0,True,0,111,True,0,2020-08-05 20:30:01+00:00,False,111,True,4,11,,,2020-08-05 22:09:55,2020
101,active,0,True,0,112,True,0,2020-08-05 21:37:00+00:00,False,112,True,6,9,,,2020-08-05 22:09:55,2020
102,active,0,True,0,113,True,1,2020-08-05 22:05:20+00:00,False,113,True,10,4,,,2020-08-05 22:09:55,2020
103,active,0,True,0,114,True,0,2020-08-05 21:44:45+00:00,False,114,True,9,6,,,2020-08-05 22:09:55,2020
104,active,0,True,0,115,True,1,2020-08-05 21:42:18+00:00,False,115,True,17,1,,,2020-08-05 22:09:55,2020
105,active,0,True,0,116,True,0,2020-08-05 22:06:59+00:00,False,116,True,5,18,,,2020-08-05 22:09:55,2020
106,active,0,True,0,117,True,0,2020-08-05 21:48:30+00:00,False,117,True,12,7,,,2020-08-05 22:09:55,2020
107,active,0,True,0,118,True,0,2020-08-05 22:09:51+00:00,False,118,True,14,5,,,2020-08-05 22:09:55,2020
108,active,0,True,0,119,True,1,2020-08-05 21:40:57+00:00,False,119,True,14,0,,,2020-08-05 22:09:55,2020
109,active,0,True,0,120,True,1,2020-08-05 21:59:43+00:00,False,120,True,11,3,,,2020-08-05 22:09:55,2020
110,active,0,True,0,121,True,0,2020-08-05 22:08:52+00:00,False,121,True,8,9,,,2020-08-05 22:09:55,2020
111,active,0,True,0,122,True,0,2020-08-05 22:07:24+00:00,False,122,True,1,14,,,2020-08-05 22:09:55,2020
112,active,0,True,0,124,True,0,2020-08-05 20:04:56+00:00,False,124,True,3,12,,,2020-08-05 22:09:55,2020
113,active,0,True,0,125,True,1,2020-08-05 21:36:56+00:00,False,125,True,8,6,,,2020-08-05 22:09:55,2020
114,active,0,True,0,126,True,0,2020-08-05 19:33:31+00:00,False,126,True,3,12,,,2020-08-05 22:09:55,2020
115,active,0,True,0,128,True,0,2020-08-05 21:38:35+00:00,False,128,True,13,6,,,2020-08-05 22:09:55,2020
116,active,0,True,0,129,True,0,2020-08-05 21:57:12+00:00,False,129,True,19,0,,,2020-08-05 22:09:55,2020
117,active,0,True,0,130,True,0,2020-08-05 21:02:41+00:00,False,130,True,12,3,,,2020-08-05 22:09:55,2020
118,active,0,True,0,131,True,1,2020-08-05 22:08:54+00:00,False,131,True,9,8,,,2020-08-05 22:09:55,2020
119,active,0,True,0,133,True,1,2020-08-05 22:01:36+00:00,False,133,True,9,13,,,2020-08-05 22:09:55,2020
120,active,0,True,0,135,True,0,2020-08-05 21:09:20+00:00,False,135,True,11,6,,,2020-08-05 22:09:55,2020
121,active,0,True,0,136,True,1,2020-08-05 21:28:48+00:00,False,136,True,3,15,,,2020-08-05 22:09:55,2020
122,active,0,True,0,137,True,0,2020-08-05 22:02:00+00:00,False,137,True,3,12,,,2020-08-05 22:09:55,2020
123,active,0,True,0,138,True,1,2020-08-05 21:39:40+00:00,False,138,True,5,9,,,2020-08-05 22:09:55,2020
124,active,0,True,0,139,True,0,2020-08-05 22:07:59+00:00,False,139,True,8,11,,,2020-08-05 22:09:55,2020
125,active,0,True,0,140,True,1,2020-08-05 22:01:46+00:00,False,140,True,12,4,,,2020-08-05 22:09:55,2020
126,active,0,True,0,141,True,0,2020-08-05 22:04:44+00:00,False,141,True,6,9,,,2020-08-05 22:09:55,2020
127,active,0,True,0,142,True,2,2020-08-05 22:03:45+00:00,False,142,True,10,11,,,2020-08-05 22:09:55,2020
128,active,0,True,0,143,True,2,2020-08-05 21:51:41+00:00,False,143,True,6,15,,,2020-08-05 22:09:55,2020
129,active,0,True,0,144,True,0,2020-08-05 22:07:52+00:00,False,144,True,9,10,,,2020-08-05 22:09:55,2020
130,active,0,True,0,145,True,0,2020-08-05 22:02:57+00:00,False,145,True,3,16,,,2020-08-05 22:09:55,2020
131,active,0,True,0,146,True,2,2020-08-05 22:08:33+00:00,False,146,True,2,15,,,2020-08-05 22:09:55,2020
132,active,0,True,0,149,True,0,2020-08-05 22:09:25+00:00,True,149,True,14,4,,,2020-08-05 22:09:55,2020
133,active,0,True,0,150,True,0,2020-08-05 22:05:51+00:00,False,150,True,0,19,,,2020-08-05 22:09:55,2020
134,active,0,True,0,151,True,0,2020-08-05 21:53:19+00:00,False,151,True,4,15,,,2020-08-05 22:09:55,2020
135,active,0,True,0,152,True,0,2020-08-05 21:45:51+00:00,True,152,True,8,7,,,2020-08-05 22:09:55,2020
136,active,0,True,0,156,True,0,2020-08-05 20:42:26+00:00,False,156,True,4,11,,,2020-08-05 22:09:55,2020
137,active,0,True,0,157,True,1,2020-08-05 22:00:56+00:00,False,157,True,12,2,,,2020-08-05 22:09:55,2020
138,active,0,True,0,159,True,3,2020-08-05 22:01:59+00:00,False,159,True,5,7,,,2020-08-05 22:09:55,2020
139,active,0,True,0,160,True,0,2020-08-05 21:55:45+00:00,True,160,True,9,5,,,2020-08-05 22:09:55,2020
140,active,0,True,0,161,True,0,2020-08-05 22:09:17+00:00,True,161,True,13,10,,,2020-08-05 22:09:55,2020
141,active,0,True,0,162,True,0,2020-08-05 22:02:42+00:00,False,162,True,7,8,,,2020-08-05 22:09:55,2020
142,active,0,True,0,163,True,0,2020-08-05 22:03:47+00:00,True,163,True,4,15,,,2020-08-05 22:09:55,2020
143,active,0,True,0,167,True,1,2020-08-05 21:55:34+00:00,False,167,True,3,11,,,2020-08-05 22:09:55,2020
144,active,0,True,0,169,True,1,2020-08-05 22:03:03+00:00,False,169,True,8,10,,,2020-08-05 22:09:55,2020
145,active,0,True,0,170,True,0,2020-08-05 18:31:26+00:00,True,170,True,0,14,,,2020-08-05 22:09:55,2020
146,active,0,True,0,171,True,0,2020-08-05 18:45:23+00:00,True,171,True,7,16,,,2020-08-05 22:09:55,2020
147,active,0,True,0,173,True,0,2020-08-05 21:43:10+00:00,True,173,True,10,4,,,2020-08-05 22:09:55,2020
148,active,0,True,0,174,True,2,2020-08-05 22:08:44+00:00,False,174,True,5,8,,,2020-08-05 22:09:55,2020
149,active,0,True,0,175,True,0,2020-08-05 22:08:10+00:00,True,175,True,0,17,,,2020-08-05 22:09:55,2020
150,active,0,True,0,176,True,0,2020-08-05 22:00:50+00:00,False,176,True,8,7,,,2020-08-05 22:09:55,2020
151,active,0,True,0,177,True,0,2020-08-05 22:09:07+00:00,False,177,True,2,17,,,2020-08-05 22:09:55,2020
152,active,0,True,0,178,True,0,2020-08-05 22:03:59+00:00,False,178,True,2,17,,,2020-08-05 22:09:55,2020
153,active,0,True,0,179,True,0,2020-08-05 22:05:58+00:00,False,179,True,3,22,,,2020-08-05 22:09:55,2020
154,active,0,True,0,180,True,0,2020-08-05 22:09:47+00:00,False,180,True,14,5,,,2020-08-05 22:09:55,2020
155,active,0,True,0,181,True,0,2020-08-05 21:27:55+00:00,False,181,True,16,3,,,2020-08-05 22:09:55,2020
156,active,0,True,0,182,True,0,2020-08-05 22:04:20+00:00,True,182,True,6,13,,,2020-08-05 22:09:55,2020
157,active,0,True,0,183,True,0,2020-08-05 21:22:37+00:00,False,183,True,6,13,,,2020-08-05 22:09:55,2020
158,active,0,True,0,184,True,0,2020-08-05 21:57:21+00:00,False,184,True,3,16,,,2020-08-05 22:09:55,2020
159,active,0,True,0,185,True,0,2020-08-05 22:09:23+00:00,False,185,True,1,14,,,2020-08-05 22:09:55,2020
160,active,0,True,0,186,True,0,2020-08-05 22:09:32+00:00,True,186,True,8,7,,,2020-08-05 22:09:55,2020
161,active,0,True,0,187,True,0,2020-08-05 20:38:43+00:00,False,187,True,11,4,,,2020-08-05 22:09:55,2020
162,active,0,True,0,188,True,0,2020-08-05 21:20:05+00:00,False,188,True,8,7,,,2020-08-05 22:09:55,2020
163,active,0,True,0,189,True,1,2020-08-05 22:02:16+00:00,True,189,True,0,22,,,2020-08-05 22:09:55,2020
164,active,0,True,0,190,True,1,2020-08-05 22:09:49+00:00,True,190,True,6,30,,,2020-08-05 22:09:55,2020
165,active,0,True,0,191,True,0,2020-08-05 21:48:36+00:00,False,191,True,1,14,,,2020-08-05 22:09:55,2020
166,active,0,True,0,192,True,0,2020-08-05 22:00:25+00:00,False,192,True,11,8,,,2020-08-05 22:09:55,2020
167,active,0,True,0,193,True,1,2020-08-05 22:04:33+00:00,True,193,True,1,13,,,2020-08-05 22:09:55,2020
168,active,0,True,0,194,True,0,2020-08-05 20:57:21+00:00,False,194,True,4,15,,,2020-08-05 22:09:55,2020
169,active,0,True,0,195,True,1,2020-08-05 22:09:40+00:00,False,195,True,1,21,,,2020-08-05 22:09:55,2020
170,active,0,True,0,196,True,0,2020-08-05 21:50:46+00:00,True,196,True,0,10,,,2020-08-05 22:09:55,2020
171,active,0,True,0,197,True,0,2020-08-05 22:08:57+00:00,False,197,True,2,13,,,2020-08-05 22:09:55,2020
172,active,0,True,0,199,True,0,2020-08-05 22:09:51+00:00,False,199,True,12,3,,,2020-08-05 22:09:55,2020
173,active,0,True,0,200,True,2,2020-08-05 19:07:01+00:00,False,200,True,17,0,,,2020-08-05 22:09:55,2020
174,active,0,True,0,201,True,0,2020-08-05 16:42:59+00:00,False,201,True,5,10,,,2020-08-05 22:09:55,2020
175,active,0,True,0,202,True,0,2020-08-05 21:55:58+00:00,False,202,True,8,7,,,2020-08-05 22:09:55,2020
176,active,0,True,0,203,True,0,2020-08-05 21:30:50+00:00,False,203,True,6,9,,,2020-08-05 22:09:55,2020
177,active,0,True,0,204,True,1,2020-08-05 19:56:54+00:00,False,204,True,7,7,,,2020-08-05 22:09:55,2020
178,active,0,True,0,205,True,0,2020-08-05 18:26:18+00:00,False,205,True,6,9,,,2020-08-05 22:09:55,2020
179,active,0,True,0,206,True,0,2020-08-05 21:54:45+00:00,False,206,True,1,22,,,2020-08-05 22:09:55,2020
180,active,0,True,0,208,True,0,2020-08-05 22:03:00+00:00,True,208,True,10,5,,,2020-08-05 22:09:55,2020
181,active,0,True,0,209,True,0,2020-08-05 21:16:59+00:00,False,209,True,5,10,,,2020-08-05 22:09:55,2020
182,active,0,True,0,210,True,0,2020-08-05 20:38:58+00:00,False,210,True,1,14,,,2020-08-05 22:09:55,2020
183,active,0,True,0,211,True,0,2020-08-05 21:22:38+00:00,False,211,True,14,5,,,2020-08-05 22:09:55,2020
184,active,0,True,0,212,True,0,2020-08-05 21:53:31+00:00,False,212,True,19,14,,,2020-08-05 22:09:55,2020
185,active,0,True,0,213,True,0,2020-08-05 13:33:25+00:00,True,213,True,6,10,,,2020-08-05 22:09:55,2020
186,active,0,True,0,214,True,0,2020-08-05 21:48:58+00:00,False,214,True,15,0,,,2020-08-05 22:09:55,2020
187,active,0,True,0,215,True,0,2020-08-05 22:03:21+00:00,False,215,True,6,9,,,2020-08-05 22:09:55,2020
188,active,0,True,0,216,True,0,2020-08-05 20:56:20+00:00,False,216,True,13,6,,,2020-08-05 22:09:55,2020
189,active,0,True,0,217,True,0,2020-08-05 21:25:09+00:00,False,217,True,19,0,,,2020-08-05 22:09:55,2020
190,active,0,True,0,218,True,1,2020-08-05 22:05:07+00:00,False,218,True,6,8,,,2020-08-05 22:09:55,2020
191,active,0,True,0,219,True,0,2020-08-05 22:09:06+00:00,False,219,True,11,4,,,2020-08-05 22:09:55,2020
192,active,0,True,0,221,True,2,2020-08-05 21:58:00+00:00,False,221,True,11,6,,,2020-08-05 22:09:55,2020
193,active,0,True,0,222,True,0,2020-08-05 21:54:45+00:00,True,222,True,1,13,,,2020-08-05 22:09:55,2020
194,active,0,True,0,224,True,1,2020-08-05 21:55:32+00:00,False,224,True,4,12,,,2020-08-05 22:09:55,2020
195,active,0,True,0,225,True,0,2020-08-05 22:04:59+00:00,False,225,True,5,14,,,2020-08-05 22:09:55,2020
196,active,0,True,0,226,True,0,2020-08-05 22:07:00+00:00,False,226,True,8,7,,,2020-08-05 22:09:55,2020
197,active,0,True,0,227,True,0,2020-08-05 22:07:42+00:00,False,227,True,10,9,,,2020-08-05 22:09:55,2020
198,active,0,True,0,228,True,1,2020-08-05 21:37:11+00:00,False,228,True,13,5,,,2020-08-05 22:09:55,2020
199,active,0,True,0,232,True,0,2020-08-05 08:41:18+00:00,False,232,True,1,10,,,2020-08-05 22:09:55,2020
200,active,0,True,0,233,True,0,2020-08-05 21:59:13+00:00,False,233,True,2,13,,,2020-08-05 22:09:55,2020
201,active,0,True,0,234,True,0,2020-08-05 21:33:53+00:00,False,234,True,2,13,,,2020-08-05 22:09:55,2020
202,active,0,True,0,235,True,1,2020-08-05 19:51:04+00:00,False,235,True,5,9,,,2020-08-05 22:09:55,2020
203,active,0,True,0,236,True,0,2020-08-05 22:02:19+00:00,False,236,True,11,4,,,2020-08-05 22:09:55,2020
204,active,0,True,0,239,True,0,2020-08-05 21:53:16+00:00,False,239,True,12,3,,,2020-08-05 22:09:55,2020
205,active,0,True,0,255,True,0,2020-08-05 21:50:23+00:00,False,255,True,12,3,,,2020-08-05 22:09:55,2020
206,active,0,True,0,258,True,0,2020-08-05 22:06:52+00:00,False,258,True,8,7,,,2020-08-05 22:09:55,2020
207,active,0,True,0,259,True,0,2020-08-04 09:01:37+00:00,False,259,True,0,15,,,2020-08-05 22:09:55,2020
208,active,0,True,0,260,True,0,2020-08-05 21:35:10+00:00,False,260,True,6,9,,,2020-08-05 22:09:55,2020
209,active,0,True,0,271,True,0,2020-08-05 22:06:06+00:00,False,271,True,8,7,,,2020-08-05 22:09:55,2020
210,active,0,True,0,272,True,0,2020-08-05 19:11:19+00:00,False,272,True,6,13,,,2020-08-05 22:09:55,2020
211,active,0,True,0,273,True,1,2020-08-05 22:08:52+00:00,False,273,True,18,21,,,2020-08-05 22:09:55,2020
212,active,0,True,0,279,True,0,2020-08-05 21:59:40+00:00,False,279,True,8,11,,,2020-08-05 22:09:55,2020
213,active,0,True,0,280,True,0,2020-08-05 21:39:55+00:00,False,280,True,4,15,,,2020-08-05 22:09:55,2020
214,active,0,True,0,282,True,0,2020-08-05 21:53:24+00:00,False,282,True,12,3,,,2020-08-05 22:09:55,2020
215,active,0,True,0,296,True,1,2020-08-05 22:05:14+00:00,False,296,True,2,20,,,2020-08-05 22:09:55,2020
216,active,0,True,0,318,True,0,2020-08-05 22:03:52+00:00,False,318,True,9,10,,,2020-08-05 22:09:55,2020
217,active,0,True,0,319,True,0,2020-08-05 22:09:01+00:00,False,319,True,14,11,,,2020-08-05 22:09:55,2020
218,active,0,True,0,327,True,0,2020-08-05 21:51:35+00:00,False,327,True,6,9,,,2020-08-05 22:09:55,2020
219,active,0,True,0,328,True,0,2020-08-05 21:48:11+00:00,False,328,True,9,6,,,2020-08-05 22:09:55,2020
