,is_renting,num_bikes_disabled,num_docks_disabled,station_id,is_installed,num_bikes_available,legacy_id,last_reported,num_docks_available,is_returning,station_status,num_ebikes_available,eightd_has_available_keys,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,0,3,True,9,3,2020-08-08 21:18:02+00:00,6,True,active,0,False,,,2020-08-08 21:25:55,2020
1,True,0,0,4,True,14,4,2020-08-08 21:14:29+00:00,5,True,active,0,False,,,2020-08-08 21:25:55,2020
2,True,0,0,5,True,0,5,2020-08-08 21:05:11+00:00,15,True,active,0,False,,,2020-08-08 21:25:55,2020
3,True,1,0,6,True,3,6,2020-08-08 21:23:04+00:00,11,True,active,0,False,,,2020-08-08 21:25:55,2020
4,True,0,0,7,True,3,7,2020-08-08 21:19:11+00:00,12,True,active,0,False,,,2020-08-08 21:25:55,2020
5,True,0,0,8,True,8,8,2020-08-08 21:25:35+00:00,11,True,active,0,False,,,2020-08-08 21:25:55,2020
6,True,2,0,9,True,2,9,2020-08-08 20:58:17+00:00,11,True,active,0,False,,,2020-08-08 21:25:55,2020
7,True,1,0,10,True,2,10,2020-08-08 21:22:45+00:00,8,True,active,0,False,,,2020-08-08 21:25:55,2020
8,True,1,0,11,True,3,11,2020-08-08 21:20:58+00:00,11,True,active,0,False,,,2020-08-08 21:25:55,2020
9,True,0,0,12,True,4,12,2020-08-08 21:16:59+00:00,14,True,active,0,True,,,2020-08-08 21:25:55,2020
10,True,0,0,13,True,1,13,2020-08-08 21:17:56+00:00,18,True,active,0,False,,,2020-08-08 21:25:55,2020
11,True,0,0,14,True,10,14,2020-08-08 21:22:15+00:00,15,True,active,0,False,,,2020-08-08 21:25:55,2020
12,True,0,0,15,True,14,15,2020-08-08 21:01:58+00:00,1,True,active,0,False,,,2020-08-08 21:25:55,2020
13,True,0,0,16,True,19,16,2020-08-08 21:20:07+00:00,0,True,active,0,True,,,2020-08-08 21:25:55,2020
14,True,1,0,17,True,4,17,2020-08-08 21:16:57+00:00,10,True,active,0,False,,,2020-08-08 21:25:55,2020
15,True,0,0,19,True,2,19,2020-08-08 21:25:29+00:00,13,True,active,0,False,,,2020-08-08 21:25:55,2020
16,True,0,0,20,True,8,20,2020-08-08 21:24:29+00:00,15,True,active,0,True,,,2020-08-08 21:25:55,2020
17,True,0,0,21,True,7,21,2020-08-08 21:11:23+00:00,11,True,active,0,True,,,2020-08-08 21:25:55,2020
18,True,0,0,22,True,19,22,2020-08-08 21:20:47+00:00,28,True,active,0,True,,,2020-08-08 21:25:55,2020
19,True,0,0,23,True,20,23,2020-08-08 21:25:24+00:00,1,True,active,0,False,,,2020-08-08 21:25:55,2020
20,True,0,0,24,True,17,24,2020-08-08 21:06:42+00:00,2,True,active,0,False,,,2020-08-08 21:25:55,2020
21,True,0,0,25,True,7,25,2020-08-08 21:22:43+00:00,8,True,active,0,False,,,2020-08-08 21:25:55,2020
22,True,0,0,26,True,6,26,2020-08-08 21:22:21+00:00,9,True,active,0,False,,,2020-08-08 21:25:55,2020
23,True,0,0,27,True,8,27,2020-08-08 21:24:35+00:00,15,True,active,0,False,,,2020-08-08 21:25:55,2020
24,True,2,0,29,True,0,29,2020-08-08 20:55:20+00:00,13,True,active,0,False,,,2020-08-08 21:25:55,2020
25,True,0,0,30,True,2,30,2020-08-08 21:04:55+00:00,13,True,active,0,False,,,2020-08-08 21:25:55,2020
26,True,0,0,31,True,10,31,2020-08-08 21:09:53+00:00,9,True,active,0,False,,,2020-08-08 21:25:55,2020
27,True,1,0,32,True,10,32,2020-08-08 21:21:26+00:00,4,True,active,0,False,,,2020-08-08 21:25:55,2020
28,True,1,0,33,True,6,33,2020-08-08 21:06:38+00:00,20,True,active,0,False,,,2020-08-08 21:25:55,2020
29,True,0,0,35,True,11,35,2020-08-08 21:20:40+00:00,12,True,active,0,False,,,2020-08-08 21:25:55,2020
30,True,0,0,36,True,28,36,2020-08-08 21:24:27+00:00,5,True,active,0,True,,,2020-08-08 21:25:55,2020
31,True,0,0,37,True,0,37,2020-08-08 20:51:26+00:00,15,True,active,0,True,,,2020-08-08 21:25:55,2020
32,True,0,0,39,True,10,39,2020-08-08 20:47:27+00:00,13,True,active,0,False,,,2020-08-08 21:25:55,2020
33,True,4,0,40,True,8,40,2020-08-08 21:25:26+00:00,7,True,active,0,False,,,2020-08-08 21:25:55,2020
34,True,1,0,41,True,4,41,2020-08-08 21:24:30+00:00,22,True,active,0,True,,,2020-08-08 21:25:55,2020
35,True,0,0,42,True,4,42,2020-08-08 21:21:25+00:00,19,True,active,0,False,,,2020-08-08 21:25:55,2020
36,True,1,0,43,True,6,43,2020-08-08 21:20:32+00:00,8,True,active,0,True,,,2020-08-08 21:25:55,2020
37,True,0,0,44,True,13,44,2020-08-08 21:22:27+00:00,10,True,active,0,False,,,2020-08-08 21:25:55,2020
38,True,0,0,46,True,5,46,2020-08-08 21:22:57+00:00,14,True,active,0,False,,,2020-08-08 21:25:55,2020
39,True,1,0,47,True,11,47,2020-08-08 21:25:17+00:00,7,True,active,0,True,,,2020-08-08 21:25:55,2020
