,last_reported,is_renting,eightd_has_available_keys,num_bikes_available,num_docks_available,num_bikes_disabled,legacy_id,num_ebikes_available,is_installed,station_id,num_docks_disabled,station_status,is_returning,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,2020-08-06 02:04:58+00:00,True,False,0,15,0,3,0,True,3,0,active,True,,,2020-08-06 03:19:00,2020
1,2020-08-06 03:02:41+00:00,True,False,13,6,0,4,0,True,4,0,active,True,,,2020-08-06 03:19:00,2020
2,2020-08-06 03:05:06+00:00,True,False,7,8,0,5,0,True,5,0,active,True,,,2020-08-06 03:19:00,2020
3,2020-08-06 02:54:24+00:00,True,False,10,3,2,6,0,True,6,0,active,True,,,2020-08-06 03:19:00,2020
4,2020-08-06 03:00:25+00:00,True,False,2,13,0,7,0,True,7,0,active,True,,,2020-08-06 03:19:00,2020
5,2020-08-06 03:09:47+00:00,True,False,9,10,0,8,0,True,8,0,active,True,,,2020-08-06 03:19:00,2020
6,2020-08-06 02:37:48+00:00,True,False,13,2,0,9,0,True,9,0,active,True,,,2020-08-06 03:19:00,2020
7,2020-08-06 03:10:30+00:00,True,False,4,7,0,10,0,True,10,0,active,True,,,2020-08-06 03:19:00,2020
8,2020-08-06 02:49:15+00:00,True,False,0,15,0,11,0,True,11,0,active,True,"{'off_dock_count': 3, 'valet_revision': 79, 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-06 03:19:00,2020
9,2020-08-06 03:04:35+00:00,True,True,14,4,0,12,0,True,12,0,active,True,,,2020-08-06 03:19:00,2020
10,2020-08-06 03:16:23+00:00,True,False,5,14,0,13,0,True,13,0,active,True,,,2020-08-06 03:19:00,2020
11,2020-08-06 02:38:23+00:00,True,False,0,25,0,14,0,True,14,0,active,True,,,2020-08-06 03:19:00,2020
12,2020-08-06 02:39:43+00:00,True,False,9,6,0,15,0,True,15,0,active,True,,,2020-08-06 03:19:00,2020
13,2020-08-06 03:02:36+00:00,True,True,3,16,0,16,0,True,16,0,active,True,,,2020-08-06 03:19:00,2020
14,2020-08-06 02:40:27+00:00,True,False,3,12,0,17,0,True,17,0,active,True,,,2020-08-06 03:19:00,2020
15,2020-08-06 01:33:46+00:00,True,False,5,10,0,19,0,True,19,0,active,True,,,2020-08-06 03:19:00,2020
16,2020-08-06 02:38:50+00:00,True,True,7,15,1,20,0,True,20,0,active,True,,,2020-08-06 03:19:00,2020
17,2020-08-06 02:37:58+00:00,True,True,4,13,1,21,0,True,21,0,active,True,,,2020-08-06 03:19:00,2020
18,2020-08-06 02:34:09+00:00,True,True,7,38,2,22,0,True,22,0,active,True,,,2020-08-06 03:19:00,2020
19,2020-08-06 02:45:39+00:00,True,True,15,6,0,23,0,True,23,0,active,True,,,2020-08-06 03:19:00,2020
20,2020-08-06 02:39:14+00:00,True,False,10,9,0,24,0,True,24,0,active,True,,,2020-08-06 03:19:00,2020
21,2020-08-06 02:16:54+00:00,True,False,8,7,0,25,0,True,25,0,active,True,,,2020-08-06 03:19:00,2020
22,2020-08-06 02:10:52+00:00,True,False,7,7,1,26,0,True,26,0,active,True,,,2020-08-06 03:19:00,2020
23,2020-08-06 02:53:26+00:00,True,False,18,3,2,27,0,True,27,0,active,True,,,2020-08-06 03:19:00,2020
24,2020-08-06 00:15:21+00:00,True,False,5,9,1,29,0,True,29,0,active,True,,,2020-08-06 03:19:00,2020
25,2020-08-06 02:56:14+00:00,True,False,3,12,0,30,0,True,30,0,active,True,,,2020-08-06 03:19:00,2020
26,2020-08-06 02:34:32+00:00,True,True,3,16,0,31,0,True,31,0,active,True,,,2020-08-06 03:19:00,2020
27,2020-08-06 02:47:51+00:00,True,False,1,12,2,32,0,True,32,0,active,True,,,2020-08-06 03:19:00,2020
28,2020-08-06 03:17:17+00:00,True,False,6,21,0,33,0,True,33,0,active,True,,,2020-08-06 03:19:00,2020
29,2020-08-06 03:07:58+00:00,True,False,5,18,0,35,0,True,35,0,active,True,,,2020-08-06 03:19:00,2020
30,2020-08-06 02:52:57+00:00,True,True,25,8,0,36,0,True,36,0,active,True,,,2020-08-06 03:19:00,2020
31,2020-08-05 23:21:29+00:00,True,True,12,3,0,37,0,True,37,0,active,True,,,2020-08-06 03:19:00,2020
32,2020-08-06 03:05:49+00:00,True,False,9,14,0,39,0,True,39,0,active,True,,,2020-08-06 03:19:00,2020
33,2020-08-06 03:04:21+00:00,True,False,15,3,1,40,0,True,40,0,active,True,,,2020-08-06 03:19:00,2020
34,2020-08-06 03:06:46+00:00,True,True,24,3,0,41,0,True,41,0,active,True,,,2020-08-06 03:19:00,2020
35,2020-08-06 02:47:08+00:00,True,False,10,12,1,42,0,True,42,0,active,True,,,2020-08-06 03:19:00,2020
36,2020-08-06 03:12:58+00:00,True,True,8,7,0,43,0,True,43,0,active,True,,,2020-08-06 03:19:00,2020
37,2020-08-06 03:06:51+00:00,True,False,16,7,0,44,0,True,44,0,active,True,,,2020-08-06 03:19:00,2020
38,2020-08-06 03:09:29+00:00,True,False,16,2,1,46,0,True,46,0,active,True,,,2020-08-06 03:19:00,2020
39,2020-08-06 02:58:36+00:00,True,True,12,7,0,47,0,True,47,0,active,True,,,2020-08-06 03:19:00,2020
40,2020-08-06 00:15:31+00:00,True,False,2,17,0,48,0,True,48,0,active,True,,,2020-08-06 03:19:00,2020
41,2020-08-06 02:52:35+00:00,True,False,9,9,0,49,0,True,49,0,active,True,,,2020-08-06 03:19:00,2020
42,2020-08-06 01:34:28+00:00,True,True,9,5,1,50,0,True,50,0,active,True,,,2020-08-06 03:19:00,2020
43,2020-08-06 03:10:51+00:00,True,False,4,10,1,51,0,True,51,0,active,True,,,2020-08-06 03:19:00,2020
44,2020-08-06 03:04:58+00:00,True,True,13,10,0,52,0,True,52,0,active,True,,,2020-08-06 03:19:00,2020
45,2020-08-06 03:07:05+00:00,True,False,16,0,3,53,0,True,53,0,active,True,,,2020-08-06 03:19:00,2020
46,2020-08-06 02:52:47+00:00,True,False,12,1,2,54,0,True,54,0,active,True,,,2020-08-06 03:19:00,2020
47,2020-08-06 03:09:54+00:00,True,False,7,7,1,55,0,True,55,0,active,True,,,2020-08-06 03:19:00,2020
48,2020-08-06 02:38:52+00:00,True,True,9,9,0,56,0,True,56,0,active,True,,,2020-08-06 03:19:00,2020
49,2020-08-06 02:02:02+00:00,True,True,7,6,1,57,0,True,57,0,active,True,,,2020-08-06 03:19:00,2020
50,2020-08-06 03:02:09+00:00,True,True,13,6,0,58,0,True,58,0,active,True,,,2020-08-06 03:19:00,2020
51,2020-08-06 02:23:10+00:00,True,True,7,12,0,59,0,True,59,0,active,True,,,2020-08-06 03:19:00,2020
52,2020-08-06 03:11:08+00:00,True,False,15,2,2,60,0,True,60,0,active,True,,,2020-08-06 03:19:00,2020
53,2020-08-06 03:16:41+00:00,True,False,5,13,1,61,0,True,61,0,active,True,,,2020-08-06 03:19:00,2020
54,2020-08-06 02:10:56+00:00,True,False,4,11,0,63,0,True,63,0,active,True,,,2020-08-06 03:19:00,2020
55,2020-08-06 02:29:18+00:00,True,False,1,18,0,64,0,True,64,0,active,True,,,2020-08-06 03:19:00,2020
56,2020-08-06 02:08:48+00:00,True,False,5,17,1,65,0,True,65,0,active,True,,,2020-08-06 03:19:00,2020
