,is_installed,station_status,is_renting,eightd_has_available_keys,num_ebikes_available,num_bikes_available,legacy_id,is_returning,num_docks_available,station_id,num_docks_disabled,last_reported,num_bikes_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
27,True,active,True,True,0,4,31,True,15,31,0,2020-08-03 13:15:55+00:00,0,,,2020-08-03 14:10:35,2020
28,True,active,True,False,0,8,32,True,4,32,0,2020-08-03 13:45:13+00:00,3,,,2020-08-03 14:10:35,2020
29,True,active,True,False,0,3,33,True,23,33,0,2020-08-03 13:55:16+00:00,1,,,2020-08-03 14:10:35,2020
30,True,active,True,False,0,20,35,True,3,35,0,2020-08-03 14:05:38+00:00,0,,,2020-08-03 14:10:35,2020
31,True,active,True,True,0,18,36,True,15,36,0,2020-08-03 13:58:57+00:00,0,,,2020-08-03 14:10:35,2020
32,True,active,True,True,0,9,37,True,6,37,0,2020-08-03 13:44:13+00:00,0,,,2020-08-03 14:10:35,2020
33,True,active,True,False,0,10,39,True,11,39,0,2020-08-03 14:02:46+00:00,2,,,2020-08-03 14:10:35,2020
34,True,active,True,False,0,5,40,True,12,40,0,2020-08-03 14:00:06+00:00,2,,,2020-08-03 14:10:35,2020
35,True,active,True,True,0,7,41,True,20,41,0,2020-08-03 14:05:32+00:00,0,,,2020-08-03 14:10:35,2020
36,True,active,True,False,0,7,42,True,14,42,0,2020-08-03 14:01:39+00:00,2,,,2020-08-03 14:10:35,2020
37,True,active,True,True,0,5,43,True,10,43,0,2020-08-03 13:26:12+00:00,0,,,2020-08-03 14:10:35,2020
38,True,active,True,False,0,2,44,True,21,44,0,2020-08-03 13:02:40+00:00,0,,,2020-08-03 14:10:35,2020
39,True,active,True,False,0,3,46,True,15,46,0,2020-08-03 14:10:23+00:00,1,,,2020-08-03 14:10:35,2020
40,True,active,True,True,0,3,47,True,16,47,0,2020-08-03 14:08:23+00:00,0,,,2020-08-03 14:10:35,2020
41,True,active,True,False,0,11,48,True,8,48,0,2020-08-03 13:54:26+00:00,0,,,2020-08-03 14:10:35,2020
42,True,active,True,False,0,9,49,True,9,49,0,2020-08-03 13:54:16+00:00,0,,,2020-08-03 14:10:35,2020
43,True,active,True,True,0,3,50,True,11,50,0,2020-08-03 13:47:40+00:00,1,,,2020-08-03 14:10:35,2020
44,True,active,True,False,0,15,51,True,0,51,0,2020-08-03 13:03:07+00:00,0,,,2020-08-03 14:10:35,2020
45,True,active,True,True,0,1,52,True,22,52,0,2020-08-03 13:51:39+00:00,0,,,2020-08-03 14:10:35,2020
46,True,active,True,False,0,0,53,True,18,53,0,2020-08-03 13:59:19+00:00,1,,,2020-08-03 14:10:35,2020
47,True,active,True,False,0,6,54,True,8,54,0,2020-08-03 14:09:39+00:00,1,,,2020-08-03 14:10:35,2020
48,True,active,True,False,0,1,55,True,14,55,0,2020-08-03 14:06:07+00:00,0,,,2020-08-03 14:10:35,2020
49,True,active,True,True,0,11,56,True,7,56,0,2020-08-03 13:26:08+00:00,0,,,2020-08-03 14:10:35,2020
50,True,active,True,True,0,3,57,True,11,57,0,2020-08-03 14:01:44+00:00,0,,,2020-08-03 14:10:35,2020
51,True,active,True,True,0,8,58,True,11,58,0,2020-08-03 13:41:47+00:00,0,,,2020-08-03 14:10:35,2020
52,True,active,True,True,0,11,59,True,8,59,0,2020-08-03 14:01:52+00:00,0,,,2020-08-03 14:10:35,2020
53,True,active,True,False,0,5,60,True,14,60,0,2020-08-03 14:08:33+00:00,0,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'dock_blocked_count': 0, 'active': True, 'off_dock_count': 33, 'off_dock_capacity': 40, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'valet_revision': 65}",2020-08-03 14:10:35,2020
54,True,active,True,False,0,9,61,True,10,61,0,2020-08-03 14:07:59+00:00,0,,,2020-08-03 14:10:35,2020
55,True,active,True,False,0,1,63,True,14,63,0,2020-08-03 00:49:30+00:00,0,,,2020-08-03 14:10:35,2020
56,True,active,True,False,0,19,64,True,0,64,0,2020-08-03 12:56:26+00:00,0,,,2020-08-03 14:10:35,2020
57,True,active,True,False,0,13,65,True,10,65,0,2020-08-03 12:13:51+00:00,0,,,2020-08-03 14:10:35,2020
58,True,active,True,False,0,0,66,True,14,66,0,2020-08-03 13:38:11+00:00,1,,,2020-08-03 14:10:35,2020
59,True,active,True,False,0,7,67,True,20,67,0,2020-08-03 14:08:40+00:00,0,,,2020-08-03 14:10:35,2020
60,True,active,True,True,0,8,68,True,11,68,0,2020-08-03 14:09:24+00:00,0,,,2020-08-03 14:10:35,2020
61,True,active,True,True,0,2,69,True,17,69,0,2020-08-03 14:07:02+00:00,0,,,2020-08-03 14:10:35,2020
62,True,active,True,False,0,12,70,True,10,70,0,2020-08-03 14:01:23+00:00,1,,,2020-08-03 14:10:35,2020
63,True,active,True,False,0,6,71,True,17,71,0,2020-08-03 13:36:47+00:00,0,,,2020-08-03 14:10:35,2020
64,True,active,True,False,0,4,72,True,19,72,0,2020-08-03 13:25:28+00:00,0,,,2020-08-03 14:10:35,2020
65,True,active,True,False,0,15,73,True,0,73,0,2020-08-03 13:01:35+00:00,0,,,2020-08-03 14:10:35,2020
66,True,active,True,True,0,16,74,True,1,74,0,2020-08-03 13:59:00+00:00,2,,,2020-08-03 14:10:35,2020
67,True,active,True,False,0,0,75,True,15,75,0,2020-08-03 12:47:04+00:00,0,,,2020-08-03 14:10:35,2020
68,True,active,True,False,0,2,76,True,15,76,0,2020-08-03 13:58:25+00:00,0,,,2020-08-03 14:10:35,2020
69,True,active,True,False,0,0,77,True,14,77,0,2020-08-03 12:57:12+00:00,1,,,2020-08-03 14:10:35,2020
70,True,active,True,False,0,6,78,True,12,78,0,2020-08-03 13:31:01+00:00,1,,,2020-08-03 14:10:35,2020
71,True,active,True,False,0,9,79,True,10,79,0,2020-08-03 13:41:53+00:00,0,,,2020-08-03 14:10:35,2020
72,True,active,True,False,0,28,80,True,6,80,0,2020-08-03 14:05:17+00:00,1,,,2020-08-03 14:10:35,2020
73,True,active,True,False,0,6,81,True,13,81,0,2020-08-03 14:05:26+00:00,0,,,2020-08-03 14:10:35,2020
74,True,active,True,False,0,3,82,True,12,82,0,2020-08-03 14:01:41+00:00,0,,,2020-08-03 14:10:35,2020
75,True,active,True,False,0,1,84,True,13,84,0,2020-08-03 13:32:05+00:00,1,,,2020-08-03 14:10:35,2020
76,True,active,True,False,0,18,85,True,1,85,0,2020-08-03 12:24:48+00:00,0,,,2020-08-03 14:10:35,2020
77,True,active,True,False,0,13,86,True,6,86,0,2020-08-03 14:08:02+00:00,0,,,2020-08-03 14:10:35,2020
78,True,active,True,False,0,6,87,True,9,87,0,2020-08-03 13:56:50+00:00,0,,,2020-08-03 14:10:35,2020
79,True,active,True,False,0,14,89,True,4,89,0,2020-08-03 13:36:07+00:00,1,,,2020-08-03 14:10:35,2020
80,True,active,True,False,0,6,90,True,13,90,0,2020-08-03 13:57:37+00:00,0,,,2020-08-03 14:10:35,2020
81,True,active,True,False,0,8,91,True,11,91,0,2020-08-03 14:01:39+00:00,0,,,2020-08-03 14:10:35,2020
82,True,active,True,False,0,19,92,True,0,92,0,2020-08-03 08:43:47+00:00,0,,,2020-08-03 14:10:35,2020
83,True,active,True,False,0,13,93,True,0,93,0,2020-08-03 12:58:20+00:00,2,,,2020-08-03 14:10:35,2020
84,True,active,True,False,0,5,94,True,6,94,0,2020-08-03 14:08:15+00:00,0,,,2020-08-03 14:10:35,2020
85,True,active,True,False,0,3,95,True,12,95,0,2020-08-03 13:49:16+00:00,0,,,2020-08-03 14:10:35,2020
86,True,active,True,False,0,5,96,True,14,96,0,2020-08-03 13:38:58+00:00,0,,,2020-08-03 14:10:35,2020
87,True,active,True,False,0,0,97,True,18,97,0,2020-08-03 12:23:35+00:00,1,,,2020-08-03 14:10:35,2020
88,True,active,True,False,0,3,98,True,17,98,0,2020-08-03 14:05:51+00:00,2,,,2020-08-03 14:10:35,2020
89,True,active,True,False,0,12,99,True,3,99,0,2020-08-03 13:47:05+00:00,0,,,2020-08-03 14:10:35,2020
90,True,active,True,True,0,18,100,True,6,100,0,2020-08-03 14:00:35+00:00,1,,,2020-08-03 14:10:35,2020
91,True,active,True,False,0,11,101,True,4,101,0,2020-08-03 13:41:22+00:00,0,,,2020-08-03 14:10:35,2020
92,True,active,True,False,0,12,102,True,3,102,0,2020-08-03 13:41:07+00:00,0,,,2020-08-03 14:10:35,2020
93,True,active,True,False,0,1,103,True,13,103,0,2020-08-03 13:30:31+00:00,1,,,2020-08-03 14:10:35,2020
94,True,active,True,False,0,7,104,True,11,104,0,2020-08-03 13:51:27+00:00,1,,,2020-08-03 14:10:35,2020
95,True,active,True,False,0,8,105,True,11,105,0,2020-08-03 13:48:10+00:00,0,,,2020-08-03 14:10:35,2020
96,True,active,True,False,0,6,106,True,9,106,0,2020-08-03 14:01:47+00:00,0,,,2020-08-03 14:10:35,2020
97,True,active,True,False,0,16,107,True,1,107,0,2020-08-03 14:08:01+00:00,2,,,2020-08-03 14:10:35,2020
98,True,active,True,False,0,9,108,True,7,108,0,2020-08-03 13:45:38+00:00,1,,,2020-08-03 14:10:35,2020
99,True,active,True,False,0,23,109,True,11,109,0,2020-08-03 11:27:59+00:00,1,,,2020-08-03 14:10:35,2020
100,True,active,True,False,0,7,110,True,8,110,0,2020-08-03 14:10:17+00:00,0,,,2020-08-03 14:10:35,2020
101,True,active,True,False,0,1,111,True,14,111,0,2020-08-03 13:56:02+00:00,0,,,2020-08-03 14:10:35,2020
102,True,active,True,False,0,12,112,True,3,112,0,2020-08-03 12:08:03+00:00,0,,,2020-08-03 14:10:35,2020
103,True,active,True,False,0,6,113,True,9,113,0,2020-08-03 13:47:07+00:00,0,,,2020-08-03 14:10:35,2020
104,True,active,True,False,0,12,114,True,3,114,0,2020-08-03 13:51:26+00:00,0,,,2020-08-03 14:10:35,2020
105,True,active,True,False,0,15,115,True,3,115,0,2020-08-03 14:08:24+00:00,1,,,2020-08-03 14:10:35,2020
106,True,active,True,False,0,3,116,True,20,116,0,2020-08-03 13:32:47+00:00,0,,,2020-08-03 14:10:35,2020
107,True,active,True,False,0,1,117,True,18,117,0,2020-08-03 13:09:31+00:00,0,,,2020-08-03 14:10:35,2020
108,True,active,True,False,0,17,118,True,2,118,0,2020-08-03 14:01:56+00:00,0,,,2020-08-03 14:10:35,2020
109,True,active,True,False,0,4,119,True,11,119,0,2020-08-03 13:17:31+00:00,0,,,2020-08-03 14:10:35,2020
110,True,active,True,False,0,4,120,True,9,120,0,2020-08-03 14:06:42+00:00,2,,,2020-08-03 14:10:35,2020
111,True,active,True,False,0,1,121,True,16,121,0,2020-08-03 13:46:41+00:00,0,,,2020-08-03 14:10:35,2020
112,True,active,True,False,0,8,122,True,7,122,0,2020-08-03 13:18:34+00:00,0,,,2020-08-03 14:10:35,2020
113,True,active,True,False,0,3,124,True,12,124,0,2020-08-03 12:13:30+00:00,0,,,2020-08-03 14:10:35,2020
114,True,active,True,False,0,2,125,True,13,125,0,2020-08-03 13:58:35+00:00,0,,,2020-08-03 14:10:35,2020
115,True,active,True,False,0,7,126,True,7,126,0,2020-08-03 13:37:26+00:00,1,,,2020-08-03 14:10:35,2020
116,True,active,True,False,0,16,128,True,3,128,0,2020-08-03 12:35:10+00:00,0,,,2020-08-03 14:10:35,2020
117,True,active,True,False,0,12,129,True,7,129,0,2020-08-03 13:48:23+00:00,0,,,2020-08-03 14:10:35,2020
118,True,active,True,False,0,15,130,True,0,130,0,2020-08-03 05:39:14+00:00,0,,,2020-08-03 14:10:35,2020
119,True,active,True,False,0,5,131,True,11,131,0,2020-08-03 13:59:30+00:00,2,,,2020-08-03 14:10:35,2020
120,True,active,True,False,0,13,133,True,10,133,0,2020-08-03 13:31:17+00:00,0,,,2020-08-03 14:10:35,2020
121,True,active,True,False,0,10,135,True,7,135,0,2020-08-03 14:00:54+00:00,0,,,2020-08-03 14:10:35,2020
122,True,active,True,False,0,17,136,True,2,136,0,2020-08-03 13:06:55+00:00,0,,,2020-08-03 14:10:35,2020
123,True,active,True,False,0,2,137,True,13,137,0,2020-08-03 13:35:50+00:00,0,,,2020-08-03 14:10:35,2020
124,True,active,True,False,0,15,138,True,0,138,0,2020-08-03 12:37:13+00:00,0,,,2020-08-03 14:10:35,2020
125,True,active,True,False,0,3,139,True,15,139,0,2020-08-03 14:09:21+00:00,1,,,2020-08-03 14:10:35,2020
126,True,active,True,False,0,10,140,True,7,140,0,2020-08-03 13:42:44+00:00,0,,,2020-08-03 14:10:35,2020
127,True,active,True,False,0,6,141,True,9,141,0,2020-08-03 14:08:17+00:00,0,,,2020-08-03 14:10:35,2020
128,True,active,True,False,0,9,142,True,14,142,0,2020-08-03 13:19:42+00:00,0,,,2020-08-03 14:10:35,2020
129,True,active,True,False,0,13,143,True,10,143,0,2020-08-03 13:29:50+00:00,0,,,2020-08-03 14:10:35,2020
130,True,active,True,False,0,7,144,True,12,144,0,2020-08-03 14:09:58+00:00,0,,,2020-08-03 14:10:35,2020
131,True,active,True,False,0,14,145,True,5,145,0,2020-08-03 12:38:26+00:00,0,,,2020-08-03 14:10:35,2020
132,True,active,True,False,0,10,146,True,8,146,0,2020-08-03 14:01:31+00:00,1,,,2020-08-03 14:10:35,2020
133,True,active,True,True,0,7,149,True,10,149,0,2020-08-03 13:25:48+00:00,1,,,2020-08-03 14:10:35,2020
134,True,active,True,False,0,3,150,True,16,150,0,2020-08-03 13:42:47+00:00,0,,,2020-08-03 14:10:35,2020
135,True,active,True,False,0,10,151,True,7,151,0,2020-08-03 13:42:23+00:00,2,,,2020-08-03 14:10:35,2020
136,True,active,True,False,0,2,152,True,13,152,0,2020-08-03 13:44:00+00:00,0,,,2020-08-03 14:10:35,2020
137,True,active,True,False,0,0,156,True,15,156,0,2020-08-03 14:06:42+00:00,0,,,2020-08-03 14:10:35,2020
138,True,active,True,False,0,4,157,True,10,157,0,2020-08-03 13:44:52+00:00,1,,,2020-08-03 14:10:35,2020
139,True,active,True,False,0,0,159,True,14,159,0,2020-08-03 14:08:35+00:00,1,,,2020-08-03 14:10:35,2020
140,True,active,True,True,0,14,160,True,0,160,0,2020-08-03 13:09:01+00:00,0,,,2020-08-03 14:10:35,2020
141,True,active,True,True,0,3,161,True,20,161,0,2020-08-03 13:22:30+00:00,0,,,2020-08-03 14:10:35,2020
142,True,active,True,False,0,0,162,True,15,162,0,2020-08-03 08:53:47+00:00,0,,,2020-08-03 14:10:35,2020
143,True,active,True,True,0,10,163,True,9,163,0,2020-08-03 12:58:22+00:00,0,,,2020-08-03 14:10:35,2020
144,True,active,True,False,0,11,167,True,4,167,0,2020-08-03 13:52:09+00:00,0,,,2020-08-03 14:10:35,2020
145,True,active,True,False,0,4,169,True,15,169,0,2020-08-03 14:07:44+00:00,0,,,2020-08-03 14:10:35,2020
146,True,active,True,True,0,3,170,True,11,170,0,2020-08-03 08:50:27+00:00,0,,,2020-08-03 14:10:35,2020
147,True,active,True,True,0,1,171,True,22,171,0,2020-08-03 13:40:57+00:00,0,,,2020-08-03 14:10:35,2020
148,True,active,True,True,0,13,173,True,1,173,0,2020-08-03 12:28:10+00:00,0,,,2020-08-03 14:10:35,2020
149,True,active,True,False,0,9,174,True,6,174,0,2020-08-03 09:39:34+00:00,0,,,2020-08-03 14:10:35,2020
150,True,active,True,True,0,8,175,True,9,175,0,2020-08-03 13:51:57+00:00,0,,,2020-08-03 14:10:35,2020
151,True,active,True,False,0,10,176,True,5,176,0,2020-08-03 14:04:31+00:00,0,,,2020-08-03 14:10:35,2020
152,True,active,True,False,0,4,177,True,15,177,0,2020-08-03 14:07:06+00:00,0,,,2020-08-03 14:10:35,2020
153,True,active,True,False,0,18,178,True,0,178,0,2020-08-03 13:56:12+00:00,1,,,2020-08-03 14:10:35,2020
154,True,active,True,False,0,12,179,True,13,179,0,2020-08-03 14:06:33+00:00,0,,,2020-08-03 14:10:35,2020
155,True,active,True,False,0,12,180,True,7,180,0,2020-08-03 14:00:39+00:00,0,,,2020-08-03 14:10:35,2020
156,True,active,True,False,0,14,181,True,5,181,0,2020-08-03 14:08:05+00:00,0,,,2020-08-03 14:10:35,2020
157,True,active,True,True,0,3,182,True,16,182,0,2020-08-03 12:43:43+00:00,0,,,2020-08-03 14:10:35,2020
158,True,active,True,False,0,14,183,True,5,183,0,2020-08-03 14:10:00+00:00,0,,,2020-08-03 14:10:35,2020
159,True,active,True,False,0,12,184,True,6,184,0,2020-08-03 13:51:23+00:00,1,,,2020-08-03 14:10:35,2020
160,True,active,True,False,0,1,185,True,14,185,0,2020-08-03 13:41:22+00:00,0,,,2020-08-03 14:10:35,2020
161,True,active,True,True,0,1,186,True,14,186,0,2020-08-03 13:55:59+00:00,0,,,2020-08-03 14:10:35,2020
162,True,active,True,False,0,12,187,True,3,187,0,2020-08-03 13:18:47+00:00,0,,,2020-08-03 14:10:35,2020
163,True,active,True,False,0,11,188,True,4,188,0,2020-08-03 09:00:08+00:00,0,,,2020-08-03 14:10:35,2020
164,True,active,True,True,0,10,189,True,13,189,0,2020-08-03 13:58:57+00:00,0,,,2020-08-03 14:10:35,2020
165,True,active,True,True,0,4,190,True,30,190,0,2020-08-03 14:06:58+00:00,3,,,2020-08-03 14:10:35,2020
166,True,active,True,False,0,4,191,True,11,191,0,2020-08-03 11:13:07+00:00,0,,,2020-08-03 14:10:35,2020
167,True,active,True,False,0,19,192,True,0,192,0,2020-08-03 13:41:35+00:00,0,,,2020-08-03 14:10:35,2020
168,True,active,True,True,0,7,193,True,7,193,0,2020-08-03 13:32:44+00:00,1,,,2020-08-03 14:10:35,2020
169,True,active,True,False,0,7,194,True,12,194,0,2020-08-03 12:33:54+00:00,0,,,2020-08-03 14:10:35,2020
170,True,active,True,False,0,0,195,True,23,195,0,2020-08-03 14:02:38+00:00,0,,,2020-08-03 14:10:35,2020
171,True,active,True,True,0,1,196,True,9,196,0,2020-08-03 13:01:23+00:00,0,,,2020-08-03 14:10:35,2020
172,True,active,True,False,0,2,197,True,13,197,0,2020-08-03 10:10:49+00:00,0,,,2020-08-03 14:10:35,2020
173,True,active,True,False,0,12,199,True,3,199,0,2020-08-03 09:41:59+00:00,0,,,2020-08-03 14:10:35,2020
174,True,active,True,False,0,18,200,True,1,200,0,2020-08-03 14:08:56+00:00,0,,,2020-08-03 14:10:35,2020
175,True,active,True,False,0,0,201,True,15,201,0,2020-08-03 13:51:10+00:00,0,,,2020-08-03 14:10:35,2020
176,True,active,True,False,0,2,202,True,13,202,0,2020-08-03 13:34:04+00:00,0,,,2020-08-03 14:10:35,2020
177,True,active,True,False,0,3,203,True,12,203,0,2020-08-03 11:34:28+00:00,0,,,2020-08-03 14:10:35,2020
178,True,active,True,False,0,7,204,True,8,204,0,2020-08-03 10:52:44+00:00,0,,,2020-08-03 14:10:35,2020
179,True,active,True,False,0,5,205,True,10,205,0,2020-08-03 08:45:19+00:00,0,,,2020-08-03 14:10:35,2020
180,True,active,True,False,0,10,206,True,13,206,0,2020-08-03 13:47:55+00:00,0,,,2020-08-03 14:10:35,2020
181,True,active,True,True,0,12,208,True,3,208,0,2020-08-03 12:55:58+00:00,0,,,2020-08-03 14:10:35,2020
182,True,active,True,False,0,8,209,True,7,209,0,2020-08-03 08:28:58+00:00,0,,,2020-08-03 14:10:35,2020
183,True,active,True,False,0,2,210,True,12,210,0,2020-08-03 12:40:37+00:00,1,,,2020-08-03 14:10:35,2020
184,True,active,True,False,0,17,211,True,2,211,0,2020-08-03 10:36:15+00:00,0,,,2020-08-03 14:10:35,2020
185,True,active,True,False,0,25,212,True,8,212,0,2020-08-03 13:18:35+00:00,0,,,2020-08-03 14:10:35,2020
186,True,active,True,True,0,2,213,True,14,213,0,2020-08-03 13:32:24+00:00,0,,,2020-08-03 14:10:35,2020
187,True,active,True,False,0,11,214,True,4,214,0,2020-08-03 12:43:33+00:00,0,,,2020-08-03 14:10:35,2020
188,True,active,True,False,0,12,215,True,3,215,0,2020-08-03 14:10:02+00:00,0,,,2020-08-03 14:10:35,2020
189,True,active,True,False,0,13,216,True,6,216,0,2020-08-03 08:28:46+00:00,0,,,2020-08-03 14:10:35,2020
190,True,active,True,False,0,13,217,True,6,217,0,2020-08-03 12:53:09+00:00,0,,,2020-08-03 14:10:35,2020
191,True,active,True,False,0,10,218,True,4,218,0,2020-08-03 13:55:47+00:00,1,,,2020-08-03 14:10:35,2020
192,True,active,True,False,0,8,219,True,7,219,0,2020-08-03 08:53:59+00:00,0,,,2020-08-03 14:10:35,2020
193,True,active,True,False,0,4,221,True,15,221,0,2020-08-03 13:57:00+00:00,0,,,2020-08-03 14:10:35,2020
194,True,active,True,True,0,4,222,True,10,222,0,2020-08-03 14:07:32+00:00,0,,,2020-08-03 14:10:35,2020
195,True,active,True,False,0,5,224,True,12,224,0,2020-08-03 12:34:25+00:00,0,,,2020-08-03 14:10:35,2020
196,True,active,True,False,0,0,225,True,19,225,0,2020-08-03 13:12:42+00:00,0,,,2020-08-03 14:10:35,2020
197,True,active,True,False,0,1,226,True,13,226,0,2020-08-03 13:43:39+00:00,1,,,2020-08-03 14:10:35,2020
198,True,active,True,False,0,3,227,True,15,227,0,2020-08-03 13:57:25+00:00,1,,,2020-08-03 14:10:35,2020
199,True,active,True,False,0,4,228,True,14,228,0,2020-08-03 13:57:13+00:00,1,,,2020-08-03 14:10:35,2020
200,True,active,True,False,0,6,232,True,5,232,0,2020-08-03 08:34:07+00:00,0,,,2020-08-03 14:10:35,2020
201,True,active,True,False,0,4,233,True,9,233,0,2020-08-03 14:08:53+00:00,2,,,2020-08-03 14:10:35,2020
202,True,active,True,False,0,3,234,True,12,234,0,2020-08-03 14:06:07+00:00,0,,,2020-08-03 14:10:35,2020
203,True,active,True,False,0,1,235,True,13,235,0,2020-08-03 13:09:50+00:00,1,,,2020-08-03 14:10:35,2020
204,True,active,True,False,0,0,236,True,15,236,0,2020-08-03 13:51:40+00:00,0,,,2020-08-03 14:10:35,2020
205,True,active,True,False,0,11,239,True,4,239,0,2020-08-03 13:59:18+00:00,0,,,2020-08-03 14:10:35,2020
206,True,active,True,False,0,11,255,True,4,255,0,2020-08-03 14:05:41+00:00,0,,,2020-08-03 14:10:35,2020
207,True,active,True,False,0,14,258,True,1,258,0,2020-08-03 10:06:51+00:00,0,,,2020-08-03 14:10:35,2020
208,True,active,True,False,0,0,259,True,15,259,0,2020-08-03 08:59:04+00:00,0,,,2020-08-03 14:10:35,2020
209,True,active,True,False,0,1,260,True,14,260,0,2020-08-03 13:03:36+00:00,0,,,2020-08-03 14:10:35,2020
210,True,active,True,False,0,9,271,True,6,271,0,2020-08-03 13:18:00+00:00,0,,,2020-08-03 14:10:35,2020
211,True,active,True,False,0,7,272,True,12,272,0,2020-08-03 12:33:21+00:00,0,,,2020-08-03 14:10:35,2020
212,True,active,True,False,0,34,273,True,6,273,0,2020-08-03 13:00:33+00:00,0,,,2020-08-03 14:10:35,2020
213,True,active,True,False,0,1,279,True,18,279,0,2020-08-03 13:39:35+00:00,0,,,2020-08-03 14:10:35,2020
214,True,active,True,False,0,6,280,True,13,280,0,2020-08-03 12:36:47+00:00,0,,,2020-08-03 14:10:35,2020
215,True,active,True,False,0,0,282,True,15,282,0,2020-08-03 12:54:57+00:00,0,,,2020-08-03 14:10:35,2020
216,True,active,True,False,0,9,318,True,10,318,0,2020-08-03 14:09:44+00:00,0,,,2020-08-03 14:10:35,2020
217,True,active,True,False,0,9,319,True,16,319,0,2020-08-03 12:32:49+00:00,0,,,2020-08-03 14:10:35,2020
218,True,active,True,False,0,0,327,True,15,327,0,2020-08-03 13:33:41+00:00,0,,,2020-08-03 14:10:35,2020
219,True,active,True,False,0,13,328,True,2,328,0,2020-08-03 13:48:22+00:00,0,,,2020-08-03 14:10:35,2020
