,station_id,last_reported,num_bikes_available,num_docks_available,is_installed,legacy_id,station_status,num_docks_disabled,eightd_has_available_keys,num_ebikes_available,num_bikes_disabled,is_returning,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-15 17:49:09+00:00,3,12,True,3,active,0,False,0,0,True,True,,,2020-08-15 17:54:40,2020
1,4,2020-08-15 17:54:16+00:00,4,14,True,4,active,0,False,0,1,True,True,,,2020-08-15 17:54:40,2020
2,5,2020-08-15 17:52:18+00:00,4,9,True,5,active,0,False,0,2,True,True,,,2020-08-15 17:54:40,2020
3,6,2020-08-15 17:49:38+00:00,3,10,True,6,active,0,False,0,2,True,True,,,2020-08-15 17:54:40,2020
4,7,2020-08-15 17:51:09+00:00,8,7,True,7,active,0,False,0,0,True,True,,,2020-08-15 17:54:40,2020
5,8,2020-08-15 17:53:07+00:00,2,16,True,8,active,0,False,0,1,True,True,,,2020-08-15 17:54:40,2020
6,9,2020-08-15 17:19:47+00:00,12,2,True,9,active,0,False,0,1,True,True,,,2020-08-15 17:54:40,2020
7,10,2020-08-15 17:49:29+00:00,10,1,True,10,active,0,False,0,0,True,True,,,2020-08-15 17:54:40,2020
8,11,2020-08-15 17:51:26+00:00,13,1,True,11,active,0,False,0,1,True,True,,,2020-08-15 17:54:40,2020
9,12,2020-08-15 17:44:30+00:00,9,9,True,12,active,0,True,0,0,True,True,,,2020-08-15 17:54:40,2020
10,13,2020-08-15 17:47:38+00:00,13,6,True,13,active,0,False,0,0,True,True,,,2020-08-15 17:54:40,2020
11,14,2020-08-15 17:54:11+00:00,14,9,True,14,active,0,False,0,2,True,True,,,2020-08-15 17:54:40,2020
12,15,2020-08-15 17:54:10+00:00,6,8,True,15,active,0,False,0,1,True,True,,,2020-08-15 17:54:40,2020
13,16,2020-08-15 17:01:52+00:00,19,0,True,16,active,0,True,0,0,True,True,,,2020-08-15 17:54:40,2020
14,17,2020-08-15 17:13:26+00:00,2,12,True,17,active,0,False,0,1,True,True,,,2020-08-15 17:54:40,2020
15,19,2020-08-15 17:43:41+00:00,3,12,True,19,active,0,False,0,0,True,True,,,2020-08-15 17:54:40,2020
