,is_installed,is_renting,is_returning,num_ebikes_available,num_bikes_available,num_bikes_disabled,station_id,station_status,num_docks_available,legacy_id,eightd_has_available_keys,last_reported,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,True,True,0,8,0,3,active,7,3,True,2020-07-29 15:27:34+00:00,0,,,2020-07-29 15:51:45,2020
1,True,True,True,0,4,0,4,active,15,4,False,2020-07-29 14:57:32+00:00,0,,,2020-07-29 15:51:45,2020
2,True,True,True,0,9,0,5,active,6,5,False,2020-07-29 15:49:28+00:00,0,,,2020-07-29 15:51:45,2020
3,True,True,True,0,12,0,6,active,3,6,False,2020-07-29 15:44:30+00:00,0,,,2020-07-29 15:51:45,2020
4,True,True,True,0,1,0,7,active,14,7,False,2020-07-29 13:32:50+00:00,0,,,2020-07-29 15:51:45,2020
5,True,True,True,0,8,1,8,active,10,8,False,2020-07-29 15:48:54+00:00,0,,,2020-07-29 15:51:45,2020
6,True,True,True,0,2,1,9,active,12,9,False,2020-07-29 15:42:50+00:00,0,,,2020-07-29 15:51:45,2020
7,True,True,True,0,9,1,10,active,1,10,False,2020-07-29 15:43:36+00:00,0,,,2020-07-29 15:51:45,2020
8,True,True,True,0,3,1,11,active,11,11,False,2020-07-29 15:50:21+00:00,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 58, 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'valet_revision': 69}",2020-07-29 15:51:45,2020
9,True,True,True,0,7,0,12,active,11,12,True,2020-07-29 15:27:26+00:00,0,,,2020-07-29 15:51:45,2020
10,True,True,True,0,19,0,13,active,0,13,False,2020-07-29 15:19:33+00:00,0,,,2020-07-29 15:51:45,2020
11,True,True,True,0,19,0,14,active,6,14,False,2020-07-29 15:47:45+00:00,0,,,2020-07-29 15:51:45,2020
12,True,True,True,0,8,0,15,active,7,15,False,2020-07-29 15:07:51+00:00,0,,,2020-07-29 15:51:45,2020
13,True,True,True,0,9,1,16,active,9,16,True,2020-07-29 15:44:45+00:00,0,,,2020-07-29 15:51:45,2020
14,True,True,True,0,13,0,17,active,2,17,False,2020-07-29 13:20:45+00:00,0,,,2020-07-29 15:51:45,2020
15,True,True,True,0,2,0,19,active,13,19,False,2020-07-29 15:51:11+00:00,0,,,2020-07-29 15:51:45,2020
16,True,True,True,0,15,1,20,active,7,20,True,2020-07-29 15:49:44+00:00,0,,,2020-07-29 15:51:45,2020
17,True,True,True,0,7,0,21,active,11,21,False,2020-07-29 15:44:42+00:00,0,,,2020-07-29 15:51:45,2020
18,True,True,True,0,10,0,22,active,37,22,True,2020-07-29 15:48:31+00:00,0,,,2020-07-29 15:51:45,2020
19,True,True,True,0,13,0,23,active,8,23,True,2020-07-29 15:17:15+00:00,0,,,2020-07-29 15:51:45,2020
20,True,True,True,0,7,1,24,active,11,24,False,2020-07-29 15:32:02+00:00,0,,,2020-07-29 15:51:45,2020
21,True,True,True,0,12,0,25,active,3,25,False,2020-07-29 15:47:08+00:00,0,,,2020-07-29 15:51:45,2020
22,True,True,True,0,10,1,26,active,4,26,False,2020-07-29 15:30:06+00:00,0,,,2020-07-29 15:51:45,2020
23,True,True,True,0,9,1,27,active,13,27,False,2020-07-29 15:49:20+00:00,0,,,2020-07-29 15:51:45,2020
24,True,True,True,0,12,0,29,active,3,29,False,2020-07-29 13:23:58+00:00,0,,,2020-07-29 15:51:45,2020
25,True,True,True,0,14,0,30,active,1,30,False,2020-07-29 15:38:32+00:00,0,,,2020-07-29 15:51:45,2020
26,True,True,True,0,7,1,31,active,11,31,True,2020-07-29 14:56:24+00:00,0,,,2020-07-29 15:51:45,2020
27,True,True,True,0,5,0,32,active,10,32,False,2020-07-29 15:49:00+00:00,0,,,2020-07-29 15:51:45,2020
28,True,True,True,0,16,0,33,active,11,33,False,2020-07-29 15:17:13+00:00,0,,,2020-07-29 15:51:45,2020
29,True,True,True,0,6,0,35,active,17,35,False,2020-07-29 15:51:27+00:00,0,,,2020-07-29 15:51:45,2020
30,True,True,True,0,21,0,36,active,12,36,True,2020-07-29 15:49:25+00:00,0,,,2020-07-29 15:51:45,2020
31,True,True,True,0,0,0,37,active,15,37,True,2020-07-29 13:17:22+00:00,0,,,2020-07-29 15:51:45,2020
32,True,True,True,0,11,1,39,active,11,39,False,2020-07-29 15:49:40+00:00,0,,,2020-07-29 15:51:45,2020
