,is_returning,num_ebikes_available,is_installed,last_reported,eightd_has_available_keys,legacy_id,num_docks_disabled,num_bikes_available,station_status,station_id,num_docks_available,is_renting,num_bikes_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
66,True,0,True,2020-07-30 13:40:07+00:00,False,75,0,8,active,75,7,True,0,,,2020-07-30 14:01:25,2020
67,True,0,True,2020-07-30 14:00:57+00:00,False,76,0,3,active,76,14,True,0,,,2020-07-30 14:01:25,2020
68,True,0,True,2020-07-30 13:14:22+00:00,False,77,0,6,active,77,8,True,1,,,2020-07-30 14:01:25,2020
69,True,0,True,2020-07-30 13:21:08+00:00,False,78,0,15,active,78,4,True,0,,,2020-07-30 14:01:25,2020
70,True,0,True,2020-07-30 14:01:11+00:00,False,79,0,4,active,79,15,True,0,,,2020-07-30 14:01:25,2020
71,True,0,True,2020-07-30 13:50:14+00:00,False,80,0,19,active,80,15,True,1,,,2020-07-30 14:01:25,2020
72,True,0,True,2020-07-30 13:53:45+00:00,False,81,0,8,active,81,11,True,0,,,2020-07-30 14:01:25,2020
73,True,0,True,2020-07-30 13:49:33+00:00,False,82,0,5,active,82,10,True,0,,,2020-07-30 14:01:25,2020
74,True,0,True,2020-07-30 13:35:14+00:00,False,84,0,11,active,84,4,True,0,,,2020-07-30 14:01:25,2020
75,True,0,True,2020-07-30 13:30:25+00:00,False,85,0,16,active,85,2,True,1,,,2020-07-30 14:01:25,2020
76,True,0,True,2020-07-30 13:59:05+00:00,False,86,0,8,active,86,11,True,0,,,2020-07-30 14:01:25,2020
77,True,0,True,2020-07-30 13:51:01+00:00,False,87,0,4,active,87,10,True,1,,,2020-07-30 14:01:25,2020
78,True,0,True,2020-07-30 13:56:13+00:00,False,89,0,15,active,89,4,True,0,,,2020-07-30 14:01:25,2020
79,True,0,True,2020-07-30 13:55:58+00:00,False,90,0,7,active,90,10,True,2,,,2020-07-30 14:01:25,2020
80,True,0,True,2020-07-30 13:54:08+00:00,False,91,0,11,active,91,6,True,2,,,2020-07-30 14:01:25,2020
81,True,0,True,2020-07-30 12:41:43+00:00,False,92,0,11,active,92,7,True,1,,,2020-07-30 14:01:25,2020
82,True,0,True,2020-07-30 12:38:38+00:00,False,93,0,4,active,93,8,True,3,,,2020-07-30 14:01:25,2020
83,True,0,True,2020-07-30 13:58:01+00:00,False,94,0,5,active,94,6,True,0,,,2020-07-30 14:01:25,2020
84,True,0,True,2020-07-30 13:56:18+00:00,False,95,0,12,active,95,2,True,1,,,2020-07-30 14:01:25,2020
85,True,0,True,2020-07-30 13:55:33+00:00,False,96,0,3,active,96,16,True,0,,,2020-07-30 14:01:25,2020
86,True,0,True,2020-07-30 13:33:16+00:00,False,97,0,2,active,97,16,True,1,,,2020-07-30 14:01:25,2020
87,True,0,True,2020-07-30 13:49:30+00:00,False,98,0,2,active,98,20,True,0,,,2020-07-30 14:01:25,2020
88,True,0,True,2020-07-30 13:54:28+00:00,False,99,0,10,active,99,5,True,0,,,2020-07-30 14:01:25,2020
89,True,0,True,2020-07-30 13:49:37+00:00,True,100,0,14,active,100,9,True,2,,,2020-07-30 14:01:25,2020
90,True,0,True,2020-07-30 13:25:45+00:00,False,101,0,0,active,101,15,True,0,,,2020-07-30 14:01:25,2020
91,True,0,True,2020-07-30 12:19:59+00:00,False,102,0,9,active,102,6,True,0,,,2020-07-30 14:01:25,2020
92,True,0,True,2020-07-30 13:51:46+00:00,False,103,0,1,active,103,13,True,1,,,2020-07-30 14:01:25,2020
93,True,0,True,2020-07-30 13:49:12+00:00,False,104,0,13,active,104,5,True,1,,,2020-07-30 14:01:25,2020
94,True,0,True,2020-07-30 13:50:46+00:00,False,105,0,11,active,105,8,True,0,,,2020-07-30 14:01:25,2020
95,True,0,True,2020-07-30 12:55:09+00:00,False,106,0,7,active,106,8,True,0,,,2020-07-30 14:01:25,2020
96,True,0,True,2020-07-30 13:26:01+00:00,False,107,0,19,active,107,0,True,0,,,2020-07-30 14:01:25,2020
97,True,0,True,2020-07-30 13:58:19+00:00,False,108,0,15,active,108,2,True,0,,,2020-07-30 14:01:25,2020
98,True,0,True,2020-07-30 12:06:03+00:00,False,109,0,25,active,109,8,True,2,,,2020-07-30 14:01:25,2020
99,True,0,True,2020-07-30 13:41:08+00:00,False,110,0,8,active,110,7,True,0,,,2020-07-30 14:01:25,2020
100,True,0,True,2020-07-30 12:17:01+00:00,False,111,0,4,active,111,11,True,0,,,2020-07-30 14:01:25,2020
101,True,0,True,2020-07-30 13:35:05+00:00,False,112,0,8,active,112,7,True,0,,,2020-07-30 14:01:25,2020
102,True,0,True,2020-07-30 13:51:17+00:00,False,113,0,10,active,113,5,True,0,,,2020-07-30 14:01:25,2020
103,True,0,True,2020-07-30 13:27:43+00:00,False,114,0,2,active,114,13,True,0,,,2020-07-30 14:01:25,2020
104,True,0,True,2020-07-30 13:40:21+00:00,False,115,0,9,active,115,10,True,0,,,2020-07-30 14:01:25,2020
105,True,0,True,2020-07-30 13:43:14+00:00,False,116,0,7,active,116,16,True,0,,,2020-07-30 14:01:25,2020
106,True,0,True,2020-07-30 13:25:46+00:00,False,117,0,19,active,117,0,True,0,,,2020-07-30 14:01:25,2020
107,True,0,True,2020-07-30 12:33:13+00:00,False,118,0,5,active,118,14,True,0,,,2020-07-30 14:01:25,2020
108,True,0,True,2020-07-30 13:41:27+00:00,False,119,0,5,active,119,10,True,0,,,2020-07-30 14:01:25,2020
109,True,0,True,2020-07-30 13:59:50+00:00,False,120,0,4,active,120,9,True,2,,,2020-07-30 14:01:25,2020
110,True,0,True,2020-07-30 13:40:03+00:00,False,121,0,2,active,121,14,True,1,,,2020-07-30 14:01:25,2020
111,True,0,True,2020-07-30 13:05:25+00:00,False,122,0,1,active,122,14,True,0,,,2020-07-30 14:01:25,2020
112,True,0,True,2020-07-30 01:11:26+00:00,False,124,0,5,active,124,10,True,0,,,2020-07-30 14:01:25,2020
113,True,0,True,2020-07-30 13:28:33+00:00,False,125,0,2,active,125,13,True,0,,,2020-07-30 14:01:25,2020
114,True,0,True,2020-07-30 13:51:56+00:00,False,126,0,1,active,126,14,True,0,,,2020-07-30 14:01:25,2020
115,True,0,True,2020-07-30 13:43:29+00:00,False,128,0,16,active,128,2,True,1,,,2020-07-30 14:01:25,2020
116,True,0,True,2020-07-30 13:51:41+00:00,False,129,0,6,active,129,13,True,0,,,2020-07-30 14:01:25,2020
117,True,0,True,2020-07-30 08:51:09+00:00,False,130,0,10,active,130,5,True,0,,,2020-07-30 14:01:25,2020
118,True,0,True,2020-07-30 13:47:42+00:00,False,131,0,15,active,131,1,True,2,,,2020-07-30 14:01:25,2020
119,True,0,True,2020-07-30 13:14:49+00:00,False,133,0,12,active,133,11,True,0,,,2020-07-30 14:01:25,2020
120,True,0,True,2020-07-30 12:52:56+00:00,False,135,0,9,active,135,7,True,1,,,2020-07-30 14:01:25,2020
121,True,0,True,2020-07-30 13:27:43+00:00,False,136,0,16,active,136,3,True,0,,,2020-07-30 14:01:25,2020
122,True,0,True,2020-07-30 13:36:00+00:00,False,137,0,1,active,137,14,True,0,,,2020-07-30 14:01:25,2020
123,True,0,True,2020-07-30 13:46:40+00:00,False,138,0,15,active,138,0,True,0,,,2020-07-30 14:01:25,2020
124,True,0,True,2020-07-30 14:01:16+00:00,False,139,0,4,active,139,15,True,0,,,2020-07-30 14:01:25,2020
125,True,0,True,2020-07-30 11:41:40+00:00,False,140,0,8,active,140,9,True,0,,,2020-07-30 14:01:25,2020
126,True,0,True,2020-07-30 12:41:46+00:00,False,141,0,7,active,141,8,True,0,,,2020-07-30 14:01:25,2020
127,True,0,True,2020-07-30 12:21:38+00:00,False,142,0,16,active,142,6,True,1,,,2020-07-30 14:01:25,2020
128,True,0,True,2020-07-30 13:17:02+00:00,False,143,0,11,active,143,12,True,0,,,2020-07-30 14:01:25,2020
129,True,0,True,2020-07-30 02:05:34+00:00,False,144,0,3,active,144,16,True,0,,,2020-07-30 14:01:25,2020
130,True,0,True,2020-07-30 13:46:02+00:00,False,145,0,12,active,145,7,True,0,,,2020-07-30 14:01:25,2020
131,True,0,True,2020-07-30 13:44:56+00:00,False,146,0,11,active,146,7,True,1,,,2020-07-30 14:01:25,2020
132,True,0,True,2020-07-30 12:07:59+00:00,True,149,0,9,active,149,9,True,0,,,2020-07-30 14:01:25,2020
133,True,0,True,2020-07-30 13:42:51+00:00,False,150,0,11,active,150,8,True,0,,,2020-07-30 14:01:25,2020
134,True,0,True,2020-07-30 13:25:51+00:00,False,151,0,10,active,151,8,True,1,,,2020-07-30 14:01:25,2020
135,True,0,True,2020-07-30 13:56:31+00:00,True,152,0,10,active,152,5,True,0,,,2020-07-30 14:01:25,2020
136,True,0,True,2020-07-30 14:00:21+00:00,False,156,0,3,active,156,12,True,0,,,2020-07-30 14:01:25,2020
137,True,0,True,2020-07-30 13:45:05+00:00,False,157,0,2,active,157,11,True,2,,,2020-07-30 14:01:25,2020
138,True,0,True,2020-07-30 13:53:42+00:00,False,159,0,1,active,159,13,True,1,,,2020-07-30 14:01:25,2020
139,True,0,True,2020-07-30 12:22:55+00:00,True,160,0,0,active,160,14,True,0,,,2020-07-30 14:01:25,2020
140,True,0,True,2020-07-30 13:42:10+00:00,True,161,0,6,active,161,17,True,0,,,2020-07-30 14:01:25,2020
141,True,0,True,2020-07-30 08:36:26+00:00,False,162,0,1,active,162,14,True,0,,,2020-07-30 14:01:25,2020
142,True,0,True,2020-07-30 13:31:16+00:00,True,163,0,6,active,163,13,True,0,,,2020-07-30 14:01:25,2020
143,True,0,True,2020-07-30 13:56:32+00:00,False,167,0,9,active,167,5,True,1,,,2020-07-30 14:01:25,2020
144,True,0,True,2020-07-30 14:00:43+00:00,False,169,0,9,active,169,10,True,0,,,2020-07-30 14:01:25,2020
145,True,0,True,2020-07-30 12:59:08+00:00,True,170,0,1,active,170,13,True,0,,,2020-07-30 14:01:25,2020
146,True,0,True,2020-07-30 13:58:12+00:00,True,171,0,3,active,171,20,True,0,,,2020-07-30 14:01:25,2020
147,True,0,True,2020-07-30 08:51:37+00:00,True,173,0,5,active,173,7,True,2,,,2020-07-30 14:01:25,2020
148,True,0,True,2020-07-30 01:40:06+00:00,False,174,0,12,active,174,3,True,0,,,2020-07-30 14:01:25,2020
149,True,0,True,2020-07-30 13:54:08+00:00,True,175,0,0,active,175,17,True,0,,,2020-07-30 14:01:25,2020
150,True,0,True,2020-07-30 13:33:56+00:00,False,176,0,10,active,176,5,True,0,,,2020-07-30 14:01:25,2020
151,True,0,True,2020-07-30 13:51:17+00:00,False,177,0,6,active,177,12,True,1,,,2020-07-30 14:01:25,2020
152,True,0,True,2020-07-30 13:43:10+00:00,False,178,0,5,active,178,13,True,1,,,2020-07-30 14:01:25,2020
153,True,0,True,2020-07-30 13:45:50+00:00,False,179,0,23,active,179,2,True,0,,,2020-07-30 14:01:25,2020
154,True,0,True,2020-07-30 13:16:40+00:00,False,180,0,6,active,180,13,True,0,,,2020-07-30 14:01:25,2020
155,True,0,True,2020-07-30 12:51:03+00:00,False,181,0,6,active,181,13,True,0,,,2020-07-30 14:01:25,2020
156,True,0,True,2020-07-30 12:51:44+00:00,True,182,0,11,active,182,8,True,0,,,2020-07-30 14:01:25,2020
157,True,0,True,2020-07-30 13:17:45+00:00,False,183,0,11,active,183,8,True,0,,,2020-07-30 14:01:25,2020
158,True,0,True,2020-07-30 13:28:49+00:00,False,184,0,16,active,184,3,True,0,,,2020-07-30 14:01:25,2020
159,True,0,True,2020-07-30 13:26:52+00:00,False,185,0,5,active,185,9,True,1,,,2020-07-30 14:01:25,2020
160,True,0,True,2020-07-30 13:59:32+00:00,True,186,0,2,active,186,12,True,1,,,2020-07-30 14:01:25,2020
161,True,0,True,2020-07-30 13:51:16+00:00,False,187,0,11,active,187,4,True,0,,,2020-07-30 14:01:25,2020
162,True,0,True,2020-07-30 13:37:01+00:00,False,188,0,11,active,188,4,True,0,,,2020-07-30 14:01:25,2020
163,True,0,True,2020-07-30 13:56:30+00:00,True,189,0,13,active,189,10,True,0,,,2020-07-30 14:01:25,2020
164,True,0,True,2020-07-30 13:44:37+00:00,False,190,0,20,active,190,15,True,2,,,2020-07-30 14:01:25,2020
165,True,0,True,2020-07-30 10:09:11+00:00,False,191,0,0,active,191,15,True,0,,,2020-07-30 14:01:25,2020
166,True,0,True,2020-07-30 13:02:12+00:00,False,192,0,16,active,192,3,True,0,,,2020-07-30 14:01:25,2020
167,True,0,True,2020-07-30 13:59:49+00:00,True,193,0,10,active,193,5,True,0,,,2020-07-30 14:01:25,2020
168,True,0,True,2020-07-30 10:31:40+00:00,False,194,0,14,active,194,5,True,0,,,2020-07-30 14:01:25,2020
169,True,0,True,2020-07-30 13:27:41+00:00,False,195,0,16,active,195,6,True,1,,,2020-07-30 14:01:25,2020
170,True,0,True,2020-07-30 13:36:36+00:00,True,196,0,2,active,196,8,True,0,,,2020-07-30 14:01:25,2020
171,True,0,True,2020-07-30 12:56:15+00:00,False,197,0,1,active,197,14,True,0,,,2020-07-30 14:01:25,2020
172,True,0,True,2020-07-30 09:42:31+00:00,False,199,0,7,active,199,8,True,0,,,2020-07-30 14:01:25,2020
173,True,0,True,2020-07-30 13:46:21+00:00,False,200,0,10,active,200,9,True,0,,,2020-07-30 14:01:25,2020
174,True,0,True,2020-07-30 08:10:11+00:00,False,201,0,0,active,201,15,True,0,,,2020-07-30 14:01:25,2020
175,True,0,True,2020-07-29 23:36:32+00:00,False,202,0,4,active,202,10,True,1,,,2020-07-30 14:01:25,2020
176,True,0,True,2020-07-30 11:51:49+00:00,False,203,0,6,active,203,9,True,0,,,2020-07-30 14:01:25,2020
177,True,0,True,2020-07-30 08:25:15+00:00,False,204,0,1,active,204,14,True,0,,,2020-07-30 14:01:25,2020
178,True,0,True,2020-07-30 08:26:04+00:00,False,205,0,4,active,205,10,True,1,,,2020-07-30 14:01:25,2020
179,True,0,True,2020-07-30 13:56:16+00:00,False,206,0,10,active,206,13,True,0,,,2020-07-30 14:01:25,2020
180,True,0,True,2020-07-30 08:56:36+00:00,True,208,0,15,active,208,0,True,0,,,2020-07-30 14:01:25,2020
181,True,0,True,2020-07-30 08:20:08+00:00,False,209,0,12,active,209,2,True,1,,,2020-07-30 14:01:25,2020
182,True,0,True,2020-07-30 13:13:26+00:00,False,210,0,1,active,210,14,True,0,,,2020-07-30 14:01:25,2020
183,True,0,True,2020-07-30 13:54:34+00:00,False,211,0,14,active,211,4,True,1,,,2020-07-30 14:01:25,2020
184,True,0,True,2020-07-30 13:43:36+00:00,False,212,0,9,active,212,24,True,0,,,2020-07-30 14:01:25,2020
185,True,0,True,2020-07-30 10:09:37+00:00,True,213,0,8,active,213,8,True,0,,,2020-07-30 14:01:25,2020
186,True,0,True,2020-07-30 11:30:52+00:00,False,214,0,12,active,214,3,True,0,,,2020-07-30 14:01:25,2020
187,True,0,True,2020-07-30 10:36:08+00:00,False,215,0,11,active,215,4,True,0,,,2020-07-30 14:01:25,2020
188,True,0,True,2020-07-30 08:25:30+00:00,False,216,0,17,active,216,1,True,1,,,2020-07-30 14:01:25,2020
189,True,0,True,2020-07-30 12:43:22+00:00,False,217,0,4,active,217,15,True,0,,,2020-07-30 14:01:25,2020
190,True,0,True,2020-07-30 13:31:01+00:00,False,218,0,5,active,218,10,True,0,,,2020-07-30 14:01:25,2020
191,True,0,True,2020-07-30 08:41:13+00:00,False,219,0,9,active,219,6,True,0,,,2020-07-30 14:01:25,2020
192,True,0,True,2020-07-30 13:17:54+00:00,False,221,0,2,active,221,17,True,0,,,2020-07-30 14:01:25,2020
193,True,0,True,2020-07-30 13:36:08+00:00,True,222,0,1,active,222,13,True,0,,,2020-07-30 14:01:25,2020
194,True,0,True,2020-07-30 11:52:05+00:00,False,224,0,8,active,224,9,True,0,,,2020-07-30 14:01:25,2020
195,True,0,True,2020-07-30 13:54:11+00:00,False,225,0,10,active,225,9,True,0,,,2020-07-30 14:01:25,2020
196,True,0,True,2020-07-30 13:03:21+00:00,False,226,0,0,active,226,15,True,0,,,2020-07-30 14:01:25,2020
197,True,0,True,2020-07-30 12:49:18+00:00,False,227,0,12,active,227,6,True,1,,,2020-07-30 14:01:25,2020
198,True,0,True,2020-07-30 13:37:25+00:00,False,228,0,10,active,228,9,True,0,,,2020-07-30 14:01:25,2020
199,True,0,True,2020-07-30 08:11:52+00:00,False,232,0,4,active,232,7,True,0,,,2020-07-30 14:01:25,2020
200,True,0,True,2020-07-30 12:36:36+00:00,False,233,0,4,active,233,9,True,2,,,2020-07-30 14:01:25,2020
201,True,0,True,2020-07-30 13:59:51+00:00,False,234,0,3,active,234,12,True,0,,,2020-07-30 14:01:25,2020
202,True,0,True,2020-07-30 13:36:49+00:00,False,235,0,8,active,235,7,True,0,,,2020-07-30 14:01:25,2020
203,True,0,True,2020-07-30 13:33:15+00:00,False,236,0,12,active,236,3,True,0,,,2020-07-30 14:01:25,2020
204,True,0,True,2020-07-30 13:21:15+00:00,False,239,0,6,active,239,9,True,0,,,2020-07-30 14:01:25,2020
205,True,0,True,2020-07-30 01:59:20+00:00,False,255,0,13,active,255,2,True,0,,,2020-07-30 14:01:25,2020
206,True,0,True,2020-07-30 13:23:46+00:00,False,258,0,11,active,258,4,True,0,,,2020-07-30 14:01:25,2020
207,True,0,True,2020-07-29 22:31:42+00:00,False,259,0,1,active,259,14,True,0,,,2020-07-30 14:01:25,2020
208,True,0,True,2020-07-30 13:40:58+00:00,False,260,0,5,active,260,9,True,1,,,2020-07-30 14:01:25,2020
209,True,0,True,2020-07-30 13:00:51+00:00,False,271,0,3,active,271,12,True,0,,,2020-07-30 14:01:25,2020
210,True,0,True,2020-07-30 12:13:57+00:00,False,272,0,5,active,272,12,True,2,,,2020-07-30 14:01:25,2020
211,True,0,True,2020-07-30 14:00:44+00:00,False,273,0,30,active,273,10,True,0,,,2020-07-30 14:01:25,2020
212,True,0,True,2020-07-30 13:47:44+00:00,False,279,0,10,active,279,9,True,0,,,2020-07-30 14:01:25,2020
213,True,0,True,2020-07-30 13:25:07+00:00,False,280,0,4,active,280,15,True,0,,,2020-07-30 14:01:25,2020
214,True,0,True,2020-07-30 13:50:53+00:00,False,282,0,10,active,282,4,True,1,,,2020-07-30 14:01:25,2020
215,True,0,True,2020-07-30 13:47:22+00:00,False,296,0,11,active,296,12,True,0,,,2020-07-30 14:01:25,2020
216,True,0,True,2020-07-30 13:52:54+00:00,False,318,0,15,active,318,4,True,0,,,2020-07-30 14:01:25,2020
217,True,0,True,2020-07-30 12:55:58+00:00,False,319,0,10,active,319,15,True,0,,,2020-07-30 14:01:25,2020
