,last_reported,is_returning,num_bikes_disabled,station_id,is_renting,num_docks_disabled,num_ebikes_available,is_installed,num_bikes_available,station_status,num_docks_available,eightd_has_available_keys,legacy_id,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,2020-08-05 20:01:21+00:00,True,0,3,True,0,0,True,14,active,1,True,3,,,2020-08-05 20:06:55,2020
1,2020-08-05 19:21:14+00:00,True,0,4,True,0,0,True,2,active,17,False,4,,,2020-08-05 20:06:55,2020
2,2020-08-05 19:24:46+00:00,True,0,5,True,0,0,True,10,active,5,False,5,,,2020-08-05 20:06:55,2020
3,2020-08-05 20:02:10+00:00,True,0,6,True,0,0,True,1,active,14,False,6,,,2020-08-05 20:06:55,2020
4,2020-08-05 19:42:57+00:00,True,0,7,True,0,0,True,9,active,6,False,7,,,2020-08-05 20:06:55,2020
5,2020-08-05 20:00:09+00:00,True,0,8,True,0,0,True,2,active,17,False,8,,,2020-08-05 20:06:55,2020
6,2020-08-05 19:54:24+00:00,True,0,9,True,0,0,True,13,active,2,False,9,,,2020-08-05 20:06:55,2020
7,2020-08-05 19:56:14+00:00,True,0,10,True,0,0,True,3,active,8,False,10,,,2020-08-05 20:06:55,2020
8,2020-08-05 20:05:48+00:00,True,0,11,True,0,0,True,8,active,7,False,11,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'dock_blocked_count': 0, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True, 'valet_revision': 79, 'off_dock_count': 38, 'off_dock_capacity': 50}",2020-08-05 20:06:55,2020
9,2020-08-05 19:59:48+00:00,True,0,12,True,0,0,True,11,active,7,True,12,,,2020-08-05 20:06:55,2020
10,2020-08-05 20:04:47+00:00,True,0,13,True,0,0,True,9,active,10,False,13,,,2020-08-05 20:06:55,2020
11,2020-08-05 19:52:55+00:00,True,0,14,True,0,0,True,17,active,8,False,14,,,2020-08-05 20:06:55,2020
12,2020-08-05 19:52:27+00:00,True,0,15,True,0,0,True,6,active,9,False,15,,,2020-08-05 20:06:55,2020
13,2020-08-05 20:04:57+00:00,True,0,16,True,0,0,True,4,active,15,True,16,,,2020-08-05 20:06:55,2020
14,2020-08-05 19:42:23+00:00,True,0,17,True,0,0,True,0,active,15,False,17,,,2020-08-05 20:06:55,2020
15,2020-08-05 19:52:32+00:00,True,0,19,True,0,0,True,2,active,13,False,19,,,2020-08-05 20:06:55,2020
