,num_bikes_available,station_id,num_ebikes_available,is_renting,num_docks_available,eightd_has_available_keys,legacy_id,is_installed,station_status,num_docks_disabled,is_returning,num_bikes_disabled,last_reported,timestamp_of_data_read_request,year_station_last_reported
0,3,3,0,True,12,False,3,True,active,0,True,0,2020-08-21 03:06:42+00:00,2020-08-21 03:20:45,2020
1,15,4,0,True,4,False,4,True,active,0,True,0,2020-08-21 03:10:35+00:00,2020-08-21 03:20:45,2020
2,6,5,0,True,9,False,5,True,active,0,True,0,2020-08-21 02:59:06+00:00,2020-08-21 03:20:45,2020
3,6,6,0,True,9,False,6,True,active,0,True,0,2020-08-21 03:20:30+00:00,2020-08-21 03:20:45,2020
4,4,7,0,True,11,False,7,True,active,0,True,0,2020-08-21 02:54:37+00:00,2020-08-21 03:20:45,2020
5,18,8,0,True,0,False,8,True,active,0,True,1,2020-08-21 03:13:39+00:00,2020-08-21 03:20:45,2020
6,13,9,0,True,2,False,9,True,active,0,True,0,2020-08-21 03:15:32+00:00,2020-08-21 03:20:45,2020
7,0,10,0,True,11,False,10,True,active,0,True,0,2020-08-20 23:27:55+00:00,2020-08-21 03:20:45,2020
8,0,11,0,True,15,False,11,True,active,0,True,0,2020-08-21 03:19:12+00:00,2020-08-21 03:20:45,2020
9,9,12,0,True,9,True,12,True,active,0,True,0,2020-08-21 03:07:44+00:00,2020-08-21 03:20:45,2020
10,2,13,0,True,17,False,13,True,active,0,True,0,2020-08-21 02:41:00+00:00,2020-08-21 03:20:45,2020
11,3,14,0,True,22,False,14,True,active,0,True,0,2020-08-21 02:30:04+00:00,2020-08-21 03:20:45,2020
12,14,15,0,True,1,False,15,True,active,0,True,0,2020-08-21 02:28:13+00:00,2020-08-21 03:20:45,2020
13,5,16,0,True,14,True,16,True,active,0,True,0,2020-08-21 02:49:28+00:00,2020-08-21 03:20:45,2020
14,3,17,0,True,12,False,17,True,active,0,True,0,2020-08-21 02:22:16+00:00,2020-08-21 03:20:45,2020
15,3,19,0,True,12,False,19,True,active,0,True,0,2020-08-21 02:10:18+00:00,2020-08-21 03:20:45,2020
16,14,20,0,True,9,True,20,True,active,0,True,0,2020-08-21 03:07:01+00:00,2020-08-21 03:20:45,2020
17,15,21,0,True,3,True,21,True,active,0,True,0,2020-08-21 02:45:57+00:00,2020-08-21 03:20:45,2020
18,1,22,0,True,46,True,22,True,active,0,True,0,2020-08-21 03:18:40+00:00,2020-08-21 03:20:45,2020
19,0,23,0,True,21,False,23,True,active,0,True,0,2020-08-21 03:16:49+00:00,2020-08-21 03:20:45,2020
20,4,24,0,True,13,False,24,True,active,0,True,2,2020-08-21 03:11:27+00:00,2020-08-21 03:20:45,2020
