,num_docks_available,is_installed,num_bikes_disabled,num_bikes_available,num_ebikes_available,station_status,legacy_id,is_returning,eightd_has_available_keys,is_renting,last_reported,station_id,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
74,4,True,1,10,0,active,84,True,False,True,2020-08-15 19:45:39+00:00,84,0,,,2020-08-15 19:57:15,2020
75,10,True,0,9,0,active,85,True,False,True,2020-08-15 19:32:20+00:00,85,0,,,2020-08-15 19:57:15,2020
76,1,True,1,17,0,active,86,True,False,True,2020-08-15 19:30:22+00:00,86,0,,,2020-08-15 19:57:15,2020
77,10,True,0,5,0,active,87,True,False,True,2020-08-15 19:40:03+00:00,87,0,,,2020-08-15 19:57:15,2020
78,5,True,0,14,0,active,89,True,False,True,2020-08-15 19:57:01+00:00,89,0,,,2020-08-15 19:57:15,2020
79,10,True,1,8,0,active,90,True,False,True,2020-08-15 19:56:27+00:00,90,0,,,2020-08-15 19:57:15,2020
80,6,True,1,12,0,active,91,True,False,True,2020-08-15 19:49:30+00:00,91,0,,,2020-08-15 19:57:15,2020
81,0,True,0,19,0,active,92,True,False,True,2020-08-15 19:43:28+00:00,92,0,,,2020-08-15 19:57:15,2020
82,2,True,0,13,0,active,93,True,False,True,2020-08-15 19:40:54+00:00,93,0,,,2020-08-15 19:57:15,2020
83,5,True,0,6,0,active,94,True,False,True,2020-08-15 19:53:48+00:00,94,0,,,2020-08-15 19:57:15,2020
84,3,True,2,10,0,active,95,True,False,True,2020-08-15 19:56:46+00:00,95,0,,,2020-08-15 19:57:15,2020
85,19,True,0,0,0,active,96,True,False,True,2020-08-15 19:18:09+00:00,96,0,,,2020-08-15 19:57:15,2020
86,18,True,0,1,0,active,97,True,False,True,2020-08-15 19:54:38+00:00,97,0,,,2020-08-15 19:57:15,2020
87,21,True,0,2,0,active,98,True,False,True,2020-08-15 19:46:24+00:00,98,0,,,2020-08-15 19:57:15,2020
88,13,True,0,2,0,active,99,True,False,True,2020-08-15 19:54:30+00:00,99,0,,,2020-08-15 19:57:15,2020
89,10,True,1,14,0,active,100,True,True,True,2020-08-15 19:56:00+00:00,100,0,,,2020-08-15 19:57:15,2020
90,6,True,0,9,0,active,101,True,False,True,2020-08-15 19:00:49+00:00,101,0,,,2020-08-15 19:57:15,2020
91,9,True,0,6,0,active,102,True,False,True,2020-08-15 19:54:13+00:00,102,0,,,2020-08-15 19:57:15,2020
92,12,True,0,3,0,active,103,True,False,True,2020-08-15 19:48:12+00:00,103,0,,,2020-08-15 19:57:15,2020
93,16,True,0,3,0,active,104,True,False,True,2020-08-15 19:43:15+00:00,104,0,,,2020-08-15 19:57:15,2020
94,14,True,1,4,0,active,105,True,False,True,2020-08-15 19:57:00+00:00,105,0,,,2020-08-15 19:57:15,2020
95,9,True,0,6,0,active,106,True,False,True,2020-08-15 19:29:43+00:00,106,0,,,2020-08-15 19:57:15,2020
96,5,True,1,13,0,active,107,True,False,True,2020-08-15 19:51:03+00:00,107,0,,,2020-08-15 19:57:15,2020
97,10,True,1,6,0,active,108,True,False,True,2020-08-15 19:53:47+00:00,108,0,,,2020-08-15 19:57:15,2020
98,33,True,1,1,0,active,109,True,False,True,2020-08-15 19:34:54+00:00,109,0,,,2020-08-15 19:57:15,2020
99,1,True,2,12,0,active,110,True,False,True,2020-08-15 18:46:57+00:00,110,0,,,2020-08-15 19:57:15,2020
100,14,True,0,1,0,active,111,True,False,True,2020-08-15 19:40:08+00:00,111,0,,,2020-08-15 19:57:15,2020
101,7,True,0,8,0,active,112,True,False,True,2020-08-15 19:04:10+00:00,112,0,,,2020-08-15 19:57:15,2020
102,13,True,0,2,0,active,113,True,False,True,2020-08-15 19:29:09+00:00,113,0,,,2020-08-15 19:57:15,2020
103,10,True,0,5,0,active,114,True,False,True,2020-08-15 19:52:02+00:00,114,0,,,2020-08-15 19:57:15,2020
104,4,True,0,15,0,active,115,True,False,True,2020-08-15 19:48:12+00:00,115,0,,,2020-08-15 19:57:15,2020
105,18,True,0,5,0,active,116,True,False,True,2020-08-15 19:54:04+00:00,116,0,,,2020-08-15 19:57:15,2020
106,15,True,1,3,0,active,117,True,False,True,2020-08-15 19:26:11+00:00,117,0,,,2020-08-15 19:57:15,2020
107,5,True,1,13,0,active,118,True,False,True,2020-08-15 19:14:46+00:00,118,0,,,2020-08-15 19:57:15,2020
108,11,True,0,4,0,active,119,True,False,True,2020-08-15 19:49:33+00:00,119,0,,,2020-08-15 19:57:15,2020
109,12,True,0,3,0,active,120,True,False,True,2020-08-15 19:42:41+00:00,120,0,,,2020-08-15 19:57:15,2020
110,14,True,0,3,0,active,121,True,False,True,2020-08-15 19:44:08+00:00,121,0,,,2020-08-15 19:57:15,2020
111,5,True,0,10,0,active,122,True,False,True,2020-08-15 19:47:56+00:00,122,0,,,2020-08-15 19:57:15,2020
112,10,True,0,5,0,active,124,True,False,True,2020-08-15 19:19:24+00:00,124,0,,,2020-08-15 19:57:15,2020
113,7,True,2,6,0,active,125,True,False,True,2020-08-15 19:56:15+00:00,125,0,,,2020-08-15 19:57:15,2020
114,8,True,1,6,0,active,126,True,False,True,2020-08-15 17:46:40+00:00,126,0,,,2020-08-15 19:57:15,2020
115,1,True,0,18,0,active,128,True,False,True,2020-08-15 19:35:26+00:00,128,0,,,2020-08-15 19:57:15,2020
116,5,True,0,14,0,active,129,True,False,True,2020-08-15 19:48:05+00:00,129,0,,,2020-08-15 19:57:15,2020
117,2,True,0,13,0,active,130,True,False,True,2020-08-15 19:36:52+00:00,130,0,,,2020-08-15 19:57:15,2020
118,11,True,1,6,0,active,131,True,False,True,2020-08-15 19:55:42+00:00,131,0,,,2020-08-15 19:57:15,2020
119,22,True,0,1,0,active,133,True,False,True,2020-08-15 19:28:21+00:00,133,0,,,2020-08-15 19:57:15,2020
120,17,True,0,0,0,active,135,True,False,True,2020-08-15 08:40:52+00:00,135,0,,,2020-08-15 19:57:15,2020
121,13,True,0,6,0,active,136,True,False,True,2020-08-15 18:51:10+00:00,136,0,,,2020-08-15 19:57:15,2020
122,4,True,1,10,0,active,137,True,False,True,2020-08-15 18:51:41+00:00,137,0,,,2020-08-15 19:57:15,2020
123,2,True,3,10,0,active,138,True,False,True,2020-08-15 18:37:47+00:00,138,0,,,2020-08-15 19:57:15,2020
124,14,True,1,4,0,active,139,True,False,True,2020-08-15 19:56:25+00:00,139,0,,,2020-08-15 19:57:15,2020
125,8,True,0,9,0,active,140,True,False,True,2020-08-15 19:34:17+00:00,140,0,,,2020-08-15 19:57:15,2020
126,14,True,0,1,0,active,141,True,False,True,2020-08-15 19:15:09+00:00,141,0,,,2020-08-15 19:57:15,2020
127,1,True,0,22,0,active,142,True,False,True,2020-08-15 19:55:47+00:00,142,0,,,2020-08-15 19:57:15,2020
128,16,True,1,6,0,active,143,True,False,True,2020-08-15 19:53:20+00:00,143,0,,,2020-08-15 19:57:15,2020
129,3,True,0,16,0,active,144,True,False,True,2020-08-15 19:39:16+00:00,144,0,,,2020-08-15 19:57:15,2020
130,3,True,0,16,0,active,145,False,False,False,2020-08-15 19:14:57+00:00,145,0,,,2020-08-15 19:57:15,2020
131,1,True,1,17,0,active,146,True,False,True,2020-08-15 19:48:55+00:00,146,0,,,2020-08-15 19:57:15,2020
132,3,True,0,15,0,active,149,True,True,True,2020-08-15 19:55:36+00:00,149,0,,,2020-08-15 19:57:15,2020
133,2,True,1,16,0,active,150,True,False,True,2020-08-15 18:46:54+00:00,150,0,,,2020-08-15 19:57:15,2020
134,18,True,0,1,0,active,151,True,False,True,2020-08-15 19:48:56+00:00,151,0,,,2020-08-15 19:57:15,2020
135,4,True,0,11,0,active,152,True,True,True,2020-08-15 19:56:28+00:00,152,0,,,2020-08-15 19:57:15,2020
136,12,True,0,3,0,active,156,True,False,True,2020-08-15 19:45:20+00:00,156,0,,,2020-08-15 19:57:15,2020
137,2,True,1,12,0,active,157,True,False,True,2020-08-15 19:51:05+00:00,157,0,,,2020-08-15 19:57:15,2020
138,9,True,0,6,0,active,159,True,False,True,2020-08-15 19:19:57+00:00,159,0,,,2020-08-15 19:57:15,2020
139,11,True,0,3,0,active,160,True,True,True,2020-08-15 19:43:34+00:00,160,0,,,2020-08-15 19:57:15,2020
140,13,True,1,9,0,active,161,True,True,True,2020-08-15 19:52:14+00:00,161,0,,,2020-08-15 19:57:15,2020
141,13,True,0,2,0,active,162,True,False,True,2020-08-15 18:52:24+00:00,162,0,,,2020-08-15 19:57:15,2020
142,18,True,0,1,0,active,163,True,True,True,2020-08-15 18:54:38+00:00,163,0,,,2020-08-15 19:57:15,2020
143,7,True,0,8,0,active,167,True,False,True,2020-08-15 19:56:06+00:00,167,0,,,2020-08-15 19:57:15,2020
144,12,True,0,7,0,active,169,True,False,True,2020-08-15 19:10:46+00:00,169,0,,,2020-08-15 19:57:15,2020
145,13,True,0,1,0,active,170,True,True,True,2020-08-15 19:47:29+00:00,170,0,,,2020-08-15 19:57:15,2020
146,14,True,0,9,0,active,171,True,True,True,2020-08-15 17:44:53+00:00,171,0,,,2020-08-15 19:57:15,2020
147,6,True,0,8,0,active,173,True,True,True,2020-08-15 17:57:38+00:00,173,0,,,2020-08-15 19:57:15,2020
148,6,True,0,9,0,active,174,True,False,True,2020-08-15 19:56:49+00:00,174,0,,,2020-08-15 19:57:15,2020
149,13,True,0,4,0,active,175,True,True,True,2020-08-15 19:46:35+00:00,175,0,,,2020-08-15 19:57:15,2020
150,4,True,0,11,0,active,176,True,False,True,2020-08-15 19:22:51+00:00,176,0,,,2020-08-15 19:57:15,2020
151,8,True,1,10,0,active,177,True,False,True,2020-08-15 19:54:17+00:00,177,0,,,2020-08-15 19:57:15,2020
152,18,True,1,0,0,active,178,True,False,True,2020-08-15 19:45:51+00:00,178,0,,,2020-08-15 19:57:15,2020
153,16,True,0,9,0,active,179,True,False,True,2020-08-15 19:56:09+00:00,179,0,,,2020-08-15 19:57:15,2020
154,3,True,0,16,0,active,180,True,False,True,2020-08-15 19:28:09+00:00,180,0,,,2020-08-15 19:57:15,2020
155,8,True,0,11,0,active,181,True,False,True,2020-08-15 19:03:29+00:00,181,0,,,2020-08-15 19:57:15,2020
156,10,True,0,9,0,active,182,True,True,True,2020-08-15 19:54:29+00:00,182,0,,,2020-08-15 19:57:15,2020
157,7,True,0,12,0,active,183,True,False,True,2020-08-15 19:55:47+00:00,183,0,,,2020-08-15 19:57:15,2020
158,15,True,0,4,0,active,184,True,False,True,2020-08-15 19:26:54+00:00,184,0,,,2020-08-15 19:57:15,2020
159,12,True,1,2,0,active,185,True,False,True,2020-08-15 19:55:54+00:00,185,0,,,2020-08-15 19:57:15,2020
160,10,True,1,4,0,active,186,True,True,True,2020-08-15 19:54:56+00:00,186,0,,,2020-08-15 19:57:15,2020
161,4,True,0,11,0,active,187,True,False,True,2020-08-15 19:39:31+00:00,187,0,,,2020-08-15 19:57:15,2020
162,10,True,0,5,0,active,188,True,False,True,2020-08-15 19:53:35+00:00,188,0,,,2020-08-15 19:57:15,2020
163,16,True,0,7,0,active,189,True,True,True,2020-08-15 19:53:44+00:00,189,0,,,2020-08-15 19:57:15,2020
164,35,True,1,1,0,active,190,True,True,True,2020-08-15 19:56:49+00:00,190,0,,,2020-08-15 19:57:15,2020
165,10,True,0,5,0,active,191,True,False,True,2020-08-15 19:53:13+00:00,191,0,,,2020-08-15 19:57:15,2020
166,15,True,0,4,0,active,192,True,False,True,2020-08-15 19:54:03+00:00,192,0,,,2020-08-15 19:57:15,2020
167,2,True,2,11,0,active,193,True,True,True,2020-08-15 19:26:47+00:00,193,0,,,2020-08-15 19:57:15,2020
168,17,True,0,2,0,active,194,True,False,True,2020-08-15 17:19:50+00:00,194,0,,,2020-08-15 19:57:15,2020
169,14,True,0,9,0,active,195,True,False,True,2020-08-15 19:23:34+00:00,195,0,,,2020-08-15 19:57:15,2020
170,10,True,0,0,0,active,196,True,False,True,2020-08-15 18:22:47+00:00,196,0,,,2020-08-15 19:57:15,2020
171,10,True,0,5,0,active,197,True,False,True,2020-08-15 19:16:35+00:00,197,0,,,2020-08-15 19:57:15,2020
172,9,True,0,6,0,active,199,True,False,True,2020-08-15 19:36:47+00:00,199,0,,,2020-08-15 19:57:15,2020
173,6,True,0,13,0,active,200,True,False,True,2020-08-15 19:46:51+00:00,200,0,,,2020-08-15 19:57:15,2020
174,9,True,0,6,0,active,201,True,False,True,2020-08-15 19:27:33+00:00,201,0,,,2020-08-15 19:57:15,2020
175,7,True,0,8,0,active,202,True,False,True,2020-08-15 19:35:02+00:00,202,0,,,2020-08-15 19:57:15,2020
176,14,True,0,1,0,active,203,True,False,True,2020-08-15 19:39:30+00:00,203,0,,,2020-08-15 19:57:15,2020
177,13,True,0,2,0,active,204,True,False,True,2020-08-15 10:45:22+00:00,204,0,,,2020-08-15 19:57:15,2020
178,8,True,0,7,0,active,205,True,False,True,2020-08-15 16:25:20+00:00,205,0,,,2020-08-15 19:57:15,2020
179,20,True,1,2,0,active,206,True,True,True,2020-08-15 19:56:39+00:00,206,0,,,2020-08-15 19:57:15,2020
180,6,True,0,9,0,active,208,True,True,True,2020-08-15 19:47:20+00:00,208,0,,,2020-08-15 19:57:15,2020
181,2,True,0,13,0,active,209,True,False,True,2020-08-15 19:07:07+00:00,209,0,,,2020-08-15 19:57:15,2020
182,11,True,1,3,0,active,210,True,False,True,2020-08-15 18:11:07+00:00,210,0,,,2020-08-15 19:57:15,2020
183,15,True,0,4,0,active,211,True,False,True,2020-08-15 19:54:49+00:00,211,0,,,2020-08-15 19:57:15,2020
184,14,True,1,18,0,active,212,True,False,True,2020-08-15 19:26:00+00:00,212,0,,,2020-08-15 19:57:15,2020
185,13,True,0,3,0,active,213,True,True,True,2020-08-15 17:21:58+00:00,213,0,,,2020-08-15 19:57:15,2020
186,13,True,0,2,0,active,214,True,False,True,2020-08-15 19:43:20+00:00,214,0,,,2020-08-15 19:57:15,2020
187,6,True,1,8,0,active,215,True,False,True,2020-08-15 18:57:28+00:00,215,0,,,2020-08-15 19:57:15,2020
188,0,True,1,18,0,active,216,True,False,True,2020-08-15 13:51:48+00:00,216,0,,,2020-08-15 19:57:15,2020
189,15,True,0,4,0,active,217,True,False,True,2020-08-15 19:55:24+00:00,217,0,,,2020-08-15 19:57:15,2020
190,1,True,0,14,0,active,218,True,False,True,2020-08-15 19:45:02+00:00,218,0,,,2020-08-15 19:57:15,2020
191,14,True,0,1,0,active,219,True,False,True,2020-08-15 17:26:12+00:00,219,0,,,2020-08-15 19:57:15,2020
192,10,True,0,9,0,active,221,True,False,True,2020-08-15 19:35:58+00:00,221,0,,,2020-08-15 19:57:15,2020
193,9,True,0,5,0,active,222,True,True,True,2020-08-15 19:15:35+00:00,222,0,,,2020-08-15 19:57:15,2020
194,2,True,3,12,0,active,224,True,False,True,2020-08-15 19:54:54+00:00,224,0,,,2020-08-15 19:57:15,2020
195,12,True,1,6,0,active,225,True,False,True,2020-08-15 19:53:34+00:00,225,0,,,2020-08-15 19:57:15,2020
196,14,True,0,1,0,active,226,True,False,True,2020-08-15 19:54:18+00:00,226,0,,,2020-08-15 19:57:15,2020
197,2,True,1,16,0,active,227,True,False,True,2020-08-15 19:48:03+00:00,227,0,,,2020-08-15 19:57:15,2020
198,12,True,1,6,0,active,228,True,False,True,2020-08-15 19:39:35+00:00,228,0,,,2020-08-15 19:57:15,2020
199,8,True,0,3,0,active,232,True,False,True,2020-08-15 17:01:48+00:00,232,0,,,2020-08-15 19:57:15,2020
200,6,True,1,8,0,active,233,True,False,True,2020-08-15 19:43:19+00:00,233,0,,,2020-08-15 19:57:15,2020
201,14,True,1,0,0,active,234,True,False,True,2020-08-15 18:43:16+00:00,234,0,,,2020-08-15 19:57:15,2020
202,2,True,0,13,0,active,235,True,False,True,2020-08-15 19:41:34+00:00,235,0,,,2020-08-15 19:57:15,2020
203,5,True,0,10,0,active,236,True,False,True,2020-08-15 19:52:11+00:00,236,0,,,2020-08-15 19:57:15,2020
204,5,True,1,9,0,active,239,True,False,True,2020-08-15 19:47:30+00:00,239,0,,,2020-08-15 19:57:15,2020
205,4,True,0,11,0,active,255,True,False,True,2020-08-15 14:15:01+00:00,255,0,,,2020-08-15 19:57:15,2020
206,12,True,0,3,0,active,258,True,False,True,2020-08-15 19:53:35+00:00,258,0,,,2020-08-15 19:57:15,2020
207,4,True,0,11,0,active,259,True,False,True,2020-08-15 14:02:58+00:00,259,0,,,2020-08-15 19:57:15,2020
208,2,True,0,13,0,active,260,True,False,True,2020-08-15 19:54:43+00:00,260,0,,,2020-08-15 19:57:15,2020
209,9,True,0,6,0,active,271,True,False,True,2020-08-15 18:46:31+00:00,271,0,,,2020-08-15 19:57:15,2020
210,15,True,0,4,0,active,272,True,False,True,2020-08-15 18:37:41+00:00,272,0,,,2020-08-15 19:57:15,2020
211,27,True,0,13,0,active,273,True,False,True,2020-08-15 19:53:13+00:00,273,0,,,2020-08-15 19:57:15,2020
212,4,True,0,15,0,active,279,True,False,True,2020-08-15 19:10:06+00:00,279,0,,,2020-08-15 19:57:15,2020
213,13,True,0,6,0,active,280,True,False,True,2020-08-15 19:53:56+00:00,280,0,,,2020-08-15 19:57:15,2020
214,5,True,1,9,0,active,282,True,False,True,2020-08-15 19:38:39+00:00,282,0,,,2020-08-15 19:57:15,2020
215,13,True,1,9,0,active,296,True,False,True,2020-08-15 19:51:04+00:00,296,0,[{'id': '74cb9bf6-bb53-4c70-88d2-67998b99628c'}],"{'dock_blocked_count': 0, 'active': True, 'off_dock_capacity': 100, 'off_dock_count': 22, 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'valet_revision': 15, 'region': 'BOS'}",2020-08-15 19:57:15,2020
216,14,True,1,4,0,active,318,True,False,True,2020-08-15 19:42:42+00:00,318,0,,,2020-08-15 19:57:15,2020
217,23,True,0,2,0,active,319,True,False,True,2020-08-15 19:24:59+00:00,319,0,,,2020-08-15 19:57:15,2020
218,15,True,0,0,0,active,327,True,False,True,2020-08-15 19:07:18+00:00,327,0,,,2020-08-15 19:57:15,2020
