,is_installed,last_reported,num_docks_disabled,num_bikes_disabled,num_bikes_available,station_status,is_renting,is_returning,num_ebikes_available,legacy_id,eightd_has_available_keys,station_id,num_docks_available,timestamp_of_data_read_request,year_station_last_reported
229,True,2020-08-11 09:50:30+00:00,0,0,3,active,True,True,0,338,False,338,12,2020-08-11 10:02:20,2020
230,True,2020-08-11 08:57:57+00:00,0,0,9,active,True,True,0,339,False,339,6,2020-08-11 10:02:20,2020
231,True,2020-08-11 08:42:21+00:00,0,0,17,active,True,True,0,340,False,340,2,2020-08-11 10:02:20,2020
232,True,2020-08-11 08:56:38+00:00,0,0,6,active,True,True,0,341,True,341,9,2020-08-11 10:02:20,2020
233,True,2020-08-11 09:42:18+00:00,0,0,12,active,True,True,0,342,False,342,3,2020-08-11 10:02:20,2020
234,True,2020-08-11 08:47:45+00:00,0,0,5,active,True,True,0,343,False,343,10,2020-08-11 10:02:20,2020
235,True,2020-08-11 08:46:59+00:00,0,0,2,active,True,True,0,344,False,344,17,2020-08-11 10:02:20,2020
236,True,2020-08-11 08:36:56+00:00,0,2,6,active,True,True,0,345,False,345,11,2020-08-11 10:02:20,2020
237,True,2020-08-11 08:57:07+00:00,0,0,5,active,True,True,0,346,False,346,10,2020-08-11 10:02:20,2020
238,True,2020-08-11 09:01:53+00:00,0,0,11,active,True,True,0,347,False,347,4,2020-08-11 10:02:20,2020
239,True,2020-08-11 08:52:58+00:00,0,1,5,active,True,True,0,348,False,348,9,2020-08-11 10:02:20,2020
240,True,2020-08-11 08:47:38+00:00,0,0,5,active,True,True,0,349,True,349,12,2020-08-11 10:02:20,2020
241,True,2020-08-11 09:53:47+00:00,0,0,14,active,True,True,0,350,False,350,3,2020-08-11 10:02:20,2020
242,True,2020-08-11 08:47:14+00:00,0,0,7,active,True,True,0,351,False,351,8,2020-08-11 10:02:20,2020
243,True,2020-08-11 09:32:42+00:00,0,0,9,active,True,True,0,352,False,352,6,2020-08-11 10:02:20,2020
244,True,2020-08-11 08:41:37+00:00,0,0,5,active,True,True,0,353,True,353,10,2020-08-11 10:02:20,2020
245,True,2020-08-11 08:46:23+00:00,0,1,12,active,True,True,0,354,False,354,2,2020-08-11 10:02:20,2020
246,True,2020-08-11 08:46:27+00:00,0,0,13,active,True,True,0,355,False,355,4,2020-08-11 10:02:20,2020
247,True,2020-08-11 09:51:52+00:00,0,0,1,active,True,True,0,356,False,356,22,2020-08-11 10:02:20,2020
248,True,2020-08-11 08:56:28+00:00,0,0,5,active,True,True,0,357,False,357,10,2020-08-11 10:02:20,2020
249,True,2020-08-11 08:47:56+00:00,0,0,9,active,True,True,0,358,False,358,10,2020-08-11 10:02:20,2020
250,True,2020-08-11 08:47:28+00:00,0,0,3,active,True,True,0,359,False,359,12,2020-08-11 10:02:20,2020
251,True,2020-08-11 09:52:49+00:00,0,0,6,active,True,True,0,360,False,360,9,2020-08-11 10:02:20,2020
252,True,2020-08-11 08:52:36+00:00,0,0,13,active,True,True,0,361,False,361,6,2020-08-11 10:02:20,2020
253,True,2020-08-11 08:51:27+00:00,0,0,12,active,True,True,0,362,False,362,7,2020-08-11 10:02:20,2020
254,True,2020-08-11 09:42:43+00:00,0,1,9,active,True,True,0,363,False,363,9,2020-08-11 10:02:20,2020
255,True,2020-08-11 08:53:01+00:00,0,0,15,active,True,True,0,364,False,364,4,2020-08-11 10:02:20,2020
256,True,2020-08-11 09:34:11+00:00,0,2,1,active,True,True,0,365,False,365,16,2020-08-11 10:02:20,2020
257,True,2020-08-11 09:32:50+00:00,0,0,6,active,True,True,0,366,False,366,9,2020-08-11 10:02:20,2020
258,True,2020-08-11 08:27:28+00:00,0,0,17,active,True,True,0,367,False,367,2,2020-08-11 10:02:20,2020
259,True,2020-08-11 03:15:31+00:00,0,1,9,active,False,False,0,368,False,368,5,2020-08-11 10:02:20,2020
260,True,2020-08-11 09:06:48+00:00,0,1,13,active,True,True,0,369,False,369,1,2020-08-11 10:02:20,2020
261,True,2020-08-11 04:06:34+00:00,0,0,15,active,True,True,0,370,False,370,4,2020-08-11 10:02:20,2020
262,True,2020-08-11 08:52:49+00:00,0,0,16,active,True,True,0,371,False,371,3,2020-08-11 10:02:20,2020
263,True,2020-08-11 08:47:05+00:00,0,0,10,active,True,True,0,372,False,372,9,2020-08-11 10:02:20,2020
264,True,2020-08-11 08:47:41+00:00,0,0,7,active,True,True,0,373,False,373,8,2020-08-11 10:02:20,2020
265,True,2020-08-11 09:16:29+00:00,0,1,6,active,True,True,0,374,False,374,12,2020-08-11 10:02:20,2020
266,True,2020-08-11 08:26:35+00:00,0,0,14,active,True,True,0,376,False,376,1,2020-08-11 10:02:20,2020
267,True,2020-08-11 08:06:15+00:00,0,0,15,active,True,True,0,377,False,377,4,2020-08-11 10:02:20,2020
268,True,2020-08-11 08:37:26+00:00,0,0,10,active,True,True,0,378,False,378,9,2020-08-11 10:02:20,2020
269,True,2020-08-11 08:42:26+00:00,0,0,11,active,True,True,0,379,False,379,4,2020-08-11 10:02:20,2020
270,True,2020-08-11 08:58:05+00:00,0,0,0,active,True,True,0,380,False,380,18,2020-08-11 10:02:20,2020
271,True,2020-08-11 08:23:05+00:00,0,0,13,active,True,True,0,381,False,381,6,2020-08-11 10:02:20,2020
272,True,2020-08-11 08:32:00+00:00,0,0,8,active,True,True,0,384,True,384,11,2020-08-11 10:02:20,2020
273,True,2020-08-11 08:36:26+00:00,1,2,4,active,True,True,0,385,False,385,8,2020-08-11 10:02:20,2020
274,True,2020-08-11 08:51:57+00:00,0,0,13,active,True,True,0,386,False,386,6,2020-08-11 10:02:20,2020
275,True,2020-08-11 08:53:05+00:00,0,1,14,active,True,True,0,387,False,387,0,2020-08-11 10:02:20,2020
276,True,2020-08-11 08:53:02+00:00,0,0,5,active,True,True,0,388,False,388,6,2020-08-11 10:02:20,2020
277,True,2020-08-11 08:56:36+00:00,0,0,14,active,True,True,0,389,False,389,0,2020-08-11 10:02:20,2020
278,True,2020-08-11 09:18:08+00:00,0,0,14,active,True,True,0,390,False,390,1,2020-08-11 10:02:20,2020
279,True,2020-08-11 08:56:23+00:00,0,0,14,active,True,True,0,391,False,391,1,2020-08-11 10:02:20,2020
280,True,2020-08-11 09:45:18+00:00,0,0,7,active,True,True,0,392,False,392,8,2020-08-11 10:02:20,2020
281,True,2020-08-11 08:53:11+00:00,0,1,6,active,True,True,0,393,False,393,8,2020-08-11 10:02:20,2020
282,True,2020-08-11 08:51:57+00:00,0,0,1,active,True,True,0,394,False,394,13,2020-08-11 10:02:20,2020
283,True,2020-08-11 08:52:55+00:00,0,0,10,active,True,True,0,395,False,395,5,2020-08-11 10:02:20,2020
284,True,2020-08-11 08:51:51+00:00,0,0,12,active,True,True,0,396,False,396,3,2020-08-11 10:02:20,2020
285,True,2020-08-11 08:57:55+00:00,0,0,14,active,True,True,0,397,False,397,1,2020-08-11 10:02:20,2020
286,True,2020-08-11 08:58:16+00:00,0,0,17,active,True,True,0,398,False,398,2,2020-08-11 10:02:20,2020
287,True,2020-08-11 08:57:07+00:00,0,1,8,active,True,True,0,399,False,399,6,2020-08-11 10:02:20,2020
288,True,2020-08-11 08:56:37+00:00,0,0,9,active,True,True,0,400,False,400,18,2020-08-11 10:02:20,2020
289,True,2020-08-11 08:57:41+00:00,0,0,5,active,True,True,0,401,False,401,10,2020-08-11 10:02:20,2020
290,True,2020-08-11 10:00:41+00:00,0,1,6,active,True,True,0,402,False,402,8,2020-08-11 10:02:20,2020
291,True,2020-08-11 09:15:26+00:00,0,1,13,active,True,True,0,403,False,403,1,2020-08-11 10:02:20,2020
292,True,2020-08-11 03:36:10+00:00,0,1,11,active,True,True,0,404,False,404,4,2020-08-11 10:02:20,2020
293,True,2020-08-11 08:57:12+00:00,0,0,5,active,True,True,0,405,False,405,14,2020-08-11 10:02:20,2020
294,True,2020-08-11 08:57:35+00:00,0,0,18,active,True,True,0,406,False,406,1,2020-08-11 10:02:20,2020
295,True,2020-08-11 08:58:11+00:00,0,0,0,active,True,True,0,407,False,407,19,2020-08-11 10:02:20,2020
296,True,2020-08-11 08:56:27+00:00,0,0,8,active,True,True,0,408,False,408,7,2020-08-11 10:02:20,2020
297,True,2020-08-11 05:02:26+00:00,0,0,16,active,True,True,0,409,False,409,3,2020-08-11 10:02:20,2020
298,True,2020-08-11 08:57:33+00:00,0,0,15,active,True,True,0,410,False,410,4,2020-08-11 10:02:20,2020
299,True,2020-08-11 08:58:12+00:00,0,0,5,active,True,True,0,411,False,411,10,2020-08-11 10:02:20,2020
300,True,2020-08-11 08:56:21+00:00,0,1,15,active,True,True,0,412,False,412,3,2020-08-11 10:02:20,2020
301,True,2020-08-11 10:00:24+00:00,0,0,17,active,True,True,0,413,False,413,2,2020-08-11 10:02:20,2020
302,True,2020-08-10 23:53:12+00:00,0,0,3,active,True,True,0,414,False,414,20,2020-08-11 10:02:20,2020
303,True,2020-08-11 09:53:03+00:00,0,1,10,active,True,True,0,415,False,415,8,2020-08-11 10:02:20,2020
304,True,2020-08-11 10:01:00+00:00,0,1,4,active,True,True,0,416,False,416,10,2020-08-11 10:02:20,2020
305,True,2020-08-11 09:59:48+00:00,0,0,16,active,True,True,0,417,False,417,3,2020-08-11 10:02:20,2020
306,True,2020-08-11 08:56:36+00:00,0,0,15,active,True,True,0,419,False,419,0,2020-08-11 10:02:20,2020
307,False,1970-01-02 00:00:00+00:00,0,0,0,out_of_service,False,False,0,420,False,420,0,2020-08-11 10:02:20,1970
308,True,2020-08-10 15:34:47+00:00,0,2,15,active,True,True,0,421,False,421,2,2020-08-11 10:02:20,2020
309,True,2020-08-11 08:56:31+00:00,0,2,13,active,True,True,0,422,False,422,0,2020-08-11 10:02:20,2020
310,True,2020-08-11 08:58:16+00:00,0,0,2,active,True,True,0,423,False,423,17,2020-08-11 10:02:20,2020
311,True,2020-08-11 02:43:51+00:00,0,0,9,active,True,True,0,424,False,424,10,2020-08-11 10:02:20,2020
312,True,2020-08-11 08:56:29+00:00,0,0,7,active,True,True,0,425,False,425,9,2020-08-11 10:02:20,2020
313,True,2020-08-11 08:56:56+00:00,0,1,4,active,True,True,0,426,False,426,22,2020-08-11 10:02:20,2020
314,True,2020-08-11 08:56:28+00:00,0,0,1,active,True,True,0,427,False,427,18,2020-08-11 10:02:20,2020
315,True,2020-08-11 08:57:55+00:00,0,1,15,active,True,True,0,428,False,428,3,2020-08-11 10:02:20,2020
316,True,2020-08-11 08:56:55+00:00,0,2,14,active,True,True,0,430,False,430,3,2020-08-11 10:02:20,2020
317,True,2020-08-10 23:10:16+00:00,0,0,1,active,True,True,0,431,False,431,14,2020-08-11 10:02:20,2020
318,True,2020-08-11 08:58:16+00:00,0,0,9,active,True,True,0,432,False,432,10,2020-08-11 10:02:20,2020
319,True,2020-08-11 08:56:47+00:00,0,1,1,active,True,True,0,433,False,433,17,2020-08-11 10:02:20,2020
320,True,2020-08-10 08:56:28+00:00,0,0,0,active,True,True,0,434,False,434,19,2020-08-11 10:02:20,2020
321,True,2020-08-11 08:57:09+00:00,0,0,6,active,True,True,0,435,False,435,9,2020-08-11 10:02:20,2020
322,True,2020-08-11 08:56:34+00:00,0,0,5,active,True,True,0,436,False,436,10,2020-08-11 10:02:20,2020
323,True,2020-08-11 08:57:12+00:00,0,0,17,active,True,True,0,437,False,437,2,2020-08-11 10:02:20,2020
324,True,2020-08-11 08:57:15+00:00,0,0,9,active,True,True,0,440,False,440,8,2020-08-11 10:02:20,2020
325,True,2020-08-11 10:01:05+00:00,0,1,14,active,True,True,0,441,False,441,4,2020-08-11 10:02:20,2020
326,True,2020-08-11 08:57:04+00:00,0,1,11,active,True,True,0,442,False,442,3,2020-08-11 10:02:20,2020
327,True,2020-08-11 08:56:54+00:00,0,0,6,active,True,True,0,443,False,443,13,2020-08-11 10:02:20,2020
328,True,2020-08-11 09:48:22+00:00,0,0,10,active,True,True,0,445,False,445,9,2020-08-11 10:02:20,2020
329,True,2020-08-11 08:57:19+00:00,0,0,5,active,True,True,0,446,False,446,7,2020-08-11 10:02:20,2020
330,True,2020-08-11 08:56:23+00:00,0,0,0,active,True,True,0,447,False,447,19,2020-08-11 10:02:20,2020
331,True,2020-08-11 08:56:36+00:00,0,0,3,active,True,True,0,448,False,448,8,2020-08-11 10:02:20,2020
332,False,1970-01-02 00:00:00+00:00,0,0,0,out_of_service,True,True,0,449,False,449,0,2020-08-11 10:02:20,1970
333,True,2020-08-11 08:57:43+00:00,0,0,6,active,True,True,0,450,False,450,9,2020-08-11 10:02:20,2020
334,True,2020-08-11 02:26:07+00:00,0,0,3,active,True,True,0,451,False,451,12,2020-08-11 10:02:20,2020
335,True,2020-08-11 09:18:49+00:00,0,0,11,active,True,True,0,452,False,452,4,2020-08-11 10:02:20,2020
336,True,2020-08-11 01:51:51+00:00,0,0,3,active,True,True,0,453,False,453,12,2020-08-11 10:02:20,2020
337,True,2020-08-11 08:32:48+00:00,0,1,13,active,True,True,0,454,False,454,1,2020-08-11 10:02:20,2020
338,True,2020-08-10 20:11:41+00:00,0,1,0,active,True,True,0,455,False,455,11,2020-08-11 10:02:20,2020
339,True,2020-08-11 09:41:09+00:00,0,0,11,active,True,True,0,456,False,456,8,2020-08-11 10:02:20,2020
340,True,2020-08-11 08:57:04+00:00,0,0,0,active,True,True,0,457,False,457,11,2020-08-11 10:02:20,2020
341,True,2020-08-11 00:13:24+00:00,0,0,3,active,True,True,0,458,False,458,8,2020-08-11 10:02:20,2020
