,last_reported,is_renting,eightd_has_available_keys,num_bikes_available,num_docks_available,num_bikes_disabled,legacy_id,num_ebikes_available,is_installed,station_id,num_docks_disabled,station_status,is_returning,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,2020-08-06 01:38:27+00:00,True,False,5,10,0,3,0,True,3,0,active,True,,,2020-08-06 01:44:25,2020
1,2020-08-06 01:25:44+00:00,True,False,15,4,0,4,0,True,4,0,active,True,,,2020-08-06 01:44:25,2020
2,2020-08-06 01:44:02+00:00,True,False,2,13,0,5,0,True,5,0,active,True,,,2020-08-06 01:44:25,2020
3,2020-08-06 01:34:08+00:00,True,False,2,11,2,6,0,True,6,0,active,True,,,2020-08-06 01:44:25,2020
4,2020-08-06 01:43:48+00:00,True,False,1,14,0,7,0,True,7,0,active,True,,,2020-08-06 01:44:25,2020
5,2020-08-06 01:27:07+00:00,True,False,6,13,0,8,0,True,8,0,active,True,,,2020-08-06 01:44:25,2020
6,2020-08-06 00:53:05+00:00,True,False,11,4,0,9,0,True,9,0,active,True,,,2020-08-06 01:44:25,2020
7,2020-08-06 00:59:37+00:00,True,False,2,9,0,10,0,True,10,0,active,True,,,2020-08-06 01:44:25,2020
8,2020-08-06 00:43:32+00:00,True,False,0,15,0,11,0,True,11,0,active,True,"{'off_dock_count': 3, 'valet_revision': 79, 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-06 01:44:25,2020
9,2020-08-06 01:38:08+00:00,True,True,11,7,0,12,0,True,12,0,active,True,,,2020-08-06 01:44:25,2020
10,2020-08-06 01:44:16+00:00,True,False,4,15,0,13,0,True,13,0,active,True,,,2020-08-06 01:44:25,2020
11,2020-08-06 01:33:02+00:00,True,False,0,25,0,14,0,True,14,0,active,True,,,2020-08-06 01:44:25,2020
12,2020-08-06 01:42:24+00:00,True,False,12,3,0,15,0,True,15,0,active,True,,,2020-08-06 01:44:25,2020
13,2020-08-06 01:27:34+00:00,True,True,2,17,0,16,0,True,16,0,active,True,,,2020-08-06 01:44:25,2020
14,2020-08-06 01:38:58+00:00,True,False,4,11,0,17,0,True,17,0,active,True,,,2020-08-06 01:44:25,2020
15,2020-08-06 01:33:46+00:00,True,False,5,10,0,19,0,True,19,0,active,True,,,2020-08-06 01:44:25,2020
16,2020-08-06 01:41:16+00:00,True,True,5,17,1,20,0,True,20,0,active,True,,,2020-08-06 01:44:25,2020
17,2020-08-06 01:35:25+00:00,True,True,4,13,1,21,0,True,21,0,active,True,,,2020-08-06 01:44:25,2020
18,2020-08-06 01:18:06+00:00,True,True,5,40,2,22,0,True,22,0,active,True,,,2020-08-06 01:44:25,2020
19,2020-08-06 01:31:54+00:00,True,True,11,10,0,23,0,True,23,0,active,True,,,2020-08-06 01:44:25,2020
20,2020-08-06 01:42:40+00:00,True,False,14,5,0,24,0,True,24,0,active,True,,,2020-08-06 01:44:25,2020
21,2020-08-06 00:58:27+00:00,True,False,5,10,0,25,0,True,25,0,active,True,,,2020-08-06 01:44:25,2020
22,2020-08-06 01:14:26+00:00,True,False,9,5,1,26,0,True,26,0,active,True,,,2020-08-06 01:44:25,2020
23,2020-08-06 01:41:13+00:00,True,False,20,2,1,27,0,True,27,0,active,True,,,2020-08-06 01:44:25,2020
24,2020-08-06 00:15:21+00:00,True,False,5,9,1,29,0,True,29,0,active,True,,,2020-08-06 01:44:25,2020
25,2020-08-06 00:56:47+00:00,True,False,0,15,0,30,0,True,30,0,active,True,,,2020-08-06 01:44:25,2020
26,2020-08-06 01:19:37+00:00,True,True,2,17,0,31,0,True,31,0,active,True,,,2020-08-06 01:44:25,2020
27,2020-08-06 01:26:35+00:00,True,False,0,13,2,32,0,True,32,0,active,True,,,2020-08-06 01:44:25,2020
28,2020-08-06 01:44:15+00:00,True,False,8,19,0,33,0,True,33,0,active,True,,,2020-08-06 01:44:25,2020
29,2020-08-06 01:43:43+00:00,True,False,4,19,0,35,0,True,35,0,active,True,,,2020-08-06 01:44:25,2020
30,2020-08-06 01:17:35+00:00,True,True,25,8,0,36,0,True,36,0,active,True,,,2020-08-06 01:44:25,2020
31,2020-08-05 23:21:29+00:00,True,True,12,3,0,37,0,True,37,0,active,True,,,2020-08-06 01:44:25,2020
32,2020-08-06 01:28:33+00:00,True,False,5,18,0,39,0,True,39,0,active,True,,,2020-08-06 01:44:25,2020
33,2020-08-06 01:38:35+00:00,True,False,8,10,1,40,0,True,40,0,active,True,,,2020-08-06 01:44:25,2020
34,2020-08-06 01:40:55+00:00,True,True,12,15,0,41,0,True,41,0,active,True,,,2020-08-06 01:44:25,2020
35,2020-08-06 01:32:38+00:00,True,False,11,11,1,42,0,True,42,0,active,True,,,2020-08-06 01:44:25,2020
36,2020-08-06 01:44:18+00:00,True,True,5,10,0,43,0,True,43,0,active,True,,,2020-08-06 01:44:25,2020
37,2020-08-06 01:15:39+00:00,True,False,21,2,0,44,0,True,44,0,active,True,,,2020-08-06 01:44:25,2020
38,2020-08-06 01:30:31+00:00,True,False,13,5,1,46,0,True,46,0,active,True,,,2020-08-06 01:44:25,2020
39,2020-08-06 01:37:49+00:00,True,True,17,2,0,47,0,True,47,0,active,True,,,2020-08-06 01:44:25,2020
40,2020-08-06 00:15:31+00:00,True,False,2,17,0,48,0,True,48,0,active,True,,,2020-08-06 01:44:25,2020
41,2020-08-06 01:17:30+00:00,True,False,14,4,0,49,0,True,49,0,active,True,,,2020-08-06 01:44:25,2020
42,2020-08-06 01:34:28+00:00,True,True,9,5,1,50,0,True,50,0,active,True,,,2020-08-06 01:44:25,2020
43,2020-08-06 01:02:21+00:00,True,False,6,8,1,51,0,True,51,0,active,True,,,2020-08-06 01:44:25,2020
44,2020-08-06 01:33:52+00:00,True,True,11,12,0,52,0,True,52,0,active,True,,,2020-08-06 01:44:25,2020
