,station_id,last_reported,num_bikes_available,num_docks_available,is_installed,legacy_id,station_status,num_docks_disabled,eightd_has_available_keys,num_ebikes_available,num_bikes_disabled,is_returning,is_renting,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-14 08:30:02+00:00,0,14,True,3,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
1,4,2020-08-14 08:10:59+00:00,8,11,True,4,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
2,5,2020-08-14 08:19:29+00:00,11,4,True,5,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
3,6,2020-08-14 08:04:55+00:00,3,11,True,6,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
4,7,2020-08-14 08:09:56+00:00,1,14,True,7,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
5,8,2020-08-14 08:05:41+00:00,12,7,True,8,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
6,9,2020-08-14 08:04:49+00:00,10,4,True,9,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
7,10,2020-08-14 08:04:52+00:00,0,11,True,10,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
8,11,2020-08-14 08:35:55+00:00,2,13,True,11,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
9,12,2020-08-14 08:30:04+00:00,5,13,True,12,active,0,True,0,0,True,True,2020-08-14 08:43:00,2020
10,13,2020-08-14 06:21:35+00:00,2,17,True,13,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
11,14,2020-08-14 08:40:46+00:00,0,25,True,14,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
12,15,2020-08-14 08:05:04+00:00,14,1,True,15,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
13,16,2020-08-14 08:29:53+00:00,17,2,True,16,active,0,True,0,0,True,True,2020-08-14 08:43:00,2020
14,17,2020-08-14 08:14:43+00:00,9,5,True,17,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
15,19,2020-08-14 08:14:20+00:00,3,12,True,19,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
16,20,2020-08-14 08:29:04+00:00,6,17,True,20,active,0,True,0,0,True,True,2020-08-14 08:43:00,2020
17,21,2020-08-14 08:24:27+00:00,7,10,True,21,active,0,True,0,1,True,True,2020-08-14 08:43:00,2020
18,22,2020-08-14 08:29:44+00:00,12,35,True,22,active,0,True,0,0,True,True,2020-08-14 08:43:00,2020
19,23,2020-08-14 08:37:35+00:00,0,21,True,23,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
20,24,2020-08-14 08:20:54+00:00,2,16,True,24,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
21,25,2020-08-14 08:04:48+00:00,14,1,True,25,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
22,26,2020-08-14 08:05:33+00:00,13,1,True,26,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
23,27,2020-08-14 08:04:03+00:00,21,1,True,27,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
24,29,2020-08-14 08:05:22+00:00,4,11,True,29,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
25,30,2020-08-14 08:09:57+00:00,8,6,True,30,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
26,31,2020-08-14 08:25:35+00:00,8,11,True,31,active,0,True,0,0,True,True,2020-08-14 08:43:00,2020
27,32,2020-08-14 08:29:40+00:00,8,4,True,32,active,0,False,0,3,True,True,2020-08-14 08:43:00,2020
28,33,2020-08-14 08:24:34+00:00,12,15,True,33,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
29,35,2020-08-14 08:09:26+00:00,4,19,True,35,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
30,36,2020-08-14 08:29:12+00:00,1,32,True,36,active,0,True,0,0,True,True,2020-08-14 08:43:00,2020
31,37,2020-08-14 08:24:35+00:00,3,12,True,37,active,0,True,0,0,True,True,2020-08-14 08:43:00,2020
32,39,2020-08-14 08:19:23+00:00,14,9,True,39,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
33,40,2020-08-14 08:05:30+00:00,9,10,True,40,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
34,41,2020-08-14 08:29:20+00:00,26,1,True,41,active,0,True,0,0,True,True,2020-08-14 08:43:00,2020
35,42,2020-08-14 08:25:44+00:00,8,13,True,42,active,0,False,0,2,True,True,2020-08-14 08:43:00,2020
36,43,2020-08-14 08:25:02+00:00,0,14,True,43,active,0,True,0,1,True,True,2020-08-14 08:43:00,2020
37,44,2020-08-14 03:10:16+00:00,0,23,True,44,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
38,46,2020-08-14 08:04:13+00:00,9,10,True,46,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
39,47,2020-08-14 08:25:51+00:00,15,4,True,47,active,0,True,0,0,True,True,2020-08-14 08:43:00,2020
40,48,2020-08-14 08:04:22+00:00,1,18,True,48,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
41,49,2020-08-14 08:29:24+00:00,9,9,True,49,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
42,50,2020-08-14 08:35:17+00:00,1,14,True,50,active,0,True,0,0,True,True,2020-08-14 08:43:00,2020
43,51,2020-08-14 08:04:07+00:00,13,2,True,51,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
44,52,2020-08-14 08:29:23+00:00,1,19,True,52,active,0,True,0,3,True,True,2020-08-14 08:43:00,2020
45,53,2020-08-14 05:51:18+00:00,13,4,True,53,active,0,False,0,2,True,True,2020-08-14 08:43:00,2020
46,54,2020-08-14 08:04:35+00:00,10,5,True,54,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
47,55,2020-08-14 08:10:34+00:00,1,13,True,55,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
48,56,2020-08-14 08:24:27+00:00,9,9,True,56,active,0,True,0,0,True,True,2020-08-14 08:43:00,2020
49,57,2020-08-14 08:30:10+00:00,14,0,True,57,active,0,True,0,0,True,True,2020-08-14 08:43:00,2020
50,58,2020-08-14 08:30:05+00:00,10,8,True,58,active,0,True,0,1,True,True,2020-08-14 08:43:00,2020
51,59,2020-08-14 08:41:02+00:00,2,17,True,59,active,0,True,0,0,True,True,2020-08-14 08:43:00,2020
52,60,2020-08-14 08:09:27+00:00,4,15,True,60,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
53,61,2020-08-14 08:19:10+00:00,1,18,True,61,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
54,63,2020-08-14 08:10:28+00:00,4,11,True,63,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
55,64,2020-08-14 08:04:04+00:00,3,15,True,64,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
56,65,2020-08-14 08:11:23+00:00,4,18,True,65,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
57,66,2020-08-14 08:24:10+00:00,13,0,True,66,active,0,False,0,2,True,True,2020-08-14 08:43:00,2020
58,67,2020-08-14 08:34:23+00:00,0,27,True,67,active,0,True,0,0,True,True,2020-08-14 08:43:00,2020
59,68,2020-08-14 08:40:22+00:00,16,2,True,68,active,0,True,0,1,True,True,2020-08-14 08:43:00,2020
60,69,2020-08-14 08:34:50+00:00,11,8,True,69,active,0,True,0,0,True,True,2020-08-14 08:43:00,2020
61,70,2020-08-14 08:14:56+00:00,17,6,True,70,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
62,71,2020-08-14 08:14:15+00:00,12,10,True,71,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
63,72,2020-08-14 08:09:50+00:00,0,23,True,72,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
64,73,2020-08-14 08:14:39+00:00,0,14,True,73,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
65,74,2020-08-14 08:35:53+00:00,9,8,True,74,active,0,True,0,2,True,True,2020-08-14 08:43:00,2020
66,75,2020-08-14 08:14:22+00:00,2,13,True,75,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
67,76,2020-08-14 08:15:03+00:00,12,4,True,76,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
68,77,2020-08-14 08:15:15+00:00,8,6,True,77,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
69,78,2020-08-14 08:10:01+00:00,18,1,True,78,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
70,79,2020-08-14 08:14:23+00:00,14,4,True,79,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
71,80,2020-08-14 07:08:17+00:00,3,31,True,80,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
72,81,2020-08-14 08:09:58+00:00,15,4,True,81,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
73,82,2020-08-14 08:14:45+00:00,3,12,True,82,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
74,84,2020-08-14 08:15:01+00:00,4,11,True,84,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
75,85,2020-08-14 08:14:42+00:00,2,17,True,85,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
76,86,2020-08-14 08:40:47+00:00,14,5,True,86,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
77,87,2020-08-14 08:14:09+00:00,14,1,True,87,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
78,89,2020-08-14 08:15:48+00:00,11,8,True,89,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
79,90,2020-08-14 08:14:27+00:00,17,0,True,90,active,0,False,0,2,True,True,2020-08-14 08:43:00,2020
80,91,2020-08-14 08:15:32+00:00,1,18,True,91,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
81,92,2020-08-14 08:14:37+00:00,10,9,True,92,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
82,93,2020-08-14 08:10:21+00:00,14,1,True,93,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
83,94,2020-08-14 08:24:57+00:00,5,6,True,94,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
84,95,2020-08-14 08:14:35+00:00,11,3,True,95,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
85,96,2020-08-14 08:14:25+00:00,13,5,True,96,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
86,97,2020-08-14 08:15:26+00:00,6,12,True,97,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
87,98,2020-08-14 08:29:53+00:00,9,14,True,98,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
88,99,2020-08-14 08:10:46+00:00,15,0,True,99,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
89,100,2020-08-14 08:34:04+00:00,23,1,True,100,active,0,True,0,1,True,True,2020-08-14 08:43:00,2020
90,101,2020-08-14 08:19:16+00:00,15,0,True,101,active,0,False,0,0,True,True,2020-08-14 08:43:00,2020
91,102,2020-08-14 08:19:14+00:00,11,3,True,102,active,0,False,0,1,True,True,2020-08-14 08:43:00,2020
