,num_docks_available,num_bikes_disabled,num_bikes_available,station_status,num_ebikes_available,num_docks_disabled,station_id,is_renting,is_returning,legacy_id,eightd_has_available_keys,last_reported,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,1,0,14,active,0,0,3,True,True,3,False,2020-08-21 19:12:52+00:00,True,,,2020-08-21 19:26:05,2020
1,8,0,11,active,0,0,4,True,True,4,False,2020-08-21 18:32:18+00:00,True,,,2020-08-21 19:26:05,2020
2,8,0,7,active,0,0,5,True,True,5,False,2020-08-21 19:14:45+00:00,True,,,2020-08-21 19:26:05,2020
3,5,2,8,active,0,0,6,True,True,6,False,2020-08-21 19:25:10+00:00,True,,,2020-08-21 19:26:05,2020
4,14,0,1,active,0,0,7,True,True,7,False,2020-08-21 19:23:17+00:00,True,,,2020-08-21 19:26:05,2020
5,12,1,6,active,0,0,8,True,True,8,False,2020-08-21 19:19:12+00:00,True,,,2020-08-21 19:26:05,2020
6,13,0,2,active,0,0,9,True,True,9,False,2020-08-21 19:21:30+00:00,True,,,2020-08-21 19:26:05,2020
7,9,0,2,active,0,0,10,True,True,10,False,2020-08-21 19:22:26+00:00,True,,,2020-08-21 19:26:05,2020
8,10,0,5,active,0,0,11,True,True,11,False,2020-08-21 19:21:36+00:00,True,"{'off_dock_capacity': 50, 'region': 'BOS', 'valet_revision': 100, 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 71, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-21 19:26:05,2020
9,5,1,12,active,0,0,12,True,True,12,True,2020-08-21 19:18:06+00:00,True,,,2020-08-21 19:26:05,2020
10,6,0,13,active,0,0,13,True,True,13,False,2020-08-21 19:04:57+00:00,True,,,2020-08-21 19:26:05,2020
11,0,1,24,active,0,0,14,True,True,14,False,2020-08-21 19:17:44+00:00,True,,,2020-08-21 19:26:05,2020
12,4,0,11,active,0,0,15,True,True,15,False,2020-08-21 19:25:42+00:00,True,,,2020-08-21 19:26:05,2020
13,8,0,11,active,0,0,16,True,True,16,True,2020-08-21 19:16:09+00:00,True,,,2020-08-21 19:26:05,2020
14,15,0,0,active,0,0,17,True,True,17,False,2020-08-21 19:14:41+00:00,True,,,2020-08-21 19:26:05,2020
15,13,0,2,active,0,0,19,True,True,19,False,2020-08-21 19:19:41+00:00,True,,,2020-08-21 19:26:05,2020
16,7,0,16,active,0,0,20,True,True,20,True,2020-08-21 19:11:43+00:00,True,,,2020-08-21 19:26:05,2020
17,9,0,9,active,0,0,21,True,True,21,True,2020-08-21 19:18:19+00:00,True,,,2020-08-21 19:26:05,2020
18,33,0,14,active,0,0,22,True,True,22,True,2020-08-21 19:19:11+00:00,True,,,2020-08-21 19:26:05,2020
19,6,0,15,active,0,0,23,True,True,23,False,2020-08-21 19:12:39+00:00,True,,,2020-08-21 19:26:05,2020
20,15,1,3,active,0,0,24,True,True,24,False,2020-08-21 19:22:56+00:00,True,,,2020-08-21 19:26:05,2020
21,14,0,1,active,0,0,25,True,True,25,False,2020-08-21 18:47:06+00:00,True,,,2020-08-21 19:26:05,2020
22,4,0,11,active,0,0,26,True,True,26,False,2020-08-21 18:41:28+00:00,True,,,2020-08-21 19:26:05,2020
23,15,0,8,active,0,0,27,True,True,27,False,2020-08-21 19:22:44+00:00,True,,,2020-08-21 19:26:05,2020
24,11,0,4,active,0,0,29,True,True,29,False,2020-08-21 18:41:14+00:00,True,,,2020-08-21 19:26:05,2020
25,1,0,14,active,0,0,30,True,True,30,False,2020-08-21 19:24:41+00:00,True,,,2020-08-21 19:26:05,2020
26,17,0,2,active,0,0,31,True,True,31,True,2020-08-21 18:39:36+00:00,True,,,2020-08-21 19:26:05,2020
27,7,1,7,active,0,0,32,True,True,32,False,2020-08-21 19:05:51+00:00,True,,,2020-08-21 19:26:05,2020
28,16,0,11,active,0,0,33,True,True,33,True,2020-08-21 19:06:16+00:00,True,,,2020-08-21 19:26:05,2020
29,10,0,13,active,0,0,35,True,True,35,False,2020-08-21 19:11:00+00:00,True,,,2020-08-21 19:26:05,2020
30,12,0,21,active,0,0,36,True,True,36,True,2020-08-21 19:17:35+00:00,True,,,2020-08-21 19:26:05,2020
31,10,0,5,active,0,0,37,True,True,37,True,2020-08-21 19:21:17+00:00,True,,,2020-08-21 19:26:05,2020
32,13,0,10,active,0,0,39,True,True,39,False,2020-08-21 19:21:41+00:00,True,,,2020-08-21 19:26:05,2020
33,9,1,9,active,0,0,40,True,True,40,False,2020-08-21 19:22:51+00:00,True,,,2020-08-21 19:26:05,2020
34,17,1,9,active,0,0,41,True,True,41,True,2020-08-21 19:21:24+00:00,True,,,2020-08-21 19:26:05,2020
35,16,0,7,active,0,0,42,True,True,42,False,2020-08-21 19:23:16+00:00,True,,,2020-08-21 19:26:05,2020
36,10,0,5,active,0,0,43,True,True,43,True,2020-08-21 19:22:27+00:00,True,,,2020-08-21 19:26:05,2020
37,10,0,13,active,0,0,44,True,True,44,False,2020-08-21 19:20:31+00:00,True,,,2020-08-21 19:26:05,2020
38,5,0,14,active,0,0,46,True,True,46,False,2020-08-21 19:16:00+00:00,True,,,2020-08-21 19:26:05,2020
39,13,0,6,active,0,0,47,True,True,47,True,2020-08-21 19:21:26+00:00,True,,,2020-08-21 19:26:05,2020
40,8,0,11,active,0,0,48,True,True,48,False,2020-08-21 18:58:23+00:00,True,,,2020-08-21 19:26:05,2020
41,4,1,13,active,0,0,49,True,True,49,False,2020-08-21 18:22:50+00:00,True,,,2020-08-21 19:26:05,2020
42,2,1,12,active,0,0,50,True,True,50,True,2020-08-21 19:08:02+00:00,True,,,2020-08-21 19:26:05,2020
43,11,1,3,active,0,0,51,True,True,51,False,2020-08-21 18:18:59+00:00,True,,,2020-08-21 19:26:05,2020
44,13,1,9,active,0,0,52,True,True,52,True,2020-08-21 19:21:56+00:00,True,,,2020-08-21 19:26:05,2020
45,9,0,10,active,0,0,53,True,True,53,False,2020-08-21 19:24:06+00:00,True,,,2020-08-21 19:26:05,2020
46,11,0,4,active,0,0,54,True,True,54,False,2020-08-21 19:25:00+00:00,True,,,2020-08-21 19:26:05,2020
47,7,0,8,active,0,0,55,True,True,55,False,2020-08-21 19:18:09+00:00,True,,,2020-08-21 19:26:05,2020
48,10,0,8,active,0,0,56,True,True,56,True,2020-08-21 19:17:24+00:00,True,,,2020-08-21 19:26:05,2020
49,6,1,7,active,0,0,57,True,True,57,True,2020-08-21 19:11:00+00:00,True,,,2020-08-21 19:26:05,2020
50,17,1,1,active,0,0,58,True,True,58,True,2020-08-21 19:09:17+00:00,True,,,2020-08-21 19:26:05,2020
51,17,0,2,active,0,0,59,True,True,59,True,2020-08-21 18:50:30+00:00,True,,,2020-08-21 19:26:05,2020
52,17,0,2,active,0,0,60,True,True,60,False,2020-08-21 19:25:22+00:00,True,"{'off_dock_capacity': 40, 'region': 'BOS', 'valet_revision': 89, 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 31, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-08-21 19:26:05,2020
53,8,0,11,active,0,0,61,True,True,61,False,2020-08-21 19:14:32+00:00,True,,,2020-08-21 19:26:05,2020
54,14,0,1,active,0,0,63,True,True,63,False,2020-08-21 19:25:16+00:00,True,,,2020-08-21 19:26:05,2020
55,4,0,15,active,0,0,64,False,False,64,False,2020-08-21 18:59:24+00:00,True,,,2020-08-21 19:26:05,2020
56,10,0,13,active,0,0,65,True,True,65,False,2020-08-21 19:08:09+00:00,True,,,2020-08-21 19:26:05,2020
57,14,0,1,active,0,0,66,True,True,66,False,2020-08-21 19:19:29+00:00,True,,,2020-08-21 19:26:05,2020
58,21,0,6,active,0,0,67,True,True,67,True,2020-08-21 19:25:26+00:00,True,,,2020-08-21 19:26:05,2020
59,4,2,13,active,0,0,68,True,True,68,True,2020-08-21 19:19:26+00:00,True,,,2020-08-21 19:26:05,2020
60,9,0,10,active,0,0,69,True,True,69,True,2020-08-21 19:22:33+00:00,True,,,2020-08-21 19:26:05,2020
61,4,0,19,active,0,0,70,True,True,70,False,2020-08-21 19:16:56+00:00,True,,,2020-08-21 19:26:05,2020
62,9,1,13,active,0,0,71,True,True,71,False,2020-08-21 19:17:31+00:00,True,,,2020-08-21 19:26:05,2020
63,20,0,3,active,0,0,72,True,True,72,False,2020-08-21 19:24:39+00:00,True,,,2020-08-21 19:26:05,2020
64,1,0,14,active,0,0,73,True,True,73,False,2020-08-21 19:23:50+00:00,True,,,2020-08-21 19:26:05,2020
65,1,0,18,active,0,0,74,True,True,74,True,2020-08-21 19:15:51+00:00,True,,,2020-08-21 19:26:05,2020
66,14,0,1,active,0,0,75,True,True,75,False,2020-08-21 18:41:06+00:00,True,,,2020-08-21 19:26:05,2020
67,13,1,3,active,0,0,76,True,True,76,False,2020-08-21 19:23:24+00:00,True,,,2020-08-21 19:26:05,2020
68,15,0,0,active,0,0,77,True,True,77,False,2020-08-21 19:15:05+00:00,True,,,2020-08-21 19:26:05,2020
69,4,0,15,active,0,0,78,True,True,78,False,2020-08-21 19:21:15+00:00,True,,,2020-08-21 19:26:05,2020
70,15,1,3,active,0,0,79,True,True,79,False,2020-08-21 18:07:20+00:00,True,,,2020-08-21 19:26:05,2020
71,5,2,28,active,0,0,80,True,True,80,False,2020-08-21 19:21:22+00:00,True,,,2020-08-21 19:26:05,2020
72,10,0,9,active,0,0,81,True,True,81,False,2020-08-21 19:22:09+00:00,True,,,2020-08-21 19:26:05,2020
73,15,0,0,active,0,0,82,True,True,82,False,2020-08-21 18:08:31+00:00,True,,,2020-08-21 19:26:05,2020
74,3,0,12,active,0,0,84,True,True,84,False,2020-08-21 19:03:49+00:00,True,,,2020-08-21 19:26:05,2020
75,4,1,14,active,0,0,85,True,True,85,False,2020-08-21 18:12:15+00:00,True,,,2020-08-21 19:26:05,2020
76,1,0,18,active,0,0,86,True,True,86,False,2020-08-21 19:25:53+00:00,True,,,2020-08-21 19:26:05,2020
77,15,0,0,active,0,0,87,True,True,87,False,2020-08-21 18:36:33+00:00,True,,,2020-08-21 19:26:05,2020
78,11,0,8,active,0,0,89,True,True,89,False,2020-08-21 17:59:56+00:00,True,,,2020-08-21 19:26:05,2020
79,9,0,10,active,0,0,90,True,True,90,False,2020-08-21 18:56:17+00:00,True,,,2020-08-21 19:26:05,2020
