,station_id,last_reported,num_ebikes_available,num_bikes_disabled,legacy_id,num_bikes_available,num_docks_available,is_installed,num_docks_disabled,station_status,eightd_has_available_keys,is_renting,is_returning,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-12 20:23:39+00:00,0,1,3,8,6,True,0,active,False,True,True,2020-08-12 20:26:50,2020
1,4,2020-08-12 20:15:48+00:00,0,0,4,11,8,True,0,active,False,True,True,2020-08-12 20:26:50,2020
2,5,2020-08-12 20:16:52+00:00,0,0,5,10,5,True,0,active,False,True,True,2020-08-12 20:26:50,2020
3,6,2020-08-12 20:26:07+00:00,0,2,6,8,5,True,0,active,False,True,True,2020-08-12 20:26:50,2020
4,7,2020-08-12 20:16:24+00:00,0,1,7,10,4,True,0,active,False,True,True,2020-08-12 20:26:50,2020
5,8,2020-08-12 20:00:11+00:00,0,0,8,7,12,True,0,active,False,True,True,2020-08-12 20:26:50,2020
6,9,2020-08-12 20:26:18+00:00,0,2,9,9,4,True,0,active,False,True,True,2020-08-12 20:26:50,2020
7,10,2020-08-12 19:33:20+00:00,0,0,10,5,6,True,0,active,False,True,True,2020-08-12 20:26:50,2020
8,11,2020-08-12 20:25:42+00:00,0,2,11,9,4,True,0,active,False,True,True,2020-08-12 20:26:50,2020
9,12,2020-08-12 19:44:11+00:00,0,0,12,16,2,True,0,active,True,True,True,2020-08-12 20:26:50,2020
10,13,2020-08-12 20:24:50+00:00,0,1,13,2,16,True,0,active,False,True,True,2020-08-12 20:26:50,2020
11,14,2020-08-12 20:12:48+00:00,0,0,14,16,9,True,0,active,False,True,True,2020-08-12 20:26:50,2020
12,15,2020-08-12 20:22:53+00:00,0,1,15,12,2,True,0,active,False,True,True,2020-08-12 20:26:50,2020
13,16,2020-08-12 20:15:16+00:00,0,0,16,6,13,True,0,active,True,True,True,2020-08-12 20:26:50,2020
14,17,2020-08-12 20:19:15+00:00,0,1,17,2,12,True,0,active,False,True,True,2020-08-12 20:26:50,2020
15,19,2020-08-12 20:15:07+00:00,0,0,19,5,10,True,0,active,False,True,True,2020-08-12 20:26:50,2020
16,20,2020-08-12 20:22:04+00:00,0,0,20,14,9,True,0,active,True,True,True,2020-08-12 20:26:50,2020
17,21,2020-08-12 20:22:16+00:00,0,0,21,12,6,True,0,active,True,True,True,2020-08-12 20:26:50,2020
18,22,2020-08-12 20:19:56+00:00,0,0,22,14,33,True,0,active,True,True,True,2020-08-12 20:26:50,2020
19,23,2020-08-12 20:16:16+00:00,0,0,23,12,9,True,0,active,False,True,True,2020-08-12 20:26:50,2020
20,24,2020-08-12 20:22:47+00:00,0,1,24,7,11,True,0,active,False,True,True,2020-08-12 20:26:50,2020
21,25,2020-08-12 20:20:53+00:00,0,1,25,2,12,True,0,active,False,True,True,2020-08-12 20:26:50,2020
22,26,2020-08-12 20:23:20+00:00,0,0,26,12,3,True,0,active,False,True,True,2020-08-12 20:26:50,2020
23,27,2020-08-12 20:24:58+00:00,0,1,27,14,8,True,0,active,False,True,True,2020-08-12 20:26:50,2020
24,29,2020-08-12 20:26:37+00:00,0,0,29,10,5,True,0,active,False,True,True,2020-08-12 20:26:50,2020
25,30,2020-08-12 20:22:10+00:00,0,0,30,13,2,True,0,active,False,True,True,2020-08-12 20:26:50,2020
26,31,2020-08-12 20:19:19+00:00,0,0,31,2,17,True,0,active,True,True,True,2020-08-12 20:26:50,2020
27,32,2020-08-12 20:25:47+00:00,0,0,32,15,0,True,0,active,False,True,True,2020-08-12 20:26:50,2020
28,33,2020-08-12 19:44:16+00:00,0,0,33,5,22,True,0,active,False,True,True,2020-08-12 20:26:50,2020
29,35,2020-08-12 20:05:10+00:00,0,0,35,22,1,True,0,active,False,True,True,2020-08-12 20:26:50,2020
30,36,2020-08-12 19:57:34+00:00,0,0,36,10,23,True,0,active,True,True,True,2020-08-12 20:26:50,2020
31,37,2020-08-12 18:30:37+00:00,0,0,37,0,15,True,0,active,True,True,True,2020-08-12 20:26:50,2020
32,39,2020-08-12 20:24:11+00:00,0,2,39,11,10,True,0,active,False,True,True,2020-08-12 20:26:50,2020
33,40,2020-08-12 20:23:39+00:00,0,1,40,9,9,True,0,active,False,True,True,2020-08-12 20:26:50,2020
34,41,2020-08-12 20:24:54+00:00,0,0,41,4,23,True,0,active,True,True,True,2020-08-12 20:26:50,2020
35,42,2020-08-12 20:23:30+00:00,0,0,42,11,12,True,0,active,False,True,True,2020-08-12 20:26:50,2020
36,43,2020-08-12 20:12:44+00:00,0,0,43,10,5,True,0,active,True,True,True,2020-08-12 20:26:50,2020
37,44,2020-08-12 20:21:27+00:00,0,0,44,6,17,True,0,active,False,True,True,2020-08-12 20:26:50,2020
38,46,2020-08-12 20:20:41+00:00,0,2,46,10,7,True,0,active,False,True,True,2020-08-12 20:26:50,2020
39,47,2020-08-12 20:26:27+00:00,0,0,47,3,16,True,0,active,True,True,True,2020-08-12 20:26:50,2020
40,48,2020-08-12 20:15:29+00:00,0,0,48,8,11,True,0,active,False,True,True,2020-08-12 20:26:50,2020
41,49,2020-08-12 18:55:24+00:00,0,0,49,17,1,True,0,active,False,True,True,2020-08-12 20:26:50,2020
42,50,2020-08-12 20:13:54+00:00,0,0,50,0,15,True,0,active,True,True,True,2020-08-12 20:26:50,2020
43,51,2020-08-12 20:26:07+00:00,0,0,51,8,7,True,0,active,False,True,True,2020-08-12 20:26:50,2020
44,52,2020-08-12 20:23:02+00:00,0,0,52,15,8,True,0,active,True,True,True,2020-08-12 20:26:50,2020
45,53,2020-08-12 20:22:37+00:00,0,0,53,4,15,True,0,active,False,True,True,2020-08-12 20:26:50,2020
46,54,2020-08-12 20:21:19+00:00,0,0,54,8,7,True,0,active,False,True,True,2020-08-12 20:26:50,2020
47,55,2020-08-12 20:01:10+00:00,0,0,55,7,8,True,0,active,False,True,True,2020-08-12 20:26:50,2020
48,56,2020-08-12 19:14:54+00:00,0,1,56,8,9,True,0,active,True,True,True,2020-08-12 20:26:50,2020
49,57,2020-08-12 20:25:29+00:00,0,0,57,13,1,True,0,active,True,True,True,2020-08-12 20:26:50,2020
50,58,2020-08-12 20:19:33+00:00,0,2,58,8,9,True,0,active,True,True,True,2020-08-12 20:26:50,2020
51,59,2020-08-12 20:04:25+00:00,0,0,59,5,14,True,0,active,True,True,True,2020-08-12 20:26:50,2020
52,60,2020-08-12 20:26:44+00:00,0,0,60,12,7,True,0,active,False,True,True,2020-08-12 20:26:50,2020
53,61,2020-08-12 20:25:49+00:00,0,2,61,13,4,True,0,active,False,True,True,2020-08-12 20:26:50,2020
54,63,2020-08-12 19:58:24+00:00,0,0,63,1,14,True,0,active,False,True,True,2020-08-12 20:26:50,2020
55,64,2020-08-12 20:14:39+00:00,0,0,64,6,13,True,0,active,False,True,True,2020-08-12 20:26:50,2020
56,65,2020-08-12 18:57:19+00:00,0,0,65,1,22,True,0,active,False,True,True,2020-08-12 20:26:50,2020
57,66,2020-08-12 20:22:49+00:00,0,0,66,1,14,True,0,active,False,True,True,2020-08-12 20:26:50,2020
58,67,2020-08-12 20:21:38+00:00,0,0,67,10,17,True,0,active,True,True,True,2020-08-12 20:26:50,2020
59,68,2020-08-12 20:25:40+00:00,0,0,68,18,1,True,0,active,True,True,True,2020-08-12 20:26:50,2020
60,69,2020-08-12 20:21:47+00:00,0,0,69,1,18,True,0,active,True,True,True,2020-08-12 20:26:50,2020
61,70,2020-08-12 20:11:52+00:00,0,0,70,15,8,True,0,active,False,True,True,2020-08-12 20:26:50,2020
62,71,2020-08-12 18:58:38+00:00,0,0,71,18,5,True,0,active,False,True,True,2020-08-12 20:26:50,2020
63,72,2020-08-12 20:06:03+00:00,0,0,72,14,9,True,0,active,False,True,True,2020-08-12 20:26:50,2020
64,73,2020-08-12 20:21:20+00:00,0,1,73,5,9,True,0,active,False,True,True,2020-08-12 20:26:50,2020
65,74,2020-08-12 20:18:48+00:00,0,1,74,10,8,True,0,active,True,True,True,2020-08-12 20:26:50,2020
66,75,2020-08-12 19:52:48+00:00,0,0,75,1,14,True,0,active,False,True,True,2020-08-12 20:26:50,2020
67,76,2020-08-12 20:25:57+00:00,0,1,76,13,3,True,0,active,False,True,True,2020-08-12 20:26:50,2020
68,77,2020-08-12 18:57:51+00:00,0,1,77,9,5,True,0,active,False,True,True,2020-08-12 20:26:50,2020
69,78,2020-08-12 20:03:18+00:00,0,0,78,12,7,True,0,active,False,True,True,2020-08-12 20:26:50,2020
70,79,2020-08-12 19:42:04+00:00,0,1,79,4,14,True,0,active,False,True,True,2020-08-12 20:26:50,2020
71,80,2020-08-12 20:25:47+00:00,0,0,80,25,10,True,0,active,False,True,True,2020-08-12 20:26:50,2020
72,81,2020-08-12 20:25:37+00:00,0,0,81,15,4,True,0,active,False,True,True,2020-08-12 20:26:50,2020
73,82,2020-08-12 19:52:42+00:00,0,0,82,4,11,True,0,active,False,True,True,2020-08-12 20:26:50,2020
74,84,2020-08-12 20:08:45+00:00,0,1,84,4,10,True,0,active,False,True,True,2020-08-12 20:26:50,2020
75,85,2020-08-12 20:26:16+00:00,0,1,85,11,7,True,0,active,False,True,True,2020-08-12 20:26:50,2020
76,86,2020-08-12 20:23:48+00:00,0,0,86,7,12,True,0,active,False,True,True,2020-08-12 20:26:50,2020
77,87,2020-08-12 20:23:20+00:00,0,0,87,7,8,True,0,active,False,True,True,2020-08-12 20:26:50,2020
78,89,2020-08-12 20:11:42+00:00,0,0,89,6,13,True,0,active,False,True,True,2020-08-12 20:26:50,2020
79,90,2020-08-12 20:04:59+00:00,0,1,90,13,5,True,0,active,False,True,True,2020-08-12 20:26:50,2020
80,91,2020-08-12 20:14:32+00:00,0,0,91,9,10,True,0,active,False,True,True,2020-08-12 20:26:50,2020
81,92,2020-08-12 18:07:58+00:00,0,1,92,8,10,True,0,active,False,True,True,2020-08-12 20:26:50,2020
82,93,2020-08-12 19:12:31+00:00,0,2,93,11,2,True,0,active,False,True,True,2020-08-12 20:26:50,2020
83,94,2020-08-12 20:26:28+00:00,0,0,94,4,7,True,0,active,False,True,True,2020-08-12 20:26:50,2020
84,95,2020-08-12 20:22:55+00:00,0,0,95,9,6,True,0,active,False,True,True,2020-08-12 20:26:50,2020
85,96,2020-08-12 20:01:23+00:00,0,0,96,6,13,True,0,active,False,True,True,2020-08-12 20:26:50,2020
86,97,2020-08-12 20:25:14+00:00,0,1,97,3,15,True,0,active,False,True,True,2020-08-12 20:26:50,2020
87,98,2020-08-12 20:23:33+00:00,0,0,98,23,0,True,0,active,False,True,True,2020-08-12 20:26:50,2020
88,99,2020-08-12 20:06:16+00:00,0,0,99,4,11,True,0,active,False,True,True,2020-08-12 20:26:50,2020
89,100,2020-08-12 20:09:24+00:00,0,0,100,23,2,True,0,active,True,True,True,2020-08-12 20:26:50,2020
90,101,2020-08-12 20:07:01+00:00,0,0,101,10,5,True,0,active,False,True,True,2020-08-12 20:26:50,2020
91,102,2020-08-12 19:24:05+00:00,0,0,102,0,15,True,0,active,False,True,True,2020-08-12 20:26:50,2020
92,103,2020-08-12 20:10:54+00:00,0,0,103,1,14,True,0,active,False,True,True,2020-08-12 20:26:50,2020
93,104,2020-08-12 17:58:26+00:00,0,0,104,5,14,True,0,active,False,True,True,2020-08-12 20:26:50,2020
94,105,2020-08-12 19:49:12+00:00,0,0,105,19,0,True,0,active,False,True,True,2020-08-12 20:26:50,2020
95,106,2020-08-12 15:08:22+00:00,0,1,106,3,11,True,0,active,False,True,True,2020-08-12 20:26:50,2020
96,107,2020-08-12 20:26:13+00:00,0,0,107,17,2,True,0,active,False,True,True,2020-08-12 20:26:50,2020
97,108,2020-08-12 20:20:33+00:00,0,0,108,9,8,True,0,active,False,True,True,2020-08-12 20:26:50,2020
98,109,2020-08-12 20:07:37+00:00,0,0,109,8,27,True,0,active,False,True,True,2020-08-12 20:26:50,2020
99,110,2020-08-12 19:40:58+00:00,0,0,110,4,11,True,0,active,False,True,True,2020-08-12 20:26:50,2020
100,111,2020-08-12 18:04:12+00:00,0,0,111,8,7,True,0,active,False,True,True,2020-08-12 20:26:50,2020
101,112,2020-08-12 19:40:38+00:00,0,0,112,13,2,True,0,active,False,True,True,2020-08-12 20:26:50,2020
102,113,2020-08-12 19:40:06+00:00,0,0,113,13,2,True,0,active,False,True,True,2020-08-12 20:26:50,2020
103,114,2020-08-12 19:40:41+00:00,0,0,114,5,10,True,0,active,False,True,True,2020-08-12 20:26:50,2020
104,115,2020-08-12 20:16:58+00:00,0,3,115,10,6,True,0,active,False,True,True,2020-08-12 20:26:50,2020
105,116,2020-08-12 19:53:11+00:00,0,0,116,8,15,True,0,active,False,True,True,2020-08-12 20:26:50,2020
106,117,2020-08-12 20:17:59+00:00,0,0,117,9,10,True,0,active,False,True,True,2020-08-12 20:26:50,2020
107,118,2020-08-12 20:07:50+00:00,0,1,118,14,4,True,0,active,False,True,True,2020-08-12 20:26:50,2020
108,119,2020-08-12 20:22:49+00:00,0,0,119,6,9,True,0,active,False,True,True,2020-08-12 20:26:50,2020
109,120,2020-08-12 19:59:31+00:00,0,0,120,11,4,True,0,active,False,True,True,2020-08-12 20:26:50,2020
110,121,2020-08-12 19:52:23+00:00,0,0,121,3,14,True,0,active,False,True,True,2020-08-12 20:26:50,2020
111,122,2020-08-12 17:31:05+00:00,0,0,122,3,12,True,0,active,False,True,True,2020-08-12 20:26:50,2020
112,124,2020-08-12 19:48:26+00:00,0,0,124,9,6,True,0,active,False,True,True,2020-08-12 20:26:50,2020
113,125,2020-08-12 20:23:23+00:00,0,0,125,2,13,True,0,active,False,True,True,2020-08-12 20:26:50,2020
114,126,2020-08-12 19:50:45+00:00,0,0,126,8,7,True,0,active,False,True,True,2020-08-12 20:26:50,2020
115,128,2020-08-12 19:41:04+00:00,0,0,128,6,13,True,0,active,False,True,True,2020-08-12 20:26:50,2020
116,129,2020-08-12 19:50:59+00:00,0,0,129,10,9,True,0,active,False,True,True,2020-08-12 20:26:50,2020
117,130,2020-08-12 19:22:33+00:00,0,0,130,12,3,True,0,active,False,True,True,2020-08-12 20:26:50,2020
118,131,2020-08-12 19:49:05+00:00,0,0,131,9,9,True,0,active,False,True,True,2020-08-12 20:26:50,2020
119,133,2020-08-12 20:15:59+00:00,0,0,133,9,14,True,0,active,False,True,True,2020-08-12 20:26:50,2020
120,135,2020-08-12 18:50:50+00:00,0,0,135,5,12,True,0,active,False,True,True,2020-08-12 20:26:50,2020
121,136,2020-08-12 18:07:59+00:00,0,0,136,5,14,True,0,active,False,True,True,2020-08-12 20:26:50,2020
122,137,2020-08-12 19:48:31+00:00,0,0,137,8,7,True,0,active,False,True,True,2020-08-12 20:26:50,2020
123,138,2020-08-12 20:22:42+00:00,0,1,138,10,4,True,0,active,False,True,True,2020-08-12 20:26:50,2020
124,139,2020-08-12 20:25:57+00:00,0,0,139,2,17,True,0,active,False,True,True,2020-08-12 20:26:50,2020
125,140,2020-08-12 20:01:05+00:00,0,0,140,13,4,True,0,active,False,True,True,2020-08-12 20:26:50,2020
126,141,2020-08-12 19:56:06+00:00,0,1,141,12,2,True,0,active,False,True,True,2020-08-12 20:26:50,2020
127,142,2020-08-12 18:51:54+00:00,0,1,142,12,10,True,0,active,False,True,True,2020-08-12 20:26:50,2020
128,143,2020-08-12 20:20:43+00:00,0,0,143,17,6,True,0,active,False,True,True,2020-08-12 20:26:50,2020
129,144,2020-08-12 20:21:17+00:00,0,1,144,13,5,True,0,active,False,True,True,2020-08-12 20:26:50,2020
130,145,2020-08-12 20:24:27+00:00,0,0,145,13,6,True,0,active,False,True,True,2020-08-12 20:26:50,2020
131,146,2020-08-12 18:52:56+00:00,0,0,146,9,10,True,0,active,False,True,True,2020-08-12 20:26:50,2020
132,149,2020-08-12 20:25:08+00:00,0,0,149,5,13,True,0,active,True,True,True,2020-08-12 20:26:50,2020
133,150,2020-08-12 20:19:46+00:00,0,0,150,14,5,True,0,active,False,True,True,2020-08-12 20:26:50,2020
134,151,2020-08-12 20:18:22+00:00,0,0,151,18,1,True,0,active,False,True,True,2020-08-12 20:26:50,2020
135,152,2020-08-12 19:59:37+00:00,0,0,152,2,13,True,0,active,True,True,True,2020-08-12 20:26:50,2020
136,156,2020-08-12 20:14:46+00:00,0,0,156,5,10,True,0,active,False,True,True,2020-08-12 20:26:50,2020
137,157,2020-08-12 20:13:36+00:00,0,1,157,8,6,True,0,active,False,True,True,2020-08-12 20:26:50,2020
138,159,2020-08-12 19:43:09+00:00,0,0,159,6,9,True,0,active,False,True,True,2020-08-12 20:26:50,2020
139,160,2020-08-12 20:16:09+00:00,0,0,160,4,10,True,0,active,True,True,True,2020-08-12 20:26:50,2020
140,161,2020-08-12 20:17:59+00:00,0,1,161,6,16,True,0,active,True,True,True,2020-08-12 20:26:50,2020
141,162,2020-08-12 16:49:41+00:00,0,0,162,6,9,True,0,active,False,True,True,2020-08-12 20:26:50,2020
142,163,2020-08-12 20:06:23+00:00,0,0,163,10,9,True,0,active,True,True,True,2020-08-12 20:26:50,2020
143,167,2020-08-12 20:07:44+00:00,0,0,167,1,14,True,0,active,False,True,True,2020-08-12 20:26:50,2020
144,169,2020-08-12 19:27:46+00:00,0,0,169,11,8,True,0,active,False,True,True,2020-08-12 20:26:50,2020
145,170,2020-08-12 20:08:48+00:00,0,1,170,2,11,True,0,active,True,True,True,2020-08-12 20:26:50,2020
146,171,2020-08-12 15:34:14+00:00,0,0,171,7,16,True,0,active,True,True,True,2020-08-12 20:26:50,2020
147,173,2020-08-12 18:31:55+00:00,0,0,173,8,6,True,0,active,True,True,True,2020-08-12 20:26:50,2020
148,174,2020-08-12 20:26:23+00:00,0,1,174,3,11,True,0,active,False,True,True,2020-08-12 20:26:50,2020
149,175,2020-08-12 20:03:37+00:00,0,0,175,6,11,True,0,active,True,True,True,2020-08-12 20:26:50,2020
150,176,2020-08-12 19:52:01+00:00,0,0,176,9,6,True,0,active,False,True,True,2020-08-12 20:26:50,2020
151,177,2020-08-12 20:24:26+00:00,0,0,177,6,13,True,0,active,False,True,True,2020-08-12 20:26:50,2020
152,178,2020-08-12 20:22:10+00:00,0,0,178,5,14,True,0,active,False,True,True,2020-08-12 20:26:50,2020
153,179,2020-08-12 20:22:39+00:00,0,0,179,17,8,True,0,active,False,True,True,2020-08-12 20:26:50,2020
154,180,2020-08-12 20:14:51+00:00,0,1,180,15,3,True,0,active,False,True,True,2020-08-12 20:26:50,2020
