,station_id,num_bikes_available,is_renting,station_status,num_bikes_disabled,num_ebikes_available,num_docks_available,is_installed,is_returning,legacy_id,num_docks_disabled,last_reported,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
222,331,1,True,active,0,0,14,True,True,331,0,2020-08-12 23:48:23+00:00,False,2020-08-12 23:50:55,2020
223,332,6,True,active,1,0,8,True,True,332,0,2020-08-12 23:50:10+00:00,False,2020-08-12 23:50:55,2020
224,333,21,True,active,0,0,4,True,True,333,0,2020-08-12 20:44:25+00:00,False,2020-08-12 23:50:55,2020
225,334,14,True,active,2,0,3,True,True,334,0,2020-08-12 22:49:23+00:00,False,2020-08-12 23:50:55,2020
226,335,11,True,active,0,0,8,True,True,335,0,2020-08-12 23:46:13+00:00,False,2020-08-12 23:50:55,2020
227,336,4,True,active,0,0,11,True,True,336,0,2020-08-12 23:37:27+00:00,False,2020-08-12 23:50:55,2020
228,337,15,True,active,0,0,0,True,True,337,0,2020-08-12 22:00:39+00:00,False,2020-08-12 23:50:55,2020
229,338,8,True,active,1,0,6,True,True,338,0,2020-08-12 23:20:49+00:00,False,2020-08-12 23:50:55,2020
230,339,14,True,active,0,0,1,True,True,339,0,2020-08-12 22:36:05+00:00,False,2020-08-12 23:50:55,2020
231,340,18,True,active,0,0,1,True,True,340,0,2020-08-12 08:52:43+00:00,False,2020-08-12 23:50:55,2020
232,341,8,True,active,1,0,6,True,True,341,0,2020-08-12 20:57:28+00:00,True,2020-08-12 23:50:55,2020
233,342,11,True,active,0,0,4,True,True,342,0,2020-08-12 23:49:57+00:00,False,2020-08-12 23:50:55,2020
234,343,4,True,active,0,0,11,True,True,343,0,2020-08-12 16:19:17+00:00,False,2020-08-12 23:50:55,2020
235,344,7,True,active,0,0,12,True,True,344,0,2020-08-12 23:41:56+00:00,False,2020-08-12 23:50:55,2020
236,345,3,True,active,0,0,16,True,True,345,0,2020-08-12 23:49:31+00:00,False,2020-08-12 23:50:55,2020
237,346,4,True,active,0,0,11,True,True,346,0,2020-08-12 22:56:50+00:00,False,2020-08-12 23:50:55,2020
238,347,13,True,active,0,0,2,True,True,347,0,2020-08-12 18:59:12+00:00,False,2020-08-12 23:50:55,2020
239,348,2,True,active,1,0,12,True,True,348,0,2020-08-12 23:10:17+00:00,False,2020-08-12 23:50:55,2020
240,349,6,True,active,1,0,10,True,True,349,0,2020-08-12 18:36:47+00:00,True,2020-08-12 23:50:55,2020
241,350,13,True,active,0,0,4,True,True,350,0,2020-08-12 16:34:03+00:00,False,2020-08-12 23:50:55,2020
242,351,7,True,active,0,0,8,True,True,351,0,2020-08-12 23:49:00+00:00,False,2020-08-12 23:50:55,2020
243,352,9,True,active,0,0,6,True,True,352,0,2020-08-12 23:38:02+00:00,False,2020-08-12 23:50:55,2020
244,353,6,True,active,0,0,9,True,True,353,0,2020-08-12 15:33:31+00:00,True,2020-08-12 23:50:55,2020
245,354,6,True,active,1,0,8,True,True,354,0,2020-08-12 23:40:47+00:00,False,2020-08-12 23:50:55,2020
246,355,11,True,active,0,0,6,True,True,355,0,2020-08-12 23:49:14+00:00,False,2020-08-12 23:50:55,2020
247,356,10,True,active,0,0,13,True,True,356,0,2020-08-12 23:45:48+00:00,False,2020-08-12 23:50:55,2020
248,357,7,True,active,1,0,7,True,True,357,0,2020-08-12 23:35:59+00:00,False,2020-08-12 23:50:55,2020
249,358,19,True,active,0,0,0,True,True,358,0,2020-08-12 22:08:38+00:00,False,2020-08-12 23:50:55,2020
250,359,1,True,active,0,0,14,True,True,359,0,2020-08-12 23:46:05+00:00,False,2020-08-12 23:50:55,2020
251,360,3,True,active,0,0,12,True,True,360,0,2020-08-12 22:46:10+00:00,False,2020-08-12 23:50:55,2020
252,361,4,True,active,0,0,15,True,True,361,0,2020-08-12 23:49:08+00:00,False,2020-08-12 23:50:55,2020
253,362,18,True,active,1,0,0,True,True,362,0,2020-08-12 23:49:08+00:00,False,2020-08-12 23:50:55,2020
254,363,16,True,active,0,0,3,True,True,363,0,2020-08-12 23:47:31+00:00,False,2020-08-12 23:50:55,2020
255,364,10,True,active,0,0,9,True,True,364,0,2020-08-12 23:32:12+00:00,False,2020-08-12 23:50:55,2020
256,365,4,True,active,0,0,15,True,True,365,0,2020-08-12 23:48:13+00:00,False,2020-08-12 23:50:55,2020
257,366,10,True,active,0,0,5,True,True,366,0,2020-08-12 23:43:55+00:00,False,2020-08-12 23:50:55,2020
258,367,13,True,active,0,0,6,True,True,367,0,2020-08-12 23:29:37+00:00,False,2020-08-12 23:50:55,2020
259,368,11,True,active,1,0,3,True,True,368,0,2020-08-12 23:03:49+00:00,False,2020-08-12 23:50:55,2020
260,369,13,True,active,1,0,1,True,True,369,0,2020-08-12 23:50:45+00:00,False,2020-08-12 23:50:55,2020
261,370,15,True,active,0,0,4,True,True,370,0,2020-08-12 23:44:14+00:00,False,2020-08-12 23:50:55,2020
262,371,10,True,active,0,0,9,True,True,371,0,2020-08-12 23:32:56+00:00,False,2020-08-12 23:50:55,2020
263,372,12,True,active,1,0,6,True,True,372,0,2020-08-12 23:39:48+00:00,False,2020-08-12 23:50:55,2020
264,373,7,True,active,0,0,8,True,True,373,0,2020-08-12 22:46:22+00:00,False,2020-08-12 23:50:55,2020
265,374,2,True,active,0,0,17,True,True,374,0,2020-08-12 23:47:21+00:00,False,2020-08-12 23:50:55,2020
266,376,12,True,active,1,0,2,True,True,376,0,2020-08-12 23:38:18+00:00,False,2020-08-12 23:50:55,2020
267,377,10,True,active,0,0,9,True,True,377,0,2020-08-12 23:40:07+00:00,False,2020-08-12 23:50:55,2020
268,378,8,True,active,1,0,10,True,True,378,0,2020-08-12 23:47:46+00:00,False,2020-08-12 23:50:55,2020
269,379,14,True,active,0,0,1,True,True,379,0,2020-08-12 23:48:51+00:00,False,2020-08-12 23:50:55,2020
270,380,1,True,active,0,0,17,True,True,380,0,2020-08-12 23:45:47+00:00,False,2020-08-12 23:50:55,2020
271,381,13,True,active,0,0,6,True,True,381,0,2020-08-12 23:46:19+00:00,False,2020-08-12 23:50:55,2020
272,384,5,True,active,0,0,14,True,True,384,0,2020-08-12 23:30:20+00:00,True,2020-08-12 23:50:55,2020
273,385,1,True,active,1,0,12,True,True,385,1,2020-08-12 23:45:33+00:00,False,2020-08-12 23:50:55,2020
274,386,4,True,active,0,0,15,True,True,386,0,2020-08-12 23:11:33+00:00,False,2020-08-12 23:50:55,2020
275,387,12,True,active,1,0,2,True,True,387,0,2020-08-12 23:29:58+00:00,False,2020-08-12 23:50:55,2020
276,388,4,True,active,0,0,7,True,True,388,0,2020-08-12 08:57:42+00:00,False,2020-08-12 23:50:55,2020
277,389,11,True,active,0,0,3,True,True,389,0,2020-08-12 19:51:34+00:00,False,2020-08-12 23:50:55,2020
278,390,14,True,active,0,0,1,True,True,390,0,2020-08-12 19:23:05+00:00,False,2020-08-12 23:50:55,2020
279,391,13,True,active,0,0,2,True,True,391,0,2020-08-12 21:20:47+00:00,False,2020-08-12 23:50:55,2020
280,392,6,True,active,0,0,9,True,True,392,0,2020-08-12 19:41:13+00:00,False,2020-08-12 23:50:55,2020
281,393,6,True,active,1,0,8,True,True,393,0,2020-08-12 15:19:15+00:00,False,2020-08-12 23:50:55,2020
282,394,2,True,active,0,0,12,True,True,394,0,2020-08-12 08:58:35+00:00,False,2020-08-12 23:50:55,2020
283,395,10,True,active,0,0,5,True,True,395,0,2020-08-12 15:00:11+00:00,False,2020-08-12 23:50:55,2020
284,396,12,True,active,0,0,3,True,True,396,0,2020-08-12 08:58:34+00:00,False,2020-08-12 23:50:55,2020
285,397,8,True,active,0,0,7,True,True,397,0,2020-08-12 22:11:10+00:00,False,2020-08-12 23:50:55,2020
286,398,10,True,active,0,0,9,True,True,398,0,2020-08-12 22:41:17+00:00,False,2020-08-12 23:50:55,2020
287,399,4,True,active,0,0,11,True,True,399,0,2020-08-12 23:31:14+00:00,False,2020-08-12 23:50:55,2020
288,400,5,True,active,0,0,22,True,True,400,0,2020-08-12 23:42:12+00:00,False,2020-08-12 23:50:55,2020
289,401,1,True,active,0,0,14,True,True,401,0,2020-08-12 23:04:23+00:00,False,2020-08-12 23:50:55,2020
290,402,8,True,active,0,0,7,True,True,402,0,2020-08-12 22:28:41+00:00,False,2020-08-12 23:50:55,2020
291,403,2,True,active,2,0,11,True,True,403,0,2020-08-12 23:47:26+00:00,False,2020-08-12 23:50:55,2020
292,404,1,True,active,0,0,15,True,True,404,0,2020-08-12 23:35:43+00:00,False,2020-08-12 23:50:55,2020
293,405,10,True,active,0,0,9,True,True,405,0,2020-08-12 23:20:29+00:00,False,2020-08-12 23:50:55,2020
294,406,15,True,active,0,0,4,True,True,406,0,2020-08-12 23:33:12+00:00,False,2020-08-12 23:50:55,2020
295,407,2,True,active,1,0,16,True,True,407,0,2020-08-12 22:48:56+00:00,False,2020-08-12 23:50:55,2020
296,408,5,True,active,0,0,10,True,True,408,0,2020-08-12 23:20:28+00:00,False,2020-08-12 23:50:55,2020
297,409,18,True,active,0,0,1,True,True,409,0,2020-08-12 23:48:32+00:00,False,2020-08-12 23:50:55,2020
298,410,11,True,active,0,0,8,True,True,410,0,2020-08-12 23:31:28+00:00,False,2020-08-12 23:50:55,2020
299,411,3,True,active,1,0,11,True,True,411,0,2020-08-12 22:49:17+00:00,False,2020-08-12 23:50:55,2020
300,412,14,True,active,1,0,4,True,True,412,0,2020-08-12 23:27:59+00:00,False,2020-08-12 23:50:55,2020
301,413,6,True,active,0,0,13,True,True,413,0,2020-08-12 23:37:08+00:00,False,2020-08-12 23:50:55,2020
302,414,0,True,active,0,0,23,True,True,414,0,2020-08-12 20:29:07+00:00,False,2020-08-12 23:50:55,2020
303,415,8,True,active,2,0,9,True,True,415,0,2020-08-12 23:28:10+00:00,False,2020-08-12 23:50:55,2020
304,416,2,True,active,0,0,13,True,True,416,0,2020-08-12 23:48:23+00:00,False,2020-08-12 23:50:55,2020
305,417,19,True,active,0,0,0,True,True,417,0,2020-08-12 22:51:25+00:00,False,2020-08-12 23:50:55,2020
306,419,13,True,active,0,0,2,True,True,419,0,2020-08-12 19:59:20+00:00,False,2020-08-12 23:50:55,2020
307,420,0,False,out_of_service,0,0,0,False,False,420,0,1970-01-02 00:00:00+00:00,False,2020-08-12 23:50:55,1970
308,421,15,True,active,0,0,4,True,True,421,0,2020-08-12 23:26:43+00:00,False,2020-08-12 23:50:55,2020
309,422,3,True,active,0,0,12,True,True,422,0,2020-08-12 22:58:55+00:00,False,2020-08-12 23:50:55,2020
310,423,3,True,active,0,0,16,True,True,423,0,2020-08-12 16:21:54+00:00,False,2020-08-12 23:50:55,2020
311,424,6,True,active,0,0,13,True,True,424,0,2020-08-12 22:18:20+00:00,False,2020-08-12 23:50:55,2020
312,425,3,True,active,0,0,13,True,True,425,0,2020-08-12 22:43:29+00:00,False,2020-08-12 23:50:55,2020
313,426,4,True,active,0,0,23,True,True,426,0,2020-08-12 23:46:35+00:00,False,2020-08-12 23:50:55,2020
314,427,6,True,active,0,0,13,True,True,427,0,2020-08-12 17:36:02+00:00,False,2020-08-12 23:50:55,2020
315,428,19,True,active,0,0,0,True,True,428,0,2020-08-12 23:18:33+00:00,False,2020-08-12 23:50:55,2020
316,430,15,True,active,0,0,4,True,True,430,0,2020-08-12 22:52:47+00:00,False,2020-08-12 23:50:55,2020
317,431,4,True,active,0,0,11,True,True,431,0,2020-08-12 23:24:24+00:00,False,2020-08-12 23:50:55,2020
318,432,9,True,active,0,0,10,True,True,432,0,2020-08-12 22:22:28+00:00,False,2020-08-12 23:50:55,2020
319,433,1,True,active,0,0,18,True,True,433,0,2020-08-12 08:57:31+00:00,False,2020-08-12 23:50:55,2020
320,434,0,True,active,0,0,19,True,True,434,0,2020-08-12 21:19:52+00:00,False,2020-08-12 23:50:55,2020
321,435,7,True,active,0,0,8,True,True,435,0,2020-08-12 23:07:50+00:00,False,2020-08-12 23:50:55,2020
322,436,4,True,active,0,0,11,True,True,436,0,2020-08-12 22:05:35+00:00,False,2020-08-12 23:50:55,2020
323,437,4,True,active,1,0,14,True,True,437,0,2020-08-12 23:50:23+00:00,False,2020-08-12 23:50:55,2020
324,440,6,True,active,0,0,11,True,True,440,0,2020-08-12 23:14:13+00:00,False,2020-08-12 23:50:55,2020
325,441,16,True,active,0,0,3,True,True,441,0,2020-08-12 21:26:16+00:00,False,2020-08-12 23:50:55,2020
326,442,12,True,active,1,0,2,True,True,442,0,2020-08-12 22:13:59+00:00,False,2020-08-12 23:50:55,2020
327,443,5,True,active,0,0,14,True,True,443,0,2020-08-12 23:06:03+00:00,False,2020-08-12 23:50:55,2020
328,445,12,True,active,0,0,7,True,True,445,0,2020-08-12 23:50:16+00:00,False,2020-08-12 23:50:55,2020
329,446,9,True,active,0,0,3,True,True,446,0,2020-08-12 23:34:20+00:00,False,2020-08-12 23:50:55,2020
330,447,1,True,active,0,0,18,True,True,447,0,2020-08-12 22:39:48+00:00,False,2020-08-12 23:50:55,2020
331,448,3,True,active,0,0,8,True,True,448,0,2020-08-12 21:56:06+00:00,False,2020-08-12 23:50:55,2020
332,449,0,True,out_of_service,0,0,0,False,True,449,0,1970-01-02 00:00:00+00:00,False,2020-08-12 23:50:55,1970
333,450,12,True,active,0,0,3,True,True,450,0,2020-08-12 23:49:38+00:00,False,2020-08-12 23:50:55,2020
334,451,7,True,active,0,0,8,True,True,451,0,2020-08-12 23:25:07+00:00,False,2020-08-12 23:50:55,2020
335,452,6,True,active,0,0,9,True,True,452,0,2020-08-12 23:43:52+00:00,False,2020-08-12 23:50:55,2020
336,453,0,True,active,1,0,14,True,True,453,0,2020-08-12 23:43:34+00:00,False,2020-08-12 23:50:55,2020
337,454,11,True,active,0,0,4,True,True,454,0,2020-08-12 23:45:20+00:00,False,2020-08-12 23:50:55,2020
338,455,0,True,active,1,0,11,True,True,455,0,2020-08-12 23:31:24+00:00,False,2020-08-12 23:50:55,2020
339,456,8,True,active,1,0,10,True,True,456,0,2020-08-12 23:13:39+00:00,False,2020-08-12 23:50:55,2020
340,457,2,True,active,0,0,9,True,True,457,0,2020-08-12 22:47:47+00:00,False,2020-08-12 23:50:55,2020
341,458,5,True,active,1,0,5,True,True,458,0,2020-08-12 18:43:37+00:00,False,2020-08-12 23:50:55,2020
