,num_ebikes_available,is_returning,station_id,station_status,legacy_id,num_bikes_available,is_installed,is_renting,last_reported,eightd_has_available_keys,num_docks_disabled,num_docks_available,num_bikes_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
179,0,True,206,active,206,17,True,True,2020-08-18 19:02:34+00:00,True,0,5,1,,,2020-08-18 19:04:20,2020
180,0,True,208,active,208,10,True,True,2020-08-18 17:35:12+00:00,True,0,5,0,,,2020-08-18 19:04:20,2020
181,0,True,209,active,209,13,True,True,2020-08-18 16:12:40+00:00,False,0,1,1,,,2020-08-18 19:04:20,2020
182,0,True,210,active,210,3,True,True,2020-08-18 18:50:30+00:00,False,0,11,1,,,2020-08-18 19:04:20,2020
183,0,True,211,active,211,1,True,True,2020-08-18 18:26:35+00:00,False,0,18,0,,,2020-08-18 19:04:20,2020
184,0,True,212,active,212,1,True,True,2020-08-18 18:47:50+00:00,False,0,32,0,,,2020-08-18 19:04:20,2020
185,0,True,213,active,213,4,True,True,2020-08-18 16:40:26+00:00,True,0,12,0,,,2020-08-18 19:04:20,2020
186,0,True,214,active,214,10,True,True,2020-08-18 17:55:15+00:00,False,0,5,0,,,2020-08-18 19:04:20,2020
187,0,True,215,active,215,10,True,True,2020-08-18 17:35:44+00:00,False,0,3,2,,,2020-08-18 19:04:20,2020
188,0,True,216,active,216,19,True,True,2020-08-18 08:04:08+00:00,False,0,0,0,,,2020-08-18 19:04:20,2020
189,0,True,217,active,217,12,True,True,2020-08-18 18:52:17+00:00,False,0,7,0,,,2020-08-18 19:04:20,2020
190,0,True,218,active,218,6,True,True,2020-08-18 18:06:42+00:00,False,0,7,2,,,2020-08-18 19:04:20,2020
191,0,True,219,active,219,3,True,True,2020-08-18 18:24:19+00:00,False,0,12,0,,,2020-08-18 19:04:20,2020
192,0,True,221,active,221,0,True,True,2020-08-18 18:54:24+00:00,False,0,18,1,,,2020-08-18 19:04:20,2020
193,0,True,222,active,222,0,True,True,2020-08-18 18:57:29+00:00,True,0,14,0,,,2020-08-18 19:04:20,2020
194,0,True,224,active,224,14,True,True,2020-08-18 17:21:41+00:00,False,0,2,1,,,2020-08-18 19:04:20,2020
195,0,True,225,active,225,6,True,True,2020-08-18 18:58:17+00:00,False,0,13,0,,,2020-08-18 19:04:20,2020
196,0,True,226,active,226,2,True,True,2020-08-18 18:58:52+00:00,False,0,12,1,,,2020-08-18 19:04:20,2020
197,0,True,227,active,227,0,True,True,2020-08-18 18:00:06+00:00,False,0,16,3,,,2020-08-18 19:04:20,2020
198,0,True,228,active,228,5,True,True,2020-08-18 17:55:40+00:00,False,0,14,0,,,2020-08-18 19:04:20,2020
199,0,True,232,active,232,3,True,True,2020-08-18 08:48:59+00:00,False,0,8,0,,,2020-08-18 19:04:20,2020
200,0,True,233,active,233,6,True,True,2020-08-18 18:58:15+00:00,False,0,8,1,,,2020-08-18 19:04:20,2020
201,0,True,234,active,234,1,True,True,2020-08-18 18:24:00+00:00,False,0,14,0,,,2020-08-18 19:04:20,2020
202,0,True,235,active,235,8,True,True,2020-08-18 18:35:41+00:00,False,0,7,0,,,2020-08-18 19:04:20,2020
203,0,True,236,active,236,8,True,True,2020-08-18 18:43:53+00:00,False,0,7,0,,,2020-08-18 19:04:20,2020
204,0,True,239,active,239,10,True,True,2020-08-18 18:59:20+00:00,False,0,5,0,,,2020-08-18 19:04:20,2020
205,0,True,255,active,255,7,True,True,2020-08-18 17:41:23+00:00,False,0,8,0,,,2020-08-18 19:04:20,2020
206,0,True,258,active,258,8,True,True,2020-08-18 11:20:18+00:00,False,0,7,0,,,2020-08-18 19:04:20,2020
207,0,True,259,active,259,10,True,True,2020-08-18 17:28:18+00:00,False,0,5,0,,,2020-08-18 19:04:20,2020
208,0,True,260,active,260,5,True,True,2020-08-18 10:37:49+00:00,False,0,10,0,,,2020-08-18 19:04:20,2020
209,0,True,271,active,271,11,True,True,2020-08-18 17:46:16+00:00,False,0,3,1,,,2020-08-18 19:04:20,2020
210,0,True,272,active,272,10,True,True,2020-08-18 16:44:29+00:00,False,0,9,0,,,2020-08-18 19:04:20,2020
211,0,True,273,active,273,22,True,True,2020-08-18 19:00:54+00:00,False,0,18,0,,,2020-08-18 19:04:20,2020
212,0,True,279,active,279,16,True,True,2020-08-18 18:54:27+00:00,False,0,3,0,,,2020-08-18 19:04:20,2020
213,0,True,280,active,280,8,True,True,2020-08-18 18:57:19+00:00,False,0,11,0,,,2020-08-18 19:04:20,2020
214,0,True,282,active,282,8,True,True,2020-08-18 18:59:55+00:00,False,0,7,0,,,2020-08-18 19:04:20,2020
215,0,True,296,active,296,13,True,True,2020-08-18 18:52:31+00:00,False,0,9,1,,,2020-08-18 19:04:20,2020
216,0,True,318,active,318,13,True,True,2020-08-18 18:54:23+00:00,False,0,6,0,,,2020-08-18 19:04:20,2020
