,is_renting,eightd_has_available_keys,num_bikes_disabled,station_id,last_reported,num_bikes_available,num_docks_disabled,num_docks_available,num_ebikes_available,is_returning,station_status,legacy_id,is_installed,timestamp_of_data_read_request,year_station_last_reported
94,True,False,2,105,2020-08-11 00:39:49+00:00,7,0,10,0,True,active,105,True,2020-08-11 01:11:25,2020
95,True,False,1,106,2020-08-10 23:29:51+00:00,6,0,8,0,True,active,106,True,2020-08-11 01:11:25,2020
96,True,False,2,107,2020-08-11 01:04:49+00:00,1,0,16,0,True,active,107,True,2020-08-11 01:11:25,2020
97,True,False,0,108,2020-08-11 00:13:32+00:00,9,0,8,0,True,active,108,True,2020-08-11 01:11:25,2020
98,True,False,1,109,2020-08-10 19:44:36+00:00,7,0,27,0,True,active,109,True,2020-08-11 01:11:25,2020
99,True,False,0,110,2020-08-11 00:28:33+00:00,2,0,13,0,True,active,110,True,2020-08-11 01:11:25,2020
100,True,False,0,111,2020-08-11 00:36:25+00:00,8,0,7,0,True,active,111,True,2020-08-11 01:11:25,2020
101,True,False,0,112,2020-08-11 00:23:13+00:00,9,0,6,0,True,active,112,True,2020-08-11 01:11:25,2020
102,True,False,1,113,2020-08-11 00:23:31+00:00,10,0,4,0,True,active,113,True,2020-08-11 01:11:25,2020
103,True,False,1,114,2020-08-10 23:38:32+00:00,2,0,12,0,True,active,114,True,2020-08-11 01:11:25,2020
104,True,False,0,115,2020-08-11 01:06:04+00:00,16,0,3,0,True,active,115,True,2020-08-11 01:11:25,2020
105,True,False,0,116,2020-08-11 00:46:26+00:00,15,0,8,0,True,active,116,True,2020-08-11 01:11:25,2020
106,True,False,0,117,2020-08-11 01:00:03+00:00,13,0,6,0,True,active,117,True,2020-08-11 01:11:25,2020
107,True,False,1,118,2020-08-11 00:56:07+00:00,14,0,4,0,True,active,118,True,2020-08-11 01:11:25,2020
108,True,False,0,119,2020-08-11 00:58:50+00:00,4,0,11,0,True,active,119,True,2020-08-11 01:11:25,2020
109,True,False,5,120,2020-08-11 01:00:01+00:00,9,0,1,0,True,active,120,True,2020-08-11 01:11:25,2020
110,True,False,0,121,2020-08-11 00:43:26+00:00,7,0,10,0,True,active,121,True,2020-08-11 01:11:25,2020
111,True,False,0,122,2020-08-11 00:33:15+00:00,10,0,5,0,True,active,122,True,2020-08-11 01:11:25,2020
112,True,False,0,124,2020-08-11 00:41:14+00:00,11,0,4,0,True,active,124,True,2020-08-11 01:11:25,2020
113,True,False,0,125,2020-08-11 01:02:16+00:00,6,0,9,0,True,active,125,True,2020-08-11 01:11:25,2020
114,True,False,0,126,2020-08-11 00:01:29+00:00,5,0,10,0,True,active,126,True,2020-08-11 01:11:25,2020
115,True,False,0,128,2020-08-10 23:00:26+00:00,12,0,7,0,True,active,128,True,2020-08-11 01:11:25,2020
116,True,False,0,129,2020-08-10 22:26:57+00:00,12,0,7,0,True,active,129,True,2020-08-11 01:11:25,2020
117,True,False,0,130,2020-08-11 00:33:56+00:00,10,0,5,0,True,active,130,True,2020-08-11 01:11:25,2020
118,True,False,0,131,2020-08-11 01:01:48+00:00,17,0,1,0,True,active,131,True,2020-08-11 01:11:25,2020
119,True,False,1,133,2020-08-11 01:00:25+00:00,18,0,4,0,True,active,133,True,2020-08-11 01:11:25,2020
120,True,False,1,135,2020-08-11 00:11:39+00:00,4,0,12,0,True,active,135,True,2020-08-11 01:11:25,2020
121,True,False,1,136,2020-08-11 00:39:52+00:00,6,0,12,0,True,active,136,True,2020-08-11 01:11:25,2020
122,True,False,0,137,2020-08-11 00:31:03+00:00,12,0,3,0,True,active,137,True,2020-08-11 01:11:25,2020
123,True,False,2,138,2020-08-11 00:52:25+00:00,12,0,1,0,True,active,138,True,2020-08-11 01:11:25,2020
124,True,False,1,139,2020-08-11 00:59:45+00:00,6,0,12,0,True,active,139,True,2020-08-11 01:11:25,2020
125,True,False,1,140,2020-08-11 00:22:55+00:00,12,0,4,0,True,active,140,True,2020-08-11 01:11:25,2020
126,True,False,0,141,2020-08-11 00:56:56+00:00,5,0,10,0,True,active,141,True,2020-08-11 01:11:25,2020
127,True,False,0,142,2020-08-11 00:54:24+00:00,17,0,6,0,True,active,142,True,2020-08-11 01:11:25,2020
128,True,False,0,143,2020-08-11 00:55:19+00:00,14,0,9,0,True,active,143,True,2020-08-11 01:11:25,2020
129,True,False,0,144,2020-08-11 00:35:41+00:00,14,0,5,0,True,active,144,True,2020-08-11 01:11:25,2020
130,True,False,0,145,2020-08-11 00:49:26+00:00,15,0,4,0,True,active,145,True,2020-08-11 01:11:25,2020
131,True,False,2,146,2020-08-11 00:54:41+00:00,3,0,14,0,True,active,146,True,2020-08-11 01:11:25,2020
132,True,True,0,149,2020-08-11 00:38:51+00:00,13,0,5,0,True,active,149,True,2020-08-11 01:11:25,2020
133,True,False,1,150,2020-08-10 23:59:34+00:00,11,0,7,0,True,active,150,True,2020-08-11 01:11:25,2020
134,True,False,0,151,2020-08-11 00:26:50+00:00,3,0,16,0,True,active,151,True,2020-08-11 01:11:25,2020
135,True,True,0,152,2020-08-11 00:37:13+00:00,14,0,1,0,True,active,152,True,2020-08-11 01:11:25,2020
136,True,False,0,156,2020-08-11 00:51:24+00:00,2,0,13,0,True,active,156,True,2020-08-11 01:11:25,2020
137,True,False,1,157,2020-08-11 01:04:56+00:00,7,0,7,0,True,active,157,True,2020-08-11 01:11:25,2020
138,True,False,1,159,2020-08-11 00:37:13+00:00,5,0,9,0,True,active,159,True,2020-08-11 01:11:25,2020
139,True,True,0,160,2020-08-10 22:30:07+00:00,0,0,14,0,True,active,160,True,2020-08-11 01:11:25,2020
140,True,True,2,161,2020-08-11 01:04:05+00:00,7,0,14,0,True,active,161,True,2020-08-11 01:11:25,2020
141,True,False,0,162,2020-08-11 00:33:12+00:00,6,0,9,0,True,active,162,True,2020-08-11 01:11:25,2020
142,True,True,0,163,2020-08-11 00:27:57+00:00,11,0,8,0,True,active,163,True,2020-08-11 01:11:25,2020
143,True,False,0,167,2020-08-10 23:28:48+00:00,5,0,10,0,True,active,167,True,2020-08-11 01:11:25,2020
144,True,False,0,169,2020-08-11 00:20:45+00:00,15,0,4,0,True,active,169,True,2020-08-11 01:11:25,2020
145,True,True,0,170,2020-08-11 00:26:00+00:00,3,0,11,0,True,active,170,True,2020-08-11 01:11:25,2020
146,True,True,0,171,2020-08-10 23:07:44+00:00,6,0,17,0,True,active,171,True,2020-08-11 01:11:25,2020
147,True,True,0,173,2020-08-11 00:24:09+00:00,10,0,4,0,True,active,173,True,2020-08-11 01:11:25,2020
148,True,False,0,174,2020-08-10 21:45:52+00:00,0,0,15,0,True,active,174,True,2020-08-11 01:11:25,2020
149,True,True,0,175,2020-08-11 00:20:13+00:00,2,0,15,0,True,active,175,True,2020-08-11 01:11:25,2020
150,True,False,0,176,2020-08-10 23:11:45+00:00,15,0,0,0,True,active,176,True,2020-08-11 01:11:25,2020
151,True,False,0,177,2020-08-11 00:53:18+00:00,0,0,19,0,True,active,177,True,2020-08-11 01:11:25,2020
152,True,False,0,178,2020-08-11 01:07:09+00:00,6,0,13,0,True,active,178,True,2020-08-11 01:11:25,2020
153,True,False,0,179,2020-08-11 00:50:43+00:00,16,0,9,0,True,active,179,True,2020-08-11 01:11:25,2020
154,True,False,0,180,2020-08-11 00:13:05+00:00,15,0,4,0,True,active,180,True,2020-08-11 01:11:25,2020
155,True,False,0,181,2020-08-11 00:24:18+00:00,15,0,4,0,True,active,181,True,2020-08-11 01:11:25,2020
156,True,True,0,182,2020-08-11 00:42:30+00:00,6,0,13,0,True,active,182,True,2020-08-11 01:11:25,2020
157,True,False,0,183,2020-08-11 00:09:31+00:00,1,0,18,0,True,active,183,True,2020-08-11 01:11:25,2020
158,True,False,1,184,2020-08-11 00:57:21+00:00,11,0,7,0,True,active,184,True,2020-08-11 01:11:25,2020
159,True,False,0,185,2020-08-11 00:57:32+00:00,3,0,12,0,True,active,185,True,2020-08-11 01:11:25,2020
160,True,True,2,186,2020-08-11 01:02:02+00:00,10,0,3,0,True,active,186,True,2020-08-11 01:11:25,2020
161,True,False,0,187,2020-08-11 00:24:38+00:00,13,0,2,0,True,active,187,True,2020-08-11 01:11:25,2020
162,True,False,0,188,2020-08-11 00:12:12+00:00,8,0,7,0,True,active,188,True,2020-08-11 01:11:25,2020
163,True,True,1,189,2020-08-11 00:39:39+00:00,10,0,12,0,True,active,189,True,2020-08-11 01:11:25,2020
164,True,True,1,190,2020-08-11 01:04:48+00:00,22,0,14,0,True,active,190,True,2020-08-11 01:11:25,2020
165,True,False,0,191,2020-08-10 23:52:41+00:00,2,0,13,0,True,active,191,True,2020-08-11 01:11:25,2020
166,True,False,0,192,2020-08-11 00:34:35+00:00,5,0,14,0,True,active,192,True,2020-08-11 01:11:25,2020
167,True,True,0,193,2020-08-11 01:11:01+00:00,7,0,8,0,True,active,193,True,2020-08-11 01:11:25,2020
168,True,False,0,194,2020-08-11 00:49:37+00:00,0,0,19,0,True,active,194,True,2020-08-11 01:11:25,2020
169,True,False,0,195,2020-08-11 00:52:36+00:00,14,0,9,0,True,active,195,True,2020-08-11 01:11:25,2020
170,True,True,0,196,2020-08-11 00:01:56+00:00,2,0,8,0,True,active,196,True,2020-08-11 01:11:25,2020
171,True,False,0,197,2020-08-11 00:47:31+00:00,1,0,14,0,True,active,197,True,2020-08-11 01:11:25,2020
172,True,False,0,199,2020-08-10 20:37:22+00:00,1,0,14,0,True,active,199,True,2020-08-11 01:11:25,2020
173,True,False,2,200,2020-08-11 00:51:33+00:00,12,0,5,0,True,active,200,True,2020-08-11 01:11:25,2020
174,True,False,0,201,2020-08-10 18:33:21+00:00,2,0,13,0,True,active,201,True,2020-08-11 01:11:25,2020
175,True,False,0,202,2020-08-10 23:00:23+00:00,4,0,11,0,True,active,202,True,2020-08-11 01:11:25,2020
176,True,False,1,203,2020-08-10 08:40:54+00:00,2,0,12,0,True,active,203,True,2020-08-11 01:11:25,2020
177,True,False,0,204,2020-08-11 00:05:43+00:00,2,0,13,0,True,active,204,True,2020-08-11 01:11:25,2020
178,True,False,0,205,2020-08-10 22:51:51+00:00,3,0,12,0,True,active,205,True,2020-08-11 01:11:25,2020
179,True,True,0,206,2020-08-11 00:03:08+00:00,6,0,17,0,True,active,206,True,2020-08-11 01:11:25,2020
180,True,True,0,208,2020-08-11 01:06:25+00:00,4,0,11,0,True,active,208,True,2020-08-11 01:11:25,2020
181,True,False,0,209,2020-08-10 22:38:44+00:00,8,0,7,0,True,active,209,True,2020-08-11 01:11:25,2020
182,True,False,0,210,2020-08-10 23:11:11+00:00,4,0,11,0,True,active,210,True,2020-08-11 01:11:25,2020
183,True,False,0,211,2020-08-11 00:57:00+00:00,5,0,14,0,True,active,211,True,2020-08-11 01:11:25,2020
184,True,False,0,212,2020-08-11 00:39:40+00:00,29,0,4,0,True,active,212,True,2020-08-11 01:11:25,2020
185,True,True,0,213,2020-08-11 00:16:37+00:00,5,0,11,0,True,active,213,True,2020-08-11 01:11:25,2020
186,True,False,0,214,2020-08-11 00:34:50+00:00,8,0,7,0,True,active,214,True,2020-08-11 01:11:25,2020
187,True,False,0,215,2020-08-11 00:04:16+00:00,7,0,8,0,True,active,215,True,2020-08-11 01:11:25,2020
188,True,False,1,216,2020-08-10 23:27:09+00:00,16,0,2,0,True,active,216,True,2020-08-11 01:11:25,2020
189,True,False,0,217,2020-08-11 01:06:47+00:00,13,0,6,0,True,active,217,True,2020-08-11 01:11:25,2020
190,True,False,1,218,2020-08-11 01:04:02+00:00,7,0,7,0,True,active,218,True,2020-08-11 01:11:25,2020
191,True,False,0,219,2020-08-10 23:38:56+00:00,5,0,10,0,True,active,219,True,2020-08-11 01:11:25,2020
192,True,False,0,221,2020-08-11 00:53:39+00:00,11,0,8,0,True,active,221,True,2020-08-11 01:11:25,2020
193,True,True,0,222,2020-08-11 00:49:02+00:00,7,0,7,0,True,active,222,True,2020-08-11 01:11:25,2020
194,True,False,0,224,2020-08-11 00:36:48+00:00,10,0,7,0,True,active,224,True,2020-08-11 01:11:25,2020
195,True,False,0,225,2020-08-11 01:08:07+00:00,10,0,9,0,True,active,225,True,2020-08-11 01:11:25,2020
196,True,False,0,226,2020-08-11 01:10:10+00:00,4,0,11,0,True,active,226,True,2020-08-11 01:11:25,2020
197,True,False,0,227,2020-08-11 00:41:23+00:00,8,0,11,0,True,active,227,True,2020-08-11 01:11:25,2020
198,True,False,0,228,2020-08-11 00:16:26+00:00,12,0,7,0,True,active,228,True,2020-08-11 01:11:25,2020
199,True,False,0,232,2020-08-10 20:26:30+00:00,7,0,4,0,True,active,232,True,2020-08-11 01:11:25,2020
200,True,False,1,233,2020-08-11 01:10:46+00:00,4,0,10,0,True,active,233,True,2020-08-11 01:11:25,2020
201,True,False,0,234,2020-08-10 22:33:27+00:00,1,0,14,0,True,active,234,True,2020-08-11 01:11:25,2020
202,True,False,0,235,2020-08-10 20:46:12+00:00,5,0,10,0,True,active,235,True,2020-08-11 01:11:25,2020
203,True,False,0,236,2020-08-11 01:08:14+00:00,11,0,4,0,True,active,236,True,2020-08-11 01:11:25,2020
204,True,False,0,239,2020-08-11 00:57:44+00:00,12,0,3,0,True,active,239,True,2020-08-11 01:11:25,2020
205,True,False,0,255,2020-08-10 21:07:16+00:00,10,0,5,0,True,active,255,True,2020-08-11 01:11:25,2020
206,True,False,1,258,2020-08-11 00:02:39+00:00,9,0,5,0,True,active,258,True,2020-08-11 01:11:25,2020
207,True,False,0,259,2020-08-11 01:07:45+00:00,15,0,0,0,True,active,259,True,2020-08-11 01:11:25,2020
208,True,False,0,260,2020-08-11 01:01:35+00:00,11,0,4,0,True,active,260,True,2020-08-11 01:11:25,2020
209,True,False,0,271,2020-08-10 22:22:44+00:00,6,0,9,0,True,active,271,True,2020-08-11 01:11:25,2020
210,True,False,1,272,2020-08-10 23:07:58+00:00,6,0,12,0,True,active,272,True,2020-08-11 01:11:25,2020
211,True,False,5,273,2020-08-11 01:08:44+00:00,21,0,14,0,True,active,273,True,2020-08-11 01:11:25,2020
212,True,False,0,279,2020-08-11 00:27:48+00:00,16,0,3,0,True,active,279,True,2020-08-11 01:11:25,2020
213,True,False,0,280,2020-08-11 00:34:06+00:00,9,0,10,0,True,active,280,True,2020-08-11 01:11:25,2020
214,True,False,2,282,2020-08-11 00:17:01+00:00,13,0,0,0,True,active,282,True,2020-08-11 01:11:25,2020
215,True,False,1,296,2020-08-11 00:42:00+00:00,13,0,9,0,True,active,296,True,2020-08-11 01:11:25,2020
216,True,False,0,318,2020-08-11 01:02:13+00:00,4,0,15,0,True,active,318,True,2020-08-11 01:11:25,2020
217,True,False,0,319,2020-08-10 23:16:00+00:00,5,0,20,0,True,active,319,True,2020-08-11 01:11:25,2020
218,True,False,0,327,2020-08-10 22:17:23+00:00,14,0,1,0,True,active,327,True,2020-08-11 01:11:25,2020
219,True,False,0,328,2020-08-11 01:04:35+00:00,3,0,12,0,True,active,328,True,2020-08-11 01:11:25,2020
220,True,False,0,329,2020-08-11 01:06:34+00:00,6,0,9,0,True,active,329,True,2020-08-11 01:11:25,2020
221,True,False,0,330,2020-08-11 00:19:35+00:00,10,0,5,0,True,active,330,True,2020-08-11 01:11:25,2020
222,True,False,0,331,2020-08-11 01:11:14+00:00,7,0,8,0,True,active,331,True,2020-08-11 01:11:25,2020
223,True,False,1,332,2020-08-11 00:53:30+00:00,11,0,3,0,True,active,332,True,2020-08-11 01:11:25,2020
224,True,False,0,333,2020-08-10 23:51:18+00:00,20,0,5,0,True,active,333,True,2020-08-11 01:11:25,2020
225,True,False,0,334,2020-08-11 00:16:52+00:00,17,0,2,0,True,active,334,True,2020-08-11 01:11:25,2020
226,True,False,0,335,2020-08-11 00:10:36+00:00,14,0,5,0,True,active,335,True,2020-08-11 01:11:25,2020
227,True,False,2,336,2020-08-10 21:34:40+00:00,11,0,2,0,True,active,336,True,2020-08-11 01:11:25,2020
228,True,False,0,337,2020-08-11 00:46:30+00:00,15,0,0,0,True,active,337,True,2020-08-11 01:11:25,2020
